en,tr,es,title,speaker,duration,tags
"
","
","
",Could a breathalyzer detect cancer?,Julian Burschka,4:17,"TED-Ed,cancer,education,animation,illness,disease,medical research,health,technology,healthcare,health care,medicine,public health,innovation,biology,science,chemistry,physiology"
"
											How is it that a breathalyzer can measure 
the alcohol content in someone’s blood,
											hours after they had their last drink, 
based on their breath alone?
									","
											Alkolmetre, son içkisini 
saatler önce içmiş birinin
											kanındaki alkol oranını 
sadece nefesiyle nasıl ölçebilir?
									","
											¿Cómo es que un alcoholímetro puede medir
el volumen de alcohol en sangre de alguien
											horas después de su última 
bebida y solo basándose en un soplo?
									",Could a breathalyzer detect cancer?,Julian Burschka,4:17,"TED-Ed,cancer,education,animation,illness,disease,medical research,health,technology,healthcare,health care,medicine,public health,innovation,biology,science,chemistry,physiology"
"
","
","
",Could a breathalyzer detect cancer?,Julian Burschka,4:17,"TED-Ed,cancer,education,animation,illness,disease,medical research,health,technology,healthcare,health care,medicine,public health,innovation,biology,science,chemistry,physiology"
"
											Exhaled breath contains trace amounts 
of hundreds, even thousands,
											of volatile organic compounds:
											small molecules lightweight enough 
to travel easily as gases.
											One of these is ethanol, 
which we consume in alcoholic drinks.
											It travels through the bloodstream 
to tiny air sacs in the lungs,
											passing into exhaled air 
at a concentration 2,000 times lower,
											on average, than in the blood.
									","
											Nefes, yüzlerce hatta binlerce
											eser miktarda uçucu
organik bileşen içerir:
											gazlar gibi kolay hareket edebilecek
düzeyde hafif küçük moleküller.
											Bunlardan biri, alkollü içeceklerde
tükettiğimiz etanol.
											Kan dolaşımıyla akciğerlerdeki 
minik hava keseciklerine
											ve kandakinden ortalama 2 bin kat
daha düşük yoğunlukta nefese taşınır.
									","
											La respiración exhalada
contiene cientos e incluso miles
											de compuestos orgánicos volátiles:
											pequeñas moléculas suficientemente
livianas para viajar como gases.
											Uno de ellos es el etanol que 
consumimos en bebidas alcohólicas.
											Viaja por el torrente sanguíneo hacia
diminutos sacos de aire en los pulmones,
											y se convierte en aire que exhalamos
a una concentración 2000 veces menor,
											en promedio, que en la sangre.
									",Could a breathalyzer detect cancer?,Julian Burschka,4:17,"TED-Ed,cancer,education,animation,illness,disease,medical research,health,technology,healthcare,health care,medicine,public health,innovation,biology,science,chemistry,physiology"
"
","
","
",Could a breathalyzer detect cancer?,Julian Burschka,4:17,"TED-Ed,cancer,education,animation,illness,disease,medical research,health,technology,healthcare,health care,medicine,public health,innovation,biology,science,chemistry,physiology"
"
											When someone breathes 
into a breathalyzer,
											the ethanol in their breath 
passes into a reaction chamber.
											There, it’s converted to another molecule,
called acetic acid,
											in a special type of reactor that produces
an electric current during the reaction.
											The strength of the current 
indicates the amount of ethanol
											in the sample of air, 
and by extension in the blood.
									","
											Biri alkolmetreye üflediğinizde
											nefesinizdeki etanol 
reaksiyon odasına girer.
											Tepkime sırasında elektrik akımı üreten
özel bir tepkime odasında
											asetik asit denilen
başka bir moleküle dönüştürülür.
											Akımın şiddeti, havada ve kandaki
											etanol miktarını gösterir.
									","
											Cuando una persona sopla
en el alcoholímetro,
											el etanol de su aliento
pasa a una cámara de reacción.
											Allí, es convertido en otra molécula
llamada ácido acético,
											un tipo especial de reactor que produce
una corriente eléctrica en dicha reacción.
											La fuerza de la corriente
indica la cantidad de etanol
											en la muestra de aire
y, por extensión, en la sangre.
									",Could a breathalyzer detect cancer?,Julian Burschka,4:17,"TED-Ed,cancer,education,animation,illness,disease,medical research,health,technology,healthcare,health care,medicine,public health,innovation,biology,science,chemistry,physiology"
"
","
","
",Could a breathalyzer detect cancer?,Julian Burschka,4:17,"TED-Ed,cancer,education,animation,illness,disease,medical research,health,technology,healthcare,health care,medicine,public health,innovation,biology,science,chemistry,physiology"
"
											In addition to the volatile 
organic compounds like ethanol
											we consume in food and drink,
											the biochemical processes of our cells 
produce many others.
											And when something disrupts 
those processes, like a disease,
											the collection of volatile 
organic compounds in the breath
											may change, too.
											So could we detect disease 
by analyzing a person’s breath,
											without using more invasive 
diagnostic tools
											like biopsies, blood draws, and radiation?
									","
											Yiyecek ve içecekte
tükettiğimiz etanol gibi
											organik uçucu bileşenlere ek olarak
											hücrelerimizin biyokimyasal süreçleri 
diğerlerini üretir.
											Hastalık gibi bir şey bu süreci aksatırsa
											nefesteki organik uçucu bileşenlerin
toplamı da değişebilir.
											Peki biyopsi, kan alma ve radyasyon gibi
											invasif tanı araçları kullanmadan
											kişinin nefesini analiz ederek 
hastalığı tespit edebilir miyiz?
									","
											Además de los compuestos
orgánicos volátiles como el etanol
											que consumimos en comidas y bebidas,
											los procesos bioquímicos de
nuestras células producen muchos otros.
											Cuando algo altera esos procesos,
como por ejemplo una enfermedad,
											el conjunto de esos compuestos 
orgánicos volátiles en la respiración
											también puede modificarse.
											¿Podríamos detectar una enfermedad 
analizando la respiración de una persona,
											sin utilizar métodos 
de diagnóstico más invasivos
											como son las biopsias, las extracciones
de sangre o los estudios radiográficos?
									",Could a breathalyzer detect cancer?,Julian Burschka,4:17,"TED-Ed,cancer,education,animation,illness,disease,medical research,health,technology,healthcare,health care,medicine,public health,innovation,biology,science,chemistry,physiology"
"
","
","
",Could a breathalyzer detect cancer?,Julian Burschka,4:17,"TED-Ed,cancer,education,animation,illness,disease,medical research,health,technology,healthcare,health care,medicine,public health,innovation,biology,science,chemistry,physiology"
"
											In theory, yes,
											but testing for disease is a lot more 
complicated than testing for alcohol.
											To identify diseases,
											researchers need to look at a set 
of tens of compounds in the breath.
											A given disease may cause 
some of these compounds
											to increase or decrease in concentration, 
while others may not change—
											the profile is likely to be different 
for every disease,
											and could even vary for different stages 
of the same disease.
									","
											Teoride evet edebiliriz
											ama hastalığın tespiti
alkolün tespitinden çok daha karmaşık.
											Hastalığı tanımlamak için
											araştırmacıların nefesteki 
onlarca bileşene bakması gerekiyor.
											Bir hastalık, bazı bileşenler değişmezken
											bu bileşenlerin yoğunluğunda
azalma ya da artmaya neden olabilir.
											her hastalığın profilinin
farklı olması muhtemel
											hatta aynı hastalığın
farklı evrelerinde grafik değişebilir.
									","
											En teoría, sí.
											Pero las pruebas para detectar
otras enfermedades son más complicadas.
											Para identificar enfermedades,
											los investigadores necesitan buscar grupos
de diez compuestos en la respiración.
											Una enfermedad determinada puede
causar que alguno de estos compuestos
											crezca o reduzca su concentración, 
mientras que otros no cambian.
											El perfil cambia para cada enfermedad
											e incluso puede variar según
distintas fases de la misma enfermedad.
									",Could a breathalyzer detect cancer?,Julian Burschka,4:17,"TED-Ed,cancer,education,animation,illness,disease,medical research,health,technology,healthcare,health care,medicine,public health,innovation,biology,science,chemistry,physiology"
