en,es,pt,tr,title,speaker,duration,tags
"
","
","
","
",An ode to envy,Parul Sehgal,13:11,"culture,literature,love,relationships,sex,writing,books"
"
											So when I was eight years old,
											a new girl came to join the class,
											and she was so impressive,
											as the new girl always seems to be.
											She had vast quantities of very shiny hair
											and a cute little pencil case,
											super strong on state capitals,
											just a great speller.
											And I just curdled with jealousy that year,
											until I hatched my devious plan.
											So one day I stayed a little late after school,
											a little too late, and I lurked in the girls' bathroom.
											When the coast was clear, I emerged,
											crept into the classroom,
											and took from my teacher's desk the grade book.
											And then I did it.
											I fiddled with my rival's grades,
											just a little, just demoted some of those A's.
											All of those A's. (Laughter)
											And I got ready to return the book to the drawer,
											when hang on, some of my other classmates
											had appallingly good grades too.
											So, in a frenzy,
											I corrected everybody's marks,
											not imaginatively.
											I gave everybody a row of D's
											and I gave myself a row of A's,
											just because I was there, you know, might as well.
									","
											Cuando tenía 8 años,
											una nueva niña ingresó a nuestra clase.
											Era tan notable,
											como se ven todas las nueva chicas.
											Tenía grandes cantidades 
de pelo muy brillante
											y un pequeño 
estuche de lápices, lindo.
											Era super fuerte para las 
capitales de los estados,
											muy buena para ortografía.
											Terminó ese año y yo estaba llena de celos,
											hasta que tramé mi siniestro plan.
											Un día me quedé un tiempo
después de la salida de la escuela.
											Era un poco tarde y 
me escondí en el baño de las chicas.
											Cuando la costa estaba 
despejada, salí,
											entré en el salón de clases,
											tomé de la mesa de mi maestra 
el libro de calificaciones.
											Y luego, lo hice.
											Alteré las calificaciones 
de mi rival,
											sólo un poco, sólo algunas As.
											Todas las As. (Risas)
											Y me dispuse a devolver 
el libro al cajón.
											Pero, a ver, algunos de mis otros compañeros
											tenían muy buenas 
notas también.
											Así, en un frenesí,
											corregí las notas de todo el mundo,
											sin ninguna imaginación.
											Les puse a todos filas de Ds
											y a mí misma una fila de As,
											sólo por estar allí, Ya que podía...
									","
											Quando eu tinha oito anos,
											veio uma rapariga nova para a nossa turma,
											e ela era incrível,
											como as raparigas novas parecem sempre ser.
											Tinha uma enorme quantidade de
cabelo muito brilhante
											e um estojo mesmo giro,
											sabia as capitais de estado super bem,
											e era óptima a soletrar.
											Portanto, nesse ano, eu simplesmente
andei intesicada de inveja,
											até desenvolver o meu plano maléfico.
											Basicamente, um dia,
fiquei até mais tarde na escola,
											até demasiado tarde,
e escondi-me na casa de banho das raparigas.
											Quando o perigo passou, emergi,
											rastejei até à sala de aula,
											e tirei da secretária da minha professora o 
livro com as notas dos alunos.
											E, então, fi-lo.
											Manipulei as notas da minha rival.
											Só um bocadinho, baixei só alguns dos cincos.
											Todos os cincos.
(Risos)
											Estava a preparar-me para repor o livro na gaveta
											quando pensei: ""Espera lá,
alguns dos meus outros colegas
											""também têm notas espantosamente altas!""
											Então, num frenesim,
											corrigi as notas de toda a gente,
											e não de forma muito imaginativa.
											Atribuí a todos uma fila de negativas
											e dei a mim própria vários cincos —
											— apenas porque, bom, já que lá estava,
mais valia aproveitar.
									","
											Sekiz yaşımdaydım,
											sınıfımıza yeni bir kız gelmişti.
											Çok etkileyici biriydi,
											tıpkı her 'yeni kız'ın olduğu gibi.
											Çok gür ve ışıltılı saçları vardı,
											küçük, şirin bir kalemliği..
											Eyaletlerin başkentlerini ezbere biliyordu,
											hecelemesi muhteşemdi.
											Bense, o yıl kıskançlıktan kaskatı olmuştum.
											Ta ki, sinsi planımı hazırlayıncaya kadar.
											Bir gün dersten sonra biraz okulda bekledim.
											Hatta epey fazla... Sonra,
kızlar tuvaletinde pusuya yattım.
											Etrafta kimse kalmayınca çıktım, sessizce sınıfa gittim
											ve öğretmenin masasından not kağıdını aldım.
											Evet, yaptım.
											Rakibimin notlarıyla oynadım.
											Sadece birazcık. A'ların birkaçını düşürdüm.
											Hepsini düşürdüm.
											Sonra, tam not kağıdını çekmeceye geri koyacaktım ki
											dedim ki; dur bir dakika, başkalarının da
çok cezbedici notları varmış!
											Bir anda gözüm döndü ve herkesin notunu düzelttim.
											Hayalimde değil hem de.
											Herkese bir dizi D verdim. Kendime ise;
											bir dizi A...
											sadece, o an orada olduğum içindi yani, bilirsiniz, neden olmasındı...
									",An ode to envy,Parul Sehgal,13:11,"culture,literature,love,relationships,sex,writing,books"
"
","
","
","
",An ode to envy,Parul Sehgal,13:11,"culture,literature,love,relationships,sex,writing,books"
"
											And I am still baffled by my behavior.
											I don't understand where the idea came from.
											I don't understand why I felt so great doing it.
											I felt great.
											I don't understand why I was never caught.
											I mean, it should have been so blatantly obvious.
											I was never caught.
											But most of all, I am baffled by,
											why did it bother me so much
											that this little girl, this tiny little girl,
											was so good at spelling?
											Jealousy baffles me.
											It's so mysterious, and it's so pervasive.
											We know babies suffer from jealousy.
											We know primates do. Bluebirds are actually very prone.
											We know that jealousy is the number one cause
											of spousal murder in the United States.
											And yet, I have never read a study
											that can parse to me its loneliness
											or its longevity or its grim thrill.
											For that, we have to go to fiction,
											because the novel is the lab
											that has studied jealousy
											in every possible configuration.
											In fact, I don't know if it's an exaggeration to say
											that if we didn't have jealousy,
											would we even have literature?
											Well no faithless Helen, no ""Odyssey.""
											No jealous king, no ""Arabian Nights.""
											No Shakespeare.
											There goes high school reading lists,
											because we're losing ""Sound and the Fury,""
											we're losing ""Gatsby,"" ""Sun Also Rises,""
											we're losing ""Madame Bovary,"" ""Anna K.""
											No jealousy, no Proust. And now, I mean,
											I know it's fashionable to say that Proust
											has the answers to everything,
											but in the case of jealousy,
											he kind of does.
											This year is the centennial of his masterpiece, ""In Search of Lost Time,""
											and it's the most exhaustive study of sexual jealousy
											and just regular competitiveness, my brand,
											that we can hope to have. (Laughter)
											And we think about Proust, we think
											about the sentimental bits, right?
											We think about a little boy trying to get to sleep.
											We think about a madeleine moistened in lavender tea.
											We forget how harsh his vision was.
											We forget how pitiless he is.
											I mean, these are books that Virginia Woolf said
											were tough as cat gut.
											I don't know what cat gut is,
											but let's assume it's formidable.
									","
											Todavía me sorprende lo que hice.
											No entiendo cómo surgió la idea.
											No entiendo por qué me sentí bien haciéndolo.
											Me sentí importante.
											No entiendo por qué nunca me atraparon.
											Es que todo era descaradamente obvio
											Nunca me descubrieron.
											Pero sobre todo, me desconcierta
											la razón por la que me molestaba
											que esta niñita, tan pequeña,
											fuera tan buena para ortografía.
											Me intrigan los celos.
											Son tan misteriosos y tan penetrantes.
											Sabemos que los bebés sufren de celos.
											También los primates. Los pájaros 
azulejos son muy propensos.
											Sabemos que los celos 
son la causa número uno
											de asesinatos de cónyuges en los EE.UU.
											Y, sin embargo, nunca 
he visto un estudio
											que analice la soledad,
											o la larga duración o la tristeza.
											Por eso, hay que ir a la ficción,
											porque las novelas son como el laboratorio
											en que se estudian los celos
											en todas sus posibles formas.
											De hecho, no sé si es una exageración decir
											que si no hubiera celos,
											ho habría tampoco literatura.
											Pues no habría Helena la infiel, 
ni habría ""Odisea"".
											No habría rey celoso, ni ""Las mil y una noches"".
											No habría Shakespeare.
											Desaparecerían las listas de lecturas 
de la escuela secundaria,
											porque estaríamos perdiendo 
""El Ruido y la Furia"",
											no habría ""Gatsby"" ni ""Fiesta"".
											Nos perderíamos de ""Madame 
Bovary"" y ""Anna K.""
											Sin celos, no hay Proust.
											Sé que está de moda decir que Proust
											tiene las respuestas para todo,
											y, en cuanto a los celos,
											casi que las tiene todas.
											Este año se cumplen 100 años de su obra 
maestra, ""En busca del tiempo perdido"",
											el estudio más exhaustivo 
de los celos sexuales
											y también de la competitividad ordinaria, lo mío,
											todo lo que podríamos tener. 
(Risas)
											Y pensando en Proust, tenemos
											los detalles sentimentales, ¿verdad?
											Pensamos en un niño tratando 
de conciliar el sueño.
											Pensamos en una magdalena 
humedecida en té de lavanda.
											Nos olvidamos de lo dura 
que es esa imagen.
											Nos olvidamos de lo 
implacable que es.
											Es decir, se trata de libros 
que Virginia Woolf dijo
											eran tan duros como tripa de gato.
											No sé cómo es la tripa de gato,
											pero suponemos que es superfuerte.
									","
											Esse meu comportamento
ainda hoje me deixa perplexa.
											Não compreendo de onde me veio a ideia.
											Não compreendo porque me senti tão bem a fazê-lo.
											Senti-me fantástica.
											Não compreendo como nunca fui apanhada.
											Quer dizer, aquilo devia ter
sido descaradamente óbvio,
											mas nunca fui apanhada.
											Mas, acima de tudo, o que mais me confunde é isto:
											porque é que me incomodou tanto
											que esta menina, esta menina pequenina,
											fosse tão boa a soletrar?
											A inveja [e o ciúme] desconcertam-me.
											São tão misteriosos, e são tão universais.
											Sabemos que os bebés sentem inveja.
											Sabemos que os primatas também a sentem.
Os pássaros Sialia são-lhe muito susceptíveis.
											Sabemos que o ciúme é a causa número um
											de homicídio conjugal nos Estados Unidos.
											E, no entanto, nunca li um estudo
											que, para mim, consiga desdobrar a sua solidão,
											ou a sua longevidade, ou a sua excitação sombria.
											Para isso, temos de recorrer à ficção,
											pois o romance é o laboratório
											que tem estudado a inveja [e o ciúme]
											em todas as suas configurações possíveis.
											Na verdade, não sei se será sequer
um exagero perguntar isto:
											se não houvesse inveja [ou ciúme]
											teríamos sequer literatura?
											Bom, sem uma Helena desleal,
não teríamos a ""Odisseia"".
											Sem um rei ciumento,
não haveria ""As Mil e uma Noites"".
											Não teríamos Shakespeare.
											E lá se iriam todas as 
leituras escolares obrigatórias,
											porque perderíamos ""O Som e a Fúria"";
											perderíamos ""O Grande Gatsby"" e
""O Sol Nasce Sempre"";
											perderíamos a ""Madame Bovary"" e a ""Anna K."".
											Sem ciúme, não haveria Proust.
E, bom,
											eu sei que está na moda dizer que Proust
											tem as respostas para tudo,
											mas, no caso do ciúme,
											é capaz de ter mesmo.
											Este ano é o centenário da sua obra-prima,
""Em Busca do Tempo Perdido"",
											e esse é o estudo mais exaustivo do ciúme sexual
											— e também da competitividade pura e simples,
como a minha —
											que algum dia poderemos esperar ter.
(Risos)
											E, no entanto, quando pensamos em Proust,
											pensamos nas partes sentimentais, certo?
											Pensamos num pequeno rapaz a tentar adormecer.
											Pensamos numa madalena acompanhada
por um chá de lavanda.
											Esquecemo-nos de como a sua visão era áspera.
											Esquecemo-nos do quão implacável ele era.
											Quer dizer, estes são os livros que
até a Virginia Woolf
											disse serem duros como categute.
											Eu não sei o que é ""categute"",
											mas vamos presumir que é formidável.
									","
											Ne var ki, bu davranışım beni hâlâ şaşırtıyor.
											Bu fikrin nereden çıktığını anlamıyorum.
											Bunu yapmanın neden harika hissettirdiğini de anlamıyorum.
											Harika hissettim.
											Anlamıyorum; neden hiç yakalanmadım?
											Demek istediğim; çok aşikârdı.
											ama hiç yakalanmadım.
											Fakat beni en çok şaşırtan şey,
											beni neden bu denli rahatsız ettiği;
											küçücük, mini minnacık bu kızın
											çok iyi heceleyebilmesi...
											Kıskançlık beni şaşırtıyor.
											Çok gizemli bir şey ve çok yaygın.
											Biliyoruz ki, bebekler bile kıskançlık yaşıyor.
											Primatlar da. Mavikuşlar oldukça meyilli.
											Biliyoruz ki, kıskançlık,
											Birleşik Devletlerdeki eş cinayetlerinin birinci sebebi.
											Buna rağmen, hiç bir çalışma görmedim ki,
											kıskançlığın yalnızlığını, uzun ömrünü
ya da korkunç sarsıntısını açıklasın.
											Bu sebeple, kurguya bakmalıyız.
											Çünkü roman, kıskançlığı her biçimiyle
incelemiş bir laboratuvardır.
											Aslında, mübalağa mı olur bilmem ama,
											eğer kıskançlık olmasaydı, edebiyat olur muydu ki?
											Yani, hain Helen olmasa, 'Odesa' olmazdı.
											Kıskanç kral olmasa, 'Binbir gece masalları' olmazdı.
											Shakespeare olmazdı.
											Lise yıllarında okuduklarımızda öyle.
											Çünkü, 'Ses ve Öfke' yi kaybederdik.
											'Gatsby'i, 'Güneş de Doğar'ı kaybederdik.
											'Madame Bovary'i, ''Anna K.'yi kaybederdik.
											Kıskançlık olmasaydı Proust olmazdı.
											Demek istediğim, biliyorum, şimdilerde Proust'un
											her şeye bir cevabı olduğunu söylemek moda oldu.
											Fakat kıskançlık konusunda, biraz öyle.
											Bu yıl, başyapıtı 'Kayıp Zamanın İzinde'nin yüzüncü yıl dönümü.
											Roman, cinsel kıskançlık üzerine en kapsamlı çalışma
											ve genel rekabetin, benim olayım,
											üzerine sahip olmayı umduğumuz en iyi çalışma.
											Bir de, Proust'u ele aldığımızda,
											duygusal yönleri geliyor aklımıza, değil mi?
											Uyumaya çalışan küçük bir oğlan geliyor aklımıza.
											Lavanta çayıyla ıslatılmış madeleine keki geliyor aklımıza.
											Görüşlerinin ne denli sert olduğunu unutuyoruz.
											Ne kadar acımasız olduğunu unutuyoruz.
											Yani, bu kitaplar Virgina Woolf'un tabiriyle
'kedi bağırsağı kadar sert'.
											Kedi bağırsağı nasıl bir şey bilmiyorum ama
									",An ode to envy,Parul Sehgal,13:11,"culture,literature,love,relationships,sex,writing,books"
"
","
","
","
",An ode to envy,Parul Sehgal,13:11,"culture,literature,love,relationships,sex,writing,books"
"
											Let's look at why they go so well together,
											the novel and jealousy, jealousy and Proust.
											Is it something as obvious as that jealousy,
											which boils down into person, desire, impediment,
											is such a solid narrative foundation?
											I don't know. I think it cuts very close to the bone,
											because let's think about what happens
											when we feel jealous.
											When we feel jealous, we tell ourselves a story.
											We tell ourselves a story about other people's lives,
											and these stories make us feel terrible
											because they're designed to make us feel terrible.
											As the teller of the tale and the audience,
											we know just what details to include,
											to dig that knife in. Right?
											Jealousy makes us all amateur novelists,
											and this is something Proust understood.
									","
											Veamos por qué van tan bien juntos,
											la novela y los celos; los celos y Proust.
											¿Será muy obvio como que los celos,
											que se reducen a la persona, 
a su deseo, a sus impedimentos,
											son una base narrativa bien sólida?
											No sé. Creo que llegamos muy cerca del hueso,
											cuando pensamos en lo que sucede
											cuando sentimos celos.
											Cuando sentimos celos, nos contamos 
a nosotros mismos una historia.
											Una historia sobre la vida de otras personas,
											y esas historias nos hacen sentir terrible
											porque están diseñadas para eso, 
para hacernos sentir mal.
											Siendo a la vez narradores y audiencia,
											sabemos exactamente qué detalles incluir,
											para clavar el cuchillo, ¿no?
											Los celos nos hacen a todos 
novelistas aficionados,
											y eso es algo que Proust entendía.
									","
											Vamos pensar em 
por que é que combinam tão bem
											o romance e a inveja, o ciúme e Proust.
											Tratar-se-á simplesmente de algo tão óbvio
como o facto de a inveja [e o ciúme],
											que se traduz em humanidade,
desejo e impedimento,
											ser uma base narrativa tão sólida?
											Não sei.
Penso que é algo que nos toca muito fundo,
											porque pensemos no que acontece
											quando sentimos inveja.
											Quando sentimos inveja [ou ciúme],
contamos uma história a nós próprios.
											Contamos a nós próprios uma história
sobre a vida de outras pessoas,
											e essas histórias fazem-nos sentir horríveis,
											porque são feitas precisamente
para nos fazerem sentir horríveis.
											Como somos simultaneamente narrador e leitor,
											sabemos exactamente que detalhes incluir
											para enfiar a faca mais fundo.
Não é verdade?
											O ciúme faz de todos nós romancistas amadores,
											e isso é algo que Proust compreendia.
									","
											sert bir şey olduğunu farz edelim.
											Birbirleriyle neden bu kadar uyumlu olduğuna bakalım;
											romanın ve kıskançlığın, kıskançlığın ve Proust'un.
											Kıskançlık kadar bâriz, insanın, arzuların,
engellerin içine işleyen bir şey,
											som, hikâye tarzında bir temel midir?
											Bilmiyorum. Sanırım insanın kemiklerine işleyen bir şey.
											Çünkü, kıskançlık hissettiğimizde neler olduğunu düşünün.
											Kıskançlık hissettiğimizde, kendimize bir hikâye anlatırız.
											Kendimize, başka insanların hayatları hakkında bir hikâye anlatırız
											ve bu hikâyeler bize berbat hissettirir.
											Çünkü kötü hissettirme amacıyla yapılmışlardır.
											Masalın anlatıcısı ve dinleyicisi olarak,
											ne tür ayrıntıyı ilave edeceğimizi çok iyi biliriz.
											Böylece bıçağı saplayabiliriz, değil mi?
											Kıskançlık, hepimizi amatör roman yazarı yapar.
											Bu, Proust'un anladığı bir şey.
											Birinci ciltte, Swann'ların Tarafı, kitap dizisinde
									",An ode to envy,Parul Sehgal,13:11,"culture,literature,love,relationships,sex,writing,books"
"
","
","
","
",An ode to envy,Parul Sehgal,13:11,"culture,literature,love,relationships,sex,writing,books"
"
											In the first volume, Swann's Way,
											the series of books,
											Swann, one of the main characters,
											is thinking very fondly of his mistress
											and how great she is in bed,
											and suddenly, in the course of a few sentences,
											and these are Proustian sentences,
											so they're long as rivers,
											but in the course of a few sentences,
											he suddenly recoils and he realizes,
											""Hang on, everything I love about this woman,
											somebody else would love about this woman.
											Everything that she does that gives me pleasure
											could be giving somebody else pleasure,
											maybe right about now.""
											And this is the story he starts to tell himself,
											and from then on, Proust writes that
											every fresh charm Swann detects in his mistress,
											he adds to his ""collection of instruments
											in his private torture chamber.""
									","
											En el primer volumen de ""En el Camino de Swann"",
											la serie de libros,
											Swann, uno de los principales personajes,
											está pensando con mucho 
cariño en su amante
											y lo buena que es en la cama,
											y de pronto, en el curso 
de unas pocas frases,..
											frases Proustianas,
											largas como los ríos...
											En el curso de unas pocas frases,
											de repente retrocede y se da cuenta,
											""Un momento. Todo lo que 
me gusta de esta mujer,
											a otros también les gustaría.
											Todo lo que ella hace para darme placer
											podría darle placer a otro,
											tal vez ahora mismo"".
											Y empieza a decirse a sí mismo esa historia,
											y desde entonces, Proust dice que
											cada encanto fresco que Swann 
detecta en su amante,
											lo añade a su colección de instrumentos
											de tortura en su cámara privada.
									","
											Em ""O Caminho de Swann"",
											o primeiro volume de ""Em Busca do Tempo Perdido"",
											Swann, uma das personagens principais,
											está a pensar afectuosamente sobre a sua amante,
											sobre como ela é boa na cama,
											e, de repente, ao fim de apenas algumas frases
											— se bem que estas são frases de Proust,
											portanto, são longas como rios —
											mas, ao fim de apenas algumas frases,
											ele subitamente recua e apercebe-se:
											""Espera aí, tudo aquilo que eu amo nesta mulher
											""é passível de ser amado nela por outra pessoa.
											""Tudo o que ela faz e me dá prazer
											""poderia dar prazer a outra pessoa,
											""— neste preciso instante, por exemplo"".
											E esta é a história que ele começa
a contar a si próprio,
											e, a partir daí, Proust escreve que
											cada novo encanto que Swann
descobre na sua amante
											é apenas um novo acréscimo à
""colecção de instrumentos
											""na sua câmara de tortura pessoal"".
									","
											Swann, ana karakterlerden bir tanesi,
											metresinden sevgi dolu söz ediyor,
											yatakta ne kadar iyi olduğundan bahsediyor.
											Fakat birden, birkaç cümle içinde,
											ki bunlar tam anlamıyla Proust
cümleleri ve nehirler kadar uzunlar,
											fakat birkaç cümle içinde
											birden geri çekilir ve farkına varır;
											""Dur bir dakika, bu kadında sevdiğim her şeyi,
											bir başkası da seviyor olabilir.
											Bana zevk veren, yaptığı her şey,
											bir başkasına da zevk veriyor olabilir, belki de tam şu anda.""
											İşte bu kendisine anlatmaya başladığı hikâye.
											Sonrasında, Proust şöyle yazıyor;
											Swann, metresinde tespit ettiği her yeni cazibeye karşılık,
											'şahsi işkence odasındaki enstrüman
koleksiyonu'na bir yenisini ekledi.
									",An ode to envy,Parul Sehgal,13:11,"culture,literature,love,relationships,sex,writing,books"
"
","
","
","
",An ode to envy,Parul Sehgal,13:11,"culture,literature,love,relationships,sex,writing,books"
"
											Now Swann and Proust, we have to admit,
											were notoriously jealous.
											You know, Proust's boyfriends would have to leave
											the country if they wanted to break up with him.
											But you don't have to be that jealous
											to concede that it's hard work. Right?
											Jealousy is exhausting.
											It's a hungry emotion. It must be fed.
									","
											Hay que admitir que Swann y Proust,
											eran notoriamente celosos.
											Ya saben, los novios de Proust 
tendrían que abandonar
											el país, si querían romper con él.
											Pero no tienes que ser tan celoso
											para reconocer que es un trabajo duro. ¿Cierto?
											Los celos son agotadores.
											Es una emoción hambrienta. Hay que alimentarla.
									","
											Temos de admitir, é verdade,
que Swann e Proust
											eram particularmente ciumentos.
											Sabem, os namorados de Proust
tinham de sair do país
											quando queriam acabar com ele.
											Mas não é preciso ser ciumento a esse ponto
											para reconhecer que ser ciumento dá trabalho.
Certo?
											A inveja [e o ciúme] são esgotantes.
											São emoções famintas. Têm de ser alimentadas.
									","
											Şimdi, Swann ve Proust'un, kabul etmeliyiz ki,
											kıskançlıkta adları çıkmış.
											Biliyorsunuz, eğer Proust'tan ayrılmak istiyorlarsa,
											erkek arkadaşlarının ülkeyi terk etmeleri gerekirdi.
											Fakat, meşakkatini kabul etmek için bu kadar
kıskanç olmaya gerek yok, değil mi?
											Kıskançlık, yorucudur.
											Aç bir duygudur. Beslenmesi gerekir.
											Peki kıskançlık neyi sever?
									",An ode to envy,Parul Sehgal,13:11,"culture,literature,love,relationships,sex,writing,books"
