en,es,fr,tr,pt,title,speaker,duration,tags
"
","
","
","
","
",The science of stage fright (and how to overcome it),Mikael Cho,3:53,"TED-Ed,entertainment,fear,performance,brain,mind,speech"
"
											Palms sweaty,
											heart racing,
											stomach in knots.
											You can't cry for help.
											Not only is your throat
too tight to breathe,
											but it'd be so embarrassing.
											No, you aren't being stalked by a monster,
											you're speaking in public,
											a fate some deem worse than death.
									","
											Palmas sudorosas,
											fuertes latidos
											nudos en el estómago.
											No puedes gritar y pedir ayuda.
											No solo tu garganta está 
tan cerrada que no puedes respirar
											sino que sería vergonzoso.
											No, no te ataca un monstruo,
											vas a hablar en público,
											un destino peor que la muerte.
									","
											Les paumes moites,
											le cœur qui s'emballe,
											un noeud à l'estomac.
											Tu ne peux pas appeler à l’aide.
											Ta gorge n’est pas seulement
trop serrée pour respirer,
											mais ce serait aussi si gênant.
											Non, aucun monstre ne te traque :
											tu parles en public,
											un sort que certains
jugent pire que la mort.
									","
											Avuçlarınız terliyor,
											kalp atışlarınız hızlı,
											mideniz düğümlenmiş gibi.
											Yardım istemek için
çığlık atamazsınız.
											Sadece nefes almakta bile
zorlanmanız yüzünden değil,
											ayrıca bu çok utanç verici olacağından.
											Hayır, bir canavar tarafından 
takip edilmiyorsunuz,
											toplum önünde konuşma yapıyorsunuz,
											bazı insanlar için bu ölümden bile beter.
									","
											As palmas das mãos a suar,
											o coração aos saltos,
											um nó no estômago.
											Não conseguimos gritar por socorro.
											Não só porque temos um nó na garganta
											mas porque seria muito embaraçoso.
											Não, não estamos a ser
atacados por um monstro,
											estamos a falar em público,
											um destino que há quem pense
que é pior do que a morte.
									",The science of stage fright (and how to overcome it),Mikael Cho,3:53,"TED-Ed,entertainment,fear,performance,brain,mind,speech"
"
","
","
","
","
",The science of stage fright (and how to overcome it),Mikael Cho,3:53,"TED-Ed,entertainment,fear,performance,brain,mind,speech"
"
											See, when you're dead, you feel nothing;
											at a podium, you feel stage fright.
											But at some point
we've all had to communicate
											in front of people,
											so you have to try and overcome it.
									","
											Cuando estás muerto 
no sientes nada;
											pero en el podio 
sientes pánico escénico.
											Pero en algún momento
todos tenemos que hablar
											en público,
											así que tenemos que 
intentar superarlo.
									","
											Bien sûr, si tu es mort, 
tu ne sens rien.
											Au podium, tu ressens le trac.
											Mais à un moment, 
nous avons tous été obligés
											de communiquer devant un public,
											donc il faut que tu tentes de le surmonter.
									","
											Çünkü öldüğünüzde
bir şey hissetmezsiniz,
											ama sahnedeyken 
sahne korkusunu hissedersiniz.
											Ancak bir noktada hepimiz bir şekilde
											insanların önünde 
konuşmak zorunda kalmışızdır,
											bu nedenle, bu korkuyla
başa çıkmanın bir yolunu bulmalıyız.
									","
											Quando estamos mortos,
não sentimos nada:
											num púlpito, temos o pavor do palco.
											Mas chega o momento
em que temos de comunicar
											em frente de pessoas,
											por isso, temos de tentar ultrapassá-lo.
									",The science of stage fright (and how to overcome it),Mikael Cho,3:53,"TED-Ed,entertainment,fear,performance,brain,mind,speech"
"
","
","
","
","
",The science of stage fright (and how to overcome it),Mikael Cho,3:53,"TED-Ed,entertainment,fear,performance,brain,mind,speech"
"
											To start, understand what stage fright is.
											Humans, social animals that we are,
											are wired to worry about reputation.
											Public speaking can threaten it.
											Before a speech, you fret,
											""What if people think I'm
awful and I'm an idiot?""
											That fear of being seen as an awful idiot
											is a threat reaction
											from a primitive part of your brain
											that's very hard to control.
											It's the fight or flight response,
											a self-protective process
seen in a range of animals,
											most of which don't give speeches.
									","
											Para empezar, entendamos
qué es el pánico escénico.
											Los humanos, como animales 
sociales que somos
											estamos programados para preocuparnos 
por nuestra reputación.
											Hablar en público 
la pone en peligro.
											Antes de una presentación, 
te preocupas:
											""¿Y si la gente piensa 
que soy horrible e idiota?""
											Ese miedo de ser visto 
como un terrible idiota
											es una reacción de amenaza
											que surge de la parte 
primitiva del cerebro,
											algo muy difícil de controlar.
											Es la respuesta de ""ir a la lucha"" 
o ""echarse a correr"",
											un proceso de autoprotección
que sienten algunos animales,
											la mayoría de los cuales 
no dan discursos.
									","
											Pour commencer, 
comprends ce qu'est le trac.
											Nous, les humains, puisque 
nous sommes des animaux sociaux,
											sommes configurés pour 
nous inquiéter de notre renommée.
											Et parler en public peut la menacer.
											Avant un discours, tu t’inquiètes :
											« Et si le public croit 
que je suis horrible et imbécile ? »
											La peur d’être considéré 
comme un horrible imbécile,
											c’est une réaction
											d’une partie primitive du cerveau
											qui est très difficile à dominer.
											C’est la réponse combat-fuite, 
un processus auto-protecteur
											observé chez tout un éventail 
d’animaux,
											dont la plupart ne prononcent pas de discours.
									","
											Sahne korkusunun
ne olduğunu anlayarak başlayalım.
											Biz insanlar, sosyal hayvanlar
olarak, itibarımızla
											ilgili kaygı duymak üzere 
programlanmışız.
											Toplum önünde konuşmak 
bir tehdit olabilir.
											Konuşmadan önce endişe duyarsınız
											''Ya insanlar berbat
ve ahmak olduğumu düşünürlerse?
											İşte bu berbat bir ahmak olma korkusu,
											beyninizin ilkel kısmının
											verdiği bir tehdit tepkisidir
											ve kontrol edilmesi çok güçtür.
											Savaş ya da kaç tepkisidir,
											çeşitli hayvanlarda görülen 
bir kendini koruma sürecidir
											ki bu hayvanların büyük
çoğunluğu konuşma yapmaz.
									","
											Para perceber o que é o pavor do palco,
											nós, seres humanos,
animais sociais que somos,
											preocupamo-nos com a reputação.
											Falar em público pode ser ameaçador.
											Antes de um discurso, 
inquietamo-nos:
											""E se as pessoas acharem
que eu sou péssimo e um idiota?""
											O medo de sermos vistos
como um idiota
											é a reação a uma ameaça
											duma parte primitiva do cérebro
											que é muito difícil de controlar.
											É a reação de lutar ou fugir,
											um processo de autodefesa
que se encontra em muitos animais,
											muitos dos quais não fazem discursos.
									",The science of stage fright (and how to overcome it),Mikael Cho,3:53,"TED-Ed,entertainment,fear,performance,brain,mind,speech"
"
","
","
","
","
",The science of stage fright (and how to overcome it),Mikael Cho,3:53,"TED-Ed,entertainment,fear,performance,brain,mind,speech"
"
											But we have a wise partner
											in the study of freaking out.
											Charles Darwin tested fight or flight
											at the London Zoo snake exhibit.
											He wrote in his diary,
											""My will and reason were powerless
against the imagination of a danger
											which had never been experienced.""
											He concluded that his response
											was an ancient reaction unaffected
											by the nuances of modern civilization.
											So, to your conscious modern mind,
											it's a speech.
											To the rest of your brain,
											built up to code
with the law of the jungle,
											when you perceive
the possible consequences
											of blowing a speech,
											it's time to run for your life
											or fight to the death.
									","
											Pero tenemos un compañero sabio
											en el estudio de los nervios.
											Charles Darwin experimentó 
""luchar"" o ""correr""
											en la exhibición de serpientes
del zoo de Londres.
											Escribió en su diario:
											""Mi deseo y mi razón 
se vuelven impotentes
											ante un peligro imaginario
											que nunca antes había sentido"".
											Concluyó que su respuesta
											era una reacción ancestral que no cambió
											con las realidades
de la civilización moderna.
											Así que para la conciencia
de la mente moderna
											eso es un discurso.
											Para el resto del cerebro
											diseñado para lidiar 
con la ley de la selva
											cuando percibes las 
posibles consecuencias
											de dar un pésimo discurso,
											es momento de correr por tu vida
											o luchar hasta la muerte.
									","
											Mais nous avons un associé sage
											qui a étudié le processus de l'angoisse.
											Charles Darwin a testé la réaction combat-fuite
											à l’exposition de serpents au zoo de Londres.
											Il a écrit dans son journal :
											« Ma volonté et mon esprit furent désarmés
											contre l’imagination d’un péril
											que je n’ai jamais vécu. »
											Il a en conclu que sa réaction
											était une réaction ancienne 
non touchée par
											les nuances de la civilisation moderne.
											Pour ton conscient moderne,
											c’est un discours.
											Pour le reste de ton cerveau
											conçu pour traiter avec la loi de la jungle,
											quand tu perçois les conséquences possibles
											de ficher en l’air un discours,
											il est temps de t’enfuir à toutes jambes
											ou de lutter à mort.
									","
											Aşırı korkuyla
ilgili çalışmalarda
											bizi anlayan bir üstadımız var.
											Charles Darwin
savaş ya da kaç tepkisini
											Londra Hayvanat Bahçesi'nde
yılanlarla test etmiştir.
											Günlüğüne şöyle yazmıştır;
											''İradem ve mantığım daha önce 
hiç deneyimlemediğim bir tehlikenin
											imgelemi karşısında güçsüz kalmıştı.''
											Bu tepkisinin, modern medeniyet
											nüanslarının değiştiremediği
											çok eski bir reaksiyon
olduğu sonucuna varmıştır.
											Yani sizin bilinçli modern zihniniz
											için bu,
bir konuşmadır.
											Beyninizin orman kanunlarına
											uymak üzere kodlanmış
olan geri kalan kısmı için
											siz bir konuşmada başarısız olmanın
											olası sonuçlarını algıladığınızda,
											bu, hayatınızı kurtarmak için kaçma
											ya da ölümüne savaşma zamanıdır.
									","
											Mas temos um parceiro sábio
no estudo dos medos:
											Charles Darwin testou a fuga ou a luta
											na exposição de serpentes
no Zoo de Londres.
											Escreveu no seu diário:
											""A minha vontade e razão foram impotentes
perante a imaginação de um perigo
											""que nunca tinha experimentado"".
											Concluiu que a sua reação
											era uma antiga reação inalterada
											pelos matizes da civilização moderna.
											Para o nosso espírito moderno
e consciente, é um discurso.
											Para o resto do cérebro,
											criado para lidar com a lei da selva,
											quando nos apercebemos
das possíveis consequências
											de estragar um discurso,
											é altura de fugir para salvar a vida
ou de lutar até à morte.
									",The science of stage fright (and how to overcome it),Mikael Cho,3:53,"TED-Ed,entertainment,fear,performance,brain,mind,speech"
"
","
","
","
","
",The science of stage fright (and how to overcome it),Mikael Cho,3:53,"TED-Ed,entertainment,fear,performance,brain,mind,speech"
"
											Your hypothalamus, common
to all vertebrates,
											triggers your pituitary gland to secrete
											the hormone ACTH,
											making your adrenal gland
											shoot adrenaline into your blood.
											Your neck and back tense up, you slouch.
											Your legs and hand shake
											as your muscles prepare for attack.
											You sweat.
											Your blood pressure jumps.
											Your digestion shuts down
											to maximize the delivery of nutrients
											and oxygen to muscles and vital organs,
											so you get dry mouth, butterflies.
											Your pupils dilate,
											it's hard to read anything up close,
											like your notes,
											but long range is easy.
											That's how stage fright works.
									","
											El hipotálamo, común 
en todos los vertebrados
											estimula la glándula pituitaria 
para que secrete
											la hormona ACTH
											y eso hace que la 
glándula suprarrenal
											le envíe adrenalina a la sangre.
											Cuello y espalda se tensan,
											te encorvas.
											Piernas y manos tiemblan
											y los músculos se 
preparan para atacar.
											Sudas.
											Tu presión arterial 
se dispara.
											Tu digestión 
se paraliza
											para maximizar el 
envío de nutrientes
											y oxígeno a los músculos
y los órganos vitales,
											tu boca se seca, sientes
mariposas en el estómago.
											Tus pupilas se dilatan,
											es difícil leer de cerca
											los apuntes,
											pero es fácil leer de lejos.
											Así funciona el pánico escénico.
									","
											L’hypothalamus, qui se trouve
chez tous les vertébrés,
											déclenche l’hypophyse pour qu'elle sécrète
											l’hormone ACTH,
											qui oblige la glande surrénale à
											injecter de l’adrénaline 
dans le système sanguin.
											Le cou et le dos se tendent,
											tu t'avachis.
											Les jambes et les mains tremblent
											tandis que tes muscles
se préparent pour une attaque.
											Tu transpires.
											Ta tension artérielle monte en flèche.
											Ta digestion s’arrête
											pour maximiser la distribution
de substances nutritives
											et d’oxygène aux muscles
et aux organes vitaux,
											alors ta bouche devient sèche 
et tu as la tremblote.
											Tes pupilles se dilatent,
											tes notes ou tout ce qui est près de toi
											devient difficile à lire,
											mais ilest facile de voir
ce qui est au loin.
											Voilà comment le trac agit.
									","
											Tüm omurgalıların ortak özelliği olan
											hipotalamus,
hipofiz bezini tetikleyerek
											ACHT hormonu salgılamasına neden olur,
											bu da böbrek-üstü bezinin
											kana yüksek oranda adrenalin 
salgılamasına yol açar.
											Boynunuz ve sırtınız gerilir, 
omuzlarınız düşer.
											Kaslarınız saldırıya hazırlanırken
											bacak ve elleriniz titrer.
											Terlersiniz.
											Kan basıncınız yükselir.
											Besin ve oksijenin kaslara
											ve hayati organlara gönderilmesini
en üst seviyeye çıkarmak
											için sindirim faaliyetinin durması
											ağız kuruluğuna ve midede kelebekler
uçuşması hissine neden olur.
											Göz bebekleriniz büyür,
											yakındaki bir şeyi, mesela notlarınızı
											okumanız zorlaşır
											ancak uzağı görmek kolaydır.
											Peki bununla nasıl savaşırız?
									","
											O hipotálamo, comum
a todos os vertebrados,
											faz com que a glândula pituitária
											segregue a hormona ACTH,
											o que leva a glândula adrenal
a injetar adrenalina no sangue.
											O pescoço e as costas
ficam tensas, curvamo-nos.
											As pernas e as mãos tremem,
											os músculos preparam-se para atacar.
											Transpiramos.
A pressão arterial sobe.
											A digestão abranda
											para maximizar o fornecimento
de nutrientes e oxigénio
											aos músculos e órgãos vitais.
											Ficamos com a boca seca,
suores frios na barriga.
											As pupilas dilatam-se.
											É difícil ler qualquer coisa,
de perto, como as nossas notas,
											mas é fácil ler à distância.
											É assim que funciona o pavor do palco.
									",The science of stage fright (and how to overcome it),Mikael Cho,3:53,"TED-Ed,entertainment,fear,performance,brain,mind,speech"
