en,es,pt,title,speaker,duration,tags
"
","
","
",An Internet without screens might look like this,Tea Uglow,8:23,"humanity,future,invention,happiness,TEDx,technology,design"
"
											I'd like to start by asking you all
to go to your happy place, please.
											Yes, your happy place,
											I know you've got one even if it's fake.
									","
											Me gustaría empezar por pedirles 
que piensen en su zona de confort.
											Sí, su zona de confort,
											Sé que tienen una aunque sea falsa.
									","
											Gostaria de começar por pedir-vos a todos
que fossem para o vosso lugar feliz.
											Sim, o vosso lugar feliz.
											Eu sei que têm um,
mesmo que seja a fingir.
									",An Internet without screens might look like this,Tea Uglow,8:23,"humanity,future,invention,happiness,TEDx,technology,design"
"
","
","
",An Internet without screens might look like this,Tea Uglow,8:23,"humanity,future,invention,happiness,TEDx,technology,design"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									",An Internet without screens might look like this,Tea Uglow,8:23,"humanity,future,invention,happiness,TEDx,technology,design"
"
","
","
",An Internet without screens might look like this,Tea Uglow,8:23,"humanity,future,invention,happiness,TEDx,technology,design"
"
											OK, so, comfortable?
											Good.
									","
											Bien, ¿están cómodos?
											Bien.
									","
											OK, então, confortáveis? Bom.
									",An Internet without screens might look like this,Tea Uglow,8:23,"humanity,future,invention,happiness,TEDx,technology,design"
"
","
","
",An Internet without screens might look like this,Tea Uglow,8:23,"humanity,future,invention,happiness,TEDx,technology,design"
"
											Now I'd like to you to mentally answer
the following questions.
											Is there any strip lighting
in your happy place?
											Any plastic tables?
											Polyester flooring?
											Mobile phones?
											No?
											I think we all know that our happy place
											is meant to be
somewhere natural, outdoors —
											on a beach, fireside.
											We'll be reading or eating or knitting.
											And we're surrounded
by natural light and organic elements.
											Natural things make us happy.
											And happiness is a great motivator;
we strive for happiness.
											Perhaps that's why
we're always redesigning everything,
											in the hopes that our solutions
might feel more natural.
											So let's start there —
											with the idea that good design
should feel natural.
									","
											Ahora me gustaría que respondieran
mentalmente las siguientes preguntas:
											¿Hay algún fluorescente
en su zona de confort?
											¿Alguna mesa de plástico?
											¿Suelo de poliéster?
											¿Teléfonos móviles?
											¿No?
											Creo que todos sabemos que nuestra zona
											de confort está destinada a ser 
algo natural, al aire libre;
											en una playa, cerca del fuego.
											Donde estamos leyendo 
o comiendo, o tejiendo.
											Y estamos rodeados de luz
natural y elementos orgánicos.
											Las cosas naturales nos hacen felices.
											Y la felicidad es una gran motivadora,
nos esforzamos por conseguir la felicidad.
											Quizás es por eso que siempre 
estamos rediseñándolo todo,
											con la esperanza de que nuestras
soluciones se perciban más naturales.
											Así que empecemos aquí
											con la idea de que un buen diseño 
debería percibirse como natural.
									","
											Agora gostaria que respondessem
mentalmente a algumas perguntas.
											Existe alguma faixa iluminada 
no vosso lugar feliz?
											Mesas de plástico?
											Um piso de poliéster?
											Telemóveis?
											Não?
											Creio que sabemos 
que o nosso lugar feliz
											devia ser um lugar natural, ao ar livre,
											numa praia, com uma fogueira.
											Estaremos a ler ou a comer ou a tricotar.
											Estamos cercados pela luz natural
e elementos orgânicos.
											As coisas naturais fazem-nos felizes.
											A felicidade é um grande motivador,
nós lutamos pela felicidade.
											Talvez seja por isso que
sempre tentamos reprojetar tudo,
											na esperança que as nossas soluções 
possam parecer mais naturais.
											Então, vamos começar por aqui,
											pela ideia de que um bom projeto
deve parecer natural.
									",An Internet without screens might look like this,Tea Uglow,8:23,"humanity,future,invention,happiness,TEDx,technology,design"
"
","
","
",An Internet without screens might look like this,Tea Uglow,8:23,"humanity,future,invention,happiness,TEDx,technology,design"
"
											Your phone is not very natural.
											And you probably think
you're addicted to your phone,
											but you're really not.
											We're not addicted to devices,
											we're addicted to the information
that flows through them.
											I wonder how long you would be
happy in your happy place
											without any information
from the outside world.
											I'm interested in how we access
that information,
											how we experience it.
											We're moving from a time
of static information,
											held in books and libraries and bus stops,
											through a period of digital information,
											towards a period of fluid information,
											where your children will expect to be able
to access anything, anywhere at any time,
											from quantum physics
to medieval viticulture,
											from gender theory to tomorrow's weather,
											just like switching on a lightbulb —
											Imagine that.
									","
											El móvil no es muy natural.
											Y probablemente piensen
que están adictos al móvil,
											pero en realidad no.
											No estamos adictos a los aparatos,
											estamos adictos a la información 
que circula a través de ellos.
											Me pregunto cuánto tiempo serían
felices en la zona de confort
											sin ninguna información 
del mundo exterior.
											Me interesa cómo accedemos 
a esa información,
											cómo la experimentamos.
											Estamos pasando de un tiempo 
de información estática,
											guardada en libros y bibliotecas, 
y paradas de autobús,
											a través de un periodo 
de información digital,
											a un periodo de información 
fluida, en el que
											sus hijos esperan acceder a cualquier 
cosa, donde sea y en cualquier momento,
											desde física cuántica 
hasta viticultura medieval,
											desde teoría de género
hasta conocer el tiempo de mañana,
											solo como si encendiesen una bombilla.
											Imaginen eso.
									","
											O nosso telemóvel não é muito natural.
											Provavelmente pensam
que estão dependentes do telemóvel,
											mas na verdade, não estão.
											Não estamos dependentes dos aparelhos,
											estamos dependentes das informações
que eles transmitem.
											Eu pergunto quanto tempo 
se sentiriam felizes, no vosso lugar feliz,
											sem qualquer informação
do mundo exterior.
											Estou interessado em como
acedemos a essa informação,
											em como a experimentamos.
											Estamos a passar de um tempo
de informações estáticas,
											guardadas em livros, bibliotecas
e paragens de autocarros,
											para um período da informações digitais,
											para um período de
informações fluidas,
											em que os nossos filhos
terão acesso a tudo,
											em qualquer lugar, a qualquer hora,
											desde a física quântica 
à viticultura medieval,
											desde a teoria dos sexos 
à previsão do tempo para amanhã,
											de modo tão fácil 
quanto acender uma lâmpada.
											Imaginem isso.
									",An Internet without screens might look like this,Tea Uglow,8:23,"humanity,future,invention,happiness,TEDx,technology,design"
"
","
","
",An Internet without screens might look like this,Tea Uglow,8:23,"humanity,future,invention,happiness,TEDx,technology,design"
"
											Humans also like simple tools.
											Your phone is not a very simple tool.
											A fork is a simple tool.
									","
											A los humanos también nos gustan 
las herramientas simples.
											El teléfono no es
una herramienta muy simple.
											Un tenedor es simple.
									","
											Os seres humanos também gostam
de instrumentos simples.
											O nosso telemóvel 
não é um instrumento simples.
											Um garfo é uma ferramenta simples.
									",An Internet without screens might look like this,Tea Uglow,8:23,"humanity,future,invention,happiness,TEDx,technology,design"
"
","
","
",An Internet without screens might look like this,Tea Uglow,8:23,"humanity,future,invention,happiness,TEDx,technology,design"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									",An Internet without screens might look like this,Tea Uglow,8:23,"humanity,future,invention,happiness,TEDx,technology,design"
"
","
","
",An Internet without screens might look like this,Tea Uglow,8:23,"humanity,future,invention,happiness,TEDx,technology,design"
