en,tr,es,title,speaker,duration,tags
"
","
","
",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
											Many people face the news each morning
											with trepidation and dread.
											Every day, we read of shootings,
											inequality, pollution, dictatorship,
											war and the spread of nuclear weapons.
											These are some of the reasons
											that 2016 was called
the ""Worst. Year. Ever.""
											Until 2017 claimed that record —
									","
											İnsanların pek çoğu sabah haberlerini
											kaygı ve endişeyle takip ediyor.
											Her gün, silahlı saldırılar,
											eşitsizlik, hava kirliliği, diktatörlük,
											savaş ve nükleer silahların
yayıldığını okuyoruz.
											Bunlar, 2016 yılının

											''Gelmiş geçmiş en kötü yıl''
olarak anılmasının bazı nedenleri.
											Tabii 2017 bu rekoru kırana kadar —
									","
											Mucha gente enfrenta las noticias
cada mañana
											con temor y ansiedad.
											Todos los días leemos sobre tiroteos,
											desigualdad, polución, dictaduras,
											guerra y proliferación de armas nucleares.
											Estas son algunas de las razones
											por las que el 2016 fue nombrado
el ""peor año de la historia"".
											Hasta que el 2017 reclamó ese récord...
									",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
","
","
",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
","
","
",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
											and left many people longing
for earlier decades,
											when the world seemed safer,
cleaner and more equal.
									","
											ve çoğu insan daha önceki yılları
özlemeye başladı,
											dünyanın daha güvenli, temiz
ve eşitlikçi olduğu zamanları.
									","
											e hizo que mucha gente
añorara las décadas anteriores,
											cuando el mundo parecía más seguro,
más limpio y más igualitario.
									",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
","
","
",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
											But is this a sensible way
to understand the human condition
											in the 21st century?
											As Franklin Pierce Adams pointed out,
											""Nothing is more responsible
for the good old days
											than a bad memory.""
									","
											Peki 21. yüzyılda 
insan doğasını anlamak için
											bu mantıklı bir gidişat mı?
											Franklin Pierce Adams'ın söylediği gibi,
											''Eski güzel günlerden sorumlu 
en büyük şey
											kötü bir hafızadır.''
									","
											Pero, ¿es este un modo razonable
de entender la condición humana
											en el siglo XXI?
											Como señaló Franklin Pierce Adams:
											""Nada es más responsable del recuerdo 
de los viejos buenos tiempos
											como una mala memoria"".
									",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
","
","
",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
","
","
",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
											You can always fool yourself
into seeing a decline
											if you compare bleeding
headlines of the present
											with rose-tinted images of the past.
											What does the trajectory
of the world look like
											when we measure well-being over time
using a constant yardstick?
									","
											Günümüzün kanayan yaralarını
											geçmişin gül desenli fotoğraflarıyla
karşılaştırırsanız
											her zaman düşüş olduğuna dair
kendinizi kandırırsınız.
											Zamanla değişen refah düzeyini
											hiç değişmeyen bir standartla ölçersek
dünyayın gidişatı neye benzer?
									","
											Siempre pueden engañarse
y ver un deterioro
											si comparan los titulares 
sangrientos del presente
											con las imágenes color de rosa del pasado.
											¿Cómo se ve la trayectoria del mundo
											si medimos el bienestar a lo largo 
del tiempo usando un criterio constante?
									",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
","
","
",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
											Let's compare the most recent
data on the present
											with the same measures 30 years ago.
											Last year, Americans killed each other
at a rate of 5.3 per hundred thousand,
											had seven percent
of their citizens in poverty
											and emitted 21 million tons
of particulate matter
											and four million tons of sulfur dioxide.
											But 30 years ago, the homicide rate
was 8.5 per hundred thousand,
											poverty rate was 12 percent
											and we emitted 35 million tons
of particulate matter
											and 20 million tons of sulfur dioxide.
									","
											Günümüzün en yeni verilerini
											30 yıl öncekilerle karşılaştıralım.
											Geçen yıl Amerikalılar, yüz binde 5,3
oranında birbirlerini katlettiler.
											vatandaşların %7'si
yoksulluk mağduruydu,
											21 milyon ton parçacıklı madde
											ve 4 milyon ton sülfür dioksit salındı.
											30 yıl önce ise cinayet oranı
yüz binde 8,5'ti,
											yoksulluk oranı %12,
											parçacıklı madde salınımı ise
35 milyon ton
											ve sülfür dioksit salınımı 20 milyon ton.
									","
											Comparemos los datos 
más recientes del presente
											con las mismas medidas, 
pero de hace 30 años.
											El año pasado, en EE.UU. se mataron 
a un ritmo de 5,3 por cada 100 000,
											tenían a un 7 % de sus habitantes
en la pobreza
											y emitieron 21 millones de toneladas
de material particulado
											y cuatro millones de toneladas
de dióxido de azufre.
											Pero hace 30 años, la tasa de homicidios
era de 8,5 por cada 100 000,
											la tasa de pobreza era del 12 %
											y emitimos 35 millones de toneladas
de material particulado
											y 20 millones de toneladas 
de dióxido de azufre.
									",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
","
","
",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
											What about the world as a whole?
											Last year, the world had 12 ongoing wars,
											60 autocracies,
											10 percent of the world population
in extreme poverty
											and more than 10,000 nuclear weapons.
											But 30 years ago, there were 23 wars,
											85 autocracies,
											37 percent of the world population
in extreme poverty
											and more than 60,000 nuclear weapons.
											True, last year was a terrible year
for terrorism in Western Europe,
											with 238 deaths,
											but 1988 was worse with 440 deaths.
									","
											Bir de dünyayı genel olarak ele alalım.
											Geçen yıl dünyada 12 süregelen savaş,
											60 otokrasi,
											aşırı yoksulluk mağduru
dünya nüfusunun %10'u
											ve 10 binden fazla nükleer silah vardı.
											30 yıl önce ise 23 savaş vardı,
											85 otokrasi,
											aşırı yoksulluk mağduru
dünya nüfusunun %37'si
											ve 60 binden fazla nükleer silah.
											Geçen yılın Batı Avrupa'da terör açısından
korkunç bir yıl olduğu doğru,
											bilanço 238 can kaybı,
											fakat 1988'de 440 can kaybı yaşandı.
									","
											¿Y el mundo en su totalidad?
											Durante el año pasado 
hubo 12 guerras en curso,
											60 autocracias,
											un 10 % de la población mundial
viviendo en extrema pobreza
											y más de 10 000 armas nucleares.
											Pero hace 30 años había 23 guerras,
											85 autocracias,
											un 37 % de la población mundial
viviendo en extrema pobreza
											y más de 60 000 armas nucleares.
											Es verdad que el año pasado fue terrible 
para Europa, por el terrorismo,
											con 238 muertes,
											pero 1988 fue peor, con 440 muertes.
									",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
","
","
",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
											What's going on?
											Was 1988 a particularly bad year?
											Or are these improvements a sign
that the world, for all its struggles,
											gets better over time?
											Might we even invoke the admittedly
old-fashioned notion of progress?
											To do so is to court
a certain amount of derision,
											because I have found
that intellectuals hate progress.
									","
											Neler oluyor?
											1988 özellikle kötü bir yıl mıydı?
											Yoksa bu düzelmeler
dünyanın tüm mücadelelere rağmen
											daha iyiye gittiğine bir işaret mi?
											Peki bunu herkesin bildiği eski usul
ilerleme kavramıyla açıklayabilir miyiz?
											Bunu yapmak için 
bir dizi saçmalığa başvurmamız lazım.
											çünkü entelektüellerin
ilerlemeden nefret ettiğini öğrendim.
									","
											¿Qué está ocurriendo?
											¿Es que 1988 fue un año 
especialmente malo?
											¿O es que estas mejoras son una señal
de que el mundo, con todas sus luchas,
											está mejorando con el tiempo?
											También podríamos invocar la sin duda
anticuada noción de.. ¿progreso?
											Hacerlo es exponerse a una cierta 
cantidad de burla,
											porque he descubierto que
los intelectuales odian el progreso.
									",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
","
","
",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
","
","
",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
","
","
",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
											And intellectuals who call themselves
progressive really hate progress.
									","
											Kendine ilerlemeci diyen entelektüeller de
aslında ilerlemeden nefret ediyorlar.
									","
											Y los intelectuales que se llaman 
progresistas realmente odian el progreso.
									",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
","
","
",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risas)
									",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
"
","
","
",Is the world getting better or worse? A look at the numbers,Steven Pinker,18:32,"humanity,pollution,climate change,violence,war,data,democracy,history,peace,happiness,politics,society,statistics"
