en,pt,title,speaker,duration,tags
"
","
",Plant fuels that could power a jet,Bilal Bomani,14:29,"TEDx,science,sustainability,technology,green,engineering,alternative energy,energy,biotech,environment,innovation,future,climate change,oceans,ecology,nature,solar energy,plants,synthetic biology,natural resources"
"
											What I'm going to do is,
I'm going to explain to you
											an extreme green concept
											that was developed
at NASA's Glenn Research Center
											in Cleveland, Ohio.
											But before I do that, we have to go over
											the definition of what green is,
											'cause a lot of us have a
different definition of it.
											Green. The product is created through
											environmentally and socially
conscious means.
											There's plenty of things that
are being called green now.
											What does it actually mean?
											We use three metrics to determine green.
											The first metric is: Is it sustainable?
											Which means, are you preserving
what you are doing for future use
											or for future generations?
											Is it alternative? Is it different
than what is being used today,
											or does it have a lower carbon footprint
											than what's used conventionally?
											And three: Is it renewable?
											Does it come from Earth's
natural replenishing resources,
											such as sun, wind and water?
									","
											O que vou fazer é explicar-vos
											um conceito verde extremo
											que foi desenvolvido
no Centro de Pesquisa Glenn da NASA,
											em Cleveland, no Ohio.
											Mas antes disso, temos de abordar
											a definição do que é 'ser verde'
											porque muitos de nós
têm uma definição diferente.
											""Verde"" — O produto é criado
											através de meios que respeitam
o ambiente e a sociedade.
											Agora há muitas coisas chamadas verdes.
											O que significa realmente isso?
											Usamos três critérios para
determinar o que é verde.
											O primeiro critério é:
""É sustentável?
											""Ou seja, estamos a preservar
o que estamos a fazer
											""para uso futuro ou para gerações futuras?""
											""É alternativo? É diferente do que
é usado hoje em dia,
											""ou tem uma menor pegada de carbono
											""da que é usado convencionalmente?""
											E terceiro: ""É renovável?
											""Vem dos recursos renováveis
naturais da Terra,
											""como o sol, o vento ou a água?""
									",Plant fuels that could power a jet,Bilal Bomani,14:29,"TEDx,science,sustainability,technology,green,engineering,alternative energy,energy,biotech,environment,innovation,future,climate change,oceans,ecology,nature,solar energy,plants,synthetic biology,natural resources"
"
","
",Plant fuels that could power a jet,Bilal Bomani,14:29,"TEDx,science,sustainability,technology,green,engineering,alternative energy,energy,biotech,environment,innovation,future,climate change,oceans,ecology,nature,solar energy,plants,synthetic biology,natural resources"
"
											Now, my task at NASA is to develop
											the next generation of aviation fuels.
											Extreme green. Why aviation?
											The field of aviation uses
more fuel than just about
											every other combined. We
need to find an alternative.
											Also it's a national
aeronautics directive.
											One of the national aeronautics
goals is to develop
											the next generation of fuels, biofuels,
											using domestic and safe,
friendly resources.
											Now, combating that challenge
											we have to also meet
the big three metric —
											Actually, extreme green
for us is all three together;
											that's why you see the plus
there. I was told to say that.
											So it has to be the big three at
GRC. That's another metric.
											Ninety-seven percent of the
world's water is saltwater.
											How about we use that?
Combine that with number three.
											Do not use arable land.
											Because crops are already
growing on that land
											that's very scarce around the world.
											Number two: Don't compete with food crops.
											That's already a well established
entity, they don't need another entry.
											And lastly the most precious
resource we have on this Earth
											is fresh water. Don't use fresh water.
											If 97.5 percent
of the world's water is saltwater,
											2.5 percent is fresh water.
Less than a half percent
											of that is accessible for human use.
											But 60 percent of the population
lives within that one percent.
									","
											A minha tarefa na NASA é desenvolver
											a próxima geração de
combustíveis para a aviação.
											Verde extremo. Porquê a aviação?
											A aviação usa mais combustível
do que todos os outros transportes juntos.
											Temos de encontrar uma alternativa.
											Também é uma diretiva 
aeronáutica nacional.
											Um dos objetivos da aeronáutica nacional
											é desenvolver a próxima geração 
de combustíveis, os biocombustíveis,
											usando recursos domésticos
seguros e acessíveis.
											Entrando neste desafio
											temos também de atingir
os três critérios.
											Efetivamente, o verde extremo, para nós,
é atingir os três juntos.
											É por isso que veem ali o sinal mais.
											No GreenLab têm de ser os três critérios.
Este é outro critério.
											Se 97% da água mundial é salgada,
											que tal utilizá-la?
											Combinamos isso 
com o critério número três:
											Não usar solo arável.
											Porque as culturas já estão
a crescer nesse solo
											que é muito escasso no mundo.
											Critério número dois: Não competir
com as culturas alimentares.
											É uma entidade bem estabelecida,
não precisa de outra entrada.
											E por fim, o mais precioso recurso
que temos na Terra
											é a água doce.
											Não usar a água doce.
											Se 97,5% da água mundial é salgada,
2,5% é água doce.
											E menos de 0,5% dessa água
está acessível para uso humano.
											Mas 60% da população
vivem com esse 1%.
									",Plant fuels that could power a jet,Bilal Bomani,14:29,"TEDx,science,sustainability,technology,green,engineering,alternative energy,energy,biotech,environment,innovation,future,climate change,oceans,ecology,nature,solar energy,plants,synthetic biology,natural resources"
"
","
",Plant fuels that could power a jet,Bilal Bomani,14:29,"TEDx,science,sustainability,technology,green,engineering,alternative energy,energy,biotech,environment,innovation,future,climate change,oceans,ecology,nature,solar energy,plants,synthetic biology,natural resources"
"
											So, combating my problem was,
now I have to be extreme green
											and meet the big three.
Ladies and gentlemen,
											welcome to the GreenLab Research Facility.
											This is a facility dedicated
to the next generation
											of aviation fuels using halophytes.
											A halophyte is a salt-tolerating plant.
											Most plants don't like salt,
but halophytes tolerate salt.
											We also are using weeds
											and we are also using algae.
											The good thing about our lab is, we've had
											3,600 visitors in the last two years.
											Why do you think that's so?
											Because we are on to something special.
									","
											Voltando ao meu problema,
agora tenho de ser extremamente verde
											e respeitar os três grandes critérios.
											Senhoras e senhores,
											bem-vindos às instalações do
GreenLab.
											São instalações dedicadas
à próxima geração dos combustíveis
											para aviação, usando halófitos.
											Um halófito é uma planta tolerante ao sal.
											A maioria das plantas não gosta de sal,
mas os halófitos toleram-no.
											Também estamos a usar ervas daninhas
											e também estamos a usar algas.
											Uma coisa boa no nosso laboratório
											é que tivemos 3600 visitantes 
nos últimos dois anos.
											Porque é que acham que é?
											Porque estamos à beira de algo especial.
									",Plant fuels that could power a jet,Bilal Bomani,14:29,"TEDx,science,sustainability,technology,green,engineering,alternative energy,energy,biotech,environment,innovation,future,climate change,oceans,ecology,nature,solar energy,plants,synthetic biology,natural resources"
"
","
",Plant fuels that could power a jet,Bilal Bomani,14:29,"TEDx,science,sustainability,technology,green,engineering,alternative energy,energy,biotech,environment,innovation,future,climate change,oceans,ecology,nature,solar energy,plants,synthetic biology,natural resources"
"
											So, in the lower you see
the GreenLab obviously,
											and on the right hand
side you'll see algae.
											If you are into the business
of the next generation
											of aviation fuels, algae
is a viable option,
											there's a lot of funding right now,
											and we have an algae to fuels program.
											There's two types of algae growing.
											One is a closed photobioreactor
that you see here,
											and what you see on the other
side is our species —
											we are currently using a species
called Scenedesmus dimorphus.
											Our job at NASA is to take the
experimental and computational
											and make a better mixing for
the closed photobioreactors.
											Now the problems with closed
photobioreactors are:
											They are quite expensive,
they are automated,
											and it's very difficult
to get them in large scale.
											So on large scale what do they use?
											We use open pond systems.
Now, around the world
											they are growing algae,
with this racetrack design
											that you see here. Looks like an oval with
											a paddle wheel and mixes really well,
											but when it gets around the last turn,
which I call turn four — it's stagnant.
											We actually have a solution for that.
											In the GreenLab in our open pond system
											we use something that happens
in nature: waves.
											We actually use wave technology
on our open pond systems.
											We have 95 percent mixing
and our lipid content is higher
											than a closed photobioreactor system,
											which we think is significant.
									","
											Em baixo veem, obviamente,
o GreenLab,
											e à direita veem algas.
											Se se interessam pelos negócios
											da próxima geração 
de combustíveis de aviação,
											as algas são uma opção viável
											— há muitos fundos neste momento.
											Temos um programa
de ""algas para combustíveis"".
											Há duas formas de cultivar algas.
											Uma é o fotobiorreator fechado
que veem aqui.
											A que veem do outro lado é a nossa.
											Estamos agora a usar uma alga
chamada Scenedesmus dimorphus.
											O nosso trabalho na NASA é usar
o experimental e o computacional
											e fazer uma mistura melhor
para fotobiorreatores fechados.
											Agora, os problema com os fotobiorreatores
											é que são bastante caros, são automáticos
											e é muito difícil consegui-los
em grande escala.
											Em grande escala, o que é que se usa?
											Usam-se sistemas de tanques abertos.
											Em todo o mundo produzem-se algas,
											com este ""design"" em pista de corrida 
que veem aqui.
											Parece uma oval com uma roda de pás
e mistura muito bem,
											mas, quando dá a última volta
— a que chamo a volta 4 — fica parada.
											Temos uma solução para isso.
											No GreenLab, no nosso
sistema de tanques abertos,
											usamos algo que ocorre na Natureza:
											Ondas.
											Usamos a tecnologia das ondas
no nosso sistema de tanques abertos.
											Temos 95% de mistura
											e o nosso conteúdo lipídico é maior
											do que num sistema 
de fotobiorreator fechado,
											o que pensamos ser significativo.
											Contudo, existe um revés nas algas:
são muito caras.
									",Plant fuels that could power a jet,Bilal Bomani,14:29,"TEDx,science,sustainability,technology,green,engineering,alternative energy,energy,biotech,environment,innovation,future,climate change,oceans,ecology,nature,solar energy,plants,synthetic biology,natural resources"
"
","
",Plant fuels that could power a jet,Bilal Bomani,14:29,"TEDx,science,sustainability,technology,green,engineering,alternative energy,energy,biotech,environment,innovation,future,climate change,oceans,ecology,nature,solar energy,plants,synthetic biology,natural resources"
"
											There is a drawback to algae,
however: It's very expensive.
											Is there a way to produce
algae inexpensively?
											And the answer is: yes.
											We do the same thing
we do with halophytes,
											and that is: climatic adaptation.
											In our GreenLab we have
six primary ecosystems
											that range from freshwater
all the way to saltwater.
											What we do: We take a potential
species, we start at freshwater,
											we add a little bit more salt,
when the second tank here
											will be the same ecosystem as Brazil —
											right next to the sugar cane
fields you can have our plants —
											the next tank represents Africa,
the next tank represents Arizona,
											the next tank represents Florida,
											and the next tank represents
California or the open ocean.
											What we are trying to do is to
come up with a single species
											that can survive anywhere in the
world, where there's barren desert.
											We are being very successful so far.
									","
											Existe algum modo de produção
de algas sem custos?
											A resposta é: sim.
											Fazemos o mesmo que com os halófitos,
											ou seja: adaptação climática.
											No nosso GreenLab temos
seis ecossistemas primários
											que variam desde a água doce
à água salgada.
											Pegamos numa espécie potencial, 
começamos com água doce,
											adicionamos mais um pouco de sal.
											No segundo tanque 
há um ecossistema como o do Brasil
											— veem as nossas plantas ao lado 
dos campos de cana-de-açúcar —
											o tanque seguinte representa África,
											o tanque seguinte representa o Arizona,
											o tanque seguinte representa a Florida,
											o tanque a seguir representa a Califórnia
ou o oceano aberto.
											O que estamos a tentar
é conseguir uma só espécie
											que sobreviva em qualquer lado
no mundo,
											mesmo no deserto árido.
											Temos sido bem-sucedidos.
											Este é um dos problemas.
									",Plant fuels that could power a jet,Bilal Bomani,14:29,"TEDx,science,sustainability,technology,green,engineering,alternative energy,energy,biotech,environment,innovation,future,climate change,oceans,ecology,nature,solar energy,plants,synthetic biology,natural resources"
