en,fr,pt,title,speaker,duration,tags
"
","
","
",Will automation take away all our jobs?,David Autor,18:37,"agriculture,behavioral economics,collaboration,economics,farming,business,history,humanity,innovation,manufacturing,productivity,population,social change,society,TEDx,technology,work"
"
											Here's a startling fact:
											in the 45 years since the introduction
of the automated teller machine,
											those vending machines that dispense cash,
											the number of human bank tellers
employed in the United States
											has roughly doubled,
											from about a quarter of a million
to a half a million.
											A quarter of a million in 1970
to about a half a million today,
											with 100,000 added since the year 2000.
									","
											Voilà une information étonnante :
											45 ans après le lancement
du distributeur bancaire,
											ces machines qui donnent des billets,
											le nombre de guichetiers de banque
employés aux États-Unis
											a pratiquement doublé,
											d'à peu près 250 000
à un 500 000.
											250 000 en 1970, 500 000 aujourd'hui
											et 100 000 embauches depuis l'an 2000.
									","
											Aqui está um facto surpreendente:
											Desde a introdução
das máquinas Multibanco, há 45 anos
											— essas máquinas onde podemos
levantar dinheiro —
											o número de caixas bancários
nos Estados Unidos da América
											quase duplicou,
											de cerca de 250 mil para meio milhão
											Eram cerca de 250 mil em 1970,
hoje são meio milhão.
											Entraram 100 mil
a partir de 2000.
									",Will automation take away all our jobs?,David Autor,18:37,"agriculture,behavioral economics,collaboration,economics,farming,business,history,humanity,innovation,manufacturing,productivity,population,social change,society,TEDx,technology,work"
"
","
","
",Will automation take away all our jobs?,David Autor,18:37,"agriculture,behavioral economics,collaboration,economics,farming,business,history,humanity,innovation,manufacturing,productivity,population,social change,society,TEDx,technology,work"
"
											These facts, revealed in a recent book
											by Boston University
economist James Bessen,
											raise an intriguing question:
											what are all those tellers doing,
											and why hasn't automation
eliminated their employment by now?
											If you think about it,
											many of the great inventions
of the last 200 years
											were designed to replace human labor.
											Tractors were developed
											to substitute mechanical power
for human physical toil.
											Assembly lines were engineered
											to replace inconsistent human handiwork
											with machine perfection.
											Computers were programmed to swap out
											error-prone, inconsistent
human calculation
											with digital perfection.
											These inventions have worked.
											We no longer dig ditches by hand,
											pound tools out of wrought iron
											or do bookkeeping using actual books.
											And yet, the fraction of US adults
employed in the labor market
											is higher now in 2016
											than it was 125 years ago, in 1890,
											and it's risen in just about every decade
											in the intervening 125 years.
									","
											Ces faits, révélés dans un livre récent
											de l'économiste James Bessen,
de l'Université de Boston,
											soulèvent une question intéressante :
											mais que font ces guichetiers
											et pourquoi l'automatisation n'a-t-elle
pas encore détruit leur emploi ?
											Si vous y pensez,
											de nombreuses grandes inventions
de ces 200 dernières années
											ont été conçues pour remplacer
le travail humain.
											Les tracteurs ont été inventés
											pour substituer la puissance mécanique
au labeur physique de l'homme.
											Les lignes de montage ont été conçues
											pour remplacer le travail
irrégulier de l'artisanat
											par la perfection machinique.
											Les ordinateurs ont été
programmés pour remplacer
											le calcul humain irrégulier
et source d'erreurs
											par la perfection numérique.
											Ces inventions ont réussi.
											On ne creuse plus des fossés à la main,
											on ne martèle plus
des outils en fer forgé,
											on ne consigne plus la comptabilité
dans de vrais livres.
											Pourtant, la proportion d'américains
employés sur le marché du travail
											est aujourd'hui plus élevée, en 2016,
											qu'en 1890, il y a 125 ans,
											et elle a augmenté pendant
presque toutes les décennies
											pendant ces 125 ans.
									","
											Este facto, revelado num livro recente
											do economista James Bessen,
da Universidade de Boston,
											levanta uma questão intrigante:
											o que é que esses caixas todos
andam a fazer,
											e porque é que a automação
ainda não eliminou os seus lugares?
											Se pensarmos nisso,
											muitas das grandes invenções
dos últimos 200 anos
											foram concebidas para substituir
o trabalho humano.
											Apareceram os tratores
											para substituir a energia mecânica
do trabalho físico dos homens.
											Inventaram-se as linhas de montagem
											para substituir o irregular
trabalho manual humano,

											pela perfeição da máquina.
											Os computadores foram programados
											para trocar os cálculos humanos
inconsistentes, sujeitos a erro,
											pela perfeição digital.
											Estas invenções funcionaram.
											Já não escavamos valas manualmente,
											nem forjamos ferramentas de ferro
											nem fazemos contabilidade
por meio de livros razão.
											No entanto, a fração de norte-americanos
empregados no mercado de trabalho
											é maior, hoje, em 2016,
											do que era há 125 anos, em 1890,
											e tem aumentado todas as décadas
											nesse intervalo de 125 anos.
									",Will automation take away all our jobs?,David Autor,18:37,"agriculture,behavioral economics,collaboration,economics,farming,business,history,humanity,innovation,manufacturing,productivity,population,social change,society,TEDx,technology,work"
"
","
","
",Will automation take away all our jobs?,David Autor,18:37,"agriculture,behavioral economics,collaboration,economics,farming,business,history,humanity,innovation,manufacturing,productivity,population,social change,society,TEDx,technology,work"
"
											This poses a paradox.
											Our machines increasingly
do our work for us.
											Why doesn't this make our labor redundant
and our skills obsolete?
											Why are there still so many jobs?
									","
											C'est paradoxal.
											Nos machines font
de plus en plus notre travail.
											Pourquoi cela ne rend-il pas
											notre travail inutile,
nos compétences obsolètes ?
											Pourquoi y a-t-il encore tant d'emplois ?
									","
											Isto corresponde a um paradoxo.
											Cada vez mais frequentemente,
as máquinas trabalham para nós.
											Porque é que o nosso trabalho
não ficou redundante
											e obsoletas as nossas competências?
											Porque é que ainda há tantos empregos?
									",Will automation take away all our jobs?,David Autor,18:37,"agriculture,behavioral economics,collaboration,economics,farming,business,history,humanity,innovation,manufacturing,productivity,population,social change,society,TEDx,technology,work"
"
","
","
",Will automation take away all our jobs?,David Autor,18:37,"agriculture,behavioral economics,collaboration,economics,farming,business,history,humanity,innovation,manufacturing,productivity,population,social change,society,TEDx,technology,work"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									",Will automation take away all our jobs?,David Autor,18:37,"agriculture,behavioral economics,collaboration,economics,farming,business,history,humanity,innovation,manufacturing,productivity,population,social change,society,TEDx,technology,work"
"
","
","
",Will automation take away all our jobs?,David Autor,18:37,"agriculture,behavioral economics,collaboration,economics,farming,business,history,humanity,innovation,manufacturing,productivity,population,social change,society,TEDx,technology,work"
"
											I'm going to try to answer
that question tonight,
											and along the way, I'm going to tell you
what this means for the future of work
											and the challenges that automation
does and does not pose
											for our society.
									","
											Je vais tenter de répondre 
à cette question
											et ce faisant, je vais vous dire
											ce que cela implique
pour l'avenir du travail
											et les problèmes que l'automatisation
pose et ne pose pas
											à notre société.
									","
											Vou tentar responder hoje
a esta pergunta
											e, entretanto, vou dizer-vos o que isso
significa para o futuro do trabalho
											e os problemas que a automação
coloca ou não coloca à nossa sociedade.
									",Will automation take away all our jobs?,David Autor,18:37,"agriculture,behavioral economics,collaboration,economics,farming,business,history,humanity,innovation,manufacturing,productivity,population,social change,society,TEDx,technology,work"
