en,es,fr,tr,title,speaker,duration,tags
"
","
","
","
",A new way to heal hearts without surgery,Franz Freudenthal,9:28,"medical research,heart health,Surgery,invention,engineering,South America"
"
											The most complex problems in our time
											can be solved with simple techniques,
											if we are able to dream.
									","
											Los problemas más complejos 
de nuestro tiempo
											pueden solucionarse con 
técnicas sencillas
											si somos capaces de soñar.
									","
											Les problèmes les plus complexes
de notre époque
											peuvent être résolus
avec des techniques simples
											si nous sommes capables de rêver.
									","
											Eğer hayal kurabiliyorsak,
											çağımızın en büyük problemleri
											basit yöntemlerle çözülebilir.
									",A new way to heal hearts without surgery,Franz Freudenthal,9:28,"medical research,heart health,Surgery,invention,engineering,South America"
"
","
","
","
",A new way to heal hearts without surgery,Franz Freudenthal,9:28,"medical research,heart health,Surgery,invention,engineering,South America"
"
											As a child, I discovered
that creativity is the key
											to cross from dreams to reality.
											I learned this from my grandmother,
											Dr. Ruth Tichauer,
											a Jewish refugee that settled
in the heart of the Andes.
											That is how I grew up:
											encouraged to see beyond any limitation.
											So part of my education
included helping her
											in remote, indigenous communities.
											I cherish those memories,
											because they helped me
to understand life outside the city,
											a life with a lot of possibilities,
											without barriers, as language or culture.
									","
											Cuando era niño,
descubrí que la creatividad es la clave
											para ir de los sueños a la realidad.
											Me lo enseñó mi abuela,
											la doctora Ruth Tichauer,
											una refugiada judía que se
asentó en el corazón de los Andes.
											Así es como crecí:
											alentado a ir más allá 
de las limitaciones.
											Parte de mi educación
consistía en acompañarla
											a comunidades indígenas distantes.
											Aprecio mucho esos momentos
											porque me ayudaron a entender
la vida allende la ciudad,
											una vida con muchísimas posibilidades,
											donde el idioma y la cultura
no eran barreras.
									","
											Enfant, j'ai découvert
que la créativité est la clé
											pour passer du rêve à la réalité.
											J'ai appris cela de ma grand-mère,
											le docteur Ruth Tichauer,
											une réfugiée juive qui s'est installée
au cœur des Andes.
											Voici comment j'ai grandi :
											encouragé à voir au-delà des limites.
											Une partie de mon éducation
a été de l'aider
											dans des communautés indigènes lointaines.
											Je chéris ces souvenirs
											car ils m'ont aidé à comprendre
la vie en dehors de la ville,
											une vie pleine de possibilités,
											sans barrières de langue ou de culture.
									","
											Çocukken, yaratıcılığın hayallerden 
gerçekliğe geçmenin

											anahtarı olduğunu fark ettim.
											Bunu And Dağları'nda yaşayan, Yahudi
											bir sığınmacı olan büyükannem
											Dr. Ruth Tichauer'den öğrendim.
											Ben böyle yetiştim: Sınırların
											ötesini görmeye teşvik edilerek.
											Eğitimimin bir kısmı ona küçük, yerel
											topluluklarda yardım etmeyi kapsıyor.
											Bu anılara değer veriyorum,
											çünkü bu anılar bana 
şehrin dışındaki hayatı,
											dil ya da kültür gibi engeller olmaksızın
											imkânlarla dolu bir hayatı 
anlamamı sağladı.
									",A new way to heal hearts without surgery,Franz Freudenthal,9:28,"medical research,heart health,Surgery,invention,engineering,South America"
"
","
","
","
",A new way to heal hearts without surgery,Franz Freudenthal,9:28,"medical research,heart health,Surgery,invention,engineering,South America"
"
											During those trips, my grandmother
used to recite a Kipling poem:
											""Something hidden. Go and find it.
											Go and look behind the Mountains.
											Something lost behind the mountains.
											Lost and waiting for you. Go!""
									","
											En esos viajes, mi abuela
solía recitarme un poema de Kipling:
											""Hay algo oculto. Ve y encuéntralo.
											Ve y busca más allá de las montañas.
											Hay algo perdido tras esas montañas.
											Está perdido y esperando por ti. ¡Ve!""
									","
											Pendant ces déplacements, ma grand-mère
récitait un poème de Kipling :
											« Quelque chose de caché. Va le trouver.
											Va regarder au-delà des Montagnes.
											Quelque chose de perdu
derrière les montagnes.
											Perdu et t'attendant. Vas-y ! »
									","
											Bu yolculuklar boyunca, büyükannem
Kipling'in bir şiirini söylerdi:
											""Gizlenmiş bir şey var. Git ve bul.
											Git, dağların ardına bak.
											Dağların ardında kaybolmuş bir şey.
											Seni bekleyen kaybolmuş bir şey. Git!""
									",A new way to heal hearts without surgery,Franz Freudenthal,9:28,"medical research,heart health,Surgery,invention,engineering,South America"
"
","
","
","
",A new way to heal hearts without surgery,Franz Freudenthal,9:28,"medical research,heart health,Surgery,invention,engineering,South America"
"
											In the coming years,
I became a medical student.
											One of every hundred
children born worldwide
											has some kind of heart disease.
											There's a part of this problem
I think I can solve —
											the part of this problem
I have spent my life working on.
									","
											Unos años después,
entré a estudiar medicina.
											Uno de cada cien niños
que nacen en el mundo
											tiene algún tipo de 
enfermedad del corazón.
											Hay una parte de este problema
que creo poder resolver,
											una parte en la que he trabajado 
toda mi vida.
									","
											Les années qui suivirent,
je suis devenu étudiant en médecine.
											Dans le monde, un enfant sur cent
											naît avec une maladie cardiaque.
											Je pense pouvoir résoudre
en partie ce problème —
											j'ai passé ma vie à travailler
sur une partie de ce problème.
									","
											Birkaç yıl sonra,
tıp okumaya başladım.
											Dünya genelinde, doğan her 
yüz çocuktan birinde
											bir tür kalp hastalığı vardır.
											Bu problemin bir bölümü var ki,
bunu çözebileceğimi düşünüyorum...
											ömrümü bu problemin bu bölümü 
üzerinde çalışarak geçirdim.
									",A new way to heal hearts without surgery,Franz Freudenthal,9:28,"medical research,heart health,Surgery,invention,engineering,South America"
"
","
","
","
",A new way to heal hearts without surgery,Franz Freudenthal,9:28,"medical research,heart health,Surgery,invention,engineering,South America"
"
											The problem starts
											during pregnancy.
											The fetus needs to survive
inside the mother.
											Survival depends on communication
											between the systemic
and the pulmonary blood.
											At the moment of birth,
											this communication needs to stop.
											If it doesn't close, the baby
has a hole in the heart.
											It is caused by prematurity
and genetic conditions.
											But what we know today
											is that a lack of oxygen
is also one of the causes.
											As you can see in the chart,
											the frequency of this kind of hole
											dramatically increases with altitude.
									","
											El problema empieza
											durante el embarazo.
											El feto necesita sobrevivir
en el interior de la madre.
											Su supervivencia depende 
de la comunicación
											entre la sangre sistémica y la pulmonar.
											Al momento de nacer,
											la comunicación debe detenerse.
											Si no es así, el bebé
nace con un agujero en el corazón.
											Sus causas: prematuridad
y condiciones genéticas.
											Hoy día hemos llegado a saber
											que la falta de oxígeno
también es una causa.
											Como se puede ver en este gráfico,
											la frecuencia con la que puede
aparecer este agujero
											aumenta de forma dramática con la altitud.
									","
											Le problème commence
											pendant la grossesse.
											Le fœtus doit survivre dans la mère.
											La survie dépend de la communication
											entre le sang systémique
et le sang pulmonaire.
											Au moment de la naissance,
											cette communication doit cesser.
											S'il ne se referme pas,
le bébé a un trou dans le cœur.
											La cause peut être une prématurité
ou des conditions génétiques.
											Mais aujourd'hui nous savons
											qu'un manque d'oxygène
peut aussi causer cela.
											Comme vous le voyez sur le graphique,
											la fréquence de ce type de trou
											augmente considérablement avec l'altitude.
									","
											Problem hamilelik
											esnasında başlıyor.
											Fetüsün anne karnında
hayatta kalması gerekiyor.
											Hayatta kalma sistemik (tüm vücut) ve
											pulmoner (akciğer ile ilgili) kan
arasındaki iletişime bağlı.
											Doğum esnasında,
											bu iletişimin kesilmesi gerekir.
											Eğer kesilmezse, bebeğin kalbinde
bir delik oluşur.
											Bunun nedeni erken doğum ve
genetik faktörlerdir.
											Fakat bugün biliyoruz ki,
											oksijen yetersizliği de bu
faktörlerden biri.
											Grafikte görebildiğiniz gibi,
											bu tür bir deliğin oluşma sıklığı,
											yüksekliğe bağlı olarak,
önemli ölçüde artıyor.
									",A new way to heal hearts without surgery,Franz Freudenthal,9:28,"medical research,heart health,Surgery,invention,engineering,South America"
