en,es,pt,tr,de,title,speaker,duration,tags
"
","
","
","
","
","Teach girls bravery, not perfection",Reshma Saujani,12:39,"children,computers,future,education,inequality,innovation,personal growth,motivation,potential,programming,social change,teaching,software,women,code"
"
											So a few years ago,
											I did something really brave,
											or some would say really stupid.
											I ran for Congress.
									","
											﻿Hace algunos años,
											hice algo realmente audaz,
											o algunos dirían realmente estúpido.
											Me postulé para el congreso.
									","
											Aqui há uns anos,
											fiz uma coisa muito corajosa
											ou, como alguns diriam, muito estúpida.
											Candidatei-me ao Congresso.
									","
											Birkaç yıl önce,
											gerçekten çok cesurca birşey yaptım
											ya da bazıları için gerçekten salakça.
											Meclise adaylığımı koydum.
									","
											Vor einigen Jahren
											tat ich etwas sehr Mutiges.
											Andere würden sagen, etwas sehr Dummes.
											Ich kandidierte für den Kongress.
									","Teach girls bravery, not perfection",Reshma Saujani,12:39,"children,computers,future,education,inequality,innovation,personal growth,motivation,potential,programming,social change,teaching,software,women,code"
"
","
","
","
","
","Teach girls bravery, not perfection",Reshma Saujani,12:39,"children,computers,future,education,inequality,innovation,personal growth,motivation,potential,programming,social change,teaching,software,women,code"
"
											For years, I had existed
safely behind the scenes in politics
											as a fundraiser, as an organizer,
											but in my heart, I always wanted to run.
											The sitting congresswoman
had been in my district since 1992.
											She had never lost a race,
											and no one had really even run against her
in a Democratic primary.
											But in my mind, this was my way
											to make a difference,
											to disrupt the status quo.
											The polls, however,
told a very different story.
											My pollsters told me
that I was crazy to run,
											that there was no way that I could win.
									","
											Durante años, existí de manera 
segura tras bambalinas en la política
											como recaudadora de fondos,
como organizadora,
											pero en mi corazón,
siempre quise participar.
											La diputada de turno había estado 
en mi distrito desde 1992.
											Nunca había perdido una elección,
											y nadie se había presentado contra ella 
en una elección de primarias Demócrata.
											Pero en mi mente, esta era mi manera
											de marcar la diferencia,
											de interrumpir el estatus quo.
											Las encuestas, sin embargo, 
contaban una historia muy diferente.
											Mis encuestadores me dijeron 
que estaba loca por postularme,
											que no había manera de que ganara.
									","
											Durante anos, andei de maneira
segura nos bastidores da política
											a angariar fundos, a organizar,
											mas, cá no fundo,
sempre me quis candidatar.
											A congressista eleita do meu distrito
mantinha-se no seu posto desde 1992.
											Nunca perdera umas eleições,
											e nunca ninguém tinha concorrido
contra ela, em primárias Democratas.
											Na minha perspetiva, 
era uma forma de fazer a diferença,
											de romper com o ""status quo"".
											Porém, as sondagens contavam
uma história bastante diferente.
											As sondagens diziam que eu era maluca
por me candidatar,
											que eu não podia ganhar de modo algum.
									","
											Yıllarca, bağış toplayan ve bir organizatör olarak
											politikanın güvenli kapıları ardındaydım
											ama kalben hep aday olmak istiyordum.
											Bölgemdeki kadın kongre üyesi 1992'den beri
											görevdeydi. Hiçbir seçimi kaybetmemiş
											ve Demokrat ön seçimlerinde onun 
karşısına aday dahi çıkmamıştı.
											Ama bence, ben bu şekilde
											fark yaratabilir,
											statükoyu yıkabilirdim.
											Fakat, anketler farklı bir hikaye anlatıyordu.
											Anketörler adaylığın çılgınca olduğunu
											kazanmamın mümkün olmadığını söylediler.
									","
											Jahrelang hatte ich mich vorsichtig
im Hintergrund der Politik gehalten,
											als Spendensammlerin und Organisatorin,
											aber tief in meinem Herzen 
wollte ich immer kandidieren.
											Die damalige Kongressabgeordnete
war seit 1992 in meinem Bezirk aktiv.
											Sie hatte nie eine Wahl verloren.
											Niemand hatte je eine ernsthafte 
Kandidatur gegen sie angestrengt.
											Aber ich wollte etwas bewirken
											und das sollte mein Weg sein.
											Ich wolle den Status Quo verändern.
											Die Umfrageergebnisse zeigten
jedoch ein anderes Bild.
											Meine Meinungsforscher sagten mir,
es wäre Wahnsinn zu kandidieren,
											dass ich überhaupt keine Chance
hätte zu gewinnen.
									","Teach girls bravery, not perfection",Reshma Saujani,12:39,"children,computers,future,education,inequality,innovation,personal growth,motivation,potential,programming,social change,teaching,software,women,code"
"
","
","
","
","
","Teach girls bravery, not perfection",Reshma Saujani,12:39,"children,computers,future,education,inequality,innovation,personal growth,motivation,potential,programming,social change,teaching,software,women,code"
"
											But I ran anyway,
											and in 2012, I became an upstart
in a New York City congressional race.
											I swore I was going to win.
											I had the endorsement
from the New York Daily News,
											the Wall Street Journal
snapped pictures of me on election day,
											and CNBC called it one of the hottest
races in the country.
											I raised money from everyone I knew,
											including Indian aunties
											that were just so happy
an Indian girl was running.
											But on election day, the polls were right,
											and I only got 19 percent of the vote,
											and the same papers
that said I was a rising political star
											now said I wasted 1.3 million dollars
											on 6,321 votes.
											Don't do the math.
											It was humiliating.
									","
											Pero lo hice de todos modos,
											y en 2012 me convertí en una advenediza
											en una carrera congresional 
en la ciudad de Nueva York.
											Yo juraba que iba a ganar.
											Tenía el apoyo del Daily 
News de Nueva York,
											el Wall Street Journal tomó 
fotos mías el día de la elección,
											la CNBC la llamó una de las 
competencias más peleadas del país.
											Recaudé dinero de todos mis conocidos,
											incluyendo mis tías de la India
											que estaban muy contentas de
que una muchacha india se postulara.
											Pero el día de la elección, 
las encuestas tenían razón,
											y solo obtuve el 19 % de los votos,
											y los mismos periódicos que dijeron 
que era una estrella política en ascenso
											ahora decían que había 
despilfarrado USD 1.3 millones
											para 6321 votos.
											No hagan cuentas.
											Fue humillante.
									","
											De qualquer modo, candidatei-me.
											Em 2012, tornei-me uma novata
											numa corrida para
o Congresso de Nova Iorque.
											Eu jurava que ia ganhar.
											Tinha o apoio do New York Daily News,
											o Wall Street Journal tirou-me fotos
no dia das eleições,
											e a CNBC chamou-lhe uma
das eleições mais quentes do país.
											Angariei dinheiro de todas as pessoas
que conhecia,
											incluindo as minhas tias indianas
											que ficaram delirantes
por uma indiana se estar a candidatar.
											Mas no dia das eleições, provou-se
que as sondagens estavam corretas
											e só obtive 19% dos votos.
											Os mesmos jornais que tinham dito
											que eu era uma estrela
nascente da política,
											diziam agora que eu tinha
desperdiçado 1,3 milhão de dólares
											com 6321 votos.
											Não façam as contas.
											Foi humilhante.
											Mas, antes que fiquem
com uma ideia errada,
									","
											Ama ben yine de aday oldum
											ve 2012'de New York Şehir Meclisi seçimlerindeydim.
											Kazanmaya ant içtim.
											New York Daily News'den destek aldım,
											seçim günü Wall Street Journal fotoğraflarımı çekti,
											CNBC'ye göre, ülkenin en çekişmeli seçimlerinden biriydi.
											Tanıdığım herkesten para topladım;
											bir Hint kızının aday olmasından
											mutluluk duyan Hintli teyzeler dahil.
											Ancak seçim günü, anketler haklı çıktı,
											oyların yalnızca yüzde 19'unu almıştım.
											Benim yükselen bir siyasi yıldız olduğumu söyleyen
											gazeteler, 6.321 oy için 1.3 milyon doları
											boşa harcadığımı söylüyordu.
											Hiç hesaplamayın.
											Utanç vericiydi.
									","
											Ich kandidierte trotzdem.
											2012 nannten sie mich den Emporkömmling
der Kongresswahl für New York City.
											Ich schwor mir, dass ich gewinnen würde.
											Die New York Daily News unterstützte mich,
											das Wall Street Journal schoss
am Wahltag Fotos von mir.
											CNBC betitelte die Wahl als
das spannendste Rennen des ganzen Landes.
											Ich trieb von jedem,
den ich kannte, Spenden ein —
											von jeder indischen Tante.
											Sie waren so glücklich,
dass ein indisches Mädchen kandidierte.
											Am Wahltag bewahrheiteten 
sich jedoch die Umfragen
											und ich erhielt nur 
19 % der Wählerstimmen.
											Dieselben Zeitungen, die mich als 
aufgehenden Stern gefeiert hatten,
											schrieben nun, ich hätte
1,3 Mio. Dollar in den Sand gesetzt,
											und das Ganze für 6 321 Stimmen.
											Rechnen Sie bitte nicht nach.
											Es war demütigend.
									","Teach girls bravery, not perfection",Reshma Saujani,12:39,"children,computers,future,education,inequality,innovation,personal growth,motivation,potential,programming,social change,teaching,software,women,code"
"
","
","
","
","
","Teach girls bravery, not perfection",Reshma Saujani,12:39,"children,computers,future,education,inequality,innovation,personal growth,motivation,potential,programming,social change,teaching,software,women,code"
"
											Now, before you get the wrong idea,
											this is not a talk
about the importance of failure.
											Nor is it about leaning in.
											I tell you the story
of how I ran for Congress
											because I was 33 years old
											and it was the first time
in my entire life
											that I had done something
that was truly brave,
											where I didn't worry about being perfect.
									","
											Ahora, no me malinterpreten,
											esta no es una charla sobre
la importancia del fracaso.
											Tampoco sobre el ir hacia adelante.
											Les cuento la historia de cómo 
me postulé para el congreso
											porque tenía 33 años
											y era la primera vez en toda mi vida
											que había hecho algo realmente valiente,
											donde no me preocupaba ser perfecta.
									","
											esta não é uma palestra
sobre a importância do fracasso,
											nem sobre passar à frente.
											Conto-vos a história de como
me candidatei ao Congresso
											porque eu tinha 33 anos
											e foi a primeira vez em toda a minha vida
											que fiz uma coisa realmente corajosa,
											em que não me preocupei em ser perfeita.
											Mas não sou só eu.
									","
											Şimdi, yanlış fikre kapılmadan önce
											bu konuşma, başarısızlığın önemi
											ya da dayanmayla da ilgili olmayacak.
											Size meclise nasıl aday olduğumu anlattım
											çünkü; 33 yaşındaydım
											ve hayatım boyunca ilk kez
											kusursuz olmayı umursamadan
											gerçekten cesurca bir şey yapmıştım.
									","
											Bevor Sie das jetzt falsch verstehen,
											das ist kein Vortrag über
die Bedeutung des Scheiterns.
											Es geht auch nicht um harte Arbeit.
											Ich erzähle diese Geschichte 
von meiner Kandidatur,
											weil ich damals 33 Jahre alt war
											und zum ersten Mal in meinem Leben
											etwas wirklich Mutiges getan hatte,
											bei dem ich nicht versuchte,
perfekt zu sein.
									","Teach girls bravery, not perfection",Reshma Saujani,12:39,"children,computers,future,education,inequality,innovation,personal growth,motivation,potential,programming,social change,teaching,software,women,code"
"
","
","
","
","
","Teach girls bravery, not perfection",Reshma Saujani,12:39,"children,computers,future,education,inequality,innovation,personal growth,motivation,potential,programming,social change,teaching,software,women,code"
"
											And I'm not alone:
											so many women I talk to tell me
											that they gravitate
towards careers and professions
											that they know
they're going to be great in,
											that they know they're
going to be perfect in,
											and it's no wonder why.
											Most girls are taught
to avoid risk and failure.
											We're taught to smile pretty,
											play it safe, get all A's.
											Boys, on the other hand,
											are taught to play rough, swing high,
											crawl to the top of the monkey bars
and then just jump off headfirst.
											And by the time they're adults,
											whether they're negotiating a raise
or even asking someone out on a date,
											they're habituated
to take risk after risk.
											They're rewarded for it.
											It's often said in Silicon Valley,
											no one even takes you seriously
unless you've had two failed start-ups.
											In other words,
											we're raising our girls to be perfect,
											and we're raising our boys to be brave.
									","
											Y no estoy sola:
											muchas mujeres con las que hablo me dicen
											que se inclinan a carreras y profesiones 
en la que saben que van a ser excelentes,
											en las que saben que van a ser perfectas,
											y no es para sorprenderse.
											A la mayoría de las niñas se les
enseña evitar riesgos y fracasos.
											Se nos enseña a sonreír de manera bonita,
a jugar seguro, sacar excelentes notas.
											A los niños, por otro lado,
											se les enseña a jugar rudo,
columpiarse alto,
											gatear hasta la cima del 
pasamanos y despues saltar,
											de cabeza.
											Para cuando ya son adultos,
											ya sea que están negociando un aumento 
o pidiendo a alguien una cita,
											están acostumbrados 
a asumir riesgo tras riesgo.
											Se les recompensa por ello.
											En Silicon Valley se dice a menudo
											que nadie te toma en serio
											a menos que hayas tenido dos
empresas de arranque fallidas.
											En otras palabras,
											educamos a nuestras 
niñas para ser perfectas,
											y a nuestros niños para ser valientes.
									","
											Muitas mulheres com quem falo
											dizem-me que gravitam
à volta de carreiras e profissões
											em que sabem que serão ótimas,
											em que sabem que serão perfeitas.
											Isso não é para admirar.
											A maior parte das raparigas
é ensinada a evitar riscos e fracassos.
											Somos ensinadas a sorrir com simpatia,
											a jogar pelo seguro, a só tirar notas altas.
											Os rapazes, por outro lado,
											são ensinados a jogar forte,
a correr riscos,
											a trepar até ao alto das gaiolas
e depois a atirar-se de cabeça.
											Quando chegam a adultos,
											quer estejam a negociar um aumento
ou a convidar alguém para um encontro,
											estão habituados a correr riscos.
											São recompensados por isso.
											Diz-se muitas vezes, em Silicon Valley,
											que ninguém nos leva a sério
se não tivermos duas ""start-ups"" falidas.
											Por outras palavras,
											estamos a educar as raparigas
para serem perfeitas,
											e a educar os rapazes
para serem corajosos.
											Algumas pessoas preocupam-se
com o nosso défice federal,
									","
											Yalnız değilim:
											konuştuğum birçok kadın
											harika ve mükemmel olacaklarını bildikleri
											kariyer ve mesleklere
											yöneldiklerini söylüyor
											ve bu sebepsiz değil.
											Birçok kıza riskten ve başarısızlıktan 
kaçınması öğretiliyor.
											Güzel gülmeyi, dikkatli olmayı,
											pekiyi almayı öğreniyoruz.
											Diğer yandan erkekler,
											sert oynamayı, yükseğe sallanmayı, 
parktaki
											demirlere tırmanıp kafa üstü 
zıplamayı öğrenirler.
											Yetişkin olduklarında ise
											zam isterken ya da çıkma teklif ederken
											risk üstüne risk almaya alışırlar.
											Bunun için ödüllendirilirler.
											Silikon Vadisinde sıkça şöyle denir:
											İki başarısız girişimin yoksa 
seni kimse ciddiye bile almaz.
											Başka bir deyişle;
											kızlarımızı kusursuz olacak, erkeklerimizi
											ise cesur olacak şekilde yetiştiriyoruz.
									","
											Damit bin ich nicht allein.
											So viele Frauen erzählen mir,
											dass sie nur Berufe anstreben,
											in denen sie auf jeden Fall 
gut sein werden.
											Jobs, von denen sie wissen,
dass sie perfekt darin sein werden.
											Das ist auch kein Wunder.
											Den meisten Mädchen wird beigebracht,
Risiko und Misserfolge zu vermeiden.
											Wir sollen süß lächeln,
											auf Nummer sicher gehen,
nur Einsen schreiben.
											Jungen hingehen wird beigebracht,
											ranzugehen, nach den Sternen zu greifen,
											auf Klettergerüste zu steigen und
wagemutig herunterzuspringen.
											Wenn sie dann erwachsen sind
											und eine Gehaltserhöhung aushandeln
oder jemanden um ein Date bitten wollen,
											sind sie daran gewöhnt, 
Risiken einzugehen.
											Das zahlt sich aus.
											Im Silicon Valley wird man 
nicht ernst genommen,
											wenn man nicht wenigstens zwei
gescheiterte Start-ups vorweisen kann.
											Anders formuliert:
											Wir erziehen unsere Mädchen
dazu, perfekt zu sein,
											und unsere Jungen dazu, mutig zu sein.
									","Teach girls bravery, not perfection",Reshma Saujani,12:39,"children,computers,future,education,inequality,innovation,personal growth,motivation,potential,programming,social change,teaching,software,women,code"
