es,fr,de,title,speaker,duration,tags
"
","
","
",Military robots and the future of war,P.W. Singer,16:05,"design,drones,future,global issues,robots,technology,violence,war"
"
											Pensaba comenzar con una escena de guerra.
											Había poco que advertir sobre el peligro inminente.
											El insurgente iraquí había colocado el IED,
											un artefacto explosivo improvisado,
											cuidadosamente al borde de la carretera.
											En 2006 hubo más de 2,500
											ataques de este tipo cada mes,
											y fueron la principal causa de
											víctimas entre soldados estadounidenses
											y civiles iraquíes.
									","
											Je pensais commencer par une scène de guerre.
											Il n'y avait pas grand' chose pour avertir du danger à venir.
											L'insurgé irakien avait placé l'engin explosif,
											un engin explosif improvisé,
											sur le côté de la route avec beaucoup de soin.
											En 2006, il y a eu plus de 2 500
											de ces attaques chaque mois,
											et ils étaient la principale cause de
											victimes parmi les soldats américains
											et les civils irakiens.
									","
											Ich dachte, ich beginne mit einer Kriegsszene.
											Es gab wenige Anzeichen auf die kommende Gefahr.
											Die aufständischen Iraki hatten die IED,
											eine improvisierte Sprengfalle,
											sehr sorgfältig am Straßenrand versteckt.
											Ab 2006 gab es jeden Monat mehr als
											2500 dieser Angriffe,
											und sie waren die Hauptursache der
											Verluste unter amerikanischen Soldaten
											und irakischen Zivilisten.
									",Military robots and the future of war,P.W. Singer,16:05,"design,drones,future,global issues,robots,technology,violence,war"
"
","
","
",Military robots and the future of war,P.W. Singer,16:05,"design,drones,future,global issues,robots,technology,violence,war"
"
											El equipo que estaba a la caza de este IED
											se llama EOD
											-Eliminación de Artefactos Explosivos-
											y son la punta de lanza en el esfuerzo
											estadounidense para suprimir estas bombas artesanales.
											Cada equipo EOD interviene
											unas 600 veces al año
											desactivando alrededor de dos bombas al día.
											Quizás la mejor indicación de su valor
											al esfuerzo de guerra, es que
											los insurgentes iraquíes ofrecían una recompensa de 50,000
											dólares por la cabeza de cada soldado EOD.
									","
											L'équipe qui chasse ces explosifs
											s'appelle une équipe EOD -
											Equipe de neutralisation d'explosifs et
											ils sont le fer de lance de
											effort américain pour supprimer ces bombes artisanales.
											Chaque équipe EOD sort sur environ
											600 de ces alertes à la bombe chaque année,
											et désamorce environ deux bombes par jour.
											Peut-être le meilleur signe de l'importance qu'elles ont
											pour l'effort de guerre, c'est que
											les insurgés irakiens ont mis une prime de 50 000 $
											sur la tête d'un seul soldat EOD.
									","
											Das Team, das dieses IED aufspürte,
											nennt man ein EOD Team —
											Sprengstoffentsorgungskommando — und
											sie sind die Speerspitze der
											amerikanischen Anstrengungen diese Bomben am Straßenrand zu unterbinden.
											Jedes EOD Team hat an die 600
											dieser Bombeneinsätze jedes Jahr,
											mit zwei Entschärfungen pro Tag.
											Vielleicht der beste Hinweis auf ihren Wert
											für den Kriegseinsatz, ist, dass
											die irakischen Aufständischen ein Kopfgeld von 50.000$
											für jeden einzelnen EOD Soldaten ausgesetzt hatten.
									",Military robots and the future of war,P.W. Singer,16:05,"design,drones,future,global issues,robots,technology,violence,war"
"
","
","
",Military robots and the future of war,P.W. Singer,16:05,"design,drones,future,global issues,robots,technology,violence,war"
"
											Por desgracia, esa llamada en particular
											no terminaría bien.
											Cuando el soldado avanzó suficientemente
											cerca para ver los cables
											reveladores de la bomba, ésta explotó en una ola de fuego.
											Ahora, dependiendo de lo cerca que uno esté
											y la cantidad de explosivo que haya sido
											colocado en la bomba, puede causar la muerte
											o lesiones. Hay que estar a una distancia
											aproximada de 50 metros para estar a salvo.
											La explosión es tan fuerte que puede incluso romper
											un miembro, aunque el golpe no sea directo.
											Ese soldado estaba encima de la bomba.
									","
											Malheureusement, cet appel particulier
											a mal fini.
											Au moment où le soldat s'est avancé
											assez près pour voir les fils révélateurs
											de la bombe, elle a explosé dans une vague de flammes.
											Maintenant, en fonction de votre proximité
											et de la quantité d'explosif qui a été emballée
											dans cette bombe, elle peut tuer
											ou blesser. Vous devez être à
											50 mètres au mois pour y échapper.
											L'explosion est si forte qu'elle peut même briser
											vos membres, même si vous n'êtes pas touché.
											Ce soldat était au-dessus de la bombe.
									","
											Unglücklicherweise hat dieser spezielle Einsatz
											nicht gut geendet.
											Als der Soldat nah genug war
											um die verräterischen Kabel an der Bombe zu sehen
											explodierte sie in einer Flammenwolke.
											Nun, abhängig davon, wie nah man dran ist
											und wie viel Sprengstoff in der Bombe ist,
											kann sie tödlich sein,
											oder verwunden. Man muss mindestens
											50 m entfernt sein, um dem zu entgehen.
											Die Druckwelle ist so stark, dass sie Knochen
											brechen kann, selbst wenn man nicht direkt getroffen wird.
											Dieser Soldat war direkt über der Bombe.
									",Military robots and the future of war,P.W. Singer,16:05,"design,drones,future,global issues,robots,technology,violence,war"
"
","
","
",Military robots and the future of war,P.W. Singer,16:05,"design,drones,future,global issues,robots,technology,violence,war"
"
											Cuando el resto del equipo se acercó,
											de él había quedado poco. Esa noche el comandante
											de la unidad tuvo el penoso deber de escribir una carta
											de condolencias a los EE.UU.
											que hablaba de lo duro que había sido
											para su unidad la pérdida, del hecho
											de haber perdido el soldado más valiente,
											un soldado que más de una vez
											les había salvado la vida.
											Luego se disculpó
											por no poder llevarlo de vuelta a casa.
											Pero también habló de la lección positiva
											que aprendió de esa pérdida.
											""Al menos"", escribió, ""cuando un robot muere,
											no hay necesidad de escribir una carta
											a su madre"".
									","
											Et donc quand le reste de l'équipe s""est avancé
											ils n'ont pas trouvé grand' chose. Et cette nuit-là
											le commandant de l'unité a rempli un triste devoir, il a écrit
											une lettre de condoléances aux États-Unis,
											et il a dit à quel point cette perte
											avait affecté son unité, comme ils
											avaient perdu leur soldat le plus courageux,
											un soldat qui avait sauvé leurs vies
											plus d'une fois.
											Puis il s'est excusé
											de ne pas être en mesure de le ramener à la maison.
											Mais alors il a parlé de ce qu'il y avait de bon
											dans cette perte.
											""Au moins,"" comme il l'écrit, «quand un robot meurt,
											vous n'avez pas à écrire une lettre
											à sa mère.""
									","
											Und als der Rest des Teams nachrückte,
											war nicht mehr viel übrig. Und in dieser Nacht
											hatte der Kommandeur die traurige Pflicht
											einen Beileidsbrief in die Vereinigten Staaten
											zu schreiben. Er sprach davon, wie groß der Verlust
											für die Einheit war, und dass sie ihren
											mutigsten Soldaten verloren hätten.
											Einen Soldaten, der ihr Leben viele Male
											gerettet hat.
											Und er entschuldigte sich dafür,
											dass er ihn nicht nach Hause bringen konnte.
											Aber dann sprach er von der guten Seite,
											die er dem Verlust abgewinnen konnte.
											""Wenigstens"", schrieb er, "" muss man nach dem Verlust
											eines Roboters keinen Brief
											an seine Mutter schicken"".
									",Military robots and the future of war,P.W. Singer,16:05,"design,drones,future,global issues,robots,technology,violence,war"
"
","
","
",Military robots and the future of war,P.W. Singer,16:05,"design,drones,future,global issues,robots,technology,violence,war"
"
											Suena a ciencia ficción
											pero ya es una realidad en el campo de batalla.
											En ese caso el soldado
											era un robot de 21 kilos llamado PackBot.
											La carta del comandante no se dirigía
											a una granja en Iowa como se ve
											en las viejas películas de guerra,
											sino a la iRobot Company, que toma
											el nombre de la novela de Asimov
											y de la no tan buena película con Will Smith,
											y... uh... (Risas)...
											si Uds. recuerdan,
											en ese mundo ficticio los robots comenzaron
											realizando tareas ordinarias, y luego
											comenzaron a tomar decisiones de vida o muerte.
											Es una realidad que hoy conocemos.
									","
											Cette scène ressemble à de la science-fiction,
											mais c'est déjà une réalité sur le champ de bataille.
											Le soldat, dans ce cas
											était un robot de 21 kilos appelé PackBot.
											La lettre du chef était adressée non pas à une
											ferme dans l'Iowa comme on le voit
											dans les vieux films de guerre, mais à
											la Société iRobot, qui tire son nom
											du roman d'Asimov
											et du film pas si bon de Will Smith,
											et ... euh ... (Rires) ...
											si vous vous souvenez que
											dans ce monde de fiction, les robots ont commencé
											par effectuer des tâches ordinaires, puis
											ils ont commencé à prendre des décisions de vie ou de mort.
											C'est une réalité que nous connaissons aujourd'hui.
									","
											Diese Geschichte klingt nach Science Fiction,
											aber auf dem Schlachtfeld ist sie schon Realität.
											Der Soldat war in diesem Fall
											ein 20 Kg schwerer Roboter namens PackBot.
											Der Brief ging nicht an irgendeinen
											Bauernhof in Iowa, wie man das
											in alten Kriegsfilmen sieht, sondern an
											die iRobot Company, die
											nach dem Roman von Asimov benannt wurde
											und dem nicht so tollen Film mit Will Smith
											und.. ähm.. (Gelächter)
											wenn Sie sich daran erinnern,
											dass in der Geschichte die Roboter zuerst
											niedrige Dienste verrichteten, und später
											fällten sie Entscheidungen über Leben und Tod.
											Das ist heute eine Realität.
									",Military robots and the future of war,P.W. Singer,16:05,"design,drones,future,global issues,robots,technology,violence,war"
