en,fr,tr,title,speaker,duration,tags
"
","
","
",Get comfortable with being uncomfortable,Luvvie Ajayi,10:54,"fear,communication,humanity,race,inequality,identity,personal growth,motivation,social change,success,society,writing"
"
											I'm a professional troublemaker.
									","
											Je suis une fauteuse de troubles
professionnelle.
									","
											Ben profesyonel bir baş belasıyım.
									",Get comfortable with being uncomfortable,Luvvie Ajayi,10:54,"fear,communication,humanity,race,inequality,identity,personal growth,motivation,social change,success,society,writing"
"
","
","
",Get comfortable with being uncomfortable,Luvvie Ajayi,10:54,"fear,communication,humanity,race,inequality,identity,personal growth,motivation,social change,success,society,writing"
"
											(Laughter)
									","
											(Rires)
									","
											(Kahkaha)
									",Get comfortable with being uncomfortable,Luvvie Ajayi,10:54,"fear,communication,humanity,race,inequality,identity,personal growth,motivation,social change,success,society,writing"
"
","
","
",Get comfortable with being uncomfortable,Luvvie Ajayi,10:54,"fear,communication,humanity,race,inequality,identity,personal growth,motivation,social change,success,society,writing"
"
											As my job is to critique the world,
											the shoddy systems and the people
who refuse to do better,
											as a writer, as a speaker,
as a shady Nigerian —
									","
											Mon travail est de critiquer le monde,
											les systèmes et personnes déplorables
refusant de faire mieux,
											en tant qu'écrivaine, oratrice,
Nigériane louche —
									","
											İşim dünyayı, 
baştan savma sistemleri
											ve daha iyisini yapmayı reddeden
insanları bir yazar, konuşmacı
											ve gizemli bir Nijeryalı olarak
eleştirmek olduğundan
									",Get comfortable with being uncomfortable,Luvvie Ajayi,10:54,"fear,communication,humanity,race,inequality,identity,personal growth,motivation,social change,success,society,writing"
"
","
","
",Get comfortable with being uncomfortable,Luvvie Ajayi,10:54,"fear,communication,humanity,race,inequality,identity,personal growth,motivation,social change,success,society,writing"
"
											(Laughter)
									","
											(Rires)
									","
											(Kahkaha)
									",Get comfortable with being uncomfortable,Luvvie Ajayi,10:54,"fear,communication,humanity,race,inequality,identity,personal growth,motivation,social change,success,society,writing"
"
","
","
",Get comfortable with being uncomfortable,Luvvie Ajayi,10:54,"fear,communication,humanity,race,inequality,identity,personal growth,motivation,social change,success,society,writing"
"
											I feel like my purpose is to be this cat.
									","
											j'ai l'impression que mon but
est d'être ce chat.
									","
											Amacımın bu kedi olmak
olduğunu hissediyorum.
									",Get comfortable with being uncomfortable,Luvvie Ajayi,10:54,"fear,communication,humanity,race,inequality,identity,personal growth,motivation,social change,success,society,writing"
"
","
","
",Get comfortable with being uncomfortable,Luvvie Ajayi,10:54,"fear,communication,humanity,race,inequality,identity,personal growth,motivation,social change,success,society,writing"
"
											(Laughter)
									","
											(Rires)
									","
											(Kahkaha)
									",Get comfortable with being uncomfortable,Luvvie Ajayi,10:54,"fear,communication,humanity,race,inequality,identity,personal growth,motivation,social change,success,society,writing"
"
","
","
",Get comfortable with being uncomfortable,Luvvie Ajayi,10:54,"fear,communication,humanity,race,inequality,identity,personal growth,motivation,social change,success,society,writing"
"
											I am the person
who is looking at other people,
											like, ""I need you to fix it.""
											That is me.
											I want us to leave this world
better than we found it.
											And how I choose to effect change
											is by speaking up,
											by being the first
and by being the domino.
									","
											Je suis celle qui regarde les autres,
											« Il faut arranger cela ».
											C'est moi.
											Je veux que nous laissions ce monde
meilleur qu'à notre arrivée.
											Et j'ai choisi de faire changer les choses
											en m'exprimant,
											en étant la première
et en étant le domino.
									","
											Ben diğer insanlara bakıp
şöyle diyen kişiyim:
											''Bunu düzeltmen lazım.''
											Ben buyum.
											Bu dünyayı bulduğumuzdan 
daha iyi bir şekilde bırakmak istiyorum.
											Bu değişimi başlatmak için seçtiğim yol
											konuşmak,
											ilk olmak
ve o ilk domino taşı olmak.
									",Get comfortable with being uncomfortable,Luvvie Ajayi,10:54,"fear,communication,humanity,race,inequality,identity,personal growth,motivation,social change,success,society,writing"
"
","
","
",Get comfortable with being uncomfortable,Luvvie Ajayi,10:54,"fear,communication,humanity,race,inequality,identity,personal growth,motivation,social change,success,society,writing"
"
											For a line of dominoes to fall,
											one has to fall first,
											which then leaves the other
choiceless to do the same.
											And that domino that falls,
											we're hoping that, OK,
											the next person that sees this
is inspired to be a domino.
											Being the domino, for me,
looks like speaking up
											and doing the things
that are really difficult,
											especially when they are needed,
											with the hope that others
will follow suit.
											And here's the thing:
I'm the person who says
											what you might be thinking
but dared not to say.
											A lot of times people think
that we're fearless,
											the people who do this, we're fearless.
											We're not fearless.
											We're not unafraid of the consequences
											or the sacrifices that we have to make
											by speaking truth to power.
											What happens is, we feel like we have to,
											because there are too few
people in the world
											willing to be the domino,
											too few people willing to take that fall.
											We're not doing it without fear.
									","
											Pour qu'une ligne de dominos tombe,
											un doit d'abord tomber,
											ce qui ne laisse pas le choix
aux autres d'en faire de même.
											Ce domino qui tombe,
											nous espérons
											qu'il inspirera la personne le voyant
à être elle aussi un domino.
											Pour moi, être le domino, c'est m'exprimer
											et faire les choses
qui sont vraiment difficiles,
											surtout quand elles sont nécessaires,
											avec l'espoir que les autres suivront.
											Alors voilà, je suis la personne qui dit
											ce que vous pensez peut-être
mais n'osez pas dire.
											Souvent, les gens pensent
que nous sommes téméraires,
											que les gens qui font cela
sont téméraires.
											Nous ne le sommes pas.
											Nous ne sommes pas sans peur
quant aux conséquences
											ou aux sacrifices que nous devons faire
											en énonçant la vérité face au pouvoir.
											Nous avons l'impression de devoir le faire
											car il y a trop peu de gens dans le monde
											prêts à être le domino,
											trop peu de gens prêts
à assumer cette responsabilité.
											Nous ne le faisons pas sans peur.
									","
											Bir dizi dominonun düşmesi için
											birinin önce düşmesi gerek,
											bu şekilde diğer taşların da
bir seçim şansı olmayacaktır.
											O domino düştüğünde ise,
											genellikle bunu gören ilk kişinin de
											bir domino taşı olmak için
ilham kazandığını umuyoruz.
											Benim için, o ilk domino taşı olmak
sesimi duyurmak
											ve gerçekten zor olan şeyleri
yapmak demek,
											özellikle ihtiyaç duyulduklarında
											başkalarının da takip edeceğini umarak.
											Ancak bir şey var ki
ben sizin muhtemelen düşündüğünüz
											fakat söylemeye cesaret edemediğiniz
şeyleri söyleyen kişiyim.
											Pek çok zaman insanlar
korkusuz olduğumuzu düşünürler,
											bunu yapan insanlar korkusuzlar gibi.
											Korkusuz değiliz.
											Gerçeği güce karşı savunarak
											yapmak zorunda olduğumuz fedakârlıkların
											sonuçlarından korkmuyor değiliz.
											Burada olan şey
kendimizi zorunlu hissetmemiz
											çünkü dünyada o domino taşı olmaya istekli
											çok az insan var,
											çok az insan bu riski göze almaya istekli.
											Bunu korkusuzca yapmıyoruz.
									",Get comfortable with being uncomfortable,Luvvie Ajayi,10:54,"fear,communication,humanity,race,inequality,identity,personal growth,motivation,social change,success,society,writing"
"
","
","
",Get comfortable with being uncomfortable,Luvvie Ajayi,10:54,"fear,communication,humanity,race,inequality,identity,personal growth,motivation,social change,success,society,writing"
"
											Now, let's talk about fear.
											I knew exactly what I wanted
to be when I grew up.
											I was like, ""I'm going to be a doctor!""
											Doctor Luvvie was the dream.
											I was Doc McStuffins
before it was a thing.
									","
											Parlons de la peur.
											Je savais ce que je voulais devenir.
											Je voulais être médecin.
											Le rêve était docteur Luvvie.
											J'étais Docteur La Peluche
avant que même que cela n'existe.
									","
											Bir de korku hakkında konuşalım.
											Büyüdüğümde ne olmak istediğimi
tamamen biliyordum.
											''Doktor olacağım!'' diyordum.
											Doktor Luvvie hayalimdi.
											Daha kimse onu bilmezken
Doc McStuffins olurdum.
									",Get comfortable with being uncomfortable,Luvvie Ajayi,10:54,"fear,communication,humanity,race,inequality,identity,personal growth,motivation,social change,success,society,writing"
"
","
","
",Get comfortable with being uncomfortable,Luvvie Ajayi,10:54,"fear,communication,humanity,race,inequality,identity,personal growth,motivation,social change,success,society,writing"
