en,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
","The secrets of nature's grossest creatures, channeled into robots",Robert Full,5:07,"animals,design,robots,science,technology,insects,biomimicry,invention,biology,demo"
"
											Even nature's most disgusting creatures
											have important secrets,
											but who would want a swarm of cockroaches
											coming towards them?
									","
											Até as criaturas mais 
repelentes da Natureza
											têm segredos importantes,
											mas quem gostaria de 
um bando de baratas
											a vir na sua direcção?
									","
											Doğanın en iğrenç yaratıklarının bile
											önemli sırları vardır,
											bir hamam böceği sürüsünün
											üzerine doğru gelmesini kim ister?
									","
											Même les créatures
les plus répugnantes de la nature
											cachent des secrets importants,
											mais qui voudrait faire face
											à une colonie de cafards ?
									","
											Selbst die widerlichsten Geschöpfe
											haben wichtige Geheimnisse.
											Aber wer will schon, 
dass ein Schwarm Kakerlaken
											einem entgegenkommt?
									","The secrets of nature's grossest creatures, channeled into robots",Robert Full,5:07,"animals,design,robots,science,technology,insects,biomimicry,invention,biology,demo"
"
","
","
","
","
","The secrets of nature's grossest creatures, channeled into robots",Robert Full,5:07,"animals,design,robots,science,technology,insects,biomimicry,invention,biology,demo"
"
											Yet one of the greatest differences
between natural and human technologies
											relates to robustness.
											Robust systems are stable in complex
											and new environments.
											Remarkably, cockroaches can self-stabilize
											running over rough terrain.
											When we put a jet pack on them,
											or give them a perturbation like an earthquake,
											we discovered that their wonderfully tuned legs
											allow them to self-stabilize
											without using any of their brainpower.
											They can go over complex terrain like grass,
											no problem, and not get destabilized.
											We discovered a new behavior where,
											because of their shape,
											they actually roll automatically to their side
											to go through this artificial test bit of grass.
									","
											Uma das maiores diferenças
entre a tecnologia natural e a humana
											tem a ver com a robustez.
											Os sistemas robustos são estáveis
											em ambientes complexos e novos.
											As baratas podem auto-estabilizar-se
											ao correrem em terreno acidentado.
											Se lhes atirarmos um jacto
											ou se forem perturbadas
como por um terramoto,
											descobrimos que as suas pernas
maravilhosamente afinadas
											lhes permitem auto-estabilizar-se
											sem usarem qualquer processo cerebral.
											Podem deslocar-se sobre terreno
complexo como a relva,
											sem problemas e sem perderem
estabilidade.
											Descobrimos um novo comportamento
											em que, devido à sua forma,
											rolam automaticamente sobre o lado
											para atravessarem este teste 
de relva artificial.
									","
											Hâlâ insan teknolojisiyle
doğa arasındaki
											en büyük fark dayanıklılık.
											Dayanıklı sistemler karmaşık ve yeni
											çevrelerde kararlıdırlar.
											Hamam böceklerinin zor zeminlerde
											dengelerini koruması dikkate şayandır.
											Onların üzerine uçuş takımı koyunca
											ya da deprem gibi bir sarsıntı verince
											onların harika ayarlı ayaklarıyla beyin güçlerini
											hiç kullanmadan
											kendi dengelerini sağladıklarını gördük.
											Çim gibi oldukça karmaşık yüzeylerde bile dengeleri
											bozulmadan problemsiz yürüyorlar.
											Yeni bir davranışını keşfettik:
											Şekilleri sayesinde
											Bu yapay test çimini geçmek için
											kendi taraflarına dönüyorlar.
									","
											Or, une des différences majeures
entre les technologies humaines
											et celles de la nature
touche à la robustesse.
											Les systèmes robustes sont stables
											dans des environnements
complexes et inconnus.
											Les cafards peuvent se stabiliser
											en courant sur un sol accidenté.
											Avec un jet pack sur eux,
											ou lors d'une perturbation
tel un séisme,
											nous avons constaté que leurs
pattes magnifiquement réglées
											leur permettent de se stabiliser
											sans avoir recours ne serait-ce
qu'à une once de leur matière grise.
											Ils peuvent franchir des terrains
complexes comme une pelouse,
											sans problèmes,
et sans être déstabilisés.
											On a découvert que,
											à cause de leur forme,
											ils roulent automatiquement sur le côté
											pour traverser cet obstacle
d'herbe artificielle.
									","
											Einer der größten Unterschiede zwischen 
natürlichen und menschlichen Technologien
											hat mit Robustheit zu tun.
											Robuste Systeme sind
stabil in komplexen
											und neuen Situationen.
											Kakerlaken können sich stabilisieren,
											wenn sie über holpriges Gelände laufen.
											Wenn wir ihnen ein Jetpack aufsetzen
											oder ihnen einer Störung
wie bei einem Erdbeben aussetzen,
											entdeckten wir, dass ihre perfekt
											abgestimmten Beine, 
es ihnen erlauben,
											sich selbst zu stabilisieren,
ohne ihr Gehirn zu benutzen.
											Sie können ohne Probleme
über schwieriges Gelände
											wie Gras gehen und werden nicht 
aus dem Gleichgewicht geworfen.
											Wir entdecken ein neues Verhalten,
											da sie sich wegen ihrer Form
											automatisch auf die Seite rollen,
											um durch diese künstliche 
Grasstrecke zu gehen.
									","The secrets of nature's grossest creatures, channeled into robots",Robert Full,5:07,"animals,design,robots,science,technology,insects,biomimicry,invention,biology,demo"
"
","
","
","
","
","The secrets of nature's grossest creatures, channeled into robots",Robert Full,5:07,"animals,design,robots,science,technology,insects,biomimicry,invention,biology,demo"
"
											Robust systems can perform multiple tasks
											with the same structure.
											Here's a new behavior we've discovered.
											The animals rapidly invert and disappear
											in less than 150 milliseconds — you never see them —
											using the same structures that
they use to run, their legs.
											They can run upside down
											very rapidly on rods, branches and wires,
											and if you perturb one of those branches,
											they can do this.
											They can perform gymnastic maneuvers
											like no robot we have yet.
											And they have nearly unlimited
											maneuverability with that same structure
											and unprecedented access to a variety
											of different areas.
											They have wings for flying when they get warm,
											but they use those same wings to flip over
											if they get destabilized.
											Very effective.
									","
											Os sistemas robustos podem 
desempenhar múltiplas tarefas
											com a mesma estrutura.
											Eis um novo comportamento
que descobrimos.
											Os animais rapidamente
se invertem e desaparecem
											em menos de 150 milissegundos 
— nunca os vemos —
											usando a mesma estrutura que usam 
para correr, as suas pernas.
											Podem correr de pernas para o ar
											muito depressa, em hastes, ramos e fios
											e, se agitarmos um desses ramos,
											elas conseguem fazer isto.
											Conseguem fazer 
movimentos de ginástica
											que nenhum robô actual consegue.
											E têm uma manobrabilidade
											quase ilimitada com a mesma estrutura
											e um acesso sem precedentes
											a uma variedade de diferentes áreas.
											Têm asas para voar quando aquecem,
											mas usam essas mesmas 
asas para se virarem
											se perderem estabilidade.
											Muito eficiente.
									","
											Benzer bir yapıyla dayanıklı sistemler
											birçok görevi yerine getirebilirler.
											İşte yeni keşfettiğimizi bir davranış.
											Bu hayvanlar 150 milisaniyenin altında
											ters dönüyor ve kayboluyor - asla göremiyorsunuz.
											Bunları aynı mimariyle yani koşmak için
kullandıkları bacaklarıyla yapıyorlar.
											Çubuklarda, dallarda ve kablolarda
											tepeteklak hızlıca koşabilirler.
											Dallardan birini sarsarsanız
											gördüğünüzü yapabilirler.
											Henüz hiçbir robotun yapamadığı
											jimnastik manevralar yapabilirler.
											Aynı vucut mimarisine dayanarak
											hemen hemen sınırız manevra
											kabiliyetine sahipler ve tahmin bile edemeyeceğiniz
											yerlere girebilirler.
											Vücut ısıları arttığında uçabilmek için kanatlara sahipler
											ancak aynı kanatları dengelerini
											kaybettiklerinde ters dönmek için de kullanırlar.
											Çok etkileyici.
									","
											Les systèmes robustes peuvent
opérer des tâches multiples
											avec la même structure.
											Voici un nouveau comportement
qu'on a trouvé.
											Ils se retournent vite
et disparaissent
											en moins de 150 millisecondes,
impossible de les voir,
											en se servant, comme
pour courir, de leurs pattes.
											Ils peuvent courir à l'envers,
											très rapidement sur des tiges,
des branches et des fils,
											et si vous secouez la branche,
											ils peuvent faire ça.
											Des mouvements de gymnastique
											qu'aucun robot ne peut encore faire.
											Et ils ont une marge de manœuvre
											presque illimitée
avec cette même structure
											et des accès sans précédents
à une variété
											d'endroits différents.
											Ils ont des ailes pour voler
quand ils ont chaud,
											mais ils utilisent ces mêmes ailes
pour se retourner
											s'ils sont déstabilisés.
											Très efficace.
									","
											Robuste Systeme können mehrere Aufgaben
											mit derselben Struktur ausführen.
											Hier ist ein neues Verhalten, 
dass wir entdeckt haben.
											Die Tiere drehen sich um 
und verschwinden
											in weniger als 150 Millisekunden 
— man sieht es nicht —
											genauso wie sie laufen: 
mit ihren Beinen.
											Sie können auf dem Kopf laufen,
											sehr schnell auf 
Eisenstäben, Zweigen, und Drähten,
											und wenn man an 
einem dieser Äste wackelt,
											dann können sie das hier.
											Sie führen gymnastische Bewegungen aus,
											wie es derzeit kein Roboter kann.
											Und sie haben fast unbeschränkte
											Beweglichkeit mit derselben Struktur
											und beispiellosen Zugang 
zu einer Vielzahl
											verschiedenartiger Umgebungen.
											Sie haben Flügel zum Fliegen, 
wenn es ihnen warm wird,
											aber sie benutzen dieselben Flügel, 
um sich umzudrehen
											wenn sie das Gleichgewicht verlieren.
											Sehr wirksam.
									","The secrets of nature's grossest creatures, channeled into robots",Robert Full,5:07,"animals,design,robots,science,technology,insects,biomimicry,invention,biology,demo"
"
","
","
","
","
","The secrets of nature's grossest creatures, channeled into robots",Robert Full,5:07,"animals,design,robots,science,technology,insects,biomimicry,invention,biology,demo"
"
											Robust systems are also fault tolerant and fail-safe.
											This is the foot of a cockroach.
											It has spines, gluey pads and claws,
											but if you take off those feet,
											they can still go over rough terrain,
											like the bottom video that you see,
											without hardly slowing down. Extraordinary.
											They can run up mesh without their feet.
											Here's an animal using a normal, alternating tripod:
											three legs, three legs, three legs,
											but in nature, the insects often have lost their legs.
											Here's one moving with two middle legs gone.
											It can even lose three legs, in a tripod,
											and adopt a new gait, a hopping gait.
											And I point out that all of these videos
											are slowed down 20 times,
											so they're actually really fast, when you see this.
									","
											Os sistemas robustos também têm tolerância 
a falhas e proteções de segurança.
											Isto é o pé de uma barata.
											Tem espinhos, apoios pegajosos e garras,
											mas se tirarmos esses pés,
											ainda conseguem andar 
em terreno acidentado,
											como vêem no vídeo em baixo,
											sem quase abrandarem.
											Extraordinário!
											Podem subir uma rede sem os pés.
											Eis um animal que usa 
um tripé normal, alternado:
											três pernas, três pernas, três pernas,
											mas na Natureza, os insectos perdem 
com frequência as suas pernas.
											Aqui está um a mover-se 
sem as duas pernas do meio.
											Pode até perder três pernas, num tripé,
											e adoptar uma nova marcha, 
uma marcha saltitante.
											E saliento que todos estes vídeos
											estão 20 vezes mais lentos,
											por isso são realmente rápidos, 
quando os vemos.
									","
											Dayanıklı sistemler hataya karşı toleranslı ve güvenlidir.
											Bir hamam böceğinin ayağı.
											Dikenlere, yapışkan ayaklara ve pençeye sahip
											ancak ayaklarını koparsanız
											bu videodaki gibi
											hızını kaybetmeden zor zeminlerde
											hareket edebilir. Olağanüstü.
											Ayakları olmadan ağın üzerinde yukarı koşabilir.
											Bu normal ve değişken üçayaklı bir hayvan.
											Üç ayak, üç ayak, üç ayak.
											Ancak doğada hayvanlar ayaklarını sık sık kaybederler.
											Bu hayvan iki orta ayağını kaybetmiş.
											Üç ayağını bile kaybetmiş olabilir
											ve hayvan yeni bir yürüyüş şeklini adapte ediyor.
											Videoların 20 defa yavaşlatıldığını
											vurgulamak isterim.
											Yani aslında onlar çok hızlı hareket ediyorlar.
									","
											Les systèmes robustes sont aussi
fiables et sûrs.
											Voici la patte d'un cafard.
											Il a des épines, des coussinets gluants
et des griffes,
											mais même si on enlève ces pattes,
											ils peuvent traverser un terrain accidenté
											comme vous voyez en bas,
											sans vraiment ralentir. Incroyable.
											Ils peuvent escalader
un filet sans leurs pattes.
											Voilà un animal utilisant
une allure tripode :
											trois pattes, trois pattes...
											Mais dans la nature, les insectes
perdent souvent leurs pattes.
											En voici un qui bouge
avec les deux pattes du milieu en moins.
											Il peut même perdre
trois pattes, pour un tripode,
											et adopter une nouvelle allure,
une allure de sautillements.
											Et je précise que toutes ces vidéos
											sont ralenties 20 fois,
											donc c'est vraiment bref,
quand on voit ça.
									","
											Robuste Systeme sind 
fehlertolerant und zuverlässig.
											Hier ist der Fuß einer Kakerlake.
											Er hat Stachel, 
klebrige Polster, und Klauen,
											aber wenn man diese Füße entfernt,
											können sie weiterhin
über holpriges Gelände laufen
											wie man im unteren Video sieht.
											Und das ohne langsamer zu werden.
Außerordentlich!
											Sie können ein Netz 
ohne ihre Füße herauflaufen.
											Hier ist ein Tier das einen 
normalen, abwechselnden Dreifuß benutzt:
											immer wieder drei Füße,
											aber in der Natur haben die Insekten 
oft ihre Beine verloren.
											Hier ist eines, das ohne 
seine Mittelbeine läuft.
											Es kann sogar drei Beine verlieren, 
in einem Dreifuß,
											und eine neue Gangart annehmen,
eine hüpfende Gangart.
											All diese Videos
											sind 20-fach verlangsamt.
											Sie sind tatsächlich sehr schnell.
									","The secrets of nature's grossest creatures, channeled into robots",Robert Full,5:07,"animals,design,robots,science,technology,insects,biomimicry,invention,biology,demo"
"
","
","
","
","
","The secrets of nature's grossest creatures, channeled into robots",Robert Full,5:07,"animals,design,robots,science,technology,insects,biomimicry,invention,biology,demo"
"
											Robust systems are also damage resistant.
											Here's an animal climbing up a wall.
											It looks like a rapid, smooth, vertical climb,
											but when you slow it down,
											you see something very different.
											Here's what they do.
											They intentionally have a
head-on collision with the wall
											so they don't slow down and can transition up it
											in 75 milliseconds.
											And they can do this in part because they have
											extraordinary exoskeletons.
											And they're really just made up of compliant joints
											that are tubes and plates
											connected to one another.
											Here's a dissection of an abdomen of a cockroach.
											You see these plates, and you
see the compliant membrane.
									","
											Os sistemas robustos são também 
resistentes a estragos.
											Eis um animal a subir uma parede.
											Parece uma subida vertical rápida e suave,
											mas se o virmos mais lento,
											vemos algo muito diferente.
											Aqui está o que eles fazem.
											Têm uma colisão frontal 
intencional com a parede
											para não abrandarem e 
podem transpor a parede
											em 75 milissegundos.
											E conseguem fazer isto em parte
											porque têm exoequeletos extraordinários.
											E são apenas feitos 
de articulações adaptadas
											que são tubos e placas
											ligadas entre si.
											Eis a dissecação do abdómen 
de uma barata.
											Podem ver estas placas 
e a membrana adjacente.
									","
											Dayanıklı sistemler hasarlara karşı dirençlidir.
											İşte duvara tırmanan bir hayvan.
											Hızlı, pürüzsüz ve dikey bir tırmanış
											ancak yavaşlattığınızda
											çok farkı şeyler görüyorsunuz.
											Yaptıkları aslında şu:
											Kasten kafalarıyla duvara
çarpıyorlar böylece
											75 mili saniyede
											yavaşlamadan yukarıya geçiş yapıyorlar.
											Bunu yapmalarını sağlayan
											olağanüstü sert dış kabuğa sahip olmaları.
											Ve bu hayvanlar uyumlu eklemlerden oluşuyorlar.
											Eklemler birbirlerine tüpler
											ve tabakalarla bağlı.
											Hamam böceğinin karın bölgesinden bir kesit.
											Tabakaları ve yumuşak zarı görüyorsunuz.
									","
											Les systèmes robustes
résistent aussi aux dégâts.
											En voici un grimpant à un mur.
											On dirait une montée rapide et douce,
											mais quand on ralentit,
											on s'aperçoit que c'est tout autre chose.
											Voici ce qu'ils font :
											ils foncent délibérément
la tête la première contre le mur
											pour ne pas ralentir
et peuvent le grimper
											en 75 millisecondes.
											Et ça, c'est en partie grâce à leur
											fantastique squelette externe.
											Et ils sont vraiment juste faits
d'articulations souples,
											des tubes et des plaques
											connectées les unes aux autres.
											Voici la dissection
de l'abdomen d'un cafard.
											Vous voyez ces plaques, et vous
voyez la membrane souple.
									","
											Robuste Systeme sind also stabil.
											Hier ist ein Tier, 
das eine Wand hochklettert.
											Es schaut aus wie ein schneller, 
geschmeidiger Aufstieg.
											Aber wenn man es verlangsamt,
											sieht man etwas ganz anderes.
											Hier sieht man, was sie machen.
											Sie stoßen absichtlich 
frontal gegen die Wand,
											sodass sie nicht langsamer werden,
											und gehen in 75 Millisekunden 
zum Aufstieg über.
											Sie können das teils, weil sie
											außerordentliche Exoskelette haben.
											Und sie bestehen wirklich 
nur aus fügsamen Gelenken,
											die Röhren und Platten sind,
											miteinander verbunden.
											Hier ist eine Sezierung 
des Unterleibs einer Kakerlake.
											Man sieht diese Platten 
und die fügsame Membran.
									","The secrets of nature's grossest creatures, channeled into robots",Robert Full,5:07,"animals,design,robots,science,technology,insects,biomimicry,invention,biology,demo"
