en,fr,tr,title,speaker,duration,tags
"
","
","
",How I use art to tackle plastic pollution in our oceans,Alejandro Durán,7:17,"art,pollution,creativity,culture,oceans,climate change,community"
"
											This is Sian Ka'an.
											Just south of Tulum
on Mexico's Caribbean coast,
											it's a federally protected reserve,
											a UNESCO World Heritage Site
											and one of the most biodiverse
regions on the planet.
											But when I first visited in 2010,
											I was horrified and completely confused
											as to why the beach was covered in trash.
											I soon realized that it was floating in
from all over the world.
									","
											Voici Sian Ka'an.
											Située au sud de Tulum
sur la côte Caraïbes du Mexique,
											c'est une réserve protégée
par le gouvernement fédéral,
											un site du patrimoine mondial de l'UNESCO
											et l'une des régions les plus riches
en biodiversité de la planète.
											Quand j'y suis allé
pour la première fois en 2010,
											j'ai été horrifié et absolument déconcerté
de voir la plage recouverte de déchets.
											J'ai vite compris que ces déchets
flottants provenaient du monde entier.
									","
											Bu Sian Ka'an.
											Meksika'nın Karayip sahilinde
											Tulum'un güneyi
											federal olarak korunmuş bir kaynak,
											UNESCO Dünya Miras Listesi'nin bir parçası
											ve dünyada biyoçeşitliliğin en fazla 
olduğu bölgelerden biri.
											2010'da orayı ilk ziyaret ettiğimde
											plajın çöp ile dolu olması nedeniyle
çok korkmuştum
											ve kafam tamamen karışmıştı.
											Hemen ardından fark ettim ki
											bu, tüm dünyada böyleydi.
									",How I use art to tackle plastic pollution in our oceans,Alejandro Durán,7:17,"art,pollution,creativity,culture,oceans,climate change,community"
"
","
","
",How I use art to tackle plastic pollution in our oceans,Alejandro Durán,7:17,"art,pollution,creativity,culture,oceans,climate change,community"
"
											I've since returned,
after that first journey,
											several times a year
											to visit Sian Ka'an,
to the country of my birth,
											to work with this trash.
											And so far,
											we've documented garbage from
58 different countries and territories
											on six continents,
											all washing ashore
in this paradise in Mexico.
									","
											J'y suis retourné plusieurs fois par an
après ce premier voyage
											pour visiter Sian Ka'an,
dans le pays où je suis né,
											et travailler avec ces déchets.
											Et jusqu'à présent,
											nous avons documenté des déchets
de 58 pays et territoires différents,
											sur six continents,
											s'échouant sur ce paradis au Mexique.
									","
											O seyahatten döndüğümden beri
											doğduğum yer olan Sian Ka'an'a, 
yılda birkaç defa ziyaret etmek
											ve bu çöplerle ilgili
çalışmak için dönerim.
											Şimdilik 58 farklı ülke ve bölgede,
											altı farklı kıtada çöp belgeledik,
											hepsi de Meksika'daki bu cennetin 
kıyılarına vuruyordu.
									",How I use art to tackle plastic pollution in our oceans,Alejandro Durán,7:17,"art,pollution,creativity,culture,oceans,climate change,community"
"
","
","
",How I use art to tackle plastic pollution in our oceans,Alejandro Durán,7:17,"art,pollution,creativity,culture,oceans,climate change,community"
"
											Although I can never know
where a product was dropped,
											I can, at times, based on the label,
know where something was made.
											In red, you see all of the countries
represented by their trash
											in Sian Ka'an.
											Such as these Haitian butter containers
in all shapes and sizes,
											Jamaican water bottles.
											Not surprisingly, a lot of the stuff
is from neighboring Caribbean countries,
											but the stuff is from everywhere.
											Here's a sampling
of international water bottles.
											And one of the ironies is that
a lot of what I'm finding
											are products for cleaning
and beautification,
											such as this item from the United States,
											which is actually made
to protect your plastic,
									","
											Même si je ne sais jamais
où le produit a été jeté,
											je reconnais parfois où le produit
a été fait grâce à son étiquette.
											En rouge, vous pouvez voir tous les pays
d'où proviennent les déchets à Sian Ka'an.
											Par exemple, ces boîtes à beurre d'Haïti
de toutes les tailles
											et ces bouteilles d'eau de la Jamaïque.
											Sans surprise, beaucoup de déchets
viennent des pays des Caraïbes voisins,
											mais ils viennent de partout.
											Voici un échantillon de bouteilles
du monde entier.
											Ironiquement, je trouve beaucoup
de produits de nettoyage
											et d'embellissement,
											comme ce produit des États-Unis,
fait pour protéger le plastique.
									","
											Çöpün nereden geldiğini bilemesem de
											etiket sayesinde bir ürünün 
nerede üretildiğini görebiliyorum.
											Kırmızı renkler, Sian Ka'an'da 
bulunan çöplerin ülkelerini temsil ediyor.
											Mesela, her boyuttan 
Haiti tereyağı kapları,
											Jamaika su şişeleri.
											Beklediğimiz üzere, birçok şey 
komşu Karayip ülkelerinden,
											ama bazıları dünyanın her yerinden.
											Uluslararası su şişelerinden bir örnek.
											İronilerden biri şu, bulunan çoğu şey
											güzellik ve temizlik ürünü.
											Mesela, ABD'den gelen
											ve aslında plastiği korumak için 
üretilmiş ürün gibi.
									",How I use art to tackle plastic pollution in our oceans,Alejandro Durán,7:17,"art,pollution,creativity,culture,oceans,climate change,community"
"
","
","
",How I use art to tackle plastic pollution in our oceans,Alejandro Durán,7:17,"art,pollution,creativity,culture,oceans,climate change,community"
"
											(Laughter)
									","
											(Rires)
									","
											(Gülüşler)
									",How I use art to tackle plastic pollution in our oceans,Alejandro Durán,7:17,"art,pollution,creativity,culture,oceans,climate change,community"
"
","
","
",How I use art to tackle plastic pollution in our oceans,Alejandro Durán,7:17,"art,pollution,creativity,culture,oceans,climate change,community"
"
											shampoo from South Korea,
											bleach from Costa Rica
											and a Norwegian toilet cleaner.
											And it's items that are all
very familiar to us,
											or at least I hope you're familiar
with these toothbrushes.
									","
											Voici du shampoing de Corée du Sud,
											de l'eau de Javel du Costa Rica
											et un nettoyant pour toilettes de Norvège.
											Ce sont des objets très familiers.
											Du moins, je l'espère. Vous reconnaîtrez
peut-être ces brosses à dents.
									","
											Güney Kore'den şampuan,
											Kosta Rika'dan çamaşır suyu
											ve Norveç'ten tuvalet temizleyicisi.
											Bunların hepsi çok tanıdık ürünler.
											En azından umarım diş fırçaları
											size tanıdık gelmiştir.
									",How I use art to tackle plastic pollution in our oceans,Alejandro Durán,7:17,"art,pollution,creativity,culture,oceans,climate change,community"
