es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",The habits of happiness,Matthieu Ricard,20:54,"Buddhism,God,brain,culture,faith,global issues,happiness,peace,photography,religion,psychology,evolutionary psychology,emotions,mindfulness"
"
											Supongo que como resultado de la 
globalización es que pueden encontrar
											latas de Coca Cola en la cima del Everest 
y monjes budistas en Monterey.
											(Risas)
											Hace apenas dos días que llegué de 
los Himalayas gracias a su amable invitación;
											y de igual modo los invito por 
un instante a los Himalayas
											para mostrarles el lugar 
donde meditadores como yo,
											que empecé siendo biólogo 
molecular del Instituto Pasteur,
											encontró su camino 
hacia las montañas.
									","
											Sanırım Everest'in tepesinde Coca-Cola tenekeleri ve Monterey'de Budist bir keşiş bulabilmek
											küreselleşmenin bir sonucu.
											(Gülüşmeler)
											Nazik davetiniz üzerine henüz iki gün önce Himalayalar'dan geldim.
											Sizi de bir süreliğine Himalayalar'a davet etmek ve
											meditasyon yapanların,
											Pasteur Enstitüsü'nde moleküler biyolog olarak başlayan benim gibi,
											yolunun nasıl dağlara düştüğünü göstermek isterim.
									","
											Bon je suppose que c’est le résultat de la mondialisation qu’on puisse trouver
											des canettes de Coca-Cola au sommet de l’Everest et un moine bouddhiste à Monterey.
											(Rires)
											Et je suis donc venu de l’Himalaya il y a 2 jours sur votre gentille invitation.
											Alors j’aimerais vous inviter aussi un moment, à l'Himalaya même.
											Et vous montrer l’endroit où des méditants comme moi,
											qui a commencé en tant que biologiste moléculaire à l’Institut Pasteur,
											ont trouvé leur chemin vers les montagnes.
									","
											Ich glaube, es ist ein Ergebnis der Globalisierung, dass man Coca-Cola-Dosen
											auf dem Gipfel des Mount Everest und einen buddhistischen Mönch in Monterey finden kann.
											(Gelächter)
											Und so kam ich auf Ihre freundliche Einladung hin einfach vor zwei Tagen aus dem Himalaya.
											Nun möchte ich auch Sie gern für eine Weile in den Himalaya selbst einladen.
											Um Ihnen den Ort zu zeigen, wo Meditierende, so wie ich,
											der als Molekularbiologe am Institut Pasteur anfing,
											ihren Weg in die Berge gefunden haben.
									",The habits of happiness,Matthieu Ricard,20:54,"Buddhism,God,brain,culture,faith,global issues,happiness,peace,photography,religion,psychology,evolutionary psychology,emotions,mindfulness"
"
","
","
","
",The habits of happiness,Matthieu Ricard,20:54,"Buddhism,God,brain,culture,faith,global issues,happiness,peace,photography,religion,psychology,evolutionary psychology,emotions,mindfulness"
"
											Estas son algunas imágenes que 
he tenido la suerte de tomar y presenciar.
											Esta es la montaña de Kailash 
al este del Tíbet, escenario maravilloso.
											Esto es del mundo Marlboro.
											(Risas)
											Este es el Lago Turquesa.
											Un meditador.
											Este es el día más caluroso del año en algún 
lugar al este del Tíbet, un primero de agosto.
											La noche anterior acampamos 
y mis amigos tibetanos dijeron
											que íbamos a dormir afuera, a lo que dije, 
""¿Por qué? Si hay suficiente espacio en la tienda"".
											Contestaron, ""Sí, pero es verano"".
											(Risas)
									","
											İşte orada bulunma şansına sahip olup çektiğim fotoğraflardan bazıları.
											Doğu Tibet'te Kailash Dağı- olağanüstü bir manzara.
											Bu Marlboro ülkesinden.
											(Gülüşmeler)
											Bu Turkuaz Gölü.
											Meditasyon yapan biri.
											Bu Doğu Tibet'te bir yerlerde 11 Ağustos'ta, yılın en sıcak günü.
											Bir gece önce kamp yaptık ve Tibetli arkadaşlarım dışarıda uyuyacağımızı söyledi.
											Ben de ""Neden? Çadırda yeterince yer var"" dedim.
											""Evet, ama şu anda yaz"" dediler.
											(Gülüşmeler)
									","
											Alors voici quelques images que j’ai eues la chance de prendre en étant là-bas.
											Il y a le mont Kailash à l’Est du Tibet, magnifique point de vue.
											Voici le pays de Malboro.
											(Rires)
											Ceci est le lac Turquoise.
											Un méditant.
											Voici le jour le plus chaud de l’année quelque part à l’Est du Tibet un 1er août.
											Et la nuit précédente, nous avons campé, et mes amis tibétains m’ont dit,
											""On va dormir dehors."" Et j’ai dit, ""Pourquoi ? Nous avons assez de place dans la tente.""
											Ils ont répondu, ""Oui, mais c’est l’été.""
											(Rires)
									","
											Hier sehen Sie ein paar Bilder, die ich das Glück hatte dort aufnehmen zu können.
											Hier ist der Mount Kailash in Osttibet — eine wundervolle Landschaft.
											Dieses Bild ist aus Marlboro Country.
											(Gelächter)
											Das ist Turquoise Lake.
											Ein Meditierender.
											Das ist der heisseste Tag des Jahres, irgendwo in Osttibet am 1. August.
											In der Nacht zuvor beim Campen sagten meine tibetanischen Freunde,
											""Wir werden draussen schlafen."" Und ich sagte: ""Warum? Wir haben doch genug Platz im Zelt.""
											Darauf meinten sie: ""Ja, aber es ist doch Sommer.""
											(Gelächter)
									",The habits of happiness,Matthieu Ricard,20:54,"Buddhism,God,brain,culture,faith,global issues,happiness,peace,photography,religion,psychology,evolutionary psychology,emotions,mindfulness"
"
","
","
","
",The habits of happiness,Matthieu Ricard,20:54,"Buddhism,God,brain,culture,faith,global issues,happiness,peace,photography,religion,psychology,evolutionary psychology,emotions,mindfulness"
"
											Bien, hablemos ahora de la felicidad.
											Como francés, debo decir que hay 
muchos intelectuales franceses
											que piensan que la felicidad 
no es interesante en absoluto.
											(Risas)
											Recientemente escribí un ensayo 
sobre la felicidad y este causó controversia;
											alguien escribió un artículo diciendo: 
""No nos impongas la palabra sucia de felicidad"".
											(Risas)
											No nos importa eso de ser felices, 
necesitamos vivir con pasión,
											nos gustan los altibajos de la vida;
											nos gusta el sufrimiento porque se siente 
tan bien cuando cesa por un instante.
											(Risas)
									","
											Şimdi, mutluluktan bahsedeceğiz.
											Bir Fransız olarak söylemeliyim ki, mutluluğun hiç de ilginç olmadığını düşünen
											birçok Fransız entelektüel var.
											(Gülüşmeler)
											Mutlulukla ilgili henüz bir makale yazdım ve bir tartışma çıktı.
											Ve biri de ""Bizi mutluluğun kirli işlerini kabul etmeye zorlama"" diyen bir yazı yazdı.
											(Gülüşmeler)
											Biz mutlu olmayı önemsemiyoruz. Biz tutkuyla yaşamak zorundayız.
											Hayatın iniş çıkışlarını seviyoruz.
											Istırabımızı seviyoruz; çünkü bir süreliğine dindiğinde bu gerçekten çok güzel.
											(Gülüşmeler)
									","
											Donc maintenant, nous allons parler du bonheur.
											En tant que Français, je dois dire qu'il y a beaucoup d'intellectuels français qui
											pensent que le bonheur n’est pas du tout quelque chose d’intéressant.
											(Rires)
											Je viens juste d’écrire un essai sur le bonheur, et il y a eu une polémique.
											Et quelqu’un a écrit un article disant ""Ne nous imposez pas ce sale boulot qu’est la quête du bonheur.""
											(Rires)
											Nous nous moquons d’être heureux. Nous avons besoin de vivre avec passion.
											Nous aimons les hauts et les bas de la vie.
											Nous aimons notre souffrance parce que nous aimons quand elle s’arrête pour un moment.
											(Rires)
									","
											Wir werden nun also über Glück sprechen.
											Als Franzose muss ich sagen, dass es viele französische Intellektuelle gibt,
											die der Meinung sind, dass Glück kein bisschen interessant ist.
											(Gelächter)
											Ich schrieb einmal einen Aufsatz zum Thema Glück, und gleich gab es eine Kontroverse.
											Jemand schrieb einen Artikel und sagte, zwingen Sie uns bloss nicht die Drecksarbeit des Glücklichseins auf.
											(Gelächter)
											""Glücklichsein ist uns egal. Wir müssen mit Leidenschaft leben.
											Wir mögen das Auf und Ab des Lebens.
											Wir mögen unser Leiden, weil es so gut tut, wenn es einmal eine Zeitlang aufhört.""
											(Gelächter)
									",The habits of happiness,Matthieu Ricard,20:54,"Buddhism,God,brain,culture,faith,global issues,happiness,peace,photography,religion,psychology,evolutionary psychology,emotions,mindfulness"
"
","
","
","
",The habits of happiness,Matthieu Ricard,20:54,"Buddhism,God,brain,culture,faith,global issues,happiness,peace,photography,religion,psychology,evolutionary psychology,emotions,mindfulness"
"
											Esto es lo que veo desde el balcón 
de mi ermita en los Himalayas,
											que es como de dos por tres metros, 
y son siempre bienvenidos.
											(Risas)
									","
											Himalayalar'daki keşiş kulübemin balkonundan gördüğüm şey bu.
											İki metreye üç metreye boyutlarında ve hepiniz istediğiniz zaman buyurabilirsiniz.
											(Gülüşmeler)
									","
											Et voici ce que je vois depuis le balcon de mon ermitage dans l’Himalaya.
											Ça fait 2 mètres sur 3, et vous y êtes tous bienvenus quand vous voudrez.
											(Rires)
									","
											Hier sehen Sie den Blick vom Balkon meiner Einsiedelei im Himalaya.
											Sie ist etwa zwei mal drei Meter gross und Sie sind alle jederzeit willkommen.
											(Gelächter)
									",The habits of happiness,Matthieu Ricard,20:54,"Buddhism,God,brain,culture,faith,global issues,happiness,peace,photography,religion,psychology,evolutionary psychology,emotions,mindfulness"
"
","
","
","
",The habits of happiness,Matthieu Ricard,20:54,"Buddhism,God,brain,culture,faith,global issues,happiness,peace,photography,religion,psychology,evolutionary psychology,emotions,mindfulness"
"
											Hablemos ahora de 
la felicidad o el bienestar.
											Primero que nada, y a pesar de lo 
que los intelectuales franceses dicen,
											al parecer nadie se despierta 
en la mañanas pensando:
											¿Me permiten sufrir todo el día?
											(Risas)
											Lo cual, de alguna manera significa 
que ... conscientemente o no,
											directa o indirectamente, 
en el corto o largo plazo,
											que todo lo que hacemos, todo lo 
que esperamos, todo lo que soñamos
											de alguna forma está relacionado con 
un profundo deseo de bienestar o felicidad.
											Como dijo Pascal, incluso aquel 
que se pone la soga al cuello,
											de alguna manera, está buscando dejar 
de sufrir ... y no encuentra otra manera.
											Si buscamos en la literatura 
en Oriente y Occidente,
											es posible encontrar una diversidad 
increíble de definiciones de la felicidad.
											Algunas personas sólo creen 
en recordar el pasado,
											imaginar el futuro y 
nunca ver el presente.
											Algunas personas dicen 
que la felicidad es el ahora;
											es la calidad de la frescura 
del momento presente.
											Todo esto motivó al filósofo 
francés Henri Bergson a decir:
											""Todos los grandes pensadores de la humanidad 
han tratado la felicidad vagamente
											de modo tal, que así puedan definirla 
en los términos que ellos quieran.
									","
											Şimdi, mutluluğa ya da refaha gelelim.
											Öncelikle, bilirsiniz, Fransız entelektüellerinin söylediklerinin aksine,
											görünüşe göre kimse sabah kalkıp da
											""Bütün gün acı çekebilir miyim?"" diye düşünmüyor.
											(Gülüşmeler)
											Bu da demek oluyor ki bir şekilde- bilinçli olarak ya da bilinçsizce,
											doğrudan ya da dolaylı olarak, kısa vadede ya da uzun vadede,
											ne yaparsak yapalım, neyi umut edersek edelim, neyin hayalini kurarsak kuralım-
											bu bir şekilde, bu derin ve yoğun bir mutluluk ya da refah isteğiyle ilişkili.
											Pascal'ın dediği gibi, kendini asan kişi bile,
											bir şekilde acısını dindirmenin bir yolunu arar- başka bir seçenek bulamamaktadır.
											Doğu ve Batı edebiyatına bakacak olursanız,
											mutluluğun tanımıyla ilgili inanılmaz bir çeşitlilik bulursunuz.
											Bazıları der ki; ben sadece geçmişi hatırlamaya,
											asla şimdiyi değil, geleceği hayal etmeye inandım.
											Bazıları mutluluğun tam bu anda olduğunu söyler;
											mevcut anın diriliğinin niteliğindedir.
											Ve bu da, Fransız filozof Henri Bergson'un şöyle demesine yol açmıştır;
											""İnsanlığın tüm büyük düşünürleri tanımlamak için- kendi tanımlarını yapabilmek için
											mutluluğu belirsizlikte bırakmışlardır.""
									","
											Bon, passons au bonheur et au bien-être.
											Et tout d’abord, vous savez, en dépit de ce que disent les intellectuels français,
											il semble que personne ne se lève le matin en pensant,
											""Et si je souffrais toute la journée ?""
											(Rires)
											Ce qui signifie que d’une certaine façon — consciemment ou non,
											directement ou indirectement, à court ou à long-terme,
											quels que soient nos actions, nos espoirs ou nos rêves, —
											ils sont d’une certaine manière reliés à un profond et intime désir de bien-être et de bonheur.
											Comme l’a dit Pascal, même celui qui se pend
											cherche à sa manière la cessation de sa souffrance — il ne trouve juste pas d’autre moyen.
											Mais alors, si vous jetez un œil dans la littérature orientale ou occidentale,
											vous pouvez trouver une incroyable diversité de définitions pour le bonheur.
											Certains disent ""Je ne crois qu’en la mémoire des temps passés,
											l’imagination d’un futur, mais je ne crois pas au présent.""
											D’autres disent que le bonheur c’est tout de suite et maintenant ;
											que c’est la caractéristique de la fraîcheur de l’instant présent.
											Et cela a conduit Henri Bergson, le philosophe français, à dire :
											""Tous les grands penseurs de l’humanité ont laissé le bonheur dans le vague
											pour se laisser le soin de le définir — pour que chacun d’entre eux puisse le définir selon ses propres termes.""
									","
											Nun wollen wir uns mit Glück oder Wohlbefinden befassen.
											Und zu allererst, wissen Sie, egal was die französischen Intellektuellen dazu sagen,
											kommt es mir nicht so vor, als ob irgendjemand morgens aufwacht und denkt,
											""Ob ich wohl den ganzen Tag leiden werde?""
											(Gelächter)
											Das bedeutet, dass sich irgendwie — bewusst oder nicht —
											direkt oder indirekt, kurz oder langfristig,
											was auch immer wir tun, was auch immer wir hoffen, was auch immer wir auch träumen —
											sich irgendwie auf eine tiefe, grundlegende Sehnsucht nach Wohlbefinden oder Glück bezieht.
											Wie Pascal sagte, selbst wer sich erhängt,
											ist in gewisser Weise auf der Suche nach dem Ende des Leidens — er findet keinen anderen Weg.
											Wenn Sie sich aber die Literatur in Ost und West anschauen,
											werden Sie unglaublich unterschiedliche Definitionen von Glück finden.
											Manche sagen, dass sie nur an die Erinnerung an die Vergangenheit glauben,
											an die Vorstellung der Zukunft, nicht jedoch an die Gegenwart.
											Manche sagen Glück geschehe im Augenblick;
											Es sei die Beschaffenheit der Frische des gegewärtigen Moments.
											Und das führte dazu, dass Henri Bergson, der französische Philosoph, sagte,
											""Alle grossen Denker der Menschheit haben den Begriff Glück vage gelassen
											damit sie ihn definieren konnten — jeder auf seine eigene Art und Weise.""
									",The habits of happiness,Matthieu Ricard,20:54,"Buddhism,God,brain,culture,faith,global issues,happiness,peace,photography,religion,psychology,evolutionary psychology,emotions,mindfulness"
