en,es,pt,fr,tr,title,speaker,duration,tags
"
","
","
","
","
",Why it's so hard to cure HIV/AIDS,Janet Iwasa,4:30,"TED-Ed,illness,HIV,medical research,AIDS,virus,biology"
"
											In 2008, something incredible happened:
a man was cured of HIV.
											In over 70 million HIV cases, 
that was a first and, so far, a last.
											We don't yet understand exactly
how he was cured.
											We can cure people of various diseases,
such as malaria and hepatitis C,
											so why can't we cure HIV?
											Well, first let's examine 
how HIV infects people
											and progresses into AIDS.
									","
											En al año 2008, sucedió algo increíble:
un hombre fue curado de VIH.
											En más de 70 millones de casos de VIH,
fue el primero y, hasta ahora, el último.
											Todavía no entendemos
exactamente cómo se curó.
											Podemos curar personas de varias
enfermedades como malaria y hepatitis C,
											¿por qué no podemos curar el HIV?
											Bueno, primero examinemos 
cómo el VIH infecta a las personas
											y se convierte en SIDA.
									","
											Em 2008, aconteceu uma coisa incrível:
um homem com VIH curou-se.
											Foi o primeiro e o único, até hoje,
em cerca de 70 milhões de casos.
											Ainda não percebemos exatamente
como é que ele se curou.
											Curamos pessoas com várias doenças
como a malária e a hepatite C.
											Porque é que não conseguimos curar o VIH?
											Primeiro, vamos ver 
como é que p VIH infeta as pessoas
											e evolui para a SIDA.
									","
											En 2008, il s'est passé 
une chose incroyable :
											un homme a guéri du VIH.
											Sur plus de 70 millions de cas,
											c'était le premier, et, 
jusqu'à présent, le dernier.
											On ne comprend pas exactement 
comment il a été guéri.
											On peut guérir les gens
de diverses maladies,

											comme le paludisme ou l'hépatite C,
											alors pourquoi ne peut-on pas 
guérir du VIH ?
											Examinons tout d'abord
comment le VIH infecte les gens
											et évolue vers le SIDA.
									","
											2008'de inanılmaz bir şey oldu:
HIV virüslü bir adam tedavi edildi.
											70 milyonun üzerindeki HIV vakalarında 
bu ilk ve şu ana kadar sondu.
											Nasıl tedavi olduğunu henüz
tam olarak anlamış değiliz.
											Sıtma ve Hepatit C gibi çeşitli 
hastalıkları tedavi edebiliyorken
											neden HIV'i edemiyoruz?
											Önce HIV virüsünün nasıl bulaştığını 
ve AIDS'e dönüştüğünü inceleyelim.
											HIV vücut sıvılarının 
etkileşimiyle yayılır.
									",Why it's so hard to cure HIV/AIDS,Janet Iwasa,4:30,"TED-Ed,illness,HIV,medical research,AIDS,virus,biology"
"
","
","
","
","
",Why it's so hard to cure HIV/AIDS,Janet Iwasa,4:30,"TED-Ed,illness,HIV,medical research,AIDS,virus,biology"
"
											HIV spreads through 
exchanges of bodily fluids.
											Unprotected sex and contaminated needles
are the leading cause of transmission.
											It, fortunately, cannot spread
through air, water, or casual contact.
											Individuals of any age,
sexual orientation, gender and race
											can contract HIV.
									","
											El VIH se transmite por intercambio
de fluidos corporales.
											El sexo sin protección
y las agujas contaminadas
											son la causa principal de transmisión.
											Afortunadamente, no puede propagarse 
por el aire, el agua o el contacto casual.
											Personas de cualquier edad,
orientación sexual, género y raza
											pueden contraer el VIH.
									","
											O VIH espalha-se 
através dos fluídos corporais.
											As causas principais de contágio são
sexo desprotegido e agulhas contaminadas.
											Felizmente, não se propaga pelo ar,
pela água ou por contactos casuais.
											Indivíduos de qualquer idade, 
orientação sexual, sexo e raça
											podem contrair o VIH.
									","
											Le VIH se propage par les échanges
de fluides corporels.
											La transmission se fait principalement
											par des relations sexuelles non protégées
et des aiguilles contaminées.
											Heureusement, le virus ne se propage pas
par l'air et l'eau, ni par simple contact.
											Des individus de tout âge, de genre,
d'ethnie, de toute orientation sexuelle,
											peuvent contracter le VIH.
									","
											Korunmasız cinsel ilişki ve kullanılmış
iğneler yayılmanın başlıca sebepleri.
											Neyse ki bu virüs hava, su
ya da günlük temaslarla yayılmıyor.
											Her yaş grubu, cinsel yönelim,
cinsiyet ve ırktan birey
											bu virüsü kapabilir.
											Vücuda girdikten sonra, HIV virüsü
bağışıklık sistemindeki hücreleri etkiler.
									",Why it's so hard to cure HIV/AIDS,Janet Iwasa,4:30,"TED-Ed,illness,HIV,medical research,AIDS,virus,biology"
"
","
","
","
","
",Why it's so hard to cure HIV/AIDS,Janet Iwasa,4:30,"TED-Ed,illness,HIV,medical research,AIDS,virus,biology"
"
											Once inside the body, HIV infects cells
that are part of the immune system.
											It particularly targets helper T cells,
											which help defend the body against 
bacterial and fungal infections.
											HIV is a retrovirus,
											which means it can write its genetic code
into the genome of infected cells,
											co-opting them into making 
more copies of itself.
									","
											Ya dentro del cuerpo, el VIH infecta
a las células del sistema inmunológico.
											En particular a las células T auxiliares,
											que ayudan a defender al cuerpo contra
infecciones bacterianas y fúngicas.
											El VIH es un retrovirus,
											o sea, puede escribir su código genético
en el genoma de las células infectadas,
											cooptándolas para que creen
más copias de sí mismo.
									","
											Mal entra no corpo humano, o VIH infeta 
as células do sistema imunitário
											Atinge em especial as células T
											que defendem o corpo 
de infeções bacterianas ou fúngicas.
											O VIH é um retrovírus,
											ou seja, pode escrever o seu código genético
no genoma das células infetadas,
											cooptando-as para fazerem 
mais cópias de si mesmo.
									","
											Une fois dans le corps,
											le VIH infecte les cellules
qui font partie du système immunitaire.
											Il vise particulièrement 
les lymphocytes T auxiliaires,
											qui aident à défendre le corps contre
les infections bactériennes et fongiques.
											Le VIH est un rétrovirus,
											ce qui veut dire qu'il peut écrire
son code génétique
											dans le génome des cellules infectées,
											les obligeant à fabriquer
des copies de lui-même.
									","
											Özellikle, vücudumuzu bakteri
ve mantar enfeksiyonlarına karşı
											koruyan helper T hücrelerini hedef alır.
											HIV bir retrovirus.
											Bu da hastalıklı hücrenin genomunda
kendi genetik kodunu yazabildiği
											ve kendini kopyalayabildiği
anlamına gelmektedir.
											HIV enfeksiyonun ilk aşamasında,
									",Why it's so hard to cure HIV/AIDS,Janet Iwasa,4:30,"TED-Ed,illness,HIV,medical research,AIDS,virus,biology"
"
","
","
","
","
",Why it's so hard to cure HIV/AIDS,Janet Iwasa,4:30,"TED-Ed,illness,HIV,medical research,AIDS,virus,biology"
"
											During the first stage of HIV infection,
											the virus replicates 
within helper T cells,
											destroying many of them in the process.
											During this stage, patients often 
experience flu-like symptoms,
											but are typically 
not yet in mortal danger.
											However, for a period ranging 
from a few months to several years,
											during which time the patient may look
and feel completely healthy,
											the virus continues to replicate
and destroy T cells.
											When T cell counts drop too low,
											patients are in serious danger
of contracting deadly infections
											that healthy immune systems
can normally handle.
											This stage of HIV infection
is known as AIDS.
									","
											Durante la primera etapa
de la infección del VIH,
											el virus se replica dentro
de las células T auxiliares,
											destruyendo muchas
de ellas en el proceso.
											En esta etapa, los pacientes a menudo
sufren síntomas parecidos a la gripe,
											pero no corren peligro de muerte.
											Sin embargo, en un período que oscila
de unos pocos meses a varios ańos,
											durante el que el paciente parece
sentirse completamente sano,
											el virus sigue replicándose
y destruye las células T.
											Cuando el conteo de
células T bajan demasiado,
											los pacientes están en grave peligro
de contraer infecciones mortales
											que los sistemas inmunes sanos
normalmente pueden atacar.
											Esta etapa de la infección por VIH
se conoce como SIDA.
									","
											Durante a primeira fase da infeção por VIH,
											o vírus replica-se dentro das células T,
											destruindo muitos deles nesse processo.
											Durante esta fase, os doentes sentem
frequentemente sintomas de gripe,
											mas normalmente 
ainda não estão em perigo mortal.
											No entanto, durante um período
entre uns meses a vários anos,
											período em que o doente pode parecer
e sentir-se plenamente saudável,
											o vírus continua a replicar-se
e a destruir as células T.
											Quando o nível das células T 
fica demasiado baixo,
											os doentes correm um grave risco
de contrair infeções mortais
											que os sistemas imunitários saudáveis
normalmente conseguem gerir.
											Esta fase da infeção por VIH
é conhecida por SIDA.
									","
											Durant la première phase 
de l'infection par le VIH,
											le virus se réplique à l'intérieur 
des lymphocytes T auxiliaires,
											et en détruit un bon nombre
au cours du processus.
											A ce stade, les patients souffrent souvent
de symptômes d'apparence grippale,
											mais en général,
ne risquent pas de mourir.
											Cependant, au cours d'une période
de quelques mois à plusieurs années,
											durant laquelle le patient peut 
sembler et se sentir en parfaite santé,
											le virus continue à se répliquer
et à détruire les lymphocytes T.
											Quand leur nombre descend trop bas,
											les patients sont en grand danger
de contracter des infections mortelles
											que des systèmes immunitaires sains
peuvent gérer en temps normal.
											Ce stade de l'infection VIH
est connu comme le SIDA.
									","
											virüs, zamanla çoğunu yok ettiği
											helper T hücresinin içinde türer.
											Bu aşamada, ölüm tehlikesi arz etmese de
											hastalar, grip gibi belirtiler yaşarlar.
											Birkaç aydan senelere 
kadar değişen bir süreçte
											hasta tamamen sağlıklı 
görünebilir ve hissedebilir.
											Ancak, virüs çoğalmaya ve T hücrelerini 
yok etmeye devam eder.
											T hücrelerinin sayısı
çok azaldığında hastalar,
											sağlıklı bir bağışıklık sisteminin
normalde başa çıkabileceği enfeksiyonlara
											ölümcül şekilde yakalanmada
ciddi bir tehlike altındadır.
											HIV enfeksiyonunun 
bu aşaması AIDS olarak bilinir.
											İyi haber şu ki
virüsün AIDS'e dönüşmesini,
									",Why it's so hard to cure HIV/AIDS,Janet Iwasa,4:30,"TED-Ed,illness,HIV,medical research,AIDS,virus,biology"
"
","
","
","
","
",Why it's so hard to cure HIV/AIDS,Janet Iwasa,4:30,"TED-Ed,illness,HIV,medical research,AIDS,virus,biology"
"
											The good news is there are drugs
that are highly effective
											at managing levels of HIV
											and preventing T cell counts 
from getting low enough
											for the disease to progress to AIDS.
											With antiretroviral therapy,
											most HIV-positive people can expect
to live long and healthy lives,
											and are much less likely to infect others.
									","
											La buena noticia es que hay
medicamentos altamente eficaces
											para mantener los niveles de HIV
											y evitar que el recuento
de células T baje demasiado
											como para que la enfermedad
se convierta en SIDA.
											Con la terapia antirretroviral,
											la mayoría de las personas VIH-positivas
pueden vivir una vida larga y saludable
											y son mucho menos propensos
a infectar a otros.
									","
											Felizmente, há medicamentos
que são muito eficazes
											na gestão dos níveis de VIH
											e impedem que as células T
diminuam de mais
											para que a doença avance para a SIDA.
											Com uma terapia anti-retroviral,
											a maior parte das pessoas seropositivas
pode esperar uma vida longa e saudável
											e têm muito menos probabilidade
de infetar outras pessoas.
									","
											La bonne nouvelle, c'est qu'il y a
des médicaments très efficaces
											pour contrôler les niveaux de VIH
											et empêcher une baisse 
du nombre de lymphocytes T
											qui permettrait à la maladie
d'évoluer en SIDA.
											Grâce à la thérapie antirétrovirale,
											la plupart des séropositifs peuvent
espérer vivre longtemps et en bonne santé,
											et ont beaucoup moins 
de chances d'infecter d'autres gens.
									","
											T hücre sayısının azalmasını engelleyen
											ve HIV seviyesini yöneten
											bir hâyli etkili ilaç var.
											Antiretroviral terapiyle
											HIV pozitif olan hastaların çoğu
uzun ve sağlıklı bir yaşam sürebilir
											ve hastalığı bulaştırmaları
daha düşük bir ihtimal.
											Ancak iki ana kilit noktası var.
									",Why it's so hard to cure HIV/AIDS,Janet Iwasa,4:30,"TED-Ed,illness,HIV,medical research,AIDS,virus,biology"
