en,pt,tr,title,speaker,duration,tags
"
","
","
",The murder of ancient Alexandria's greatest scholar,Soraya Field Fiorio,4:45,"animation,history,TED-Ed,ancient world,education,religion,math,astronomy,philosophy,military,death"
"
											In the city of Alexandria in 415 CE,
											the bishop and the governor 
were in a fight.
											It started with a disagreement over the 
behavior of a militia of monks,
											and ended with an accusation 
of witchcraft
											leveled against one of the most 
powerful figures in the city.
									","
											Na cidade de Alexandria em 415 EC,
											o bispo e o governador
estavam em conflito.
											Começou com um desacordo sobre
o comportamento da milícia de monges
											e acabou com uma acusação
de bruxaria
											levantada contra uma das figuras
mais poderosas da cidade.
									","
											Milattan sonra 415'te İskenderiye şehrinde
											piskopos ve vali kavgalıydı.
											Bir keşiş milisinin davranışı üzerine
bir anlaşmazlıkla başlamış
											ve şehirdeki en güçlü 
kişilerden biri hakkında
											büyücülük suçlamasıyla sonlanmıştı.
									",The murder of ancient Alexandria's greatest scholar,Soraya Field Fiorio,4:45,"animation,history,TED-Ed,ancient world,education,religion,math,astronomy,philosophy,military,death"
"
","
","
",The murder of ancient Alexandria's greatest scholar,Soraya Field Fiorio,4:45,"animation,history,TED-Ed,ancient world,education,religion,math,astronomy,philosophy,military,death"
"
											Hypatia of Alexandria was a prominent 
mathematician, philosopher,
											and advisor to the city’s leaders.
											In the centuries since she lived,
											the details of her life have been 
the subject of much dispute
											and have taken on an almost 
mythical status.
											But while none of Hypatia’s 
own writings survive,
											her contemporaries’ and students’ 
accounts of her work and life
											paint a picture of the qualities that 
made her renowned as a scholar,
											beloved as a teacher, and ultimately 
led to her downfall.
									","
											Hipácia de Alexandria era uma proeminente
matemática, filósofa
											e conselheira dos líderes da cidade.
											Nos séculos seguintes,
											os pormenores da sua vida
foram tema de muita disputa
											e assumiram quase um estatuto mítico.
											Embora nenhum dos escritos
de Hipácia tenha sobrevivido,
											os seus contemporâneos e alunos
registaram relatos da sua vida e obra,
											pintaram um retrato das qualidades
que a tornaram reconhecida como académica,
											amada como professora,
											e que, por fim, contribuíram
para a sua queda.
									","
											İskenderiyeli Hypatia, önde gelen
bir matematikçi, filozof
											ve şehrin liderlerinin danışmanıydı.
											Yaşadığı yüzyıllarda
											hayatının detayları birçok
anlaşmazlığın konusu olmuş
											ve neredeyse efsanevi bir konuma gelmişti.
											Ancak Hypatia'nın kendi
yazıları günümüze ulaşamazken
											çağdaşları ve öğrencilerinin onun
çalışmalarını ve yaşamını anlatmaları,
											onun bilgin olarak ünlenmesine,
bir öğretmen olarak sevilmesine
											ve sonuçta düşüşüne
yol açan nitelikleri göstermiştir.
									",The murder of ancient Alexandria's greatest scholar,Soraya Field Fiorio,4:45,"animation,history,TED-Ed,ancient world,education,religion,math,astronomy,philosophy,military,death"
"
","
","
",The murder of ancient Alexandria's greatest scholar,Soraya Field Fiorio,4:45,"animation,history,TED-Ed,ancient world,education,religion,math,astronomy,philosophy,military,death"
"
											Hypatia was born around 
355 in Alexandria,
											then part of the Egyptian province 
of the Eastern Roman Empire,
											and an intellectual center.
											Her father Theon was an accomplished 
Greek mathematician and astronomer;
											her mother is unknown.
											Hypatia was likely an only child, and 
Theon educated her himself.
											By adulthood, she had surpassed her 
father in both mathematics and philosophy,
											becoming the city’s foremost scholar 
and taking over his position
											at the head of the Platonic school, 
similar to a modern university.
											She refined scientific instruments, 
wrote math textbooks,
											and developed a more efficient 
method of long division.
									","
											Hipácia nasceu cerca de 355 em Alexandria,
											então parte da província egípcia
do Império Romano do Oriente,
											e um centro inteletual.
											O pai dela, Téon, era um bom
matemático e astrónomo grego.
											A sua mãe é desconhecida.
											Hipácia terá sido filha única,
e Téon educou-a sozinho.
											Quando chegou à idade adulta
Hipácia tinha superado o pai
											tanto em matemática como filosofia.
											tornando-se a académica
principal da cidade
											e sucedendo-lhe à frente
da escola Platónica,
											semelhante a uma universidade atual.
											Ela aperfeiçoou instrumentos científicos,
escreveu manuais de matemática,

											e desenvolveu um método
de divisão longa mais eficiente.
									","
											Hypatia, 355 yılında,
o zaman Doğu Roma İmparatorluğu'nun
											Mısır eyaletinin bir parçası
ve entelektüel bir merkez olan
											İskenderiye'de doğdu.
											Babası Theon, başarılı bir Yunan
matematikçi ve astronomuydu;
											annesi ise bilinmiyor.
											Hypatia muhtemelen tek çocuktu 
ve Theon onu kendi eğitti.
											Yetişkinliğinde babasını hem matematik
hem de felsefe alanında aştı,
											şehrin önde gelen bilgini haline geldi
ve modern bir üniversiteye benzeyen
											Eflatun okulunun yönetimindeki
babasının yerini aldı.
											Bilimsel araçları tasfiye etti,
matematik ders kitapları yazdı
											ve daha verimli bir kalanlı 
bölme yöntemi geliştirdi.
									",The murder of ancient Alexandria's greatest scholar,Soraya Field Fiorio,4:45,"animation,history,TED-Ed,ancient world,education,religion,math,astronomy,philosophy,military,death"
"
","
","
",The murder of ancient Alexandria's greatest scholar,Soraya Field Fiorio,4:45,"animation,history,TED-Ed,ancient world,education,religion,math,astronomy,philosophy,military,death"
"
											But perhaps her most significant 
contributions to intellectual life
											in Alexandria came through her teaching.
									","
											Mas, talvez a contribuição
mais significativa
											da sua vida intelectual em Alexandria,
											veio através do seu ensino.
									","
											Fakat İskenderiye'deki
entelektüel hayata en önemli katkıları
											belki de öğretisinden geldi.
									",The murder of ancient Alexandria's greatest scholar,Soraya Field Fiorio,4:45,"animation,history,TED-Ed,ancient world,education,religion,math,astronomy,philosophy,military,death"
"
","
","
",The murder of ancient Alexandria's greatest scholar,Soraya Field Fiorio,4:45,"animation,history,TED-Ed,ancient world,education,religion,math,astronomy,philosophy,military,death"
"
											The philosophy Hypatia taught drew 
from the legacy of Plato and Aristotle,
											as well as the mystical philosopher 
Plotinus and the mathematician Pythagoras.
											The convergence of these influences merged
to form a school called Neoplatonism.
											For the Neoplatonists, mathematics 
had a spiritual aspect,
											divided among the four branches of 
arithmetic, geometry, astronomy and music.
											These subjects were not studied merely 
for the sake of curiosity
											or practical utility, but because they 
authenticated the belief
											that numbers were the sacred 
language of the universe.
											In the repeated patterns of algebraic 
formulas and geometric shapes,
											the orbits of the planets, and the 
harmonious intervals of musical tones,
											the Neoplatonists saw a rational 
cosmic force at work.
											Students delved into this ordered 
mathematical world
											to achieve higher unity with this force, 
known as “the One.”
									","
											A filosofia ensinada por Hipácia
vinha do legado de Platão e Aristóteles,
											assim como do filósofo místico Plotino
e do matemático Pitágoras.
											A convergência destas influências
formou a escola Neoplatónica,
											Para os neoplatónicos, a matemática
tinha um aspeto espiritual,
											dividida entre os quatro ramos
da aritmética, geometria,
											astronomia e música.
											Estes temas não eram estudados
meramente por curiosidade
											ou por utilidade prática,
mas porque autenticavam a crença
											de que os números eram a linguagem
sagrada do universo.
											Em padrões repetidos de fórmulas
algébricas e formas geométricas,

											a órbita dos planetas e os harmoniosos
intervalos de tons musicais,
											os neoplatonistas viam
uma força cósmica racional em ação.
											Os alunos examinavam este mundo
matemático ordenado
											para alcançarem maior unidade
com esta força conhecida como ""O Único"".
									","
											Hypatia'nın öğrettiği felsefe, 
Platon ve Aristoteles'in mirasından
											ve mistik filozof Plotinus ve matematikçi
Pisagor'un mirasından gelmekteydi.
											Bu etkilerin yakınsaması Neoplatonizm
adlı bir ekol oluşturmak için birleşti.
											Neoplatonistler için matematiğin
aritmetik, geometri, astronomi
											ve müzik dalı olarak dörde
bölünmüş manevi bir yönü vardı.
											Bu konular yalnızca merak
veya pratik yarar uğruna değil,
											sayının evrenin kutsal dili olduğu
inancını doğruladığı için çalışılmadı.
											Tekrarlanan cebirsel formüller 
ve geometrik şekiller,
											gezegenlerin yörüngeleri ve müzik
tonlarının ahenkli aralıklarında
											Neoplatonistler geçerli olan
rasyonel bir kozmik kuvvet gördüler.
											Öğrenciler, “Bir” olarak bilinen bu güçle
daha yüksek bir birliğe ulaşmak için
											bu sıralı matematik dünyasına daldılar.
									",The murder of ancient Alexandria's greatest scholar,Soraya Field Fiorio,4:45,"animation,history,TED-Ed,ancient world,education,religion,math,astronomy,philosophy,military,death"
