en,es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Walk the earth ... my 17-year vow of silence,John Francis,19:24,"activism,environment,global issues"
"
											(Music)
									","
											(Música)
									","
											(Müzik)
									","
											(Musique)
									","
											(Musik)
									",Walk the earth ... my 17-year vow of silence,John Francis,19:24,"activism,environment,global issues"
"
","
","
","
","
",Walk the earth ... my 17-year vow of silence,John Francis,19:24,"activism,environment,global issues"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Applaus)
									",Walk the earth ... my 17-year vow of silence,John Francis,19:24,"activism,environment,global issues"
"
","
","
","
","
",Walk the earth ... my 17-year vow of silence,John Francis,19:24,"activism,environment,global issues"
"
											Thank you for being here.
											And I say ""thank you for being here"" because I was silent for 17 years.
											And the first words that I spoke were in Washington, D.C.,
											on the 20th anniversary of Earth Day.
											And my family and friends had gathered there to hear me speak.
											And I said, ""Thank you for being here.""
											My mother, out in the audience, she jumped up,
											""Hallelujah, Johnny’s talking!""
									","
											Gracias por estar aquí.
											Y digo gracias por estar aquí, porque estuve en silencio durante 17 años.
											Y las primeras palabras que dije fueron en Washington D.C.,
											en el 20º aniversario del Día de la Tierra.
											Y mi familia y mis amigos se habían reunido allí para oírme hablar.
											""Y yo dije, """"Gracias por estar aquí"""".""
											Mi madre, en la audiencia, saltó,
											""Aleluya, Johnny está hablando!""
									","
											Burada olduğunuz için teşekkürler.
											Ve burada olduğunuz için teşekkürler diyorum, çünkü 17 yıldır sessizdim.
											Ve ilk sözleri söylediğim yer Washington, DC, idi,
											dünya gününün 20. yıldönümünde.
											Ve ailem ve arkadaşlarım konuşmamı duymak için orada toplandılar.
											Ve ben, ""Burada olduğunuz için teşekkürler."" dedim.
											Annem, dinleyicilerin içinden, ayağa fırlayıp,
											""Tanrıya şükür, Johnny konuşuyor!""
									","
											Merci d'être venus.
											Je vous dis ""merci d'être venus"", parce que je suis resté silencieux pendant 17 ans.
											Les premières paroles que j'ai prononcées le furent à Washington DC,
											pour le 20e anniversaire du Jour de la Terre.
											Ma famille et mes amis s'étaient réunis là pour m'entendre parler.
											Et je leur ai dit : ""Merci d'être venus.""
											Ma mère, dans le public, a sauté de joie :
											""Alléluia, Johnny parle!""
									","
											Danke, dass ihr gekommen seid.
											Und ich sage ""danke, dass ihr gekommen seid"", weil ich 17 Jahre lang geschwiegen habe.
											Ich habe meine ersten Worte in Washington, DC, gesprochen
											am 20. Jahrestag des Earth Day.
											Meine Familie und Freunde waren gekommen, um mich sprechen zu hören.
											Und ich sagte: ""Danke, dass ihr gekommen seid.""
											Meine Mutter, die unter den Zuhörern war, sprang auf.
											""Halleluja, Johnny spricht!""
									",Walk the earth ... my 17-year vow of silence,John Francis,19:24,"activism,environment,global issues"
"
","
","
","
","
",Walk the earth ... my 17-year vow of silence,John Francis,19:24,"activism,environment,global issues"
"
											(Laughter)
									","
											(Risas)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Lachen)
									",Walk the earth ... my 17-year vow of silence,John Francis,19:24,"activism,environment,global issues"
"
","
","
","
","
",Walk the earth ... my 17-year vow of silence,John Francis,19:24,"activism,environment,global issues"
"
											Imagine if you were quiet for 17 years
											and your mother was out in the audience, say.
											My dad said to me, ""That’s one"" —
											I’ll explain that.
											But I turned around because I didn’t recognize where my voice was coming from.
											I hadn’t heard my voice in 17 years,
											so I turned around and I looked and I said,
											""God, who's saying what I’m thinking?""
											And then I realized it was me, you know, and I kind of laughed.
											And I could see my father: ""Yeah, he really is crazy.""
											Well, I want to take you on this journey.
											And the journey, I believe, is a metaphor for all of our journeys.
											Even though this one is kind of unusual,
											I want you to think about your own journey.
									","
											Imagínese si usted estuviera callado durante 17 años
											y su madre estuviera en la audiencia, digamos.
											Mi papá me dijo, ""Eso es uno"" —
											Voy a explicar esto.
											Pero me dí la vuelta porque no reconocí de donde provenía mi voz.
											Yo no había oído mi voz en 17 años,
											así que dí la vuelta, miré y dije:
											Dios, ¿quién está diciendo lo que estoy pensando?
											Y entonces me di cuenta de que era yo, saben, y me reí.
											Y pude ver a mi padre - ""Sí, realmente está loco"".
											Bueno, quiero llevarlos en este viaje.
											Y el viaje, en mi opinión, es una metáfora para todos nuestros viajes.
											Y así, aunque este es un poco inusual,
											quiero que piensen en su propio viaje.
									","
											17 yıl boyunca sessiz kaldığınızı hayal edin,
											ve anneniz seyirciler arasından, böyle der.
											Babam bana dedi ki, ""Bu bir""—
											Ne demek istediğimi açıklayacağım.
											Fakat ben etrafa döndüm çünkü sesimin nereden geldiğini farkedemiyordum.
											17 yıl boyunca kendi sesimi duymamıştım,
											bu yüzden etrafa döndüm ve baktım ve dedim ki,
											""Tanrım, benim düşündüklerimi kim söylüyor?""
											Ve sonra farkına vardım ki bendim, bilirsiniz, ve bir şekilde güldüm.
											Ve babamı gördüm—"" Evet, o gerçekten çılgındır.""
											Peki, sizi bu yolculuğa götürmek istiyorum.
											Ve bu yolculuk, bence, bütün yolculuklarımız için bir metafor.
											Ve böylece, bu yolculuk alışılmayanlardan olsa bile,
											sizin kendi yolculuğunuz hakkında düşünmenizi istiyorum.
									","
											Imaginez avoir été silencieux pendant 17 ans,
											votre mère dans le public.
											Mon père m'a dit : ""C'est un début."" —
											Je vais l'expliquer.
											Je me suis retourné parce que je n'avais pas reconnu l'origine de ma voix.
											Je n'ai pas entendu le son de ma voix depuis 17 ans,
											je me suis donc retourné, j'ai regardé et j'ai dit :
											""Mon Dieu, qui exprime ce que je pense?""
											Et j'ai compris que c'était moi, et cela m'a fait rire.
											Je croirais voir mon père — ""Oui, il est vraiment fou.""
											Eh bien, je vais vous emmener dans ce voyage.
											Ce voyage est, je crois, une métaphore de tous nos voyages.
											Et même si celui-ci est plutôt inhabituel,
											je voudrais que vous pensiez à votre propre voyage.
									","
											Stellt euch vor, ihr hättet 17 Jahre lang geschwiegen
											und eure Mutter sitzt da im Publikum.
											Mein Vater sagte damals ""Das was Nummer 1"" —
											Das werde ich noch erklären.
											Aber ich habe mich umgeschaut, weil ich nicht erkennen konnte, wo meine Stimme her kam.
											Ich hatte sie 17 Jahre nicht gehört,
											also habe ich mich umgeschaut und sagte:
											""Oh Gott, wer sagt, was ich gerade denke?""
											Als ich erkannt habe, dass ich es war, musste ich ein wenig schmunzeln.
											Und ich konnte meinen Vater sehen – ""Ja, er ist wirklich verrückt.""
											Nun, ich möchte euch auf diese Reise mitnehmen.
											Und meine Reise ist – denke ich – eine Metapher für all eure Reisen.
											Und das, obwohl sie etwas ungewöhnlich ist.
											Ich möchte, dass ihr über eure eigene Reise nachdenkt.
									",Walk the earth ... my 17-year vow of silence,John Francis,19:24,"activism,environment,global issues"
