en,es,fr,title,speaker,duration,tags
"
","
","
",Energy from floating algae pods,Jonathan Trent,14:45,"agriculture,alternative energy,business,energy,oceans,science,technology,sustainability,environment,biotech,climate change,solar energy,biology,ecology,plants,biodiversity,industrial design,infrastructure,nature,water,engineering,economics,NASA,wind energy,natural resources"
"
											Some years ago, I set out to try to understand
											if there was a possibility to develop biofuels
											on a scale that would actually compete with fossil fuels
											but not compete with agriculture for water,
											fertilizer or land.
									","
											Años atrás, intenté entender
											si era posible desarrollar biocombustibles
											de manera que pudiera reemplazar los combustibles fósiles
											sin competir por el agua, los fertilizantes o la tierra
											para la agricultura.
									","
											Voici quelques années, 
j'ai entrepris d'essayer de comprendre
											s'il y avait une possibilité 
de développer des biocarburants
											à une échelle qui permettrait vraiment 
de concurrencer les combustibles fossiles
											sans concurrencer l'agriculture 
pour ce qui est de l'eau,
											l'engrais ou la terre.
									",Energy from floating algae pods,Jonathan Trent,14:45,"agriculture,alternative energy,business,energy,oceans,science,technology,sustainability,environment,biotech,climate change,solar energy,biology,ecology,plants,biodiversity,industrial design,infrastructure,nature,water,engineering,economics,NASA,wind energy,natural resources"
"
","
","
",Energy from floating algae pods,Jonathan Trent,14:45,"agriculture,alternative energy,business,energy,oceans,science,technology,sustainability,environment,biotech,climate change,solar energy,biology,ecology,plants,biodiversity,industrial design,infrastructure,nature,water,engineering,economics,NASA,wind energy,natural resources"
"
											So here's what I came up with.
											Imagine that we build an enclosure where we put it
											just underwater, and we fill it with wastewater
											and some form of microalgae that produces oil,
											and we make it out of some kind of flexible material
											that moves with waves underwater,
											and the system that we're going to build, of course,
											will use solar energy to grow the algae,
											and they use CO2, which is good,
											and they produce oxygen as they grow.
											The algae that grow are in a container that
											distributes the heat to the surrounding water,
											and you can harvest them and make biofuels
											and cosmetics and fertilizer and animal feed,
											and of course you'd have to make a large area of this,
											so you'd have to worry about other stakeholders
											like fishermen and ships and such things, but hey,
											we're talking about biofuels,
											and we know the importance of potentially getting
											an alternative liquid fuel.
									","
											Aquí está lo que se me ocurrió.
											Imaginen que construimos un recipiente, que lo ponemos
											apenas bajo el agua, y lo llenamos con aguas residuales
											y un tipo de microalgas para producir petróleo,
											y lo hacemos de material flexible
											que se mueve con las olas bajo el agua.
											El sistema que construiremos, por supuesto,
											utilizará energía solar para hacer crecer las algas,
											y ellas usarán CO2, lo que es bueno.
											Y producirán oxígeno a medida que crecen.
											Las algas crecen en un recipiente que
											disipa el calor en el agua circundante,
											y uno puede cosecharlas para producir biocombustibles,
											cosméticos, fertilizantes o para alimentar animales.
											Por supuesto, se tendría que usar una gran área,
											y habría que preocuparse por otros grupos involucrados
											como pescadores, barcos y demás.
											Estamos hablando de biocombustibles,
											y sabemos la importancia de obtener
											combustibles líquidos alternativos.
									","
											Voici donc ce que j'ai trouvé.
											Imaginez qu'on construise
une enceinte et qu'on la mette
											sous la surface de l'eau, qu'on la remplisse 
d'eaux usées
											et d'une certaine forme de micro-algue
qui produit des lipides,
											et qu'on la fabrique à partir 
d'un matériau souple
											qui bouge avec les vagues sous l'eau,
											et le système qu'on va construire, bien sûr,
											utilisera l'énergie solaire pour cultiver les algues,
											elles utilisent le CO2, ce qui est bien,
											elles produisent de l'oxygène 
au fur et à mesure de leur croissance.
											Les algues qui poussent sont dans un conteneur qui
											distribue la chaleur vers l'eau environnante,
											on peut les récolter 
et fabriquer des biocarburants,
											des cosmétiques, des engrais 
et de la nourriture pour animaux.
											Bien sûr, il faudrait le faire sur une grande zone
											pour ne pas se soucier des autres parties prenantes
											comme les pêcheurs, les bateaux 
et ce genre de choses, mais bon,
											nous parlons de biocarburants,
											et nous savons l'importance d'obtenir potentiellement
											un carburant liquide de remplacement.
									",Energy from floating algae pods,Jonathan Trent,14:45,"agriculture,alternative energy,business,energy,oceans,science,technology,sustainability,environment,biotech,climate change,solar energy,biology,ecology,plants,biodiversity,industrial design,infrastructure,nature,water,engineering,economics,NASA,wind energy,natural resources"
"
","
","
",Energy from floating algae pods,Jonathan Trent,14:45,"agriculture,alternative energy,business,energy,oceans,science,technology,sustainability,environment,biotech,climate change,solar energy,biology,ecology,plants,biodiversity,industrial design,infrastructure,nature,water,engineering,economics,NASA,wind energy,natural resources"
"
											Why are we talking about microalgae?
											Here you see a graph showing you the different types
											of crops that are being considered for making biofuels,
											so you can see some things like soybean,
											which makes 50 gallons per acre per year,
											or sunflower or canola or jatropha or palm, and that
											tall graph there shows what microalgae can contribute.
											That is to say, microalgae contributes between 2,000
											and 5,000 gallons per acre per year,
											compared to the 50 gallons per acre per year from soy.
									","
											¿Por qué hablamos de microalgas?
											Aquí ven un gráfico que muestra los diferentes tipos
											de cultivos que considerados para la fabricación de biocombustibles.
											Se pueden ver algo como soja,
											que genera 470 litros por hectárea por año,
											o el girasol, la canola, la jatrofa o la palma, y
											esta barra alta muestra lo que las microalgas pueden aportar.
											Es decir, las microalgas aportan entre 19 000
											y 47 000 litros por hectárea por año,
											en comparación con los 470 litros por hectárea por año de la soja.
									","
											Pourquoi parlons-nous de micro-algues ?
											Vous voyez ici un graphique qui vous montre
les différents types
											de cultures envisagées 
pour la fabrication de biocarburants,
											vous pouvez donc voir des choses comme le soja,
											qui donne 3 barils par hectare et par an,
											ou le tournesol, le colza, 
le jatropha ou la palme, et là,
											cette grande barre montre 
ce que les micro-algues peuvent apporter.
											C'est-à-dire que les micro-algues 
représentent entre 120
											et 300 barils par hectare et par an,
											par rapport aux 3 barils 
par hectare et par an du soja.
									",Energy from floating algae pods,Jonathan Trent,14:45,"agriculture,alternative energy,business,energy,oceans,science,technology,sustainability,environment,biotech,climate change,solar energy,biology,ecology,plants,biodiversity,industrial design,infrastructure,nature,water,engineering,economics,NASA,wind energy,natural resources"
"
","
","
",Energy from floating algae pods,Jonathan Trent,14:45,"agriculture,alternative energy,business,energy,oceans,science,technology,sustainability,environment,biotech,climate change,solar energy,biology,ecology,plants,biodiversity,industrial design,infrastructure,nature,water,engineering,economics,NASA,wind energy,natural resources"
"
											So what are microalgae? Microalgae are micro —
											that is, they're extremely small, as you can see here
											a picture of those single-celled organisms
											compared to a human hair.
											Those small organisms have been around
											for millions of years and there's thousands
											of different species of microalgae in the world,
											some of which are the fastest-growing plants on the planet,
											and produce, as I just showed you, lots and lots of oil.
									","
											¿Qué son las microalgas? Son micro,
											es decir, son extremadamente pequeñas, como pueden ver aquí
											en una foto de esos organismos unicelulares
											comparados con un cabello humano.
											Esos pequeños organismos han existido
											durante millones de años y hay miles
											de especies diferentes de microalgas 
en el mundo,
											algunas son las plantas de más rápido 
crecimiento en el planeta,
											y producen, como ya les mostré 
gran cantidad de petróleo.
									","
											Alors que sont donc les micro-algues ?
Les micro-algues sont microscopiques,
											autrement dit, elles sont extrêmement petites, 
comme vous pouvez le voir ici
											sur une photo de ces organismes unicellulaires
											par rapport à un cheveu humain.
											Ces petits organismes sont présents
											depuis des millions d'années et il y a des milliers
											d'espèces de micro-algues différentes 
dans le monde,
											dont certaines sont les plantes
à la croissance la plus rapide sur la planète,
											et produisent, comme je vous l'ai montré, 
vraiment beaucoup de lipides.
									",Energy from floating algae pods,Jonathan Trent,14:45,"agriculture,alternative energy,business,energy,oceans,science,technology,sustainability,environment,biotech,climate change,solar energy,biology,ecology,plants,biodiversity,industrial design,infrastructure,nature,water,engineering,economics,NASA,wind energy,natural resources"
"
","
","
",Energy from floating algae pods,Jonathan Trent,14:45,"agriculture,alternative energy,business,energy,oceans,science,technology,sustainability,environment,biotech,climate change,solar energy,biology,ecology,plants,biodiversity,industrial design,infrastructure,nature,water,engineering,economics,NASA,wind energy,natural resources"
"
											Now, why do we want to do this offshore?
											Well, the reason we're doing this offshore is because
											if you look at our coastal cities, there isn't a choice,
											because we're going to use waste water, as I suggested,
											and if you look at where most of the waste water
											treatment plants are, they're embedded in the cities.
											This is the city of San Francisco, which has 900 miles
											of sewer pipes under the city already,
											and it releases its waste water offshore.
											So different cities around the world treat their waste water
											differently. Some cities process it.
											Some cities just release the water.
											But in all cases, the water that's released is
											perfectly adequate for growing microalgae.
											So let's envision what the system might look like.
											We call it OMEGA, which is an acronym for
											Offshore Membrane Enclosures for Growing Algae.
											At NASA, you have to have good acronyms.
									","
											y, ¿por qué queremos 
hacerlo en la costa?
											Bueno, la razón para hacerlo 
en la costa es porque
											al ver nuestras ciudades costeras, 
no hay otra opción,
											ya que utilizaremos aguas residuales, 
como dije,
											y la mayoría de las plantas de tratamiento
											de aguas residuales, están dentro las ciudades.
											Esta es la ciudad de San Francisco, 
que tiene 1450 km
											de tuberías de alcantarillado
											para descargar sus aguas residuales en el mar.
											Cada ciudad del mundo trata sus aguas residuales
											de manera diferente. Algunas las procesan.
											Otras simplemente las liberan.
											Pero en todos los casos, el agua vertida es
											perfecta para el cultivo de microalgas.
											Así que imaginemos cómo se vería el sistema.
											Lo llamamos OMEGA, que es el acrónimo 
(en inglés) para
											Cápsulas Costeras de Membrana para 
Cultivo de Algas.
											En la NASA, se deben tener buenos acrónimos.
									","
											Pourquoi voulons-nous faire ça au large ?
											Eh bien, la raison en est que
											si on regarde nos villes côtières, on n'a pas le choix,
											parce que nous allons utiliser les eaux usées, 
comme je l'ai suggéré,
											et si on regarde où se trouvent 
la plupart des stations d'épuration
											elles sont intégrées aux les villes.
											Voici la ville de San Francisco, qui a déjà 1500 km
											d'égouts sous la ville,
											et qui déverse ses eaux usées en pleine mer.
											D'autres villes du monde procèdent autrement
pour leurs eaux usées.
											Certaines villes les traitent.
											Certaines villes se contentent de les rejeter.
											Mais dans tous les cas, l'eau qui est déversée
											convient parfaitement à la culture de micro-algues.
											Alors imaginons à quoi ce système pourrait ressembler.
											Nous l'appelons OMEGA, 
(Offshore Membrane Enclosures for Growing Algae)
											pour Enceintes à Membrane Offshore 
pour la Culture des Algues.
											À la NASA, il faut avoir de bons acronymes.
									",Energy from floating algae pods,Jonathan Trent,14:45,"agriculture,alternative energy,business,energy,oceans,science,technology,sustainability,environment,biotech,climate change,solar energy,biology,ecology,plants,biodiversity,industrial design,infrastructure,nature,water,engineering,economics,NASA,wind energy,natural resources"
"
","
","
",Energy from floating algae pods,Jonathan Trent,14:45,"agriculture,alternative energy,business,energy,oceans,science,technology,sustainability,environment,biotech,climate change,solar energy,biology,ecology,plants,biodiversity,industrial design,infrastructure,nature,water,engineering,economics,NASA,wind energy,natural resources"
"
											So how does it work? I sort of showed you how it works already.
											We put waste water and some source of CO2
											into our floating structure,
											and the waste water provides nutrients for the algae to grow,
											and they sequester CO2 that would otherwise go off
											into the atmosphere as a greenhouse gas.
											They of course use solar energy to grow,
											and the wave energy on the surface provides energy
											for mixing the algae, and the temperature
											is controlled by the surrounding water temperature.
											The algae that grow produce oxygen, as I've mentioned,
											and they also produce biofuels and fertilizer and food and
											other bi-algal products of interest.
									","
											¿Cómo funciona? Trataré de mostrárselos.
											Ponemos las aguas residuales y una fuente de CO2
											en la estructura flotante.
											Las aguas residuales proporcionan nutrientes para que las algas crezcan,
											y capten el CO2 que de lo contrario se iría
											a la atmósfera como un gas de efecto invernadero.
											Por supuesto utilizan energía solar para crecer,
											y la energía de las olas sirve
											para mover las algas. La temperatura
											se controla con el agua circundante.
											Las algas que crecen producen oxígeno, como dije,
											y también producen biocombustibles, fertilizantes, alimentos y
											otros productos valiosos.
									","
											Alors, comment ça marche ? 
Je vous l'ai déjà un peu montré.
											On met des eaux usées et une source de CO2
											dans notre structure flottante,
											et les eaux usées fournissent des nutriments 
aux algues pour qu'elle se développent,
											et elles emprisonnent le CO2 
qui autrement serait libéré
											dans l'atmosphère comme gaz à effet de serre.
											Bien sûr, elles utilisent l'énergie solaire 
pour leur croissance,
											et l'énergie des vagues à la surface 
fournit de l'énergie
											pour mélanger les algues, et la température
											est contrôlée par la température de l'eau environnante.
											Les algues qui poussent produisent de l'oxygène, 
comme je l'ai mentionné,
											et elles produisent également des biocarburants, 
des engrais, des aliments et
											d'autres coproduits intéressants.
									",Energy from floating algae pods,Jonathan Trent,14:45,"agriculture,alternative energy,business,energy,oceans,science,technology,sustainability,environment,biotech,climate change,solar energy,biology,ecology,plants,biodiversity,industrial design,infrastructure,nature,water,engineering,economics,NASA,wind energy,natural resources"
"
","
","
",Energy from floating algae pods,Jonathan Trent,14:45,"agriculture,alternative energy,business,energy,oceans,science,technology,sustainability,environment,biotech,climate change,solar energy,biology,ecology,plants,biodiversity,industrial design,infrastructure,nature,water,engineering,economics,NASA,wind energy,natural resources"
