es,pt,en,fr,de,tr,title,speaker,duration,tags
"
","
","
","
","
","
",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
"
											Cuando estaba considerando 
adentrarme en el mundo del arte,
											tomé un curso en Londres.
											Uno de mis supervisores 
era un italiano cascarrabias
											llamado Pietro, quien bebía demasiado,
											fumaba demasiado y también maldecía demasiado.
											Pero era un maestro apasionado,
											y recuerdo una de nuestras primeras clases con él,
											estaba proyectando imágenes en la pared,
											pidiéndonos que pensáramos en ellas.
											Entonces nos presentó una pintura.
											Se trataba de un paisaje con personajes, 
apenas vestidos,
											tomando vino. Había una mujer desnuda
											en primer plano, abajo, y en la ladera de atrás,
											había una figura del mitológico dios Baco,
											y dijo, ""¿Qué es esto?""
									","
											Quando eu andava a considerar ter 
uma carreira no mundo da arte,
											tirei um curso em Londres.
											Um dos meus supervisores 
era um italiano irascível
											chamado Pietro, que bebia demais,
											fumava demais e praguejava 
mesmo demais.
											Mas ele era um professor apaixonado,
											e lembro-me de uma das nossas 
primeiras aulas com ele.
											Ele estava a projetar imagens na parede,
											pedindo-nos para pensarmos sobre elas,
											e pôs uma imagem de uma pintura.
											Era uma paisagem com figuras, 
seminuas, a beber vinho.
											Havia uma mulher nua,
em primeiro plano, em baixo.
											Na colina, ao fundo,
											estava a figura do deus mitológico Baco.
											Ele perguntou: ""O que é isto?""
									","
											When I was considering a career in the art world,
											I took a course in London,
											and one of my supervisors was this irascible Italian
											called Pietro, who drank too much,
											smoked too much and swore much too much.
											But he was a passionate teacher,
											and I remember one of our earlier classes with him,
											he was projecting images on the wall,
											asking us to think about them,
											and he put up an image of a painting.
											It was a landscape with figures, semi-dressed,
											drinking wine. There was a nude woman
											in the lower foreground, and on the hillside in the back,
											there was a figure of the mythological god Bacchus,
											and he said, ""What is this?""
									","
											Lorsque j'envisageais une carrière dans le monde de l'art,
											j'ai suivi un cours à Londres,
											un de mes encadrants était un Italien irascible,
											Pietro, qui buvait trop,
											fumait trop et jurait beaucoup trop.
											Mais il était un professeur passionné,
											et je me souviens d'un de nos premiers cours avec lui,
											il projetait des images sur le mur,
											en nous demandant ce que l'on en pensait,
											puis il a projeté une image d'un tableau.
											C'était un paysage avec des personnages, à moitié nus,
											buvant du vin. Il y avait une femme nue
											en bas au premier plan, et sur la colline à l'arrière-plan,
											il y avait une représentation du Dieu Bacchus.
											Il a demandé : « qu'est-ce que c'est? »
									","
											Als ich an eine Karriere in der 
Kunstwelt dachte,
											machte ich einen Kurs in London
											und ein Leiter war ein 
jähzorniger Italiener
											namens Pietro, der zu viel trank,
											zu viel rauchte und 
viel zu viel fluchte.
											Aber er war ein leidenschaftlicher 
Lehrer
											und ich erinnere mich an eine 
der ersten Stunden bei ihm,
											er warf Bilder an die Wand
											und bat uns, über sie nachzudenken.
											Er zeigte das Foto eines Gemäldes.
											Es war eine Landschaft mit 
halb bekleideten Figuren,
											die Wein tranken. Es gab 
eine nackte Frau
											im Vordergrund und auf dem Hang 
im Hintergrund
											sah man die Figur des mythologischen 
Gottes Bacchus.
											Und er fragte: „Was ist das?‟
									","
											Sanat dünyasında kariyer 
yapmayı düşünüyordum,
											Londra'da bir kursa kaydoldum.
											Danışmanlarımdan biri Pietro adında,
											asabi, çok fazla içki ve sigara içen
											ve çok çok fazla küfreden bir İtalyandı
											ancak tutkulu bir öğretmendi.
											İlk derslerimizin birinde
											duvara görüntüler yansıtıp
											bize ne düşündüğümüzü soruyordu,
											bir tablonun görüntüsünü yansıttı,
											bir manzaraydı ve yarı çıplak figürler
											şarap içiyorlardı.
											Ön alt planda çıplak bir kadın vardı 
ve arka planda
											bir tepede mitolojideki
tanrı Bacchus'un figürü vardı
											ve sordu ""Bu ne?""
									",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
"
","
","
","
","
","
",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
"
											Y yo — nadie más levantó la mano así que lo hice yo, y dije:
											""Es La Bacanal, obra de Tiziano.""
									","
											E eu — ninguém mais o fez — 
levantei a mão e disse:
											""É uma Bacanal, de Ticiano.""
									","
											And I — no one else did, so I put up my hand, and I said,
											""It's a Bacchanal by Titian.""
									","
											Je — personne ne répondant, j'ai levé la main, et j'ai dit :
											« C'est une bacchanale de Titien ».
									","
											Und ich – keiner meldete sich, 
also tat ich es – sagte:
											„Das ist ein Bacchanal von Tizian‟.
									","
											Kimse cevaplamayınca elimi kaldırdım ve
											""Titian'ın Bacchanal tablosu"" dedim.
									",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
"
","
","
","
","
","
",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
"
											Y dijo, ""¿Es un qué?""
									","
											Ele perguntou: ""É o quê?!""
									","
											He said, ""It's a what?""
									","
											Il a dit : « Une quoi? »
									","
											Er sagte: „Was ist das?‟
									","
											""Ne?"" diye tekrarladı.
									",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
"
","
","
","
","
","
",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
"
											Yo pensé que lo había pronunciado mal.
											""Es La Bacanal, obra de Tiziano.""
									","
											Pensei que talvez o tivesse 
pronunciado mal:
											""É uma Bacanal, de Ticiano.""
									","
											I thought maybe I'd pronounced it wrong.
											""It's a Bacchanal by Titian.""
									","
											J'ai pensé que j'avais mal prononcé.
											« C'est une bacchanale de Titien ».
									","
											Ich dachte, dass ich es falsch
betont hatte.
											„Das ist ein Bacchanal von Tizian‟.
									","
											Yanlış telaffuz ettiğimi düşünüp,
											""Bu Titian'ın Bacchanal tablosu"".
									",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
"
","
","
","
","
","
",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
"
											Dijo, ""¿Es un qué?""
									","
											Ele perguntou: ""É o quê?!""
									","
											He said, ""It's a what?""
									","
											Il a dit : « Une quoi? »
									","
											Er sagte: „Was ist das?‟
									","
											""Ne bu?"" dedi.
									",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
"
","
","
","
","
","
",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
"
											Yo dije, ""Es La Bacanal de Tiziano."" (Risas)
									","
											Respondi: ""Uma Bacanal, de Ticiano!""
											(Risos)
									","
											I said, ""It's a Bacchanal by Titian."" (Laughter)
									","
											J'ai dit : « C'est une bacchanale de Titien ». (Rires)
									","
											Ich sagte: „Das ist ein Bacchanal 
von Tizian.‟ (Lachen)
									","
											""Bu Titian'ın Bacchanal tablosu"" dedim.
									",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
"
","
","
","
","
","
",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
"
											Dijo, ""¡Ratón de biblioteca!
											¡Es una puta orgía!""
											(Risas)
											Como les dije, maldecía demasiado.
									","
											Ele disse: 
""Seu miserável rato de biblioteca!
											""É a porra de uma orgia!""
											(Risos)
											Como eu disse, ele praguejava demais.
									","
											He said, ""You boneless bookworm!
											It's a fucking orgy!""
											(Laughter)
											As I said, he swore too much.
									","
											Il a dit: « Vous êtes un rat de bibliothèque !
											C'est une p<i>*</i> d'orgie! »
											(Rires)
											Comme je l'ai dit, il jurait trop.
									","
											Er sagte: „Sie verweichlichter 
Bücherwurm!
											Es ist eine verdammte Orgie!‟
											(Lachen)
											Wie gesagt, er fluchte zu viel.
									","
											""Seni sünepe kitap kurdu!
											Bu bir alem ulan!"" dedi.
											(Kahkahalar)
											Dediğim gibi, ağzı bozuktu.
									",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
"
","
","
","
","
","
",Weaving narratives in museum galleries,Thomas P. Campbell,16:36,"art,museums"
