en,es,tr,title,speaker,duration,tags
"
","
","
",It’s our city. Let’s fix it,Alessandra Orofino,15:15,"cities,community,politics,technology"
"
											Fifty-four percent of the world's population
											lives in our cities.
											In developing countries,
											one third of that population
											is living in slums.
											Seventy-five percent of global energy consumption
											occurs in our cities,
											and 80 percent of gas emissions
											that cause global warming
											come from our cities.
											So things that you and I might think about
											as global problems,
											like climate change, the energy crisis
											or poverty,
											are really, in many ways, city problems.
											They will not be solved
											unless people who live in cities,
											like most of us,
											actually start doing a better job,
											because right now, we are 
not doing a very good one.
											And that becomes very clear
											when we look into three aspects of city life:
											first, our citizens' willingness to engage
											with democratic institutions;
											second, our cities' ability to really include
											all of their residents;
											and lastly, our own ability
											to live fulfilling and happy lives.
									","
											El 50% de la población mundial
											vive en ciudades.
											En países desarrollados,
											una tercera parte de la población
											aún vive en barrios pobres.
											El 75% del consumo global de energía
											ocurre en nuestras ciudades
											y el 80% de las emisiones de gases
											que causan el calentamiento global
											viene de nuestras ciudades.
											Así que las cosas que creeríamos
											que son problemas globales,
											como el cambio climático,
la crisis de energía
											o la pobreza
											son en realidad, en muchos sentidos,
problemas de las ciudades.
											Y no se solucionarán
											a menos que las personas
que vivimos en ellas,
											como la mayoría de nosotros,
											realmente empecemos a
hacer un mejor trabajo,
											porque hoy en día, no lo
estamos haciendo muy bien.
											Esto es claro
											cuando vemos 3 aspectos
de la vida en ciudad:
											Primero, el deseo de los ciudadanos
de participar
											en las instituciones democráticas;
											segundo, la habilidad de la ciudad para
incluir realmente
											a todos sus habitantes;
											y finalmente, nuestra propia habilidad
											para vivir plenos y felices.
									","
											Dünya nüfusunun yüzde elli dördü
											şehirlerimizde yaşıyor.
											Gelişmekte olan ülkelerde,
											bu nüfusun üçte biri
											varoşlarda yaşıyor.
											Küresel enerji tüketiminin
yüzde yetmiş beşi
											şehirlerimizde oluyor
											ve küresel ısınmaya sebep olan
											gaz emisyonunun yüzde sekseni de
											şehirlerimizden geliyor.
											Yani sizin ve benim, küresel ısınma,
enerji krizi
											ya da yoksulluk gibi
											küresel sorun olarak
düşünebileceğimiz şey
											aslında birçok yönden
											şehir sorunları.
											Bu sorunlar, birçoğumuz gibi

											şehirlerde yaşayan insanlar
											gerçekten daha iyi iş yapmaya
											başlayana kadar çözülmeyecek.
											Çünkü tam bu anda çok
iyi işler yapmıyoruz.
											Şehir hayatının üç yönüne bakınca,
											bu çok daha belirgin hale geliyor:
											Birincisi, vatandaşlarımızın
demokratik kuruluşlarla
											birlikte hareket etme isteği,
											ikincisi, şehirlerimizin
bütün mensuplarını
											gerçekten dahil edebilme becerisi,
											sonuncusu ise, mutlu ve tatmin edici bir
											hayat yaşamak için bizim kendi becerimiz.
									",It’s our city. Let’s fix it,Alessandra Orofino,15:15,"cities,community,politics,technology"
"
","
","
",It’s our city. Let’s fix it,Alessandra Orofino,15:15,"cities,community,politics,technology"
"
											When it comes to engagement,
											the data is very clear.
											Voter turnout around the world
											peaked in the late '80s,
											and it has been declining at a pace
											that we have never seen before,
											and if those numbers are bad at the national level,
											at the level of our cities,
											they are just dismal.
											In the last two years,
											two of the world's most consolidated,
											oldest democracies, the U.S. and France,
											held nationwide municipal elections.
											In France, voter turnout hit a record low.
											Almost 40 percent of voters decided
											not to show up.
											In the U.S., the numbers were even scarier.
											In some American cities,
											voter turnout was close to five percent.
											I'll let that sink in for a second.
											We're talking about democratic cities
											in which 95 percent of people
											decided that it was not important
											to elect their leaders.
											The city of L.A., a city of four million people,
											elected its mayor with just a bit over 200,000 votes.
											That was the lowest turnout the city had seen
											in 100 years.
											Right here, in my city of Rio,
											in spite of mandatory voting,
											almost 30 percent of the voting population
											chose to either annul their votes
											or stay home and pay a fine
											in the last mayoral elections.
									","
											Cuando se trata de comprometerse,
											los datos son muy claros.
											Los votantes cambiaron el mundo
											y alcanzaron su punto máximo
a finales de los 80,
											y ha declinado a un ritmo
											que nunca antes habíamos visto y
											si esos números son
malos a nivel nacional,
											a nivel de nuestras ciudades,
											son simplemente deprimentes.
											En los últimos dos años
											dos de las más antiguas y consolidadas
											democracias de EE. UU. y Francia,
											tuvieron elecciones
municipales en el país.
											En Francia, se alcanzó un
nivel récord de abstención.
											Casi el 40% de los votantes decidieron
											no ir a votar.
											En EE. UU. los números 
son incluso peores.
											En algunas ciudades estadounidenses,
											la participación electoral 
fue de casi al 5%.
											Detengámonos en ello un segundo.
											Estamos hablando 
de ciudades democráticas
											en las que el 95% de la gente
											decidió que no era importante
											elegir a sus representantes.
											Los Ángeles, una ciudad de 4 millones
											eligió a su alcalde con
solo 200 000 votos.
											Ésta fue la votación más baja
											en 100 años.
											Justo aquí, en mi ciudad Río,
											a pesar de ser obligatorio votar,
											casi el 30% de los electores
											escogieron anular su voto
											o quedarse en casa y 
pagar una multa
											en las pasadas elecciones.
									","
											Konu birlikte hareket
etmeye geldiğinde ise
											elimizdeki veriler çok açık.
											Dünya genelinde, oylamalara katılım oranı
											seksenlerin sonunda zirvedeyken
											bu oran, o zamandan beri
											hiç görülmemiş bir şekilde düşüyor.
											Eğer bu oranlar ulusal seviyede 
düşük ve
											şehir seviyesinde ise
											durum gerçekten sıkıntılı.
											Geçtiğimiz iki yılda
											dünyanın en eski ve en sağlam
demokrasilerine
											sahip olan iki ülke;
A.B.D ve Fransa
											yurt genelinde yerel seçimler yaptı.
											Fransa'da oylamaya katılım rekor 
derecede düşüktü.
											Neredeyse vatandaşların yüzde kırkı
											sandıklara gitmemeye karar verdi.
											A.B.D'de ise bu oran daha da ürkütücü.
											Bazı Amerikan şehirlerinde
											katılım oranı yüzde beş civarındaydı.
											Bu durumu iyice anlamanızı istiyorum.
											Burada, içinde yaşayan insanların
											yüzde doksanbeşinin
											kendi liderlerini seçmenin önemsiz
olduğunu düşündüğü
											demokratik şehirlerden bahsediyoruz.
											Dört milyon nüfuslu Los Angeles şehri, 
belediye başkanını
											sadece 200.000 biraz
aşkın oy ile seçti.
											Bu, Los Angeles'ın son
100 yılda gördüğü
											en düşük katılımcı sayısıydı.
											Tam burada, benim şehrim Rio'da,
											geçen belediye başkanı seçiminde
											oy vermenin zorunlu olmasına rağmen,
											seçmenlerin neredeyse yüzde 30'u
											ya geçersiz oy verdi
											ya da evlerinde kalıp ceza
ödemeyi tercih etti.
									",It’s our city. Let’s fix it,Alessandra Orofino,15:15,"cities,community,politics,technology"
"
","
","
",It’s our city. Let’s fix it,Alessandra Orofino,15:15,"cities,community,politics,technology"
"
											When it comes to inclusiveness,
											our cities are not the best cases of success either,
											and again, you don't need to look very far
											in order to find proof of that.
											The city of Rio is incredibly unequal.
											This is Leblon.
											Leblon is the city's richest neighborhood.
											And this is Complexo do Alemão.
											This is where over 70,000
											of the city's poorest residents live.
											Leblon has an HDI, a Human Development Index,
											of .967.
											That is higher than Norway, Switzerland
											or Sweden.
											Complexo do Alemão has an HDI of .711.
											It sits somewhere in between the HDI
											of Algeria and Gabon.
											So Rio, like so many cities across the global South,
											is a place where you can go from northern Europe
											to sub-Saharan Africa
											in the space of 30 minutes.
											If you drive, that is.
											If you take public transit, it's about two hours.
									","
											Cuando se habla de inclusión
											las ciudades no son
el mejor caso de éxito tampoco,
											y de nuevo, no debemos buscar muy lejos
											para encontrar ejemplos de ello.
											La ciudad de Río es
increíblemente desigual.
											Este es Leblon.
											Leblon es el vecindario
más rico de la ciudad.
											Y este es el Complexo do Alemão.
											Aquí viven más de 70 000
											personas de las más pobres de la ciudad.
											Leblon tiene de un índice 
de desarrollo humano (IDH),
											de .967.
											Es más alto que Noruega, Suiza
											o Suecia.
											El Complexo do Alemão 
tiene un IDH de .711.
											Está entre el IDH de
											Argelia y Gabón.
											Así que Río, como muchas otras
ciudades al sur del planeta,
											es un lugar en el que se puede ir del
norte de Europa
											al África Negra
											en 30 minutos.
											Si van en auto.
											En transporte público son como 2 horas.
									","
											Konu kapsamlılık olduğu zaman
											bizim şehirlerimiz de pek başarılı 
sayılmazlar
											ve bunun kanıtını bulmak için
											çok uzağa bakmanıza gerek yok.
											Rio, inanılmaz derecede
bir eşitsizlikler şehri.
											Burası Leblon.
											Leblon, Rio'nun en zengin semti.
											Burası da Complexo do Alemão.
											Burası, şehrin 70.000'den fazla
											en fakir sakininin yaşadığı yer.
											Leblon'daki İGİ, İnsani
Gelişmişlik Endeksi
											0.967.
											Bu değer Norveç'ten, İsviçre'den
											veya İsveç'ten daha yüksek.
											Complexo do Alemão'nun İnsanı Gelişmişlik 
Endeksi 0.711.
											Bu miktar ise Cezayir ve Gabon'un
											İnsani Gelişim Endeksleri'nin
arasında bir yerde.
											Yani Rio, bir çok Güney şehrinde 
olduğu gibi
											Avrupa'nın Kuzeyinden
											Sahra Çölü'nün ortasına
											yarım saate gidebileceğiniz bir yer.
											Tabi kendi aracınızla giderseniz.
											Eğer toplu taşıma kullanırsanız,
bu süre iki saat civarında.
									",It’s our city. Let’s fix it,Alessandra Orofino,15:15,"cities,community,politics,technology"
"
","
","
",It’s our city. Let’s fix it,Alessandra Orofino,15:15,"cities,community,politics,technology"
"
											And lastly, perhaps most importantly,
											cities, with the incredible wealth
											of relations that they enable,
											could be the ideal places for human happiness
											to flourish.
											We like being around people.
											We are social animals.
											Instead, countries where urbanization
											has already peaked seem to be the very countries
											in which cities have stopped making us happy.
											The United States population has suffered
											from a general decrease in happiness
											for the past three decades,
											and the main reason is this.
											The American way of building cities
											has caused good quality public spaces
											to virtually disappear in many,
											many American cities,
											and as a result, they have seen
											a decline of relations,
											of the things that make us happy.
											Many studies show an increase
											in solitude and a decrease in solidarity,
											honesty, and social and civic participation.
									","
											Finalmente, y tal vez sea
lo más importante,
											las ciudades, con su increíble riqueza
											de relaciones que ofrecen,
											pueden ser el lugar ideal para que
											la felicidad florezca.
											Nos gusta estar rodeados de gente.
											Somos animales sociales.
											Sin embargo, los países
donde la urbanización
											ha alcanzado un pico parecen tener
											ciudades que no nos permiten ser felices.
											La población estadounidense ha sufrido
											un descenso general en su felicidad
											durante las últimas tres décadas
											y la principal razón es esta:
											La forma en que se construían 
las ciudades
											con espacios públicos de buena calidad
											han sido prácticamente eliminados
											en muchas ciudades estadounidenses.
											Como resultado, se ve
											un declive en las relaciones,
											algo que nos hace felices.
											Muchas investigaciones
muestran un incremento
											en la soledad y un 
decremento en la solidaridad,
											la honestidad y la participación
social y cívica.
									","
											Son olarak, belki de en önemlisi
											sağladıkları inanılmaz
ilişki zenginliğiyle şehirler,
											insan mutluluğunun geliştiği
											ideal yerler haline
											gelebilir.
											İnsanlar arasında olmayı severiz.
											Bizler sosyal hayvanlarız.
											Gelin görün ki, şehirleşmenin
zirve yaptığı
											ülkelerdeki şehirler bizi artık
											mutlu edemiyor gibi görünüyor.
											ABD nüfusu geçtiğimiz 30 yılda
											mutlulukta genel bir düşüşe
											maruz kaldı.
											Bunun temel sebebi ise şu:
											Amerikan tarzı şehirleşme,
											kaliteli halka açık yerlerin
											birçok Amerikan şehrinde
											yok olmasına neden oldu.
											Sonuç olarak, bizi mutlu eden
											sosyal ilişkilerde
											bir düşüş yaşandığı gözlendi.
											Bir çok araştırma,
yalnızlığın arttığını,
											dayanışmanın, dürüstlüğün, sosyal ve 
kentsel katılımın ise
											azaldığını gösteriyor.
									",It’s our city. Let’s fix it,Alessandra Orofino,15:15,"cities,community,politics,technology"
"
","
","
",It’s our city. Let’s fix it,Alessandra Orofino,15:15,"cities,community,politics,technology"
"
											So how do we start building cities
											that make us care?
											Cities that value their most important asset:
											the incredible diversity
											of the people who live in them?
											Cities that make us happy?
											Well, I believe that if we want to change
											what our cities look like,
											then we really have to change
											the decision-making processes
											that have given us the results 
that we have right now.
											We need a participation revolution,
											and we need it fast.
											The idea of voting as our 
only exercise in citizenship
											does not make sense anymore.
											People are tired of only being treated
											as empowered individuals every few years
											when it's time to delegate that power
											to someone else.
											If the protests that swept Brazil
											in June 2013 have taught us anything,
											it's that every time we try
											to exercise our power
											outside of an electoral context,
											we are beaten up, humiliated or arrested.
											And this needs to change,
											because when it does,
											not only will people re-engage
											with the structures of representation,
											but also complement these structures
											with direct, effective, and 
collective decision making,
											decision making of the kind
											that attacks inequality
											by its very inclusive nature,
											decision making of the kind
											that can change our cities
											into better places for us to live.
									","
											Cómo empezamos a contruir
											ciudades que valgan la pena.
											Ciudades que aprecien
su activo más importante,
											la increíble diversidad
											de las personas que las habitan.
											Ciudades que nos hagan felices.
											Creo que si queremos cambiar
											el aspecto de nuestras ciudades,
											entonces realmente 
debemos cambiar
											el proceso de la toma de decisiones
											que ha resultado en lo
que tenemos hoy en día.
											Necesitamos una 
revolución participativa
											y la necesitamos ya.
											La idea de que el voto es nuestro
único deber ciudadano
											ya no tiene sentido.
											La gente está cansada 
de que la traten
											como individuos con poder
cada determinado tiempo
											cuando es hora de delegar el poder
											a alguien más.
											Si las protestas que recorrieron Brasil
											en junio del 2013 nos enseñaron algo,
											es que cada vez que queremos
											ejercer nuestro poder
											fuera de un contexto electoral
											nos reprimen, humillan o arrestan.
											Esto debe cambiar,
											porque cuando lo haga,
											no solo la gente se volverá a involucrar
											con las estructuras de representación,
											sino las complementarán
											con una toma de decisiones
directa, colectiva y efectiva.
											Una toma de decisiones
											que ataque la desigualdad
											con su naturaleza inclusiva,
											una toma de decisiones
											que haga de nuestras ciudades
											un mejor lugar para vivir.
									","
											Peki önem vermemizi sağlayacak şehirleri
											kurmaya nasıl başlayacağız?
											En önemli varlıkları olan,
											olağanüstü çeşitliliğe değer veren
											insanların yaşadığı şehirleri 
nasıl kuracağız?
											Bizi mutlu eden şehirleri...
											Şehirlerimizin şuanki halini
											değiştirmek istiyorsak,
											bizim de kesinlikle,
											elimizdeki sonuçları veren
karar verme süreçlerimizi
											değiştirmek zorunda
olduğumuza inanıyorum.
											Bizim bir katılım devrimine 
ihtiyacımız var.
											Hem de acilen.
											Vatandaşlık görevi olarak sadece 
oy verme düşüncesi
											pek bir anlam ifade etmiyor artık.
											İnsanlar kendilerine bir kaç senede bir,
											başkalarına yetkilerini devretme
zamanı geldiğinde,
											güçlü bireylermiş gibi davranılmasından
											sıkılmış durumdalar.
											Eğer Haziran 2013'te Brezilya'yı
											kasıp kavuran protestolar bize 
herhangi bir şey öğretmiş ise,
											o da; ne zaman gücümüzü
											sandığın dışında kullanmaya çalışsak
											dayak yiyoruz,
											aşağılanıyoruz ya da tutuklanıyoruz.
											Artık bunun değişmesi gerek.
											Çünkü değiştiğinde,
											insanlar sadece temsil yapıları
ile tekrar etkileşmeyle kalmayıp
											aynı zamanda bu yapıları
											doğrudan, işlevsel ve topluca karar 
verilecek şekilde
											tamamlayıcı olacaklardır.
											Kapsayıcı doğası gereği
											eşitsizliğe saldıran
											bu karar verme şekli
											şehirlerimizi değiştirebilir,
											yaşamamız için daha iyi yerlere
											dönüştürebilir.
									",It’s our city. Let’s fix it,Alessandra Orofino,15:15,"cities,community,politics,technology"
