en,tr,es,title,speaker,duration,tags
"
","
","
","How AI can enhance our memory, work and social lives",Tom Gruber,9:46,"AI,collaboration,computers,intelligence,machine learning,technology,product design"
"
											I'm here to offer you
a new way to think about my field,
											artificial intelligence.
											I think the purpose of AI
											is to empower humans
with machine intelligence.
											And as machines get smarter,
											we get smarter.
											I call this ""humanistic AI"" —
											artificial intelligence
designed to meet human needs
											by collaborating and augmenting people.
											Now, today I'm happy to see
											that the idea of an intelligent assistant
											is mainstream.
											It's the well-accepted metaphor
for the interface between humans and AI.
											And the one I helped create
is called Siri.
									","
											Sizlere alanımla ilgili 
yeni bir bakış açısı sunmak istiyorum,
											yani yapay zekâ ile ilgili.
											Bana göre yapay zekânın amacı
											insanı, makine zekâsı ile güçlendirmektir.
											Makine zekâsı geliştikçe
											biz de gelişiyoruz.
											Ben buna ""hümanistik yapay zekâ""
											-işbirliği yaparak ve insanı geliştirerek
onun ihtiyaçlarını karşılamak üzere
											tasarlanmış yapay zekâ- diyorum.
											Bugün akıllı bir asistan fikrinin
											yaygınlaştığını görmek
											beni mutlu ediyor.
											İnsanlar ve yapay zekâ arasındaki
arayüz için kabul gören bir benzetme bu.
											Siri, yapımına katkıda bulunduğum arayüz.
									","
											Estoy aquí para ofrecerles 
una nueva forma de pensar sobre
											la inteligencia artificial.
											Creo que el objetivo de la IA
											es capacitar a los humanos 
con la inteligencia de la máquina.
											Y conforme las máquinas se hacen 
cada vez más inteligentes,
											nos hacemos más inteligentes.
											Yo llamo a esto la ""IA humanista""
											inteligencia artificial diseñada 
para satisfacer necesidades humanas
											colaborando y aumentando 
las capacidades de las personas.
											Hoy estoy feliz de ver
											que la idea de un asistente inteligente
											es corriente.
											Es la metáfora bien aceptada para 
la interfaz entre humanos y la IA.
											Y la que ayudé a crear se llama Siri.
									","How AI can enhance our memory, work and social lives",Tom Gruber,9:46,"AI,collaboration,computers,intelligence,machine learning,technology,product design"
"
","
","
","How AI can enhance our memory, work and social lives",Tom Gruber,9:46,"AI,collaboration,computers,intelligence,machine learning,technology,product design"
"
											You know Siri.
											Siri is the thing that knows your intent
											and helps you do it for you,
											helps you get things done.
											But what you might not know
is that we designed Siri
											as humanistic AI,
											to augment people
with a conversational interface
											that made it possible for them
to use mobile computing,
											regardless of who they were
and their abilities.
									","
											Siri'yi bilirsiniz.
											Siri, niyetinizi bilen ve
											bunu yapmanız için size yardımcı olan,
											yaptırmanıza yardım eden şey.
											Peki Siri'yi hümanistik yapay zekâ olarak,
											konuşan bir arayüzle
											insanları güçlendirme amacıyla,
											kişiliğine ve yeteneğine bakmaksızın
mobil bilgi işlem yapmalarını
											sağlamak üzere tasarladığımızı
bilmiyor olsaydınız?
									","
											Conocen Siri.
											Siri es el asistente 
que conoce nuestra intención
											y nos ayuda a hacerlo,
											nos ayuda a hacer cosas.
											Pero lo que quizá no saben
es que diseñamos Siri
											como IA humanista,
											para aumentar a las personas 
con una interfaz de conversación
											que hace posible 
utilizar la informática móvil,
											independientemente de quiénes 
son y de sus habilidades.
									","How AI can enhance our memory, work and social lives",Tom Gruber,9:46,"AI,collaboration,computers,intelligence,machine learning,technology,product design"
"
","
","
","How AI can enhance our memory, work and social lives",Tom Gruber,9:46,"AI,collaboration,computers,intelligence,machine learning,technology,product design"
"
											Now for most of us,
											the impact of this technology
											is to make things
a little bit easier to use.
											But for my friend Daniel,
											the impact of the AI
in these systems is a life changer.
											You see, Daniel is a really social guy,
											and he's blind and quadriplegic,
											which makes it hard to use those devices
that we all take for granted.
											The last time I was at his house,
his brother said,
											""Hang on a second, Daniel's not ready.
											He's on the phone with a woman
he met online.""
											I'm like, ""That's cool, how'd he do it?""
											Well, Daniel uses Siri
to manage his own social life —
											his email, text and phone —
											without depending on his caregivers.
											This is kind of interesting, right?
											The irony here is great.
											Here's the man whose relationship with AI
											helps him have relationships
with genuine human beings.
											And this is humanistic AI.
									","
											Çoğumuz için
											bu teknolojinin etkisi
											işleri biraz daha kolaylaştırmaktır.
											Fakat arkadaşım Daniel için,
											yapay zekânın bu sistemlerde
hayat değiştirici bir etkisi var.
											Anlayacağınız üzere,
Daniel oldukça sosyal,
											görme engelli, 
el ve ayakları felçli biri,
											yani bizim hafife aldığımız bu cihazları
kullanmak onun için zor.
											Onu son ziyaretimde kardeşi,
											""Bir dakika, Daniel meşgul.
											İnternette tanıştığı 
bir kızla konuşuyor."" dedi.
											""Vay canına! Bu nasıl olur?""
der gibi oldum.
											Daniel, bakıcılarına bağlı olmadan 
kendi sosyal yaşamını
											- e-posta, mesaj ve telefonunu -
											kontrol etmek için Siri kullanıyordu.
											İlginç değil mi?
											Süper bir ironi var burada.
											Yapay zekâ ile olan ilişkisi,
											onun gerçek insanlarla
iletişim kurmasını sağlıyor.
											İşte bu hümanistik yapay zekâdır.
									","
											Para la mayoría de nosotros,
											el impacto de esta tecnología
											es hacer las cosas 
un poco más fáciles de usar.
											Pero para mi amigo Daniel,
											el impacto de la IA en estos sistemas 
es un cambio de vida.
											Verán, Daniel es un tipo muy social,
											y es ciego y tetrapléjico,
											eso supone que le resulta difícil usar 
dispositivos que todos damos por sentado.
											La última vez que estuve en su casa, 
su hermano dijo:
											""Espera un segundo, Daniel no está listo.
											Está en el teléfono 
con una mujer que conoció en línea.
											Y yo: ""Eso es genial, ¿cómo lo hizo?""
											Bueno, Daniel usa Siri 
para manejar su propia vida social,
											su correo electrónico, texto y teléfono,
											sin depender de sus cuidadores.
											Esto es interesante, ¿verdad?
											La ironía aquí es genial.
											Aquí está el hombre cuya relación con la IA
											le ayuda a tener relaciones 
con humanos genuinos.
											Y esto es IA humanista.
									","How AI can enhance our memory, work and social lives",Tom Gruber,9:46,"AI,collaboration,computers,intelligence,machine learning,technology,product design"
"
","
","
","How AI can enhance our memory, work and social lives",Tom Gruber,9:46,"AI,collaboration,computers,intelligence,machine learning,technology,product design"
"
											Another example with
life-changing consequences
											is diagnosing cancer.
											When a doctor suspects cancer,
											they take a sample
and send it to a pathologist,
											who looks at it under a microscope.
											Now, pathologists look at
hundreds of slides
											and millions of cells every day.
											So to support this task,
											some researchers made an AI classifier.
											Now, the classifier says,
""Is this cancer or is this not cancer?""
											looking at the pictures.
											The classifier was pretty good,
											but not as good as the person,
											who got it right most of the time.
									","
											Hayat değiştirici etkiye sahip 
başka bir örnek ise
											kanseri teşhis etmesidir.
											Doktorlar kanserden şüphelendiklerinde
											bunu mikroskopla incelemesi için
patoloğa göndermek üzere
											numune alırlar.
											Patologlar her gün yüzlerce parçayı,
											milyonlarca hücreyi incelerler.
											Bunu desteklemek amacıyla
											bazı araştırmacılar, 
bir yapay zekâ sınıflandırıcı yaptılar.
											Artık bu sınıflandırıcı resimlere bakarak
""bunun kanser olup olmadığını""
											söyler.
											Sınıflandırıcı gayet iyiydi,
											ancak bunu çoğu zaman 
doğru teşhis eden
											insan kadar değildi.
									","
											Otro ejemplo con consecuencias 
que cambian la vida
											es el diagnóstico del cáncer.
											Cuando un médico sospecha cáncer,
											toman una muestra y 
la envían a un patólogo,
											que lo mira bajo un microscopio.
											Los patólogos observan 
cientos de diapositivas
											y millones de células cada día.
											Así que para apoyar esta tarea,
											algunos investigadores hicieron 
un clasificador de IA.
											El clasificador dice: 
""¿Es cáncer o no es cáncer?""
											mirando las fotos.
											El clasificador era bastante bueno,
											pero no tan bueno como la persona,
											quien lo hizo bien 
la mayor parte del tiempo.
									","How AI can enhance our memory, work and social lives",Tom Gruber,9:46,"AI,collaboration,computers,intelligence,machine learning,technology,product design"
"
","
","
","How AI can enhance our memory, work and social lives",Tom Gruber,9:46,"AI,collaboration,computers,intelligence,machine learning,technology,product design"
"
											But when they combine the ability
of the machine and the human together,
											accuracy went to 99.5 percent.
											Adding that AI to a partnership
eliminated 85 percent of the errors
											that the human pathologist
would have made working alone.
											That's a lot of cancer
that would have otherwise gone untreated.
											Now, for the curious, it turns out
											that the human was better
at rejecting false positives,
											and the machine was better
at recognizing those hard-to-spot cases.
											But the lesson here isn't about
which agent is better
											at this image-classification task.
											Those things are changing every day.
											The lesson here
											is that by combining the abilities
of the human and machine,
											it created a partnership
that had superhuman performance.
											And that is humanistic AI.
									","
											Fakat makine ve insanın yeteneğini
birleştirdiklerinde,
											doğruluk oranı yüzde 99.5'e ulaştı.
											Yapay zekâyı bir ortak çalışmaya katmak,
insan patoloğun yalnız çalıştığında
											yapacağı hataların %85'ini 
ortada kaldırmıştı.
											Aksi halde bu tedavi edilmemiş 
birçok kanser vakası demekti.
											İşin ilginç yanı şu:

											Yalancı pozitifi reddetmekte insan,
											fark edilmesi zor noktaları görmekte
makine daha iyiydi.
											Ancak burada önemli olan hangi aracın
bu görsel-sınıflandırma işinde
											daha iyi olduğu değil.
											Bu tür şeyler her gün değişir.
											Burada önemli olan,
											insan ve makine yeteneklerini
birleştirmenin
											insanüstü bir performansı olan
bir ortaklık ortaya çıkardığıdır.
											İşte bu da hümanistik yapay zekâdır.
									","
											Pero al combinar la capacidad 
de la máquina y el humano juntos,
											la precisión era al 99,5 %.
											Añadir la IA a una colaboración 
humana eliminó el 85 % de los errores
											que el patólogo humano 
habría cometido al trabajar solo.
											Eso es mucho cáncer que de 
otra manera no habría sido tratado.
											Para los curiosos, resulta que
											el humano es mejor 
en rechazar falsos positivos,
											y la máquina mejor para reconocer 
aquellos casos difíciles de detectar.
											Pero la lección aquí no es 
qué agente es mejor
											en esta tarea 
de clasificación de imágenes.
											Esas cosas están cambiando cada día.
											La lección aquí
											es que combinar 
las habilidades del humano y la máquina,
											generó una cooperación 
con un rendimiento sobrehumano.
											Y eso es la IA humanista.
									","How AI can enhance our memory, work and social lives",Tom Gruber,9:46,"AI,collaboration,computers,intelligence,machine learning,technology,product design"
