en,tr,es,de,title,speaker,duration,tags
"
","
","
","
",Our fight for disability rights — and why we're not done yet,Judith Heumann,17:10,"activism,education,disability,community,humanity,identity,personal growth,leadership,social change,society,TEDx"
"
											I was born in 1947, a long time ago,
											and when I was 18 months old, I had polio.
											I was in an iron lung for three months
											and in and out of the hospital
for three years.
											Now, we had lots of neighbors
in our Brooklyn neighborhood,
											and some of them were really
very helpful for my parents.
											Some of them were really
afraid of contagion,
											and they wouldn't even walk
in front of our house.
											They would literally
walk across the street.
											I think this was a time
when my family really began to realize
											what disability meant to some people:
											fear.
									","
											1947 yılında, çok zaman önce, doğdum
											ve 18 aylıkken çocuk felci oldum.
											Üç ay boyunca yapay akciğerle yaşadım
											ve üç sene boyunca hastaneye 
girip çıkarak yaşadım.
											Brooklyn mahallesinde 
birçok komşumuz vardı
											ve bazıları ebeveynlerime 
çok yardımcı oldular.
											Bazıları bulaşıcı bir şey olmasından
çok korkuyorlardı
											ve evimizin önünden
yürüyemezlerdi bile.
											Gerçekten caddenin karşısına yürürlerdi.
											Bence ailem benim engelimin 
diğer insanlar için
											ne demek olduğunu bu zaman öğrendi:
											korku.
									","
											Nací en 1947 hace mucho tiempo,
											y cuando tenía 18 meses, tuve polio.
											Estuve enchufada 
a un pulmón metálico tres meses
											y entrando y saliendo del hospital
durante tres años.
											Teníamos un montón de vecinos
en nuestro barrio de Brooklyn,
											y algunos de ellos eran
muy serviciales con mis padres.
											Algunos tenían realmente
miedo de contagiarse,
											y ni siquiera andaban
por delante de nuestra casa.
											Literalmente se cambiaban de acera.
											Creo que fue la época en la que
mi familia se empezó a dar cuenta
											de lo que la discapacidad 
significaba para algunos:
											miedo.
									","
											Ich wurde 1947 geboren, vor langer Zeit.
											Als ich 18 Monate alt war,
hatte ich Polio.
											Drei Monate lang wurde ich
künstlich beatmet
											und drei Jahre lang musste ich
immer wieder ins Krankenhaus.
											Nun, wir hatten viele Nachbarn
in unserer Nachbarschaft in Brooklyn,
											und einige von ihnen waren wirklich
hilfsbereit gegenüber meinen Eltern.
											Andere hatten wirklich
große Angst sich anzustecken
											und gingen nicht einmal
an unserem Haus vorbei.
											Sie wechselten buchstäblich
die Straßenseite.
											Ich denke, das war die Zeit, als meine
Familie wirklich zu realisieren begann,
											was eine Behinderung
für manche Leute darstellt:
											Angst.
									",Our fight for disability rights — and why we're not done yet,Judith Heumann,17:10,"activism,education,disability,community,humanity,identity,personal growth,leadership,social change,society,TEDx"
"
","
","
","
",Our fight for disability rights — and why we're not done yet,Judith Heumann,17:10,"activism,education,disability,community,humanity,identity,personal growth,leadership,social change,society,TEDx"
"
											And it wasn't even a sure thing
that I would live at home,
											although I didn't learn about this
until I was 36 years old.
											I was having a discussion
with my father one night,
											and he said, ""You know,
when you were two years old,
											one of the doctors
suggested to your mom and I
											that you live in an institution,
											that they could just
go ahead with their lives
											and raise their kids
											and kind of be done with having to deal
with all the disability-related things.
											I didn't believe my father,
not because he was a liar,
											but I'd never heard this story,
											and my mother in fact validated that.
											She never wanted to tell me.
									","
											Evde yaşayacağım da kesin değildi.
											Ben bunu 36 yaşıma kadar 
öğrenmemiş olsam da...
											Babamla bir akşam bir tartışma yaşadık
											ve dedi ki, ""Biliyor musun?
Sen iki yaşındayken
											doktorların bir tanesi senin
bir enstitüde
											yaşamanı önerdi.""
											Böylece onlar hayatlarına 
olduğu gibi devam edebilirdi
											çocuklarını büyütebilirdi
											ve engellilik ile ilgili onca şey ile 
ilgilenmek zorunda kalmazlardı.
											Babama inanmadım,
yalancı olduğundan değil
											ama bu hikâyeyi daha önce hiç duymamıştım.
											Ve annem bu hikâyeyi doğruladı.
											Bana hiç söylemek istememişti.
									","
											y ni siquiera era seguro
de que viviría en casa,
											aunque no entendí eso
hasta tener 36 años.
											Estaba teniendo una discusión
con mi padre una noche,
											y él dijo, ""Cuando tenías dos años,
											uno de los médicos nos
sugirió a tu madre y a mí
											que vivieras en una institución,
											para que pudieramos 
seguir adelante con nuestras vidas
											y criar al resto de los hijos
											y así no tener que lidiar con
todo lo relacionado con la discapacidad.
											No creía a mi padre,
no porque fuera un mentiroso,
											sino porque nunca había oído esta historia
											y mi madre, de hecho, la validó.
											Ella nunca quiso contármela.
									","
											Es war sogar gar nicht sicher,
ob ich daheim leben würde.
											Davon hörte ich aber erst,
als ich 36 Jahre alt war.
											Ich führte eines Abends
ein Gespräch mit meinem Vater
											und er sagte: ""Weißt du,
als du zwei Jahre alt warst,
											hat einer der Ärzte deiner Mutter
und mir vorgeschlagen,
											dass du in einer Einrichtung
leben könntest.""
											So dass sie einfach ihre Leben
wie bisher leben könnten,
											ihre Kinder erziehen könnten
											und einfach alle behinderungs-
bedingten Dinge los wären.
											Ich glaubte meinem Vater nicht,
nicht, weil er oft log,
											sondern weil ich diese Geschichte
nie gehört hatte
											und meine Mutter
bestätigte dies als Tatsache.
											Sie wollte es mir nie erzählen.
									",Our fight for disability rights — and why we're not done yet,Judith Heumann,17:10,"activism,education,disability,community,humanity,identity,personal growth,leadership,social change,society,TEDx"
"
","
","
","
",Our fight for disability rights — and why we're not done yet,Judith Heumann,17:10,"activism,education,disability,community,humanity,identity,personal growth,leadership,social change,society,TEDx"
"
											But in reality, I don't know why
I was really surprised by this story,
											because when I was five years old,
											and my mother, like mothers and fathers
all across the United States,
											was taking me to school to enroll,
											she pushed my wheelchair to the school
in walking distance to our house,
											pulled the wheelchair
up the steps into the school,
											and we were greeted by the principal.
											Not really greeted.
											But the principal said,
no, I couldn't come to that school
											because it wasn't accessible.
											But he told us not to worry,
											because the Board of Education in fact
would send a teacher to my house.
											And they did
											for a total of two and a half hours
											a week.
									","
											Ama aslında bu hikâyenin beni 
neden şaşırttığını bilmiyorum.
											Çünkü ben beş yaşındayken
											ve annem, Amerika'daki 
diğer anne babalar gibi,
											beni okula kaydetmeye götürdü.
											Yürüme mesafesinde olan okula kadar
tekerlekli sandalyemi sürdü,
											okulun merdivenlerinden 
sandalyemi yukarı çekti
											ve okulun müdürü tarafından karşılandık.
											Aslında tam karşılanmadık.
											Daha doğrusu müdür o okula
gidemeyeceğimi
											çünkü erişilebilir olmadığını söyledi.
											Ama bize endişelenmememiz gerektiğini
											çünkü Eğitim Kurulu'nun evimize
bir öğretmen yollayacağını söyledi.
											Ve yolladılar da.
											Bir haftada toplam sadece
											iki buçuk saat.
									","
											Pero en realidad, no entiendo por qué
estaba tan sorprendida con esta historia,
											porque cuando tenía 5 años,
											y mi madre, como las madres y
padres en todo EE. UU.,
											me llevó a la escuela para inscribirme,
											empujó mi silla de ruedas a la escuela
a poca distancia de nuestra casa,

											levantó la silla por los
escalones dentro de la escuela,
											y fuimos recibidos por el director.
											No realmente recibidos.
											Pero como dijo el director,
no, no podía ir a esa escuela
											porque ésta no era accesible.
											Pero él dijo que no nos preocupáramos,
											porque la Junta de Educación 
enviaría un profesor a mi casa.
											Y ellos lo hicieron
											por un total de dos horas y media
											una semana.
									","
											Aber eigentlich, weiß ich nicht, warum
mich diese Geschichte so überraschte.
											Denn als ich fünf Jahre alt war,
											nahm mich meine Mutter, wie es Mütter
und Väter überall in Amerika tun,
											zur Schule mit, um mich anzumelden.
											Sie schob meinen Rollstuhl zur Schule, die
von unserem Haus zu Fuß zu erreichen war,
											zog den Rollstuhl 
die Treppen hoch in die Schule,
											wo wir vom Direktor begrüßt wurden.
											Nicht wirklich begrüßt.
											Aber der Direktor sagte: Nein,
ich könnte nicht in diese Schule gehen,
											denn sie wäre nicht behindertengerecht.
											Er meinte, wir sollten uns nicht sorgen,
											da der Bildungsausschuss einen Lehrer
zu mir nach Hause schicken würde.
											Was sie auch taten,
											insgesamt zweieinhalb Stunden
											pro Woche.
									",Our fight for disability rights — and why we're not done yet,Judith Heumann,17:10,"activism,education,disability,community,humanity,identity,personal growth,leadership,social change,society,TEDx"
"
","
","
","
",Our fight for disability rights — and why we're not done yet,Judith Heumann,17:10,"activism,education,disability,community,humanity,identity,personal growth,leadership,social change,society,TEDx"
"
											(Audience murmurs)
									","
											(Mırıldanmalar)
									","
											(la Audiencia murmura)
									","
											(Raunen im Publikum)
									",Our fight for disability rights — and why we're not done yet,Judith Heumann,17:10,"activism,education,disability,community,humanity,identity,personal growth,leadership,social change,society,TEDx"
"
","
","
","
",Our fight for disability rights — and why we're not done yet,Judith Heumann,17:10,"activism,education,disability,community,humanity,identity,personal growth,leadership,social change,society,TEDx"
"
											But for good behavior,
											they threw in an occupational therapist
											who taught me that very essential skill
											of cross-stitching.
									","
											Ama iyilik olsun diye
											bana çok temel bir beceri olan
											kanaviçeyi öğretecek bir
											ergoterapist yolladılar.
									","
											Pero por buen comportamiento,
											me llevaron a un terapeuta ocupacional
											quien me enseñó habilidades muy esenciales
											de punto de cruz.
									","
											Aber des guten Willens wegen
											schickten sie sogar einen Ergotherapeuten,
											der mir die wirklich
essenzielle Fertigkeit
											des Kreuzstiches beim Nähen beibrachte.
									",Our fight for disability rights — and why we're not done yet,Judith Heumann,17:10,"activism,education,disability,community,humanity,identity,personal growth,leadership,social change,society,TEDx"
