en,tr,es,fr,title,speaker,duration,tags
"
","
","
","
",How to use family dinner to teach politics,Hajer Sharief,11:21,"politics,children,social change,women,society,culture,democracy,parenting,Middle East,activism"
"
											Twenty years ago,
											my family introduced a system
called ""Friday Democracy Meetings.""
											Every Friday at 7pm, my family
came together for an official meeting
											to discuss the current family affairs.
											These meetings were facilitated
by one of my parents,
											and we even had a notetaker.
									","
											Yirmi yıl önce,
											ailem ""Cuma Demokrasi Toplantıları""
adlı bir sistem öne sürdü.
											Her cuma günü saat 7'de ailem
resmi bir toplantı için bir araya geldi
											ve aile sorunlarını tartıştık.
											Bu toplantılar ebeveynlerimden
biri tarafından kolaylaştırıldı
											ve bir not tutucumuz bile vardı.
									","
											Hace 20 años,
											mi familia introdujo un sistema llamado 
""Reuniones de la democracia los viernes"".
											Cada viernes a las 19 hs mi familia 
se juntaba para tener una reunión oficial
											y discutir los asuntos 
familiares actuales.
											Estas reuniones las dirigía 
uno de mis padres
											e incluso teníamos un anotador.
									","
											Il y a 20 ans,
											ma famille a mis en place un système :
											les « Réunions démocratiques
du vendredi ».
											Chaque vendredi à 19h, ma famille
se réunissait pour une réunion officielle
											pour discuter des affaires
familiales du moment.
											Ces réunions étaient facilitées
par l'un de mes parents
											et nous avions même un preneur de notes.
									",How to use family dinner to teach politics,Hajer Sharief,11:21,"politics,children,social change,women,society,culture,democracy,parenting,Middle East,activism"
"
","
","
","
",How to use family dinner to teach politics,Hajer Sharief,11:21,"politics,children,social change,women,society,culture,democracy,parenting,Middle East,activism"
"
											These meetings had two rules.
											First, you are allowed
to speak open and freely.
											Us kids were allowed
to criticize our parents
											without that being considered
disrespectful or rude.
											Second rule was the Chatham House rule,
											meaning whatever is said in the meeting
stays in the meeting.
									","
											Bu toplantıların iki kuralı vardı.
											Öncelikle, açık ve özgürce konuşabilirdin.
											Biz çocuklar, saygısız veya kaba
olduğu düşünülmeden
											ebeveynlerimizi eleştirebilirdik.
											İkinci kural Chatham Evi kuralıydı,
											yani toplantıda konuşulanlar
toplantıda kalır.
									","
											Estas reuniones tenían dos reglas.
											Primero, se le permite hablar 
abierta y libremente.
											A los niños se nos permitía 
criticar a nuestros padres
											sin que eso se considerara 
irrespetuoso o grosero.
											La segunda regla era 
la regla de Chatham House,
											lo que significa que lo que se dice 
en la reunión se queda en la reunión.
									","
											Ces réunions avaient deux règles.
											Un : vous avez le droit de parler
franchement et librement.
											Nous, les enfants, avions le droit
de critiquer nos parents
											sans que cela ne soit considéré
irrespectueux ou impoli.
											La deuxième règle était
la règle de Chatham House :
											ce qui se dit à la réunion
reste à la réunion.
									",How to use family dinner to teach politics,Hajer Sharief,11:21,"politics,children,social change,women,society,culture,democracy,parenting,Middle East,activism"
"
","
","
","
",How to use family dinner to teach politics,Hajer Sharief,11:21,"politics,children,social change,women,society,culture,democracy,parenting,Middle East,activism"
"
											(Laughter)
									","
											(Kahkaha)
									","
											(Risas)
									","
											(Rires)
									",How to use family dinner to teach politics,Hajer Sharief,11:21,"politics,children,social change,women,society,culture,democracy,parenting,Middle East,activism"
"
","
","
","
",How to use family dinner to teach politics,Hajer Sharief,11:21,"politics,children,social change,women,society,culture,democracy,parenting,Middle East,activism"
"
											The topics which were discussed
in these meetings
											varied from one week to another.
											One week, we'd talk about
what food we wanted to eat,
											what time us kids should go to bed
											and how to improve things as a family,
											while another meeting discussed
pretty much events that happened at school
											and how to solve
disputes between siblings,
											by which I mean real fights.
											At the end of each meeting,
we'd reach decisions and agreements
											that would last at least
until the next meeting.
									","
											Bu toplantılarda tartışılan konular
											haftadan haftaya değişirdi.
											Bir hafta hangi yemeği
yemek istediğimizi konuşurduk,
											biz çocukların yatağa
kaçta gitmesi gerektiğini,
											aile olarak bir şeyleri
nasıl geliştirebileceğimizi,
											başka bir toplantıda da büyük ölçüde
okulda olan şeyleri
											ve kardeşler arasındaki tartışmaların
nasıl çözülebileceğini,
											gerçek kavgalardan bahsediyorum.
											Her toplantının sonunda kararlara
ve anlaşmalara varırdık,
											bunlar da en azından bir sonraki
toplantıya kadar devam ederdi.
									","
											Los temas discutidos en estas reuniones
											variaban de una semana a otra.
											Una semana, hablábamos 
sobre qué comida queríamos comer,
											a qué hora los niños debíamos ir a la cama
											y cómo mejorar las cosas como familia.
											Mientras que en otra reunión se discutían 
eventos ocurridos en la escuela
											y cómo resolver disputas entre hermanos,
											me refiero a peleas reales.
											Al final de cada reunión, 
llegábamos a decisiones y acuerdos.
											Eso duraba al menos 
hasta la siguiente reunión.
									","
											Les sujets qui étaient discutés
durant ces réunions
											variaient d'une semaine sur l'autre.
											Une semaine, nous parlions
de ce que nous voulions manger,
											à quelle heure nous, les enfants,
devrions aller au lit
											et comment améliorer les choses en famille
											alors qu'une autre réunion abordait
ce qu'il s'était passé à l'école
											et comment résoudre les litiges
entre frères et sœurs,
											ce par quoi j'entends de vraies bagarres.
											A la fin de chaque réunion,
											nous prenions des décisions
et parvenions à des accords
											qui duraient au moins
jusqu'à la réunion suivante.
									",How to use family dinner to teach politics,Hajer Sharief,11:21,"politics,children,social change,women,society,culture,democracy,parenting,Middle East,activism"
"
","
","
","
",How to use family dinner to teach politics,Hajer Sharief,11:21,"politics,children,social change,women,society,culture,democracy,parenting,Middle East,activism"
"
											So you could say
I was raised as a politician.
											By the age of six or seven,
I mastered politics.
											I was negotiating, compromising,
											building alliances
with other political actors.
									","
											Yani bir politikacı olarak
yetiştirildiğimi söyleyebilirsiniz.
											Altı veya yedi yaşına geldiğimde
siyaseti iyice öğrenmiştim.
											Müzakere ediyor, anlaşmaya varıyor,
											diğer siyasi katılımcılarla
müttefik oluyordum.
									","
											Entonces se podría decir 
que fui criada como política.
											A los seis o siete años 
dominaba la política.
											Negociaba, me comprometía
											construyendo alianzas 
con otros actores políticos.
									","
											Vous pourriez dire
que j'ai été élevée politicienne.
											A l'âge de six ou sept ans,
je maîtrisais la politique.
											Je négociais, je faisais des compromis,
											je créais des alliances
avec d'autres acteurs politiques.
									",How to use family dinner to teach politics,Hajer Sharief,11:21,"politics,children,social change,women,society,culture,democracy,parenting,Middle East,activism"
"
","
","
","
",How to use family dinner to teach politics,Hajer Sharief,11:21,"politics,children,social change,women,society,culture,democracy,parenting,Middle East,activism"
"
											(Laughter)
									","
											(Kahkaha)
									","
											(Risas)
									","
											(Rires)
									",How to use family dinner to teach politics,Hajer Sharief,11:21,"politics,children,social change,women,society,culture,democracy,parenting,Middle East,activism"
"
","
","
","
",How to use family dinner to teach politics,Hajer Sharief,11:21,"politics,children,social change,women,society,culture,democracy,parenting,Middle East,activism"
"
											And I even once tried to jeopardize
the political process.
									","
											Hatta bir kere siyasal süreci
tehlikeye atmayı bile denedim.
									","
											E incluso una vez intenté poner 
en peligro el proceso político.
									","
											Une fois, j'ai même essayé
de compromettre le processus politique.
									",How to use family dinner to teach politics,Hajer Sharief,11:21,"politics,children,social change,women,society,culture,democracy,parenting,Middle East,activism"
"
","
","
","
",How to use family dinner to teach politics,Hajer Sharief,11:21,"politics,children,social change,women,society,culture,democracy,parenting,Middle East,activism"
"
											(Laughter)
									","
											(Kahkaha)
									","
											(Risas)
									","
											(Rires)
									",How to use family dinner to teach politics,Hajer Sharief,11:21,"politics,children,social change,women,society,culture,democracy,parenting,Middle East,activism"
"
","
","
","
",How to use family dinner to teach politics,Hajer Sharief,11:21,"politics,children,social change,women,society,culture,democracy,parenting,Middle East,activism"
"
											These meetings sound very peaceful,
civil and democratic, right?
											But that was not always the case.
											Because of this open, free space
to talk, discuss and criticize,
											things sometimes got really heated.
									","
											Bu toplantılar kulağa çok huzurlu,
medeni ve demokratik geliyor değil mi?
											Ama her zaman öyle olmuyordu.
											Konuşmak, tartışmak ve eleştirmek için
olan bu açık, serbest alan yüzünden
											işler bazen oldukça
hararetli olabiliyordu.
									","
											Estas reuniones suenan muy pacíficas, 
civilizadas y democráticas, ¿no?
											Pero no fue siempre así.
											Debido a este espacio abierto y libre 
para hablar, discutir y criticar,
											las cosas a veces se calentaban mucho.
									","
											Ces réunions semblent très pacifiques,
civiles et démocratiques, n'est-ce pas ?
											Mais ce n'était pas toujours le cas.
											Du fait de cet endroit libre et ouvert
pour parler, discuter et critiquer,
											les choses se sont parfois emballées.
									",How to use family dinner to teach politics,Hajer Sharief,11:21,"politics,children,social change,women,society,culture,democracy,parenting,Middle East,activism"
"
","
","
","
",How to use family dinner to teach politics,Hajer Sharief,11:21,"politics,children,social change,women,society,culture,democracy,parenting,Middle East,activism"
"
											One meeting went really bad for me.
											I was about 10 years old at that time,
											and I'd done something
really horrible at school,
											which I'm not going to share today —
									","
											Bir toplantı benim için çok kötü gitti.
											O zaman yaklaşık 10 yaşındaydım
											ve okulda çok korkunç bir şey yapmıştım,
											ne olduğunu bugün paylaşmayacağım —
									","
											Una reunión fue muy mala para mí.
											Tenía unos diez años en ese momento,
											y había hecho algo 
realmente horrible en la escuela
											que no voy a compartir hoy.
									","
											Une réunion s'est
très mal passée pour moi.
											J'avais environ 10 ans à l'époque
											et j'avais fait quelque chose
de terrible à l'école,
											que je ne partagerai pas aujourd'hui —
									",How to use family dinner to teach politics,Hajer Sharief,11:21,"politics,children,social change,women,society,culture,democracy,parenting,Middle East,activism"
"
","
","
","
",How to use family dinner to teach politics,Hajer Sharief,11:21,"politics,children,social change,women,society,culture,democracy,parenting,Middle East,activism"
"
											(Laughter)
									","
											(Kahkaha)
									","
											(Risas)
									","
											(Rires)
									",How to use family dinner to teach politics,Hajer Sharief,11:21,"politics,children,social change,women,society,culture,democracy,parenting,Middle East,activism"
"
","
","
","
",How to use family dinner to teach politics,Hajer Sharief,11:21,"politics,children,social change,women,society,culture,democracy,parenting,Middle East,activism"
