en,tr,fr,title,speaker,duration,tags
"
","
","
",The little risks you can take to increase your luck,Tina Seelig,11:39,"business,collaboration,communication,success,personal growth"
"
											I've spent nearly two decades
											observing what makes people
luckier than others
											and trying to help people
increase their luck.
											You see, I teach entrepreneurship,
											and we all know
that most new ventures fail,
											and innovators and entrepreneurs
need all the luck they can get.
									","
											İnsanları diğerlerinden 
daha şanslı kılan şeyin
											ne olduğunu inceleyip onlara
şanslarını artırmaları hususunda
											yardımcı olmaya çalışarak
yaklaşık 20 yılımı harcadım.
											Yani, girişimciliği öğretiyorum 
ve hepimiz yeni girişimlerin çoğunun
											çuvalladığını biliyoruz, 
yenilikçiler ile girişimciler
											elde edebilecekleri tüm
şanslara ihtiyaç duyuyorlar.
									","
											J'ai passé environ deux décennies
											à observer ce qui fait que certains
sont plus chanceux que les autres
											et à essayer d'aider les gens
à augmenter leur chance.
											Voyez-vous,
j'enseigne l'esprit d'entreprise,
											et nous savons tous que la plupart
des jeunes entreprises échouent,
											que les innovateurs et les entrepreneurs
ont besoin d'un maximum de chance.
									",The little risks you can take to increase your luck,Tina Seelig,11:39,"business,collaboration,communication,success,personal growth"
"
","
","
",The little risks you can take to increase your luck,Tina Seelig,11:39,"business,collaboration,communication,success,personal growth"
"
											So what is luck?
											Luck is defined as success or failure
apparently caused by chance.
											Apparently.
											That's the operative word.
											It looks like it's chance
											because we rarely see all the levers
that come into play to make people lucky.
											But I've realized, by watching so long,
											that luck is rarely a lightning strike,
											isolated and dramatic.
											It's much more like the wind,
											blowing constantly.
											Sometimes it's calm,
											and sometimes it blows in gusts,
											and sometimes it comes from directions
that you didn't even imagine.
									","
											Öyleyse şans nedir?
											Şans görünüşte talihten kaynaklanan başarı
veya başarısızlık olarak tanımlanır.
											Görünüşte.
											İşte bu anahtar sözcük.
											Bu talih olarak görülüyor çünkü
insanları şanslı hale getirmek için
											işin içine giren 
vasıtaları nadiren görürüz.
											Ancak uzun zaman gözlemleyerek şansın
											nadiren yıldırım çarpması gibi izole
											ve dramatik olduğunun farkına vardım.
											O, daha çok durmaksızın esen
											rüzgar gibidir.
											Bazen sakindir,
											bazen bir fırtına gibi eser
											ve bazen de hayal bile edemeyeceğiniz
yönlerden eser.
									","
											Qu'est-ce que la chance ?
											On la définit par une réussite, un échec,
apparemment causés par le hasard.
											Apparemment.
											C'est le mot-clef.
											Cela ressemble au hasard
											car on ne voit pas tous les leviers
qui influent la chance de quelqu'un.
											J'ai réalisé, en observant longuement,
											que la chance est rarement un éclair,
											isolé et dramatique.
											Elle ressemble bien plus au vent,
											qui souffle constamment.
											Parfois calme,
											parfois en rafales,
											et parfois venant de directions
que l'on n'avait pas imaginées.
									",The little risks you can take to increase your luck,Tina Seelig,11:39,"business,collaboration,communication,success,personal growth"
"
","
","
",The little risks you can take to increase your luck,Tina Seelig,11:39,"business,collaboration,communication,success,personal growth"
"
											So how do you catch the winds of luck?
											It's easy, but it's not obvious.
											So I'm going to share
three things with you
											that you can do to build a sail
to capture the winds of luck.
											The first thing you want to do
											is to change your relationship
with yourself.
											Be willing to take small risks
that get you out of your comfort zone.
											Now, when we're children,
we do this all the time.
											We have to do this if we're going
to learn how to walk or talk
											or ride a bike
											or even quantum mechanics. Right?
											We need to go from someone one week
who doesn't ride a bike
											to, next week, someone who does.
											And this requires us to get
out of our comfort zone
											and take some risks.
											The problem is, as we get older,
											we rarely do this.
											We sort of lock down
the sense of who we are
											and don't stretch anymore.
									","
											O halde şans rüzgarlarını
nasıl yakalayacaksınız?
											Bu kolay, ancak aşikar değil.
											Bu yüzden, şans rüzgarlarını
yakalayabilmek için bir yelken
											inşa edebileceğiniz üç şeyi
sizlerle paylaşacağım.
											Yapmanız gereken ilk şey
											kendiniz ile olan 
ilişkinizi değiştirmektir.
											Sizi konfor alanınızdan çıkaracak
küçük riskler almaya istekli olun.
											Çocukken bunu hep yaparız.
											Eğer yürümeyi,
konuşmayı, bisiklet sürmeyi
											ve hatta kuantum 
mekaniğini öğreneceksek
											bunu yapmak zorundayız. Öyle değil mi?
											Bir hafta bisiklet sürmeyen 
birinden gelecek haftaya
											bisiklet süren birine
dönüşmek zorundayız.
											Bu, konfor alanlarımızdan çıkarak
											bazı riskler almamızı gerektiriyor.
											Sorun ise bunu yaşlandıkça
											nadiren yapmamızdır.
											Kim olduğumuz hissine dair yabancılaşır
											ve kendimizi daha fazla zorlamayız.
									","
											Alors, comment attraper
les vents de la chance ?
											C'est facile, mais pas évident.
											Je vais donc vous partager trois choses
											à faire pour construire votre voile
et saisir les vents de la chance.
											La première chose à faire
											est de changer
votre relation avec vous-même.
											Soyez prêt à prendre de petits risques
qui vous sortent de votre zone de confort.
											Quand nous étions enfants,
nous le faisions tout le temps.
											On doit le faire,
pour apprendre à marcher,
											à parler ou à faire du vélo
											ou même la mécanique quantique, non ?
											Nous devons passer de quelqu'un
qui ne sait pas faire de vélo
											à quelqu'un qui sait.
											Cela nous demande de sortir
de notre zone de confort
											et de prendre des risques.
											Le problème est qu'en vieillissant,
											on le fait plus rarement.
											Nous enfermons qui nous sommes
											et nous ne nous étirons plus.
									",The little risks you can take to increase your luck,Tina Seelig,11:39,"business,collaboration,communication,success,personal growth"
"
","
","
",The little risks you can take to increase your luck,Tina Seelig,11:39,"business,collaboration,communication,success,personal growth"
"
											Now, with my students,
											I spend a lot of time
giving them encouragement
											to get out of their comfort zone
and take some risks.
											How do I do this?
											Well, I start out by having them
fill out a risk-o-meter.
											Now, it's basically a fun thing
we developed in our class
											where they map out what risks
they're willing to take.
											And it becomes clear very quickly to them
											that risk-taking is not binary.
											There are intellectual risks
and physical risks and financial risks
											and emotional risks and social risks
and ethical risks and political risks.
											And once they do this, they compare
their risk profiles with others,
											and they quickly realize
that they're all really different.
									","
											Şimdi öğrencilerimle birlikte,
											onları konfor alanlarından çıkıp bazı
riskler almalarında
											cesaretlendirmek için
fazlaca zaman harcıyorum.
											Bunu nasıl yapıyorum?
											Onlara bir ''risk ölçeği'' doldurtarak
işe koyuluyorum.
											Bu, sınıfımızda geliştirdiğimiz,
hangi riskleri almaya
											istekli olduklarını planladıkları,
esasen eğlenceli bir şey.
											Böylece risk almanın iki yönlü olmadığı
											çabucak anlaşılıyor.
											Entelektüel riskler, fiziksel riskler, 
finansal riskler,
											duygusal riskler, sosyal riskler, ahlaki
riskler ve politik riskler mevcut.
											Bunu yaptıklarında risk profillerini
başkalarınınkiyle karşılaştırır
											ve hepsinin gerçekten farklı 
olduğunu çabucak fark ederler.
									","
											Alors, avec mes élèves,
											je passe beaucoup de temps
à les encourager
											à quitter la zone de confort,
à prendre des risques.
											Comment fais-je cela ?
											Je commence par leur faire
remplir un «  Risquomètre ».
											C'est une chose amusante
que nous avons créée dans le cours
											où ils planifient
quels risques ils sont prêts à prendre.
											Et cela leur devient très vite clair
											que prendre des risques n'est pas binaire.
											Il y a des risques intellectuels,
physiques, financiers,
											émotionnels, sociaux,
éthiques et politiques.
											Et quand ils voient cela,
ils comparent leur profil avec les autres
											et réalisent vite
qu'ils sont tous différents.
									",The little risks you can take to increase your luck,Tina Seelig,11:39,"business,collaboration,communication,success,personal growth"
"
","
","
",The little risks you can take to increase your luck,Tina Seelig,11:39,"business,collaboration,communication,success,personal growth"
"
											I then encourage them to stretch,
											to take some risks that get them
out of their comfort zone.
											For example, I might ask them
to do an intellectual risk
											and try to tackle a problem
they haven't tried before;
											or a social risk, talking to someone
sitting next to them on the train;
											or an emotional risk,
											maybe telling someone
they really care about how they feel.
									","
											Ben de o zaman onları zorlamaya,
kendilerini konfor alanlarından
											çıkaracak bazı riskler
almaya teşvik ediyorum.
											Mesela, onlardan 
entelektüel bir risk alarak
											daha önce hiç denemedikleri bir
problemi çözmeye uğraşmalarını,
											sosyal bir risk alarak trende yanlarında
oturan kişiyle konuşmalarını
											veya duygusal bir 
risk alarak
											gerçekten önemsedikleri birine
hislerini söylemelerini isteyebilirim.
									","
											Je les encourage ensuite à s'étirer,
											à prendre des risques pour sortir
de leur zone de confort.
											Par exemple, je peux leur demander
de prendre un risque intellectuel
											en s'attaquant à un problème
qu'ils n'ont jamais essayé ;
											ou un risque social, parler à quelqu'un
assis à côté d'eux dans le train ;
											ou un risque émotionnel,
											peut-être dire à quelqu'un de cher
comment ils se sentent.
									",The little risks you can take to increase your luck,Tina Seelig,11:39,"business,collaboration,communication,success,personal growth"
