en,es,fr,pt,tr,title,speaker,duration,tags
"
","
","
","
","
",Why do hospitals have particle accelerators?,Pedro Brugarolas,4:27,"TED-Ed,animation,medicine,medical imaging,medical research,biology,innovation,invention,Alzheimer's,disability,science,testing,health care,disease,public health,cancer,health,technology,healthcare"
"
											This syringe contains a radioactive form 
of glucose known as FDG.
											The doctor will soon inject its contents 
into her patient’s arm,
											whom she’s testing for cancer 
using a PET scanner.
											The FDG will quickly circulate 
through his body.
											If he has a tumor,
											cancer cells within it will take up a 
significant portion of the FDG,
											which will act as a beacon 
for the scanner.
											PET tracers such as FDG
											are among the most remarkable tools 
in medical diagnostics,
											and their life begins in 
a particle accelerator,
											just hours earlier.
									","
											Esta jeringa contiene una forma
radioactiva de glucosa conocida como FDG.
											La doctora pronto inyectará su contenido
en el brazo de su paciente,
											a quien examina por cáncer
usando un tomógrafo.
											La FDG pronto circulará
por su cuerpo.
											Si tiene un tumor,
											las células cancerígenas tomarán
una porción importante de la FDG,
											que actuará como modelo
para el escáner.
											Los rastreadores TEP como la FDG
											están entre las herramientas más
extraordinarias en diagnósticos médicos,
											y su vida comienza
en un acelerador de partículas,
											solo horas antes.
									","
											Cette seringue contient du FDG,
une forme radioactive du glucose.
											Le médecin va bientôt injecter son contenu
dans le bras de son patient,
											qu'elle teste pour le cancer
à l'aide d'un scanner TEP.
											Le FDG circulera rapidement
à travers son corps.
											S'il a une tumeur,
											les cellules cancéreuses de son corps
porteront une part importante du FDG,
											qui fera office de balise pour le scanner.
											Les traceurs TEP tels que le FDG
											sont parmi les outils les plus efficaces
lors d'un diagnostic médical
											et leur vie commence
dans un accélérateur de particules,
											quelques heures plus tôt.
									","
											Esta seringa contém uma forma radioativa
de glucose, conhecida por FDG.
											A médica em breve vai injetar
o seu conteúdo no braço do doente,
											a quem vai fazer uma tomografia PET,
para deteção de cancro.
											A FDG vai circular rapidamente
por todo o corpo.
											Se ele tiver um tumor,
											as células cancerosas dentro dele
											apropriar-se-ão duma parte
significativa da FDG
											que atuará como um farol para o tomógrafo.
											Os marcadores PET como a FGD
											estão entre as ferramentas mais notáveis
dos diagnósticos médicos
											e a sua vida começa
num acelerador de partículas
											umas horas antes.
									","
											Bu şırınga, FDG olarak bilinen 
radyoaktif bir glikoz formunu içerir.
											Doktor yakında içeriğini 
PET tarayıcı kullanarak
											kanser için test ettiği hastanın 
koluna enjekte edecek.
											FDG hızla vücudun içinde dolaşacak.
											Eğer bir tümörü varsa
											içindeki kanser hücreleri 
FDG'nin önemli bir kısmını alır
											ve bu tarayıcı için bir 
işaretçi olarak işlev görür.
											FDG gibi PET izleyicileri,
											tıbbi teşhislerde en dikkat 
çekici araçlardan biridir
											ve yaşamları, saatler önce
											bir parçacık hızlandırıcısında başlar.
									",Why do hospitals have particle accelerators?,Pedro Brugarolas,4:27,"TED-Ed,animation,medicine,medical imaging,medical research,biology,innovation,invention,Alzheimer's,disability,science,testing,health care,disease,public health,cancer,health,technology,healthcare"
"
","
","
","
","
",Why do hospitals have particle accelerators?,Pedro Brugarolas,4:27,"TED-Ed,animation,medicine,medical imaging,medical research,biology,innovation,invention,Alzheimer's,disability,science,testing,health care,disease,public health,cancer,health,technology,healthcare"
"
											The particle accelerator in question 
is called a cyclotron,
											and it’s often housed in a bunker 
within hospitals.
											It uses electromagnetic fields to propel 
charged particles
											like protons faster and faster 
along a spiraling path.
											When the protons reach 
their maximum speed,
											they shoot out onto a target that contains
a few milliliters of a type of water
											with a heavy form of oxygen 
called oxygen-18.
											When a proton slams into one of these 
heavier oxygen atoms,
											it kicks out another subatomic particle 
called a neutron.
											This impact turns oxygen-18 
into fluorine-18,
											a radioactive isotope that can be 
detected on a PET scan.
											In a little under two hours,
											about half the fluorine will be gone 
due to radioactive decay,
											so the clock is ticking 
to get the scan done.
									","
											El acelerador de partículas
en cuestión se llama ciclotrón,
											y por lo general se almacena
en un búnker dentro de los hospitales.
											Usa campos electromagnéticos
para propulsar partículas cargadas
											como protones más y más rápido
por un camino en espiral.
											Cuando los protones alcanzan
su velocidad máxima,
											sobresalen en un blanco que contiene
unos milímetros de un tipo de agua
											con una forma pesada de oxígeno
llamada oxígeno-18.
											Cuando un protón se estrella con uno
de estos átomos de oxígeno más pesados,
											expulsa otra partícula subatómica
llamada neutrón.
											Este impacto convierte al oxígeno-18
en flúor 18,
											un isótopo radioactivo que puede
ser detectado en una tomografía.
											En poco menos de dos horas,
											cerca de la mitad del flúor desaparecerá
por descomposición radioactiva,
											así que el reloj corre
para realizar la tomografía.
									","
											L'accélérateur de particules en question
est appelé cyclotron
											et il est souvent logé dans un bunker
au sein des hôpitaux.
											Avec des champs électromagnétiques,
il propulse des particules chargées,
											comme des protons, de plus en plus vite
le long d'un chemin en spirale.
											Quand les protons atteignent
leur vitesse maximale,
											ils sortent vers une cible qui contient
quelques millilitres d'un type d'eau
											contenant une forme lourde
de l'oxygène : l'oxygène 18.
											Quand un proton heurte
l'un de ces atomes d'oxygène plus lourds,
											il expulse une autre particule subatomique
que l'on appelle « neutron ».
											Cet impact transforme
l'oxygène 18 en fluor 18,
											un isotope radioactif qui peut
être détecté par un scanner TEP.
											En un peu moins de deux heures,
											environ la moitié du fluor aura disparu
en raison de la désintégration radioactive
											et donc l'horloge tourne
pour faire le scan.
									","
											O acelerador de partículas
em questão chama-se um ciclotrão
											e habitualmente está encerrado
num ""bunker"" nos hospitais.
											Usa campos eletromagnéticos
para impulsionar partículas carregadas
											como protões, cada vez mais depressa,
por um caminho em espiral.
											Quando os protões atingem
a sua velocidade máxima,
											disparam sobre um alvo que contém
uns milímetros de um tipo de água
											com uma forma pesada de oxigénio
chamado oxigénio-18.
											Quando um protão embate num
desses átomos de oxigénio mais pesados,
											expulsa outra partícula subatómica
chamada neutrão.
											Este impacto transforma
o oxigénio-18 em flúor-18,
											um isótopo radioativo que pode ser
detetado numa tomografia PET.
											Em pouco menos de duas horas,
											cerca de metade do flúor desaparece
devido ao decaimento radioativo,
											por isso, há que olhar para o relógio 
para realizar a tomografia.
									","
											Söz konusu parçacık hızlandırıcıya 
siklotron adı verilir
											ve genellikle hastanelerdeki
bir sığınağa yerleştirilir.
											Protonlar gibi yüklü parçacıkları 
bir spiral yol boyunca
											çok hızlı itmek için 
elektromanyetik alanlar kullanır.
											Protonlar maksimum hızlarına ulaştığında,
											birkaç mililitre oksijen-18 
olarak adlandırılan
											ağır bir oksijen formunda su içeren 
bir hedefe ateş ederler.
											Bir proton, bu ağır oksijen 
atomlarından birine çarptığında,
											nötron adı verilen başka bir 
atom altı parçacığı ortaya çıkar.
											Bu etki, oksijen-18'i PET 
taramasında tespit edilebilen
											radyoaktif bir izotop olan 
florin-18'e dönüştürür.
											İki saatin biraz altında,
											radyoaktif bozulma nedeniyle 
florun yaklaşık yarısı yok olacak,
											bu yüzden taramayı 
yapmak için zaman geçiyor.
									",Why do hospitals have particle accelerators?,Pedro Brugarolas,4:27,"TED-Ed,animation,medicine,medical imaging,medical research,biology,innovation,invention,Alzheimer's,disability,science,testing,health care,disease,public health,cancer,health,technology,healthcare"
"
","
","
","
","
",Why do hospitals have particle accelerators?,Pedro Brugarolas,4:27,"TED-Ed,animation,medicine,medical imaging,medical research,biology,innovation,invention,Alzheimer's,disability,science,testing,health care,disease,public health,cancer,health,technology,healthcare"
"
											So how can fluorine-18 be 
used to detect diseases?
											Radiochemists at the hospital can use 
a series of chemical reactions
											to attach the radioactive fluorine 
to different molecules,
											creating radiotracers.
											The identity of the tracer depends on what
doctors want to observe.
											FDG is a common one because the rate at 
which cells consume glucose
											can signal the presence of cancer;
											the location of an infection;
											or the slowing brain function of dementia.
									","
											¿Cómo puede usarse el flúor 18
para detectar enfermedades?
											Los radioquímicos en el hospital
pueden usar una serie
											de reacciones químicas
											para fijar el flúor radioactivo
a distintas moléculas,
											creando marcadores radioactivos.
											La identidad del marcador depende de qué
es lo que los médicos quieren observar.
											La FDG es común porque el ritmo
al que las células consumen glucosa
											puede indicar la presencia de cáncer;
											la ubicación de una infección;
											o la función cerebral en disminución
de la demencia.
									","
											Alors comment le fluor 18 peut-il
être utilisé pour détecter les maladies ?
											Les radiochimistes de l'hôpital peuvent
utiliser une série de réactions chimiques
											pour fixer le fluor radioactif
sur différentes molécules,
											ce qui crée des radiotraceurs.
											L'identité du traceur dépend
de ce que les médecins veulent observer.
											Le FDG est courant parce que le taux
de consommation en glucose des cellules
											peut signaler la présence d'un cancer,
											l'endroit d'une infection
											ou le ralentissement
des fonctions cérébrales : la démence.
									","
											Como é que o flúor-18
pode ser usado para detetar doenças?
											Os radioquímicos nos hospitais
podem usar uma série de reações químicas
											para fixar o flúor radioativo
a diversas moléculas,
											criando marcadores radioativos.
											A identidade do marcador depende
daquilo que os médicos quiserem observar.
											A FDG é comum porque o ritmo
a que as células consomem a glucose
											pode assinalar a presença do cancro,
											a localização duma infeção
											ou o abrandamento da função 
cerebral, na demência.
									","
											Peki flor-18, hastalıkları 
saptamada nasıl kullanılabilir?
											Hastanedeki radyokimyacılar, radyoaktif 
florini farklı moleküllere bağlamak için
											bir dizi kimyasal reaksiyon kullanabilir
											ve bu da radyoaktif izleyiciler oluşturur.
											İzleyicinin kimliği, doktorların 
ne gözlemlemek istediğine bağlıdır.
											FDG yaygındır, çünkü 
hücrelerin glikoz tüketme hızı
											kanserin varlığına,
											bir enfeksiyonun yerine
											veya yavaşlayan beyin fonksiyonu
demansa işaret edebilir.
									",Why do hospitals have particle accelerators?,Pedro Brugarolas,4:27,"TED-Ed,animation,medicine,medical imaging,medical research,biology,innovation,invention,Alzheimer's,disability,science,testing,health care,disease,public health,cancer,health,technology,healthcare"
"
","
","
","
","
",Why do hospitals have particle accelerators?,Pedro Brugarolas,4:27,"TED-Ed,animation,medicine,medical imaging,medical research,biology,innovation,invention,Alzheimer's,disability,science,testing,health care,disease,public health,cancer,health,technology,healthcare"
"
											The FDG is now ready for 
the patient’s scan.
											When a radiolabeled tracer 
enters the body,
											it travels through the circulatory system 
and gets taken up by its target—
											whether that's a protein in the brain,
cancer cells, or otherwise.
											Within a few minutes,
											a significant amount of the tracer has 
found its way to the target area
											and the rest has cleared from circulation.
											Now the doctors can see 
their target using a PET,
											or positron emission tomography, scanner.
									","
											La FDG está lista
para la tomografía del paciente.
											Cuando un marcador isotópico
entra al cuerpo,
											viaja por el sistema circulatorio
y lo absorbe su objetivo,
											ya sea una proteína en el cerebro,
células cancerígenas u otra cosa.
											En pocos minutos,
											una cantidad significativa del marcador
encuentra su camino al área meta
											y el resto se elimina de la circulación.
											Ahora los médicos pueden ver
su objetivo usando un TEP,
											o tomografía por emisión de positrones.
									","
											Le FDG est maintenant prêt
pour le scanner du patient.
											Quand un traceur radiomarqué
entre dans le corps,
											il circule dans le système circulatoire
et est capté par sa cible,
											que ce soit une protéine dans le cerveau,
des cellules cancéreuses ou autre chose.
											En quelques minutes,
											une quantité significative du traceur
a trouvé son chemin vers la zone cible
											et le reste a disparu de la circulation.
											Les médecins voient désormais
leur cible à l'aide d'un scanner TEP
											ou tomographe par émission de positrons.
									","
											A FDG está preparada hoje
para a tomografia do doente.
											Quando um marcador isotópico
entra no corpo,
											viaja pelo sistema circulatório
e é absorvido pelo seu alvo
											— quer seja uma proteína no cérebro,
células cancerosas, ou outra coisa.
											Ao fim de poucos minutos,
											uma quantidade significativa do marcador
encontra o seu caminho para a área alvo
											e o resto é eliminado da circulação.
											Os médicos podem ver o seu alvo,
											usando a PET, a Tomografia
por Emissão de Positrões.
									","
											FDG, şimdi hastanın taraması için hazır.
											Radyo-etiketli bir 
izleyici vücuda girdiğinde,
											dolaşım sisteminden geçip hedefin
beyindeki bir protein, kanser hücresi
											veya başka bir şey olmasına 
göre hedefi tarafından tutulur.
											Birkaç dakika içinde,
											izleyicinin önemli bir kısmı 
hedef bölgeye giden yolu bulmuş
											ve geri kalanı dolaşımdan temizlenmiştir.
											Artık doktorlar hedeflerini PET
											veya pozitron emisyon tomografi 
tarayıcı kullanarak görebilirler.
									",Why do hospitals have particle accelerators?,Pedro Brugarolas,4:27,"TED-Ed,animation,medicine,medical imaging,medical research,biology,innovation,invention,Alzheimer's,disability,science,testing,health care,disease,public health,cancer,health,technology,healthcare"
"
","
","
","
","
",Why do hospitals have particle accelerators?,Pedro Brugarolas,4:27,"TED-Ed,animation,medicine,medical imaging,medical research,biology,innovation,invention,Alzheimer's,disability,science,testing,health care,disease,public health,cancer,health,technology,healthcare"
"
											The radiation that the tracer emits 
is what makes this possible.
											The isotopes used in PET decay 
by positron emission.
											Positrons are essentially electrons 
with positive charge.
											When emitted, a positron collides 
with an electron
											from another molecule in its surroundings.
											This causes a tiny nuclear reaction
											in which the mass of the two particles is 
converted into two high-energy photons,
											similar to X-rays,
											that shoot out in opposite directions.
											These photons will then impact an array
											of paired radiation detectors 
in the scanner walls.
											The software in the scanner 
uses those detectors
											to estimate where inside the body 
the collision occurred
											and create a 3D map of the 
tracer’s distribution.
											PET scans can detect the spread of cancer
											before it can be spotted with 
other types of imaging.
											They’re also revolutionizing the diagnosis
of Alzheimer’s disease
											by allowing doctors to see amyloid,
											the telltale protein buildup that 
otherwise couldn’t be confirmed
											without an autopsy.
											Meanwhile, researchers are actively 
working to develop new tracers
											and expand the possibilities of what 
PET scans can be used for.
									","
											La radiación que emite el marcador
es lo que lo hace posible.
											Los isótopos usados en TEP
se descomponen por emisión de positrones.
											Los positrones son electrones
con carga positiva.
											Cuando se emite, un positrón
choca con un electrón
											de otra molécula a su alrededor.
											Esto provoca una pequeña
reacción nuclear donde la masa
											de las dos partículas se convierte
en dos fotones de alta energía,
											similares a los rayos X,
											que salen disparados 
en direcciones opuestas.
											Estos fotones impactarán un despliegue
											de detectores de radiación emparejados
en las paredes del escáner.
											El software del escáner
usa esos detectores
											para estimar en qué parte del cuerpo
ocurrió la colisión
											y crea un mapa 3D
de la distribución del marcador.
											Las TEP pueden detectar
la propagación del cáncer
											antes de que pueda ser detectado
con otro tipo de imágenes.
											También están revolucionando
el diagnóstico del Alzheimer
											permitiendo a los médicos ver amiloide,
											la acumulación de proteína indicadora
que de otra manera no podría confirmarse
											sin una autopsia.
											Mientras tanto, los investigadores
trabajan activamente para desarrollar
											nuevos marcadores
											y expandir las posibilidades
para el uso de las TEP.
									","
											Le rayonnement émis par le traceur
est ce qui rend cela possible.
											Les isotopes utilisés en TEP
se désintègrent en émettant des positrons.
											Les positrons sont des électrons
avec une charge positive.
											Lorsqu'il est émis, un positron
entre en collision avec un électron
											d'une autre molécule
dans son environnement.
											Cela provoque une réaction
nucléaire minuscule :
											la masse des deux particules est convertie
en deux photons de haute énergie,
											comme des rayons X,
											qui partent dans des directions opposées.
											Ces photons percutent alors un réseau
de détecteurs de rayonnement
											appariés dans les murs du scanner.
											Le logiciel dans le scanner 
utilise ces détecteurs
											pour estimer l'endroit du corps
où la collision s'est produite
											et créer une carte 3D
de la répartition du traceur.
											La TEP peut détecter
la propagation du cancer
											avant qu'il ne puisse être repéré
par d'autres types d'imagerie.
											Ils révolutionnent également
le diagnostic de la maladie d'Alzheimer
											en permettant aux médecins
de voir l'amyloïde,
											l'accumulation de protéines révélatrice
qui ne peut pas être confirmée autrement
											sans autopsie.
											En attendant, les chercheurs travaillent
pour développer de nouveaux traceurs
											et élargir les capacités des scanners TEP.
									","
											A radiação que o marcador emite
é o que possibilita isso.
											Os isótopos usados na tomografia PET
decompõem-se por emissão de positrões.
											Os positrões são essencialmente
eletrões com carga positiva.
											Quando emitido, um positrão
colide com um eletrão
											de outra molécula próxima dele.
											Isso provoca uma pequena reação nuclear
											em que a massa das duas partículas
											se transforma em dois fotões
de alta energia,
											semelhantes aos raios X,
											que disparam em direções opostas.
											Estes fotões vão ter impacto
											numa série de detetores de radiações
emparelhados nas paredes do tomógrafo.
											O ""software"" no tomógrafo
usa esses detetores
											para avaliar onde ocorreu a colisão
no interior do corpo
											e cria um mapa a 3D 
da distribuição do marcador.
											A tomografia PET pode detetar
a propagação do cancro
											antes de ele ser detetado
por outros tipos de imagens.
											Também está a revolucionar
o diagnóstico da doença de Alzheimer
											permitindo que os médicos
vejam a amiloide,
											a concentração da proteína indicadora
											que, de outro modo,
não pode ser confirmada
											sem uma autópsia.
											Entretanto, os investigadores
procuram desenvolver novos marcadores
											e alargar as possibilidades
de utilização da tomografia PET.
									","
											İzleyicinin yaydığı radyasyon,
bunu mümkün kılan şeydir.
											PET'te kullanılan izotoplar 
pozitron emisyonu ile bozunmaktadır.
											Pozitronlar esas olarak 
pozitif yüklü elektronlardır.
											Yayıldığı zaman 
bir pozitron, çevresindeki
											başka bir molekülden 
gelen bir elektronla çarpışır.
											Bu, iki partikülün kütlesinin,
zıt yönlerde çıkan,
											X ışınlarına benzer şekilde
											iki yüksek enerjili
fotonlara dönüştürüldüğü
											küçük nükleer reaksiyona neden olur.
											Bu fotonlar daha sonra 
tarayıcı duvarlarındaki
											bir dizi eşleştirilmiş 
radyasyon dedektörünü etkiler.
											Tarayıcıdaki yazılım, çarpışmanın
											nerede gerçekleştiğini tahmin etmek 
ve izleyicinin dağılımının
											3D haritasını oluşturmak için 
bu dedektörleri kullanır.
											PET taramaları kanserin yayılımını
											diğer görüntüleme tipleriyle 
tespit edilmeden tespit edebilir.
											Ayrıca doktorların, otopsi olmadan
doğrulanması mümkün olmayan
											ve bir gösterge protein oluşumu olan
											amiloidi görmelerine olanak tanıyarak,
											Alzheimer hastalığının
teşhisinde devrim yapıyorlar.
											Ayrıca araştırmacılar,
aktif izleyiciler geliştirmek
											ve PET taramalarının kullanımını
genişletmek için çalışıyor.
									",Why do hospitals have particle accelerators?,Pedro Brugarolas,4:27,"TED-Ed,animation,medicine,medical imaging,medical research,biology,innovation,invention,Alzheimer's,disability,science,testing,health care,disease,public health,cancer,health,technology,healthcare"
