en,de,title,speaker,duration,tags
"
","
","How Amazon, Apple, Facebook and Google manipulate our emotions",Scott Galloway,19:05,"Brand,advertising,culture,business,economics,data,innovation,humanity,product design,marketing,social media,social change,society,technology"
"
											[This talk contains graphic language
Viewer discretion is advised]
											So, this is the first and the last slide
											each of my 6,400 students
over the last 15 years has seen.
											I do not believe you can build
a multibillion-dollar organization
											unless you are clear on which instinct
or organ you are targeting.
											Our species has a need for a superbeing.
											Our competitive advantage
as a species is our brain.
											Our brain is robust enough to ask
these really difficult questions,
											but, unfortunately, it doesn't have
the processing power to answer them,
											which creates a need for a superbeing
											that we can pray to
and look to for answers.
									","
											[Der Vortrag enthält drastische Sprache.
Nicht jugendfrei.]
											Das ist das erste und letzte Bild,
											das jeder meiner 6.400 Studenten 
in den letzten 15 Jahren gesehen hat.
									","How Amazon, Apple, Facebook and Google manipulate our emotions",Scott Galloway,19:05,"Brand,advertising,culture,business,economics,data,innovation,humanity,product design,marketing,social media,social change,society,technology"
"
","
","How Amazon, Apple, Facebook and Google manipulate our emotions",Scott Galloway,19:05,"Brand,advertising,culture,business,economics,data,innovation,humanity,product design,marketing,social media,social change,society,technology"
"
											What is prayer?
											Sending a query into the universe,
											and hopefully there's some sort
of divine intervention —
											we don't need to understand
what's going on —
											from an all-knowing, all-seeing superbeing
											that gives us authority
that this is the right answer.
											""Will my kid be all right?""
											You have your planet of stuff,
											you have your planet of work,
											you have your planet of friends.
											If you have kids,
											you know that once something
comes off the rails with your kids,
											everything melts,
											in your universe
to the Sun that is your kids.
											""Will my kid be all right?""
											""Symptoms and treatment of croup""
in the Google query box.
											One in six queries presented to Google
have never been asked before
											in the history of mankind.
											What priest, teacher, rabbi, scholar,
mentor, boss has so much credibility
											that one in six questions
posed to that person
											have never been asked before?
									","
											Ich glaube nicht,
											man kann keine milliardenschwere 
Organisation gründen,
											ohne zu wissen, welchen Instinkt 
oder welches Organ man anspricht.
											Unsere Spezies hat ein Bedürfnis 
nach einem Übermenschen.
											Unser Wettbewerbsvorteil
als Spezies ist unser Gehirn.
											Unser Gehirn ist robust genug für
diese wirklich schwierigen Fragen,
											aber unglücklicherweise 
hat es nicht die Kapazität,
											um sie zu beantworten.
											Das macht einen Übermenschen nötig,
											zu dem wir beten können
und von dem wir Antworten erhoffen.
									","How Amazon, Apple, Facebook and Google manipulate our emotions",Scott Galloway,19:05,"Brand,advertising,culture,business,economics,data,innovation,humanity,product design,marketing,social media,social change,society,technology"
"
","
","How Amazon, Apple, Facebook and Google manipulate our emotions",Scott Galloway,19:05,"Brand,advertising,culture,business,economics,data,innovation,humanity,product design,marketing,social media,social change,society,technology"
"
											Google is our modern man's God.
											Imagine your face and your name
above everything you've put into that box,
											and you're going to realize
you trust Google more than any entity
											in your history.
									","
											Was ist ein Gebet?
											Es ist eine Frage an das Universum,
											mit der Hoffnung auf 
eine Art göttlichen Eingreifens
											— wir müssen es nicht verstehen —
											von einem allwissenden, 
allsehenden Übermenschen,
											der uns bestätigt,
dass dies die richtige Antwort ist.
											„Wird es meinem Kind gut gehen?“
											Du hast einen Planeten voller Zeug,
											Deinen Planeten voller Arbeit,
											Deinen Planeten voller Freunde.
											Wenn man Kinder hat, weiß man,
											wenn irgendetwas 
mit den Kindern schiefgeht,
											dann stürzt dein Universum ein,
											bis auf deine Kinder, 
die deine Sonne sind.
											„Wird es meinem Kind gut gehen?“
											„Symptome und Behandlung von Pseudokrupp“
in der Google-Suchanfrage.
											Jede sechste Suchanfrage an Google
											wurde in der Geschichte 
der Menschheit noch nie gestellt.
											Welcher Priester, Lehrer, 
Rabbi, Gelehrter, Mentor, Chef,
											hat so viel Glaubwürdigkeit,
											dass eine von sechs Fragen,
die dieser Person gestellt werden,
											noch nie zuvor gefragt wurde?
									","How Amazon, Apple, Facebook and Google manipulate our emotions",Scott Galloway,19:05,"Brand,advertising,culture,business,economics,data,innovation,humanity,product design,marketing,social media,social change,society,technology"
"
","
","How Amazon, Apple, Facebook and Google manipulate our emotions",Scott Galloway,19:05,"Brand,advertising,culture,business,economics,data,innovation,humanity,product design,marketing,social media,social change,society,technology"
"
											(Laughter)
									","
											Google ist der Gott des modernen Menschen.
											Stell dir dein Gesicht
und Namen neben allem vor,
											was du je ins Suchfeld getippt hast,
											und du wirst erkennen:
											Du vertraust Google mehr als
jeder anderen Organisation
									","How Amazon, Apple, Facebook and Google manipulate our emotions",Scott Galloway,19:05,"Brand,advertising,culture,business,economics,data,innovation,humanity,product design,marketing,social media,social change,society,technology"
"
","
","How Amazon, Apple, Facebook and Google manipulate our emotions",Scott Galloway,19:05,"Brand,advertising,culture,business,economics,data,innovation,humanity,product design,marketing,social media,social change,society,technology"
"
											Let's move further down the torso.
									","
											in deiner Geschichte.
									","How Amazon, Apple, Facebook and Google manipulate our emotions",Scott Galloway,19:05,"Brand,advertising,culture,business,economics,data,innovation,humanity,product design,marketing,social media,social change,society,technology"
"
","
","How Amazon, Apple, Facebook and Google manipulate our emotions",Scott Galloway,19:05,"Brand,advertising,culture,business,economics,data,innovation,humanity,product design,marketing,social media,social change,society,technology"
