en,es,tr,fr,title,speaker,duration,tags
"
","
","
","
",Can a robot pass a university entrance exam?,Noriko Arai,13:37,"AI,education,intelligence,robots,teaching,technology"
"
											Today, I'm going to talk about AI and us.
											AI researchers have always said
											that we humans do not need to worry,
											because only menial jobs
will be taken over by machines.
											Is that really true?
											They have also said
that AI will create new jobs,
											so those who lose their jobs
will find a new one.
											Of course.
											But the real question is:
											How many of those
who may lose their jobs to AI
											will be able to land a new one,
											especially when AI is smart enough
to learn better than most of us?
									","
											El día de hoy 
hablaré de la IA y de nosotros.
											Los investigadores de IA 
siempre han dicho
											que los humanos no debemos preocuparnos,
											porque los trabajos de baja categoría
serán ocupados por las máquinas.
											¿Es eso de verdad así?
											También han dicho
que la IA creará nuevos empleos,
											así que aquellos que pierdan su trabajo,
encontrarán uno nuevo.
											Claro.
											Pero la verdadera pregunta es:
											¿Cuántos de los que 
pierdan su trabajo por la IA
											lograrán conseguir uno nuevo,
											especialmente siendo la IA más inteligente
											y capaz de aprender mejor 
que la mayoría de nosotros?
									","
											Bugün Yapay Zekâ ve 
biz hakkında konuşacağım.
											Yapay zekâ araştırmacıları her zaman
											biz insanların endişe etmesine 
gerek olmadığını söyler
											çünkü makineler sadece 
önemsiz işleri devralacaktır.
											Bu gerçekten de doğru mu?
											Ayrıca yapay zekânın 
yeni işler ortaya çıkaracağını,
											böylelikle işini kaybedenlerin 
yeni bir iş bulacağını söylerler.
											Tabii ki öyle.
											Fakat asıl soru şu:
											Özellikle yapay zekâ çoğumuzdan daha iyi
öğrenecek kadar geliştiğinde
											işini yapay zekâya kaptıranların
											kaç tanesi yeni bir iş bulabilir 
durumda olacak?
									","
											Aujourd'hui, je vais parler 
d'IA et de nous.
											Les chercheurs en IA ont toujours dit que
											nous, les êtres humains, 
ne devons pas nous inquiéter
											car seuls les emplois non qualifiés 
seront repris par les machines.
											Est-ce vraiment vrai ?
											Ils ont également dit que l'IA
créerait de nouveaux emplois,
											donc ceux qui perdront leur travail
en retrouveront.
											Bien sûr.
											Mais la véritable question 
est de savoir :
											parmi ceux qui perdraient leur emploi 
à cause de l'IA,
											combien en retrouveront un,
											dès lors que l'IA a 
des meilleures capacités d'apprentissage
											que la plupart d'entre nous ?
									",Can a robot pass a university entrance exam?,Noriko Arai,13:37,"AI,education,intelligence,robots,teaching,technology"
"
","
","
","
",Can a robot pass a university entrance exam?,Noriko Arai,13:37,"AI,education,intelligence,robots,teaching,technology"
"
											Let me ask you a question:
											How many of you think
											that AI will pass the entrance examination
of a top university by 2020?
											Oh, so many. OK.
											So some of you may say, ""Of course, yes!""
											Now singularity is the issue.
											And some others may say, ""Maybe,
											because AI already won
against a top Go player.""
											And others may say, ""No, never. Uh-uh.""
											That means we do not know
the answer yet, right?
											So that was the reason why
I started Todai Robot Project,
											making an AI which passes
the entrance examination
											of the University of Tokyo,
											the top university in Japan.
									","
											Déjenme hacerles una pregunta:
											¿Cuántos de Uds. piensan
											que una IA aprobará un examen de admisión 
de una universidad de élite para el 2020?
											No muchos. De acuerdo.

											Algunos podrán decir, ""¡Claro que sí!"".
											Ahora la singularidad es el punto.
											Otros podrán decir, ""Tal vez,
											ya que una IA 
venció a un gran jugador de Go"".
											Y otros dirán, ""No, nunca. Jamás"".
											Quiere decir que todavía 
no sabemos la respuesta, ¿cierto?
											Es por eso que inicié 
el Proyecto Robot Todai,
											crear una IA que apruebe 
el examen de admisión
											de la Universidad de Tokio,
											la mejor en Japón.
									","
											İzninizle sormak istiyorum:
											Kaçınız yapay zekânın
											2020'lerde gözde bir üniversitenin
giriş sınavını geçeceğini düşünüyor?
											Bir çoğunuz. Peki.
											Belki bazılarınız
""Tabii geçer!"" diyordur.
											Bir tuhaflık söz konusu.
											Bazıları da ""Olabilir,
											çünkü yapay zekâ zaten usta bir 
Go oyuncusunu bile yendi"" diyebilir.
											Bazıları da ""Hayır, asla."" diyebilir.
											Yani henüz cevabı bilmiyoruz değil mi?
											Todai Robot Projesini 
başlatma sebebim buydu.
											Japonya'nın ilk sıradaki 
üniversitesi olan
											Tokyo Üniversitesi'nin 
giriş sınavını geçen
											bir yapay zekâ üretmekti.
									","
											Permettez-moi de vous poser une question :
											Combien d'entre vous pensent
											que l'IA réussira l'examen d'entrée 
d'une prestigieuse université d'ici 2020 ?
											Oh, beaucoup. Ok.
											Certains d'entre vous diront :
« Bien sûr que oui ! »
											Mais ça pose le problème 
de la singularité.
											Et d'autres diront : 
« Peut-être,
											vu que l'IA a déjà battu 
le meilleur joueur de go. »
											Et d'autres pourraient dire : 
« Non, jamais. »
											Ce qui veut dire que cette question
reste encore sans réponse, n'est-ce pas ?
											C'est donc pour cette raison que
j'ai commencé le projet Todai Robot
											et travaillé sur une IA capable de réussir
un examen d'entrée
											de l'université de Tokyo,
											la meilleure université au Japon.
									",Can a robot pass a university entrance exam?,Noriko Arai,13:37,"AI,education,intelligence,robots,teaching,technology"
"
","
","
","
",Can a robot pass a university entrance exam?,Noriko Arai,13:37,"AI,education,intelligence,robots,teaching,technology"
"
											This is our Todai Robot.
											And, of course, the brain of the robot
is working in the remote server.
											It is now writing a 600-word essay
											on maritime trade in the 17th century.
											How does that sound?
									","
											Este es nuestro Robot Todai.
											Y claro, el cerebro del robot
trabaja en un servidor de manera remota.
											Ahora está escribiendo 
un ensayo de 600 palabras
											sobre comercio marítimo en el siglo XVII.
											¿Qué les parece?
									","
											Bu bizim Todai Robotumuz.
											Tabii ki robotun beyni 
uzak sunucuda çalışıyor.
											17. yüzyılda deniz ticareti üzerine
											600 kelimelik makale yazabiliyor.
											Bunu duymak nasıl?
									","
											Voici notre Todai Robot.
											Bien entendu, le cerveau du robot est géré
par un serveur à distance.
											Il est capable d'écrire 
une dissertation de 600 mots
											sur le commerce maritime au XVIIe siècle.
											Pas mal, non ?
									",Can a robot pass a university entrance exam?,Noriko Arai,13:37,"AI,education,intelligence,robots,teaching,technology"
"
","
","
","
",Can a robot pass a university entrance exam?,Noriko Arai,13:37,"AI,education,intelligence,robots,teaching,technology"
"
											Why did I take the entrance exam
as its benchmark?
											Because I thought we had to study
the performance of AI
											in comparison to humans,
											especially on the skills and expertise
											which are believed
to be acquired only by humans
											and only through education.
											To enter Todai, the University of Tokyo,
											you have to pass
two different types of exams.
											The first one is
a national standardized test
											in multiple-choice style.
											You have to take seven subjects
											and achieve a high score —
											I would say like an 85 percent
or more accuracy rate —
											to be allowed to take
the second stage written test
											prepared by Todai.
									","
											¿Por qué usé como punto de referencia
el examen de admisión?
											Porque pensé que teníamos que estudiar
el desempeño de la IA
											en comparación con los humanos,
											en especial en las escalas y experiencia
											que se cree que son adquiridas 
solo por los humanos
											y solo a través de la educación.
											Para ingresar a Todai,
la Universidad de Tokio,
											tienen que pasar 
dos diferentes tipos de exámenes.
											El primero es un examen 
estandarizado nacional
											de opción múltiple.
											Consta de siete materias
											y uno debe tener una calificación alta.
											Diría que es necesario alrededor de 84 %
											para poder pasar a la segunda etapa,
un examen escrito
											preparado por Todai.
									","
											Neden üniersite sınavını
baz aldım?
											Çünkü yapay zekânın performansını
insana kıyaslayarak
											çalışmamız gerektiğini düşündüm,
											özellikle de sadece insanların
											ve de sadece eğitimle edinilen
											yetenek ve uzmanlıkla.
											Todai Tokyo Üniversitesi'ne 
girmek için
											iki farklı sınavı geçmek gerekiyor.
											İlki ulusal standartta
											çoktan seçmeli bir test.
											Yedi konu seçmeniz
											ve yüksek puan almanız gerekir.
											Todai tarafından hazırlanan
											ikinci aşamadaki yazılı teste geçmek için
											%84 veya daha fazla 
doğruluk oranı olması gerekir.
									","
											Pourquoi avoir choisi l'examen d'entrée 
comme point de référence ?
											Parce que je me suis dit qu'il fallait 
étudier les performances de l'IA
											en les comparant 
à celles des êtres humains,
											en particulier les compétences 
et l'expertise
											dont l'acquisition est vue comme l'apanage
de l'être humain

											et possible grâce aux études uniquement.
											Pour intégrer Todai, 
l'Université de Tokyo,
											il faut réussir deux types d'examen.
											Le premier est 
un test national standardisé
											sous forme de questionnaire
à choix multiples.
											Il faut choisir sept sujets
											et obtenir un score élevé —
											je dirais plus ou moins 85%
ou plus —
											pour pouvoir accéder au test écrit
de la deuxième phase,
											préparé par Todai.
									",Can a robot pass a university entrance exam?,Noriko Arai,13:37,"AI,education,intelligence,robots,teaching,technology"
"
","
","
","
",Can a robot pass a university entrance exam?,Noriko Arai,13:37,"AI,education,intelligence,robots,teaching,technology"
"
											So let me first explain
how modern AI works,
											taking the ""Jeopardy!"" challenge
as an example.
											Here is a typical ""Jeopardy!"" question:
											""Mozart's last symphony
shares its name with this planet.""
											Interestingly, a ""Jeopardy!""
question always asks,
											always ends with ""this"" something:
											""this"" planet, ""this"" country,
											""this"" rock musician, and so on.
											In other words, ""Jeopardy!"" doesn't ask
many different types of questions,
											but a single type,
											which we call ""factoid questions.""
									","
											Primero explicaré 
cómo funciona una IA moderna,
											tomando el reto de ""Jeopardy!""
como ejemplo.
											Esta es una típica pregunta
de ""Jeopardy!"":
											""La última sinfonía de Mozart 
comparte su nombre con este planeta"".
											Curiosamente, las preguntas de ""Jeopardy!""
											siempre tienden a terminar con ""este"":
											""este"" planeta, ""este"" país,
											""este"" músico de rock, y así.
											Quiero decir, que ""Jeopardy!"" no hace 
una gran variedad de preguntas diferentes,
											solo de un tipo,
											las llamamos ""preguntas factoides"".
									","
											Şimdi öncelikle modern yapay zekânın 
nasıl çalıştığını anlatayım.
											""Riziko"" yu örnek alalım.
											Tipik bir ""Riziko"" sorusu:
											""Mozart'ın son senfonisi
bu gezegenle aynı adı taşır.""
											İlginçtir, ""Riziko"" soruları
her zaman
											""bu"" ile biten sorular sorar:
											""bu"" gezegen, ""bu"" ülke,
											""bu"" müzik grubu vesaire.
											Yani ""Riziko"" çok çeşitli sorular sormaz,
											tek çeşittir,
											biz buna ""sahte soru"" diyoruz.
									","
											Je vais d'abord expliquer 
comment fonctionne l'IA actuelle
											en prenant « Jeopardy » comme exemple.
											Voici une question type dans le jeu :
											« La dernière symphonie de Mozart
porte le nom de cette planète. »
											Fait intéressant,
les questions de Jeopardy
											se terminent toujours par 
« ce » ou « cette » quelque chose :
											« cette » planète, « ce » pays,
											« ce » musicien, etc.
											En d'autres termes, 
les questions ne sont pas variées,
											mais sont d'un seul type,
											qu'on appelle « questions factuelles ».
									",Can a robot pass a university entrance exam?,Noriko Arai,13:37,"AI,education,intelligence,robots,teaching,technology"
"
","
","
","
",Can a robot pass a university entrance exam?,Noriko Arai,13:37,"AI,education,intelligence,robots,teaching,technology"
"
											By the way, do you know the answer?
											If you do not know the answer
and if you want to know the answer,
											what would you do?
											You Google, right? Of course.
											Why not?
											But you have to pick appropriate keywords
											like ""Mozart,"" ""last""
and ""symphony"" to search.
											The machine basically does the same.
											Then this Wikipedia page
will be ranked top.
											Then the machine reads the page.
											No, uh-uh.
									","
											Por cierto, ¿saben la respuesta?
											Si no la conocen y quieren saberla,
											¿qué es lo que harían?
											Lo buscan en Google, ¿no?
Claro.
											¿Por qué no?
											Pero necesitas elegir
las palabras clave apropiadas
											como ""Mozart"", ""última""
y ""sinfonía"" para hacer la búsqueda.
											Básicamente la máquina hace lo mismo.
											Entonces nos aparece primero
esta página de Wikipedia.
											Luego la máquina lee la página.
											No, no.
									","
											Sırası gelmişken sorayım, 
cevabı biliyor musunuz?
											Cevabı bilmiyorsanız ve 
bilmek istiyorsanız
											ne yaparsınız?
											Google'da arardınız değil mi? Kesinlikle.
											Neden olmasın?
											Ama araştırmak için 
""Mozart"", ""son"" ve ""senfoni"" gibi


											uygun anahtar kelimeleri
bulmak zorundasınız.
											Makine de aslında aynı şeyi yapar.
											Sonra en üstte 
bu Wikipedia sayfası çıkar.
											Sonra makine sayfayı okur.
											Hayır hayır.
									","
											D'ailleurs, connaissez-vous la réponse ?
											Si vous ne connaissez pas la réponse
et voulez la découvrir,
											que faites-vous ?
											Vous allez sur Google, n'est-ce pas ? 
Bien sûr.
											Pourquoi pas ?
											Mais il faut choisir les bons mots clés.
											comme « Mozart », « dernière » et
« symphonie ».
											La machine fait à peu près la même chose.
											Et cette page Wikipedia apparaît dans 
les premiers résultats de recherche.
											Puis, la machine lit la page.
											Non.
									",Can a robot pass a university entrance exam?,Noriko Arai,13:37,"AI,education,intelligence,robots,teaching,technology"
"
","
","
","
",Can a robot pass a university entrance exam?,Noriko Arai,13:37,"AI,education,intelligence,robots,teaching,technology"
"
											Unfortunately, none of the modern AIs,
											including Watson, Siri and Todai Robot,
											is able to read.
											But they are very good
at searching and optimizing.
											It will recognize
											that the keywords ""Mozart,""
""last"" and ""symphony""
											are appearing heavily around here.
											So if it can find a word which is a planet
											and which is co-occurring
with these keywords,
											that must be the answer.
											This is how Watson finds
the answer ""Jupiter,"" in this case.
									","
											Desafortunadamente, ninguna IA moderna,
											incluida Watson, Siri y Robot Todai,
											puede leer.
											Pero son buenas optimizando sus búsquedas.
											Reconocerán
											que las palabras clave ""Mozart"",
""última"" y ""sinfonía""
											aparecerán varias veces por aquí.
											Si encuentra una palabra que es un planeta
											y es concurrente con las palabras clave,
											debe de ser la respuesta.
											Así es como, en este caso, Watson
encuentra la respuesta ""Júpiter"".
									","
											Maalesef modern yapay zekâların hiçbiri
											-Watson, Siri ve Todai Robot dahil-
											okuyamıyor.
											Fakat araştırmak ve bunu 
en iyi şekilde kullanmakta oldukça iyiler.
											""Mozart"", ""son"" ve ""senfoni""
											gibi anahtar kelimelerin

											yoğunlaştığı yerleri fark eder.
											Dolayısıyla gezegen adı olan
											ve bu anahtar kelimelerle birlikte 
geçen bir kelime bulabilir,
											ki cevap budur.
											Bu örnekte Watson ""Jüpiter"" 
cevabını böyle bulur.
									","
											Malheureusement, aucune forme d'IA,
											y compris Watson, Siri et Todai Robot,
											ne sait lire.
											En revanche, ils sont très bons 
en recherche et en optimisation.
											Ils remarqueront
											que les mots clés « Mozart »,
« dernière » et « symphonie »
											reviennent souvent par ici.
											Donc, s'ils trouvent le nom d'une planète
											qui apparaît aux côtés de ces mots-clés,
											ça doit être la bonne réponse.
											C'est de cette manière que Watson trouve 
« Jupiter » dans ce cas.
									",Can a robot pass a university entrance exam?,Noriko Arai,13:37,"AI,education,intelligence,robots,teaching,technology"
"
","
","
","
",Can a robot pass a university entrance exam?,Noriko Arai,13:37,"AI,education,intelligence,robots,teaching,technology"
"
											Our Todai Robot works similarly,
but a bit smarter
											in answering history yes-no questions,
											like, ""'Charlemagne repelled the Magyars.'
Is this sentence true or false?""
											Our robot starts producing
a factoid question,
											like: ""Charlemagne repelled
[this person type]"" by itself.
											Then, ""Avars"" but not
""Magyars"" is ranked top.
											This sentence is likely to be false.
											Our robot does not read,
does not understand,
											but it is statistically
correct in many cases.
									","
											El Robot Todai trabaja de manera similar,
pero es un poco más listo
											respondiendo preguntas 
""sí o no"" de historia como,
											"" 'Carlomagno ahuyentó a los Magiares'. 
¿Esto es verdadero o falso?"".
											Nuestro robot 
produce una pregunta factoide,
											como, ""Carlomagno ahuyentó
[este tipo de persona]"" por sí mismo.
											Entonces, aparece primero ""Ávaros""
pero no ""Magiares"".
											Es probable que el enunciado sea falso.
											Nuestro robot no lee,
no comprende,
											pero es correcto 
estadísticamente en muchos casos.
									","
											Bizim Todai Robotumuz da 
tarihle ilgili evet-hayır sorularını
											cevaplarken benzeri şekilde ama
biraz daha zekice çalışır.
											Mesela ""Şarlman Macarları geri püskürttü.""
cümlesi doğru mu yanlış mı?""
											Robotumuz kendi kendine
sahte bir soru üretmeye başlar,
											şunun gibi: ""Şarlman [şu kimsleri]
geri püskürttü.""
											Sonra, Macarlar değil
Avarlar üst sıraya geçer.
											Bu cümlenin yanlış olması muhtemeldir.
											Bizim robotumuz 
okumaz, anlamaz
											ama istatistiksel olarak 
birçok durumda doğrudur.
									","
											C'est aussi ce que fait notre Todai Robot
mais un peu plus intelligemment
											quand il répond à des vrais ou faux
sur des questions d'Histoire,
											comme : « Charlemagne a repoussé
les Magyars. Vrai ou faux ? »
											Notre robot commence par 
générer lui-même une question,
											comme : « Charlemagne a repoussé 
[cet individu]. »
											Ensuite, « les Avars » mais pas 
« les Magyars » obtient le meilleur score.
											La phrase est probablement fausse 
dans ce cas.
											Notre robot ne sait pas lire, 
ne comprend pas le sens des phrases,
											mais a souvent raison.
									",Can a robot pass a university entrance exam?,Noriko Arai,13:37,"AI,education,intelligence,robots,teaching,technology"
"
","
","
","
",Can a robot pass a university entrance exam?,Noriko Arai,13:37,"AI,education,intelligence,robots,teaching,technology"
"
											For the second stage written test,
											it is required to write
a 600-word essay like this one:
									","
											Para la segunda etapa, el examen escrito,
											se requiere escribir 
un ensayo de 600 palabras como este:
									","
											İkinci aşamadaki yazılı sınavda
											600 kelimelik şunun gibi
bir makale yazmak gerekir.
									","
											En deuxième phase, pour la partie écrite,
											il fallait rédiger une dissertation
de 600 mots de ce genre :
									",Can a robot pass a university entrance exam?,Noriko Arai,13:37,"AI,education,intelligence,robots,teaching,technology"
"
","
","
","
",Can a robot pass a university entrance exam?,Noriko Arai,13:37,"AI,education,intelligence,robots,teaching,technology"
"
											[Discuss the rise and fall
of the maritime trade
											in East and Southeast Asia
in the 17th century ...]
									","
											[Habla del alza y caída 
del comercio marítimo
											en el Este y Sureste de Asia 
en el siglo XVII...]
									","
											[17. yüzyılda Doğu ve 
Güneydoğu Asya'da
											deniz ticaretinin 
iniş ve çıkışlarından bahsedin.]
									","
											[Commentez l’ascension et la chute du commerce
maritime en Asie de l'Est et du Sud-Est au XVIIe siècle
											en 600 mots, en prenant en compte les politiques
commerciales de ces pays et les activités commerciales
des pays européens présents dans cette zone]
									",Can a robot pass a university entrance exam?,Noriko Arai,13:37,"AI,education,intelligence,robots,teaching,technology"
"
","
","
","
",Can a robot pass a university entrance exam?,Noriko Arai,13:37,"AI,education,intelligence,robots,teaching,technology"
