en,es,de,title,speaker,duration,tags
"
","
","
",Why the secret to success is setting the right goals,John Doerr,11:51,"success,business,leadership,goal-setting,motivation,work,future,potential,collaboration,personal growth"
"
											We're at a critical moment.
											Our leaders,
											some of our great institutions
											are failing us.
											Why?
											In some cases, it's because they're bad
											or unethical,
											but often, they've taken us
to the wrong objectives.
											And this is unacceptable.
											This has to stop.
											How are we going to correct these wrongs?
											How are we going
to choose the right course?
											It's not going to be easy.
									","
											Estamos en un momento crítico.
											Nuestros líderes,
											algunas de nuestras grandes instituciones
											nos están decepcionando.
											¿Por qué?
											En algunos casos, por inoperancia
											o por falta de ética,
											pero casi siempre es porque nos han guiado
hacia objetivos equivocados.
											Y eso es inadmisible.
											Hay que terminar con esto.
											¿Cómo vamos a corregir estos errores?
											¿Cómo podremos elegir el camino correcto?
											No será fácil.
									","
											Wir befinden uns
an einem kritischen Punkt.
											Unsere Führungskräfte,
											einige unserer größten Institutionen,
											lassen uns im Stich.
											Warum?
											Manchmal sind sie böse
											oder unethisch,
											aber oft haben sie uns
an die falschen Ziele gebracht.
											Und das ist inakzeptabel.
											Das muss aufhören.
											Wie können wir diese Fehler korrigieren?
											Wie werden wir den richtigen Weg wählen?
											Es wird nicht leicht sein.
									",Why the secret to success is setting the right goals,John Doerr,11:51,"success,business,leadership,goal-setting,motivation,work,future,potential,collaboration,personal growth"
"
","
","
",Why the secret to success is setting the right goals,John Doerr,11:51,"success,business,leadership,goal-setting,motivation,work,future,potential,collaboration,personal growth"
"
											For years, I've worked with talented teams
											and they've chosen the right objectives
and the wrong objectives.
											Many have succeeded,
others of them have failed.
											And today I'm going to share with you
											what really makes a difference —
											that's what's crucial,
											how and why
											they set meaningful and audacious goals,
											the right goals for the right reasons.
									","
											Trabajo desde hace años
con equipos excelentes
											que han elegido objetivos
acertados y desacertados.
											Muchos tuvieron éxito, otros fracasaron.
											Hoy les hablaré
											de lo que realmente hace la diferencia,
											de lo crucial,
											de cómo y por qué
											sus objetivos son valederos y audaces;
											fijan los objetivos correctos
por las razones correctas.
									","
											Viele Jahre lang habe ich
mit begabten Teams gearbeitet,
											und sie haben die richtigen
und die falschen Ziele gewählt.
											Viele hatten Erfolg,
manche haben versagt.
											Heute werde ich Ihnen erzählen,
											was wirklich den Unterschied ausmacht.
											Dass der ausschlaggebende Punkt ist,
											wie und warum
											sie sich bedeutsame
und gewagte Ziele gesetzt haben,
											die richtigen Ziele
aus den richtigen Gründen.
									",Why the secret to success is setting the right goals,John Doerr,11:51,"success,business,leadership,goal-setting,motivation,work,future,potential,collaboration,personal growth"
"
","
","
",Why the secret to success is setting the right goals,John Doerr,11:51,"success,business,leadership,goal-setting,motivation,work,future,potential,collaboration,personal growth"
"
											Let's go back to 1975.
											Yep, this is me.
											I've got a lot to learn,
I'm a computer engineer,
											I've got long hair,
											but I'm working under Andy Grove,
											who's been called the greatest manager
of his or any other era.
											Andy was a superb leader
and also a teacher,
											and he said to me, ""John,
it almost doesn't matter what you know.
											Execution is what matters the most.""
											And so Andy invented a system
called ""Objectives and Key Results.""
											It kind of rolls off
the tongue, doesn't it?
											And it's all about excellent execution.
											So here's a classic video from the 1970s
											of professor Andy Grove.
									","
											Remontémonos al año 1975.
											Este soy yo.
											Tengo mucho por aprender,
soy ingeniero en computación,
											llevo el pelo largo,
											y trabajo con Andy Grove,
											considerado el mejor gerente
de su época o de cualquier otra.
											Andy fue un líder excelente
y también un gran maestro,
											y me dijo: ""John, en realidad
no interesa lo que sabes.
											Lo que más importa es lo que haces"".
											Andy inventó un sistema llamado
""Objetivos y resultados clave"".
											Suena bien, ¿verdad?
											Se refiere a hacer las cosas bien.
											Veremos ahora un clásico video 
de la década de 1970
											del profesor Andy Grove.
									","
											Gehen wir zurück ins Jahr 1975.
											Ja, das bin ich.
											Ich habe viel zu lernen,
ich bin EDV-Techniker.
											Ich habe lange Haare,
											aber ich arbeite unter Andy Grove,
											der als der beste Manager seiner
oder jeder anderen Ära bezeichnet wird.
											Andy war ein großartiger Anführer
und ein großartiger Lehrer.
											Er sagte zu mir: ""John,
was du weißt, spielt fast keine Rolle.
											Am meisten zählt die Ausführung.""
											Also erfand Andy ein System,
""Objectives and Key Results""
											(Ziele und Schlüsselergebnisse).
											Geht einem leicht über die Lippen, nicht?
											Hierbei geht es ausschließlich
um exzellente Ausführung.
											Das hier ist ein klassisches
Video aus den 1970ern
											von Professor Andy Grove.
									",Why the secret to success is setting the right goals,John Doerr,11:51,"success,business,leadership,goal-setting,motivation,work,future,potential,collaboration,personal growth"
"
","
","
",Why the secret to success is setting the right goals,John Doerr,11:51,"success,business,leadership,goal-setting,motivation,work,future,potential,collaboration,personal growth"
"
											(Video) Andy Grove: The two key phrases
of the management by objective systems
											are the objectives and the key results,
and they match the two purposes.
											The objective is the direction.
											The key results have to be measured,
											but at the end you can look
and without any argument say,
											""Did I do that, or did I not do that?""
Yes. No. Simple.
									","
											(Video) Andy Grove: Las dos frases clave
en la gerencia por sistemas de metas
											son los objetivos y los resultados clave,
que combinan los dos propósitos.
											El objetivo es la dirección.
											Los resultados clave deben medirse,
											pero al final, sin ningún tipo
de argumento, uno puede decir:
											""¿Lo logré o no lo logré?"". 
Sí. No. Simple.
									","
											(Video) Andy Grove:
Die zwei Schlüsselphrasen
											im Management
von zielorientierten Systemen
											sind die Ziele
und die Schlüsselergebnisse.
											Sie decken beide Zwecke ab.
Das Ziel ist die Richtung.
											Die Schlüsselergebnisse
muss man messen.
											Am Ende können Sie zweifelsfrei sagen:
											""Habe ich das getan oder nicht?"" 
Ja. Nein. Einfach.
									",Why the secret to success is setting the right goals,John Doerr,11:51,"success,business,leadership,goal-setting,motivation,work,future,potential,collaboration,personal growth"
"
","
","
",Why the secret to success is setting the right goals,John Doerr,11:51,"success,business,leadership,goal-setting,motivation,work,future,potential,collaboration,personal growth"
"
											John Doerr: That's Andy.
											Yes. No. Simple.
											Objectives and Key Results,
											or OKRs,
											are a simple goal-setting system
											and they work for organizations,
they work for teams,
											they even work for individuals.
											The objectives are what
you want to have accomplished.
											The key results are how
I'm going to get that done.
											Objectives. Key results.
											What and how.
											But here's the truth:
											many of us are setting goals wrong,
											and most of us
are not setting goals at all.
											A lot of organizations
set objectives and meet them.
											They ship their sales,
they introduce their new products,
											they make their numbers,
											but they lack a sense of purpose
to inspire their teams.
									","
											John Doerr: Ese es Andy.
											Sí. No. Simple.
											Objetivos y resultados clave,
											u ORC,
											son un sistema sencillo
para establecer objetivos
											y funciona para organizaciones,
para equipos,
											y también para individuos.
											Los objetivos son lo que queremos lograr.
											Los resultados clave se refieren
a la manera en que lo lograremos.
											Objetivos. Resultados clave.
											Qué y cómo.
											Pero la verdad es esta:
											muchos nos trazamos objetivos equivocados,
											y la mayoría ni siquiera 
nos fijamos un objetivo.
											Muchas organizaciones establecen
sus objetivos y los cumplen.
											Venden su mercadería,
introducen sus nuevos productos,
											hacen sus números,
											pero no saben fijar metas
para motivar a sus equipos.
									","
											John Doerr: Das ist Andy.
											Ja. Nein. Einfach.
											""Objectives and Key Results"",
											oder auch OKRs,
											bilden ein einfaches
System zur Zielsetzung.
											Es eignet sich für Unternehmen, für Teams
											und sogar für den Einzelnen.
											Die Ziele sind, was man erreichen möchte.
											Die Schlüsselergebnisse sind,
wie ich das hinbekomme.
											Ziele. Schlüsselergebnisse.
											Was und wie.
											Aber die Wahrheit ist:
											Viele von uns setzen sich
die falschen Ziele.
											Und die meisten von uns 
setzen sich überhaupt keine Ziele.
											Viele Organisationen setzen sich Ziele
und erreichen sie auch.
											Sie liefern ihre Verkäufe aus,
sie stellen neue Produkte vor,
											sie schaffen ihre Zahlen,
											aber ihnen fehlt ein Sinn,
um ihr Team zu inspirieren.
									",Why the secret to success is setting the right goals,John Doerr,11:51,"success,business,leadership,goal-setting,motivation,work,future,potential,collaboration,personal growth"
"
","
","
",Why the secret to success is setting the right goals,John Doerr,11:51,"success,business,leadership,goal-setting,motivation,work,future,potential,collaboration,personal growth"
"
											So how do you set
these goals the right way?
											First, you must answer
the question, ""Why?""
											Why?
											Because truly transformational teams
											combine their ambitions
to their passion and to their purpose,
											and they develop a clear
and compelling sense of why.
									","
											¿Cómo trazar estos objetivos
de la manera correcta, entonces?
											Primero, hay que responder 
a la pregunta ""¿por qué?"".
											¿Por qué?
											Porque los equipos 
realmente transformadores
											combinan sus ambiciones
con la pasión y con el propósito,
											y así desarrollan un sentido 
claro y contundente del porqué.
									","
											Wie setzt man also die richtigen Ziele?
											Zuerst muss man die Frage nach dem
""Warum"" beantworten.
											Warum?
											Denn Teams, die wirklich etwas verändern,
											kombinieren ihren Ehrgeiz
mit ihrer Leidenschaft und ihrem Sinn,
											und sie entwickeln eine klare und
überzeugende Vorstellung vom Warum.
									",Why the secret to success is setting the right goals,John Doerr,11:51,"success,business,leadership,goal-setting,motivation,work,future,potential,collaboration,personal growth"
"
","
","
",Why the secret to success is setting the right goals,John Doerr,11:51,"success,business,leadership,goal-setting,motivation,work,future,potential,collaboration,personal growth"
