en,fr,es,tr,pt,title,speaker,duration,tags
"
","
","
","
","
",What if cracks in concrete could fix themselves?,Congrui Jin,4:36,"climate change,TED-Ed,sustainability,natural resources,nature,natural disaster"
"
											Concrete is the most widely used
											construction material in the world.
											It can be found in swathes of city pavements,
											bridges that span vast rivers,
											and the tallest skyscrapers on earth.
											But this sturdy substance
											does have a weakness:
											it’s prone to catastrophic cracking
											that costs tens of billions of dollars
											to repair each year.
											But what if we could avoid that problem,
											by creating concrete that heals itself?
									","
											Le béton est le matériau de construction
le plus utilisé dans le monde.
											On l'utilise pour les trottoirs en ville,
											pour les ponts qui enjambent 
de larges rivières
											et pour les plus hauts gratte-ciels
de la planète.
											Mais cette matière solide
a une faiblesse :
											il est sujet à des fissures désastreuses
											qui coûtent des dizaines de milliards
de dollars à réparer chaque année.
											Et si on pouvait éviter ce problème
											en créant du béton qui s'auto-répare ?
									","
											El hormigón es uno de los materiales
de construcción más usados en el mundo.
											Con él se pavimentan las ciudades,
											se construyen puentes 
que unen grandes ríos
											y se levantan los rascacielos
más altos del mundo.
											Pero este resistente material
tiene un punto débil:
											tiende a formar peligrosísimas grietas
											cuya reparación demanda un gasto
de millones de dólares al año.
											Pero, ¿y si pudiéramos 
evitar ese problema
											inventando un hormigón 
que se autorreparara?
									","
											Beton, dünyada en çok kullanılan
											inşaat malzemesidir.
											Şehir kaplamaları, geniş nehirleri
											kapsayan köprüler ve yeryüzündeki
											en yüksek gökdelenlerde bulunabilir.
											Ancak bu sağlam maddenin
											bir zayıflığı var:
											Her yıl on milyarlarca dolarlık
											bir maliyete yol açan
											yıkıcı bir çatlamaya eğilimlidir.
											Peki ya bu sorunu önlemek için,
											kendini iyileştiren bir beton üretirsek?
									","
											O betão é o material de construção
mais usado em todo o mundo.
											Encontra-se nas faixas
dos pavimentos de cidades,
											nas pontes que atravessam largos rios
											e nos mais altos arranha-céus do planeta.
											Mas esta substância robusta
tem um ponto fraco:
											é propensa a rachas catastróficas
											que custam dezenas de milhares
de milhões de dólares
											em reparações, todos os anos.
											E se pudéssemos evitar este problema,
											criando betão que se autorregenerasse?
									",What if cracks in concrete could fix themselves?,Congrui Jin,4:36,"climate change,TED-Ed,sustainability,natural resources,nature,natural disaster"
"
","
","
","
","
",What if cracks in concrete could fix themselves?,Congrui Jin,4:36,"climate change,TED-Ed,sustainability,natural resources,nature,natural disaster"
"
											This idea isn’t as far-fetched
											as it may seem.
											It boils down to an understanding
											of how concrete forms,
											and how to exploit that process
											to our benefit.
											Concrete is a combination of coarse stone
											and sand particles, called aggregates,
											that mix with cement, a powdered blend
											of clay and limestone.
											When water gets added to this mix,
											the cement forms a paste and
											coats the aggregates, quickly hardening
											through a chemical reaction
											called hydration.
											Eventually, the resulting material
											grows strong enough to prop up buildings
											that climb hundreds of meters
											into the sky.
									","
											Cette idée n'est pas aussi farfelue
qu'elle peut le paraître,
											Cela se résume à comprendre
la formation du béton
											et l'exploitation de ce processus
pour notre bénéfice.
											Le béton est une combinaison
de pierres grossières
											et de particules de sable,
appelées agrégats,
											qui se mélangent à du ciment,
											de l'argile et du calcaire en poudre.
											Quand on ajoute de l’eau à ce mélange,
											le ciment forme une pâte
											et enrobe les agrégats
en durcissant rapidement
											lors une réaction chimique
appelée hydratation.
											Finalement, le matériau qui en résulte
											devient assez dur
pour soutenir des bâtiments
											qui font des centaines de mètres
de haut.
									","
											La idea no es tan descabellada 
como parece.
											Solo se trata de entender
cómo se forma el hormigón
											y cómo se puede aprovechar el proceso
											para nuestro beneficio.
											El hormigón es una mezcla
de piedras y partículas de arena
											llamadas ""agregados"",
											que se unen con el cemento,
un polvo formado de caliza y arcilla.
											Cuando se agrega agua a esta mezcla,
											el cemento forma una pasta
que recubre los agregados
											y se endurece mediante una reacción 
química llamada ""hidratación"".
											De este modo, el material formado
											es lo suficientemente fuerte 
como para sostener edificios
											de cientos de metros de altura.
									","
											Bu fikir göründüğü kadar
											inanılmaz değil.
											Betonun nasıl oluştuğuna
											ve bu süreçten
											nasıl yararlanacağımıza dair
											bir anlayışı özetler.
											Beton, agrega olarak 
adlandırılan kaba taş
											ve kum parçacıklarının, 

											toz hâline getirilmiş kil ve kireç taşı 
karışımının birleşimi olan
											çimento ile karıştırılmasıdır.
											Bu karışıma su eklendiğinde,
											çimento bir macun oluşturur ve
											agregatları kaplar, hidrasyon olarak
											adlandırılan kimyasal
											reaksiyonla hızla sertleşir.
											Sonuç olarak, ortaya çıkan malzeme
											yüzlerce metreye tırmanan yapıları
											gökyüzüne taşıyacak kadar
											güçlü bir şekilde büyür.
									","
											Esta ideia não é tão rebuscada
como pode parecer.
											Resume-se à compreensão
de como se forma o betão
											e como explorar esse processo
em nosso benefício.
											O betão é uma mistura
de pedras britadas
											e de partículas de areia,
que se chamam os agregados
											que se misturam com cimento,
											uma mistura poderosa de barro e calcário.
											Quando se acrescenta água a esta mistura,
											o cimento forma uma pasta
que envolve os agregados
											e que endurece rapidamente,
através duma reação química,
											chamada hidratação.
											Por fim, o material resultante
											fica suficientemente forte
para sustentar edifícios
											que se elevam a centenas de metros
até ao céu.
									",What if cracks in concrete could fix themselves?,Congrui Jin,4:36,"climate change,TED-Ed,sustainability,natural resources,nature,natural disaster"
"
","
","
","
","
",What if cracks in concrete could fix themselves?,Congrui Jin,4:36,"climate change,TED-Ed,sustainability,natural resources,nature,natural disaster"
"
											While people have been using
											a variety of recipes to produce cement
											for over 4,000 years,
											concrete itself
											has a surprisingly short lifespan.
											After 20 to 30 years,
											natural processes like concrete shrinkage,
											excessive freezing and thawing,
											and heavy loads can trigger cracking.
											And it’s not just big breaks that count:
											tiny cracks can be just as dangerous.
											Concrete is often used
											as a secondary support
											around steel reinforcements.
											In this concrete, even small cracks
											can channel water, oxygen,
											and carbon dioxide that corrode the steel
											and lead to disastrous collapse.
											On structures like bridges and highways
											that are constantly in use,
											detecting these problems
											before they lead to catastrophe
											becomes a huge and costly challenge.
											But not doing so
											would also endanger thousands of lives.
									","
											Alors que les gens utilisent diverses
recettes pour produire du ciment
											depuis plus de 4 000 ans,
											le béton lui-même
											a une durée de vie étonnamment courte.
											Après 20 à 30 ans,
											des processus naturels,
tels que le tassement du béton,
											le gel et le dégel importants
											et de lourdes charges,
peuvent provoquer des fissures.
											Et il n'y a pas que les grandes fissures
qui comptent :
											les petites fissures peuvent être
tout aussi dangereuses.
											Le béton est souvent utilisé
											comme support secondaire
autour d'armatures en acier.
											Dans ce béton, même les petites fissures
											peuvent canaliser l’eau, l’oxygène
											et le dioxyde de carbone,
qui corrodent l'acier
											et conduit à un effondrement désastreux.
											Sur les ponts et les autoroutes,
qui sont utilisés en continu,
											détecter ces problèmes avant
qu’ils ne conduisent à la catastrophe
											devient un défi énorme et coûteux.
											Mais ne pas le faire
											mettrait également en danger
des milliers de vies.
									","
											Si bien se usa una variedad de recetas
											para fabricar cemento
desde hace 4000 años,
											el hormigón en sí
											tiene una vida útil 
sorprendentemente efímera.
											Transcurridos entre 20 y 30 años,
											los procesos naturales como
la contracción del material,
											el enfriamiento
y el calentamiento en exceso,
											y el sobrepeso de la carga 
pueden formar grietas.
											Pero no son solo 
las grandes las que importan;
											también las grietas pequeñas
pueden ser peligrosas.
											El hormigón suele usarse
											como refuerzo secundario
en estructuras de acero.
											En este caso, aun las grietas pequeñas
											pueden propiciar el ingreso de agua, 
oxígeno y dióxido de carbono,
											lo cual corroe el acero y produce
derrumbes, con terribles consecuencias.
											En estructuras de tránsito intenso
como puentes y carreteras,
											la detección de estos problemas
antes de que ocurra una catástrofe
											es un enorme y costoso desafío.
											Pero si no se lo enfrenta, 
miles de vida estarían en peligro.
									","
											İnsanlar 4.000 yıldan
											fazla bir süredir çimento üretmek için
											çeşitli tarifler kullanıyor olsalar da,
											betonun kendisi
											şaşırtıcı derecede kısa bir ömre sahiptir.
											20 ila 30 yıl sonra,
											beton büzülmesi, aşırı donma
											ve çözülme gibi doğal işlemler
											ve ağır yükler çatlamayı tetikleyebilir.
											Ve bu sadece önemli kırılmalar değil:
											Küçük çatlaklar da tehlikeli olabilir.
											Beton, çelik takviyelerin
											etrafında sıklıkla
											bir destek olarak kullanılır.
											Bu betonda, küçük çatlaklar bile
											çeliği aşındıran ve yıkıcı çöküşe
											neden olan su, oksijen ve karbondioksiti
											kanalize edebilir.
											Sürekli kullanımda olan köprüler ve
											otoyollar gibi yapılarda,
											bu sorunları felakete yol
											açmadan tespit etmek büyük
											ve masraflı bir olay hâline gelir.
											Ama bunu yapmamak da
											binlerce hayatı tehlikeye atar.
									","
											Embora as pessoas tenham usado
											uma série de receitas para
produzir o cimento
											há mais de 4000 anos,
											o betão tem uma duração de vida
surpreendentemente curta.
											Ao fim de 20 a 30 anos,
											processos naturais, como
a contração do betão,
											o congelamento
e descongelamento excessivo
											e cargas pesadas podem provocar rachas.
											E não são só as grandes rachas que contam,
											as pequenas rachas podem ser
igualmente perigosas.
											O betão é usado com frequência
											como um suporte secundário
em volta de reforços de aço.
											Neste betão, até as pequenas rachas
											podem canalizar água, oxigénio
e dióxido de carbono
											que corroem o aço e levam
a um colapso desastroso.
											Em estruturas como
pontes e autoestradas
											que são usadas permanentemente,
											detetar estes problemas,
antes de acontecer uma catástrofe,
											é um problema enorme e dispendioso.
											Mas, se não o fizéssemos,
											também poríamos em perigo
milhares de vidas.
									",What if cracks in concrete could fix themselves?,Congrui Jin,4:36,"climate change,TED-Ed,sustainability,natural resources,nature,natural disaster"
"
","
","
","
","
",What if cracks in concrete could fix themselves?,Congrui Jin,4:36,"climate change,TED-Ed,sustainability,natural resources,nature,natural disaster"
"
											Fortunately, we’re already experimenting
											with ways this material
											could start fixing itself.
											And some of these solutions
											are inspired by concrete’s
											natural self-healing mechanism.
											When water enters these tiny cracks,
											it hydrates the concrete’s calcium oxide.
											The resulting calcium hydroxide
											reacts with carbon dioxide in the air,
											starting a process called
											autogenous healing, where
											microscopic calcium carbonate crystals
											form and gradually fill the gap.
											Unfortunately, these crystals
											can only do so much, healing cracks
											that are less than 0.3mm wide.
									","
											Heureusement, on expérimente déjà
											des solutions pour que ce matériau
puisse s'auto-réparer.
											Certaines de ces solutions
sont inspirées
											par le mécanisme naturel
d’auto-réparation du béton.
											Lorsque l’eau pénètre
dans ces minuscules fissures,
											elle hydrate l’oxyde de calcium du béton.
											Cet hydroxyde de calcium
											réagit avec le dioxyde
de carbone dans l’air,
											amorçant un processus appelé
ressoudage spontané,
											par lequel des cristaux microscopiques
de carbonate de calcium
											se forment et remplissent
progressivement l’espace.
											Malheureusement, ces cristaux
ne peuvent pas en faire plus
											et ne réparent que des fissures
de moins de 0,3 mm.
									","
											Afortunadamente, 
ya se están haciendo experimentos
											para lograr que este material
pueda autorrepararse.
											Parte de la solución radica
en los mecanismos naturales
											de autorreparación del hormigón en sí.
											Cuando el agua se filtra
por estas pequeñas grietas,
											el óxido de calcio
del hormigón se hidrata.
											El hidróxido de calcio que allí se forma
											reacciona con el dióxido 
de carbono del aire,
											iniciando un proceso denominado
""reparación autógena"",
											donde se forman microscópicos 
cristales de carbonato de calcio
											que van rellenando las grietas.
											Lamentablemente, estos cristales
											solo pueden reparar fisuras
menores a 0,3 mm de ancho.
									","
											Neyse ki, bu materyalin kendini
											düzeltmeye başlayabileceği
											yollarla denemeler yapıyoruz.
											Ve bu çözümlerin bazıları,
											betonun kendini iyileştirme
											mekanizmasından ilham alıyor.
											Su bu küçük çatlaklara girdiğinde,
											betonun kalsiyum oksitini nemlendirir.
											Ortaya çıkan kalsiyum hidroksit,
											havadaki karbondioksit 
ile reaksiyona girerek,
											mikroskopik kalsiyum karbonat
											kristallerinin oluştuğu ve aşamalı
											olarak boşluğu doldurduğu
											otojen iyileşme denilen 
bir işlem başlatır.
											Ne yazık ki, bu kristaller
											0,3 mm genişliğinden küçük
											çatlakları iyileştiremez.
									","
											Felizmente, já estamos a experimentar
											formas de este material
se autorregenerar.
											Algumas dessas soluções
											inspiram-se no mecanismo
de auto-cura natural do betão.
											Quando a água entra
por essas pequenas rachas,
											hidrata o óxido de cálcio do betão.
											O resultante hidróxido de cálcio
											reage com o dióxido de carbono do ar,
											iniciando um processo
chamado cura autógena,
											em que se formam microscópicos cristais
de carbonato de cálcio
											que preenchem gradualmente o espaço.
											Infelizmente, esses cristais
											só conseguem curar rachas
com menos de 0,3 mm de largura.
									",What if cracks in concrete could fix themselves?,Congrui Jin,4:36,"climate change,TED-Ed,sustainability,natural resources,nature,natural disaster"
"
","
","
","
","
",What if cracks in concrete could fix themselves?,Congrui Jin,4:36,"climate change,TED-Ed,sustainability,natural resources,nature,natural disaster"
"
											Material scientists have figured out how
											to heal cracks up to twice that size by
											adding hidden glue into the concrete mix.
											If we put adhesive-filled fibers
											and tubes into the mixture,
											they’ll snap open when a crack forms,
											releasing their sticky contents
											and sealing the gap.
											But adhesive chemicals often behave
											very differently from concrete,
											and over time, these adhesives
											can lead to even worse cracks.
									","
											Les scientifiques ont découvert
											comment réparer des fissures
deux fois plus grandes
											en ajoutant de la colle
dissimulée dans le béton.
											Si on met des fibres et des tubes
rempli d'adhésif dans le mélange,
											ils s’ouvriront quand
une fissure se forme,
											libérant leur contenu collant
et bouchant ainsi l'espace.
											Mais les produits adhésifs
se comportent
											très différemment du béton,
											et, au fil du temps, ces adhésifs
											peuvent conduire à des fissures
encore plus graves.
									","
											Los especialistas en materiales
											han descubierto la forma 
de reparar grietas que miden el doble
											incorporando pegamento
a la mezcla de hormigón.
											Si se le agregan fibras y tubos 
rellenos de un material adhesivo,
											estas se abrirán 
cuando se forme una grieta,
											liberarán ese contenido adhesivo
y de ese modo sellarán la grieta.
											Pero las sustancias químicas adhesivas
no suelen actuar como el hormigón
											y, con el tiempo, este material adhesivo
puede derivar en grietas aún peores.
									","
											Malzeme bilimcileri, beton karışımına
											gizli yapıştırıcı ekleyerek 
bundan iki kat
											büyüklükteki çatlakları nasıl 
iyileştirebileceklerini buldular.
											Yapışkan dolgulu lifleri ve tüpleri
											karışıma koyarsak,
											bir çatlak oluştuğunda yapışır,
											yapışkan içeriğini serbest bırakır
											ve boşluğu kapatır.
											Ancak yapışkan kimyasallar genellikle
											betondan çok farklı davranır
											ve zamanla bu yapıştırıcılar daha da
											kötü çatlaklara yol açabilir.
									","
											Os cientistas de materiais
conseguiram descobrir
											como curar rachas
com o dobro deste tamanho
											acrescentando cola oculta
na mistura do betão.
											Se introduzirmos na mistura
											fibras e tubos cheios de produtos adesivos
											estes abrir-se-ão
quando se formar uma racha
											libertando o seu conteúdo adesivo
e selando a racha.
											Mas os químicos adesivos
comportam-se com frequência
											de forma muito diferente do betão
											e, com o tempo, esses químicos
podem provocar ainda mais rachas.
									",What if cracks in concrete could fix themselves?,Congrui Jin,4:36,"climate change,TED-Ed,sustainability,natural resources,nature,natural disaster"
