en,es,title,speaker,duration,tags
"
","
",How Baltimore called a ceasefire,Erricka Bridgeford,11:27,"activism,violence,guns,death,crime,TEDx,United States,society,social change,community"
"
											There is a pastor in Baltimore.
											His name is Michael Phillips,
											he is the pastor of Kingdom Life Church,
											and he often talks about how problems
show up in our lives so arrogantly,
											with so much confidence, as if there is
just nothing we can do about them.
											And the murder rate in Baltimore
had been doing that.
											Year after year, it just
kept showing up as this big thing
											that there was nothing any of us
could do anything about.
									","
											Hay un pastor en Baltimore.
											Su nombre es Michael Phillips,
											es el pastor de la iglesia Kingdom Life,
											que a menudo habla de cómo los problemas
aparecen en nuestras vidas tan arrogantes
											y tan confiados, como si no hubiera
nada que pudiéramos hacer con ellos.
											Y la tasa de homicidios en Baltimore
estaba haciendo justo eso.
											Año tras año, simplemente
seguía apareciendo como algo tan grande
											que no había nada que ninguno de nosotros
pudiéramos hacer al respecto.
									",How Baltimore called a ceasefire,Erricka Bridgeford,11:27,"activism,violence,guns,death,crime,TEDx,United States,society,social change,community"
"
","
",How Baltimore called a ceasefire,Erricka Bridgeford,11:27,"activism,violence,guns,death,crime,TEDx,United States,society,social change,community"
"
											But the thing about Baltimore
											is that it has never been the one
to just be defeated.
											So the story about the Baltimore Ceasefire
											is that Baltimore looked
the murder rate in the eye
											and said, ""What you're not going to do
is snatch our greatness.""
									","
											Pero lo que ocurre con Baltimore
											es que nunca ha estado dispuesta
a ser derrotada.
											La historia del 
alto el fuego de Baltimore
											trata sobre cómo Baltimore miró a los ojos
a la tasa de asesinatos
											y dijo: ""Lo que no van a hacer es 
arrebatarnos nuestra grandeza"".
									",How Baltimore called a ceasefire,Erricka Bridgeford,11:27,"activism,violence,guns,death,crime,TEDx,United States,society,social change,community"
"
","
",How Baltimore called a ceasefire,Erricka Bridgeford,11:27,"activism,violence,guns,death,crime,TEDx,United States,society,social change,community"
"
											So two years ago,
I'm at a 300 Man March meeting.
											At the time, I was a leader
in that movement.
											And this guy named Ogun —
											he's like a godfather
of hip-hop in Baltimore —
											he came over to me and he said,
											""Yo, I have this idea about
calling a ceasefire in Baltimore,
											and I feel like you are somebody
I should talk to about that.""
											And I was like, ""I'm absolutely
somebody you should talk to about that,
											because that's something we should do.""
											And so we played phone tag
and meeting tag,
											and two years went by and we never
really sat down and talked about it.
									","
											Así que hace dos años, estaba en 
una reunión de la Marcha de los 300.
											Entonces, yo era líder en ese movimiento.
											Y este tipo llamado Ogun,
											—es como un padrino
del hip-hop en Baltimore—
											se acercó y me dijo:
											""¡Oye! Tengo esta idea de
convocar un alto el fuego en Baltimore,
											y siento que eres la persona con quien
yo debería hablar"".
											Fue como, ""¡Totalmente soy la persona 
con quien tienes que hablar,
											porque eso es lo que deberíamos hacer!"".
											Y entonces jugamos al juego de te llamo,
nos reunimos,
											y pasaron dos años y realmente nunca
nos sentamos ni hablamos del tema.
									",How Baltimore called a ceasefire,Erricka Bridgeford,11:27,"activism,violence,guns,death,crime,TEDx,United States,society,social change,community"
"
","
",How Baltimore called a ceasefire,Erricka Bridgeford,11:27,"activism,violence,guns,death,crime,TEDx,United States,society,social change,community"
"
											So now we're in May of 2017.
											My son Paul, he's 19 years old,
he's driving me home from work one day,
											and he says, ""Ma, did you know
that the murder rate in Baltimore
											is higher than it's ever been?""
											And I said, ""What you mean
it's higher than it's ever been?
											How is that possible?
											Like, I mean, what about people who say
they have connections to the streets?
											Why won't they use those connections
and call a cease-fire or something?""
											And on and on I went
											from my own feelings of helplessness
about what other people weren't doing.
									","
											Así que ahora estamos en mayo de 2017.
											Un día mi hijo Paul, tiene 19 años,
me está llevando a casa del trabajo,
											y me dice: ""Mamá, ¿sabías
que la tasa de homicidios en Baltimore
											está más alta que nunca?"".
											Y le dije: ""¿Qué quieres decir
con que está más alta que nunca?
											¿Cómo es posible?
											¿Qué pasa con las personas que dicen
tener contactos en las calles?
											¿Por qué no usarán esos contactos
para convocar un alto el fuego o algo?""
											Y seguí sin parar
											desde mi propio sentimiento de impotencia
por lo que otros no estaban haciendo.
									",How Baltimore called a ceasefire,Erricka Bridgeford,11:27,"activism,violence,guns,death,crime,TEDx,United States,society,social change,community"
"
","
",How Baltimore called a ceasefire,Erricka Bridgeford,11:27,"activism,violence,guns,death,crime,TEDx,United States,society,social change,community"
"
											The next morning I woke up
											and I realized that what I was
really angry about
											wasn't about what other people
weren't doing,
											it was that I had heard
this message years ago,
											and I hadn't moved on it.
											So it was about what I
was supposed to be doing.
											So I got up and I'm going,
											""OK, if we could
just have three days
											where everybody in the city
was committing,
											nobody is going to kill anybody,
											and we're going to celebrate life instead,
											when can we do that?""
											So it's May, I look at my calendar,
											all right, I've got some free time
the first weekend in August,
											we'll do it August 4th
through August 6th, right?
									","
											A la mañana siguiente me desperté
											y comprendí que lo que realmente 
me molestaba
											no era lo que otras personas
no estaban haciendo,
											sino que yo había escuchado
este mensaje hacía años,
											y no había hecho nada.
											Eso era exactamente lo que
se suponía que estaba haciendo.
											Así que me levanté 
y mientras me iba pensaba,
											""De acuerdo, si pudiéramos
tener solo tres días
											en los que todos los ciudadanos
se comprometieran,
											a que nadie va a matar a nadie,
											y en vez de eso celebramos la vida,
											¿cuándo podemos hacer eso?"".
											""Así que es mayo,"" miro mi calendario,
											está bien, tengo algo de tiempo libre
el primer fin de semana de agosto,
											""lo haremos del 4 de agosto
al 6 de agosto, ¿bien?""
									",How Baltimore called a ceasefire,Erricka Bridgeford,11:27,"activism,violence,guns,death,crime,TEDx,United States,society,social change,community"
