en,es,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
","
",How too many rules at work keep you from getting things done,Yves Morieux,16:38,"leadership,productivity,work"
"
											Paul Krugman, the Nobel Prize
[winner] in economics, once wrote:
											""Productivity is not everything,
but in the long run,
											it is almost everything.""
									","
											Paul Krugman, premio Nobel
de economía, escribió una vez:
											""La productividad no lo es todo
pero, en el largo plazo,
											es casi todo"".
									","
											Paul Krugman, Prémio Nobel
de economia, escreveu um dia:
											""A produtividade não é tudo,
											""mas a longo prazo, é quase tudo.""
									","
											Ekonomi Nobel Ödülü'nü kazanan 
Paul Krugman bir zamanlar şöyle yazmıştı:
											""Verimlilik her şey değil, ama uzun vadede
											neredeyse her şey.""
									","
											Paul Krugman, le lauréat du Prix Nobel
d'Économie, a écrit :
											« La productivité ne fait pas tout,
mais sur le long terme,
											cela représente presque tout. »
									",How too many rules at work keep you from getting things done,Yves Morieux,16:38,"leadership,productivity,work"
"
","
","
","
","
",How too many rules at work keep you from getting things done,Yves Morieux,16:38,"leadership,productivity,work"
"
											So this is serious.
											There are not that many things on earth
that are ""almost everything.""
											Productivity is the principal driver
of the prosperity of a society.
											So we have a problem.
											In the largest European economies,
											productivity used to grow
five percent per annum
											in the '50s, '60s, early '70s.
											From '73 to '83: three percent per annum.
											From '83 to '95: two percent per annum.
											Since 1995: less than
one percent per annum.
											The same profile in Japan.
											The same profile in the US,
											despite a momentary rebound 15 years ago,
											and despite all
the technological innovations
											around us: the Internet, the information,
											the new information
and communication technologies.
									","
											Así que esto es serio.
											No hay muchas cosas
en la tierra que sean casi todo.
											La productividad es el principal motor
de la prosperidad de una sociedad.
											Así que tenemos un problema.
											En las economías más grandes de Europa,
											la productividad crecía anualmente 5 %
											en la década de los años 50, 60 
y principios de los 70.
											Desde el 73 al 83: 3 % anual.
											Desde el 83 al 95: 2 % anual.
											Desde 1995: menos de 1 % por año.
											Lo mismo en Japón.
											Lo mismo en EE.UU.,
											a pesar de un repunte
momentáneo hace 15 años
											y a pesar de todas
las innovaciones tecnológicas
											de hoy en día: Internet, la información,
											las nuevas tecnologías de la 
información y de la comunicación.
									","
											Isso é importante.
											Não há muitas coisas no mundo 
que sejam ""quase"" tudo.
											A produtividade é o principal motor 
da prosperidade de uma sociedade.
											Por isso, temos um problema.
											Nas maiores economias europeias,
											a produtividade crescia 5% ao ano
											nos anos 50, 60 e início dos anos 70.
											De 1973 a 1983: 3% ao ano.
											De 1983 a 1995: 2% ao ano.
											Desde 1995: menos que 1% ao ano.
											O mesmo acontece no Japão.
											O mesmo acontece nos EUA,
											apesar de uma recuperação
temporária há 15 anos
											e apesar de todas as inovações tecnológicas
à nossa volta
											a Internet, a informação
											e as novas tecnologias
de informações e comunicações.
									","
											Yani bu ciddi bir şey.
											Dünyada ""neredeyse her şey"" 
olan çok fazla şey yok.
											Verimlilik, bir toplumun 
refahı için ana güdü.
											Yani sorunumuz var.
											Avrupa'nın en büyük ekonomilerinde,
											50'lerde, 60'larda, 70'lerin 
başlarında verimlilik
											yılda yüzde beş oranında artış gösterirdi.
											73'ten 83'e: Yılda yüzde üç.
											83'ten 95'e: Yılda yüzde iki.
											1995'ten beri: Yılda yüzde birden az.
											Japonya'da da aynı görüntü.
											ABD'de de aynı görüntü,
											15 yıl önce olan bir anlık 
sıçramaya rağmen
											ve çevremizdeki bütün 
teknolojik yeniliklere
											rağmen: İnternet, bilgi,
											yeni bilgi ve iletişim teknolojileri.
									","
											Alors c'est du sérieux.
											Il y a peu de choses sur Terre qui
représentent presque tout.
											La productivité est l'un des principaux
moteurs de la prospérité d'une société.
											Nous avons donc un problème.
											Au sein des plus grandes économies
européennes,
											la productivité avait tendance à 
s'accroître de 5% par an
											au fil des années 50, 60 et début 70.
											De 1973 à 1983, le taux était
de 3% par an.
											De 1983 à 1995 : 2% par an.
											Depuis 1995 : moins d'1% par an.
											Le Japon présente la même tendance.
											Les États-Unis affichent la même tendance,
											malgré un rebond momentané
il y a quinze ans,
											et malgré toutes les innovations 
technologiques
											qui s'opèrent autour de nous :
internet, l'information,
											les nouvelles technologies de
l'information et de la communication.
									",How too many rules at work keep you from getting things done,Yves Morieux,16:38,"leadership,productivity,work"
"
","
","
","
","
",How too many rules at work keep you from getting things done,Yves Morieux,16:38,"leadership,productivity,work"
"
											When productivity grows
three percent per annum,
											you double the standard of living
every generation.
											Every generation is twice
as well-off as its parents'.
											When it grows one percent per annum,
											it takes three generations
to double the standard of living.
											And in this process, many people
will be less well-off than their parents.
											They will have less of everything:
											smaller roofs, or perhaps no roof at all,
											less access to education, to vitamins,
to antibiotics, to vaccination —
											to everything.
											Think of all the problems
that we're facing at the moment.
											All.
											Chances are that they are rooted
in the productivity crisis.
									","
											Cuando la productividad
crece 3 % anualmente,
											se duplica el nivel de
vida cada generación.
											Cada generación es 2 veces 
más pudiente que sus padres.
											Cuando se crece el 1 % al año,
											se necesitan 3 generaciones
para duplicar el nivel de vida.
											Y en este proceso, mucha gente
es menos rica que sus padres.
											Tendrán menos de todo:
											casa más pequeñas,
o quizá no tendrán casa,
											menos acceso a educación, vitaminas, 
antibióticos, vacunación,
											a todo.
											Piensen en todos los problemas que
estamos enfrentando en este momento.
											Todos.
											Lo más probable es que tengan su origen 
en la crisis de productividad.
									","
											Quando a produtividade cresce 3% ao ano,
											o nível de vida duplica a cada geração.
											Cada geração tem uma vida 
duas vezes melhor que a dos pais.
											Quando cresce 1% ao ano,
											são precisas três gerações
para duplicar o nível de vida.
											Muitas pessoas terão uma vida
pior que a dos pais.
											Terão menos de tudo.
											Terão casas mais pequenas,
ou talvez nem tenham casa,
											terão menor acesso ao ensino, 
a vitaminas, a antibióticos, a vacinação,
											a todas as coisas.
											Pensem em todos os problemas
que enfrentamos no momento.
											Em todos eles.
											É provável que eles tenham origem 
na crise de produtividade.
									","
											Verimlilik yılda yüzde üç artınca,
											her jenerasyonda hayat standartlarını
iki katına çıkarıyorsunuz.
											Her jenerasyon ebeveynlerinden iki kat
kadar daha iyi durumda.
											Yılda yüzde bir oranında artınca,
											yaşama standartlarını iki katına 
çıkarmak üç jenerasyon alıyor.
											Bu süreçte, birçok kişi
ebeveynlerinden daha az varlıklı olacak.
											Her şeyin daha azına sahip olacaklar:
											Daha küçük evler veya 
belki de ev bile yok,
											eğitime, vitaminlere, antibiyotiklere, 
aşıya daha az erişim —
											her şeye.
											Şu an karşı karşıya olduğumuz 
bütün sorunları düşünün.
											Hepsini.
											Bunların verimlilik krizinden 
kaynaklanma olasılığı var.
									","
											Lorsque la productivité augmente
de 3% par an,
											on multiplie par deux les conditions
de vie de la génération précédente.
											Chaque génération est deux fois plus riche
que la génération de leurs géniteurs.
											Lorsque la productivité
s'accroît d'1% par an,
											il faut 3 générations pour doubler
les conditions de vie.
											Et au fil de ce processus, beaucoup 
seront moins riches que leurs parents.
											Ils auront moins de tout :
											des plus petits toits, ou peut-être tout
simplement aucun toit,
											un accès restreint à l'éducation, aux
vitamines, aux antibiotiques, aux vaccins,
											à tout.
											Pensez à tous les problèmes auxquels
nous faisons face actuellement.
											Tous.
											Il y a des chances qu'ils soient ancrés
dans la crise de la productivité.
									",How too many rules at work keep you from getting things done,Yves Morieux,16:38,"leadership,productivity,work"
"
","
","
","
","
",How too many rules at work keep you from getting things done,Yves Morieux,16:38,"leadership,productivity,work"
"
											Why this crisis?
											Because the basic tenets
about efficiency —
											effectiveness in organizations,
in management —
											have become counterproductive
for human efforts.
											Everywhere in public services —
in companies, in the way we work,
											the way we innovate, invest —
try to learn to work better.
											Take the holy trinity of efficiency:
											clarity, measurement, accountability.
											They make human efforts derail.
									","
											¿Por qué esta crisis?
											Debido a que los principios
básicos sobre la eficiencia,
											la eficacia en las organizaciones, 
en la gestión,
											se han convertido en contraproducentes
para los esfuerzos humanos.
											En todo, en los servicios públicos, las
empresas, en la forma en que trabajamos,
											la forma de innovar, de invertir,
de tratar de aprender a trabajar mejor.
											Tomen la santa trinidad de la eficiencia:
											la claridad, la medición,
la rendición de cuentas.
											Hacen descarrilar los esfuerzos humanos.
									","
											Porque é que há esta crise?
											Porque os princípios básicos da eficácia
											— a eficácia em empresas, na gestão —
											tornaram-se contraproducentes
aos esforços humanos.
											Por toda a parte, nos serviços públicos,
nas empresas, na forma como trabalhamos,
											na forma como inovamos e investimos, 
tentamos aprender a trabalhar melhor.
											Vejam a santíssima trindade da eficácia:
											Clareza, quantificação, responsabilidade.
											Fazem descarrilar os esforços humanos.
									","
											Bu kriz niye var?
											Çünkü verimlilik hakkındaki 
temel öğretiler —
											örgütlerdeki, yönetimdeki etkililik —
											insanların çabalarına zarar 
verir hâle geldi.
											Kamu hizmetlerinde her yerde — 
şirketlerde, çalışma şeklimiz,
											yenilik, yatırım yapma şeklimiz — 
daha iyi çalışılmaya gayret ediliyor.
											Verimliliğin kutsal üçlemesini ele alalım:
											Açıklık, ölçme, mesuliyet.
											İnsani çabaları raydan çıkarıyor.
									","
											Pourquoi cette crise ?
											Parce que les principes basiques
de l'efficacité
											— l'efficacité des sociétés,
du management —
											sont devenus contreproductifs
à l'effort humain.
											Partout dans les services publics - dans
les sociétés, notre façon de travailler,
											d'innover, d'investir, nous essayons
d'apprendre à mieux travailler.
											Faire foi du vœu sacré de l'efficacité :
											clarté, mesure, responsabilité.
											Ils font dérailler l'effort humain.
									",How too many rules at work keep you from getting things done,Yves Morieux,16:38,"leadership,productivity,work"
"
","
","
","
","
",How too many rules at work keep you from getting things done,Yves Morieux,16:38,"leadership,productivity,work"
"
											There are two ways
to look at it, to prove it.
											One, the one I prefer,
											is rigorous, elegant, nice — math.
											But the full math version
takes a little while,
											so there is another one.
											It is to look at a relay race.
											This is what we will do today.
											It's a bit more animated, more visual
and also faster — it's a race.
											Hopefully, it's faster.
									","
											Hay dos maneras de verlo, de demostrarlo.
											Una, la que prefiero,
											es rigurosa, elegante,
agradable: las matemáticas.
											Pero la versión matemática
completa toma un poco de tiempo,
											así que hay otra.
											Es con una carrera de relevos.
											Esta es la veremos hoy.
											Es un poco más animada, más visual
y también más rápida, es una carrera.
											Esperemos sea más rápida.
									","
											Há duas formas de olhar
para isto, de provar isto.
											Uma, aquela que eu prefiro,
											é a matemática, rigorosa, 
elegante, simpática.
											Mas a versão matemática completa
demora mais um bocado.
											por isso há uma outra.
											É observar uma corrida de estafetas.
											É isso que vamos fazer hoje.
											É um pouco mais animado, mais visual 
e também mais rápido — é uma corrida.
											Esperemos que seja mais rápido.
									","
											Bunu incelemenin, bunu 
ispatlamanın iki yolu var:
											Biri, benim tercih ettiğim,
											özenli, zarif, hoş — matematik.
											Ancak tam matematik versiyonu 
biraz zaman alıyor,
											bu yüzden bir diğeri var.
											O da bayrak yarışına bakmak.
											Bugün yapacağımız şey bu.
											Biraz daha canlı, daha görsel 
ve de daha hızlı — bir yarış.
											Umarım daha hızlı.
									","
											Il y a deux façons de l'observer,
de le prouver.
											La première, et celle que je préfère,
											est rigoureuse, élégante, charmante : 
les mathématiques.
											Mais la version mathématique
prend quelque temps à expliquer,
											alors en voici une autre.
											Une course de relais.
											Ce que nous ferons
aujourd'hui.
											C'est un peu plus animé, plus visuel
et aussi plus rapide - c'est une course.
											Espérons-le, plus rapide.
									",How too many rules at work keep you from getting things done,Yves Morieux,16:38,"leadership,productivity,work"
