en,pt,fr,de,title,speaker,duration,tags
"
","
","
","
",What should electric cars sound like?,Renzo Vitale,11:51,"cars,sustainability,cities,sound,innovation,technology,mobility,music,transportation"
"
											Let's start with silence.
											Silence is one of the most
precious conditions for humans,
											because it allows us to feel
the depth of our presence.
											This is one of the reasons
why the advent of electric cars
											has generated lots
of enthusiasm among people.
											For the first time, we could associate
the concept of cars
											with the experience of silence.
											Cars can finally be quiet:
											peace in the streets,
											a silent revolution in the cities.
									","
											Comecemos pelo silêncio.
											O silêncio é uma das condições
mais preciosas para os humanos,
											porque permite-nos sentir
a profundidade da nossa presença.
											Esta é uma das razões pela qual
o aparecimento dos carros elétricos
											tem gerado muito entusiasmo
entre as pessoas.
											Pela primeira vez, podemos associar
o conceito de carro
											com a experiência do silêncio.
											Finalmente, os carros
podem ser silenciosos:
											paz nas ruas,
											uma revolução silenciosa nas cidades.
									","
											Commençons par le silence.
											Le silence est l'une des choses
les plus précieuses pour l'homme
											car il nous conduit à ressentir
notre présence totale.
											C'est pourquoi l'émergence
des voitures électriques
											a généré tant d'enthousiasme.
											Pour la première fois, nous pouvons
associer l'idée des voitures
											à l'expérience du silence.
											Les voitures allaient enfin
devenir silencieuses :
											le calme dans les rues,
											une révolution tranquille pour les villes.
									","
											Fangen wir mit Stille an.
											Stille ist für Menschen
eine der kostbarsten Zustände,
											denn sie ermöglicht uns,
die Tiefe unserer Existenz zu fühlen.
											Das ist einer der Gründe,

											warum Elektroautos mit großem Enthusiasmus
von vielen Menschen aufgenommen wurden.
											Zum ersten Mal konnte man
die Idee des Autos
											mit dem Erlebnis der Stille vereinen.
											Autos können endlich leise sein:
											friedliche Straßen,
											eine stille Revolution in den Städten.
									",What should electric cars sound like?,Renzo Vitale,11:51,"cars,sustainability,cities,sound,innovation,technology,mobility,music,transportation"
"
","
","
","
",What should electric cars sound like?,Renzo Vitale,11:51,"cars,sustainability,cities,sound,innovation,technology,mobility,music,transportation"
"
											(Hum)
									","
											(Som do carro)
									","
											(Bruit de moteur électrique)
									","
											(Geräusch Elektroauto)
									",What should electric cars sound like?,Renzo Vitale,11:51,"cars,sustainability,cities,sound,innovation,technology,mobility,music,transportation"
"
","
","
","
",What should electric cars sound like?,Renzo Vitale,11:51,"cars,sustainability,cities,sound,innovation,technology,mobility,music,transportation"
"
											But silence can also be a problem.
											The absence of sound, in fact,
when it comes to cars,
											it can be quite dangerous.
											Think of blind people,
											who can't see a car which is approaching.
											And now, if it's electric,
they can't even hear it.
											Or think of every one of us
as we are walking around the city,
											we are absorbed in our thoughts,
and we detach from the surroundings.
											In these situations, sound can become
our precious companion.
									","
											Mas o silêncio também
pode ser um problema.
											A ausência de som, de facto,
no que toca a carros,
											pode ser muito perigosa.
											Pensem nas pessoas cegas,
											que não conseguem ver
um carro aproximar-se.
											E se este for elétrico,
nem sequer o ouvem.
											Ou pensem em todos nós
enquanto caminhamos pela cidade,
											absorvidos pelos nossos pensamentos,
e desligados do que nos rodeia.
											Nestas situações, o som pode tornar-se
um companheiro precioso.
									","
											Mais le silence s'avère
être problématique.
											L'absence de bruit, devrions-nous dire
lorsqu'il s'agit de voitures,
											peut même devenir dangereuse.
											Les aveugles, par exemple,
											ne voient pas les voitures s'approcher.
											Si c'est un véhicule électrique,
ils ne l'entendront même plus.
											Cela pourrait être vous aussi,
en train de vous déplacer en ville
											absorbé par vos pensées,
absent de votre environnement.
											Dans ces situations, le bruit peut
devenir notre ange-gardien.
									","
											Aber Stille kann auch ein Problem sein.
											Wenn es um Autos geht,

											ist das Fehlen von Geräuschen
tatsächlich gefährlich.
											Denken Sie an Blinde,
die nicht sehen können,
											wie sich ein Auto nähert.

											Ein Elektroauto können sie
jetzt noch nicht einmal hören.
											Oder denken Sie an jeden von uns, 
wie wir durch die Stadt laufen,
											wir hängen unseren Gedanken nach,
losgelöst von unserer Umgebung.
											Unter diesen Umständen kann ein Geräusch 
zu unserem wertvollen Begleiter werden.
									",What should electric cars sound like?,Renzo Vitale,11:51,"cars,sustainability,cities,sound,innovation,technology,mobility,music,transportation"
"
","
","
","
",What should electric cars sound like?,Renzo Vitale,11:51,"cars,sustainability,cities,sound,innovation,technology,mobility,music,transportation"
"
											Sound is one of the most
wonderful gifts of our universe.
											Sound is emotion
											and sound is sublime,
											and when it comes to cars,
sound is also information.
											In order to protect pedestrians
											and to give acoustic
feedback to the drivers,
											governments around the world
have introduced several regulations
											which prescribe the presence of a sound
for electric vehicles.
											In particular, they require
minimum sound levels
											at specific frequency bands
											up to the speed of 30 kilometers per hour.
											Besides this speed,
											the natural noise of the car
is considered as sufficient.
									","
											O som é um dos mais extraordinários
dons do universo.
											O som é emoção
											e o som é sublime,
											e no que toca a carros,
o som é também informação.
											Para proteger os pedestres
											e para dar resposta acústica
aos condutores,
											governos de todo o mundo
introduziram várias regulamentações
											que prescrevem a presença
de um som para veículos elétricos.
											Isto é, requerem níveis mínimos de som
											em bandas de frequência específicas
											até à velocidade de 30 km/h.
											A velocidades superiores,
											o barulho natural do carro
é considerado suficiente.
									","
											Le bruit est un des dons
les plus merveilleux de l'univers.
											C'est un langage riche en émotions.
											C'est sublime,
											et quand il s'agit de voitures,
le bruit est source d'information.
											Avec l'objectif de protéger les piétons
											et d'offrir un support acoustique
aux conducteurs,
											les gouvernements dans le monde
ont instauré des réglementations
											en matières d'acoustique
des véhicules électriques.
											Plus précisément, ces réglementations
exigent des niveaux sonores minimum
											à des bandes de fréquences spécifiques
											jusqu'à 30 kilomètres à l'heure.
											Au-delà de cette vitesse,
											on estime que le bruit produit
par ces voitures est suffisant.
									","
											Geräusche und Klänge sind eines
der besten Geschenke unseres Universums.
											Klänge sind Emotion,
											Klänge sind großartig,
											und bei Autos ist ihr Klang
auch eine Informationsquelle.
											Um Fußgänger zu schützen
											und um ein akustisches Feedback 
an die Fahrer zu geben,
											haben die Regierungen weltweit
verschiedene Vorschriften erlassen,
											die vorschreiben, dass elektrische Autos 
ein Geräusch machen müssen.
											Genauer gesagt, benötigen sie
bis zu einer Geschwindigkeit von 30 km/h
											in spezifischen Frequenzbereichen
eine Mindestlautstärke.
											Oberhalb dieser Geschwindigkeit
											erachtet man das normale Geräusch 
des Autos als ausreichend.
									",What should electric cars sound like?,Renzo Vitale,11:51,"cars,sustainability,cities,sound,innovation,technology,mobility,music,transportation"
"
","
","
","
",What should electric cars sound like?,Renzo Vitale,11:51,"cars,sustainability,cities,sound,innovation,technology,mobility,music,transportation"
"
											These regulations
have generated different reactions
											among those who favor sounds
and those who fear the presence
											of too much noise in the city.
											However, I don't see it
as the noise of the car.
											I rather see it as the voice of the car.
											And this is one of my biggest challenges,
and privileges, at the same time.
									","
											Estas regulamentações
geraram diferentes reações
											entre aqueles a favor do som
e os que temem a presença
											de demasiado som nas cidades.
											No entanto, eu não o vejo
como barulho do carro.
											Mas vejo-o como a voz do carro.
											E este é um dos meus maiores desafios,
e privilégios, em simultâneo.
									","
											Ces réglementations ont suscité
des réactions diverses
											parmi ceux qui préfèrent le bruit
											et ceux qui s'inquiètent
de la saturation sonore de nos villes.
											Toutefois, ce qu'on interprète 
comme le bruit d'un véhicule,
											moi, je l'entends plutôt
comme le son de sa voix.
											Et voilà donc mon grand défi,
et, aussi, mon grand privilège.
									","
											Diese Vorschriften führten zu
unterschiedlichen Reaktionen
											unter denen, die Geräusche favorisieren

											und denen, die zu viel Lärm
in der Stadt fürchten.
											Ich halte das jedoch nicht
für den ""Lärm"" eines Autos,
											sondern für die ""Stimme"" eines Autos.
											Es ist für mich eine große Herausforderung
											und gleichzeitig ein großes Privileg.
									",What should electric cars sound like?,Renzo Vitale,11:51,"cars,sustainability,cities,sound,innovation,technology,mobility,music,transportation"
