en,tr,fr,title,speaker,duration,tags
"
","
","
",What if we ended the injustice of bail?,Robin Steinberg,14:24,"community,activism,inequality,justice system,law,prison,philanthropy,social change,society,United States,Audacious Project"
"
											I will never forget the first time
I visited a client in jail.
											The heavy, metal door slammed behind me,
											and I heard the key turn in the lock.
											The cement floor underneath me
had a sticky film on it
											that made a ripping sound,
											like tape being pulled off a box,
											every time I moved my foot.
											The only connection to the outside world
was a small window placed too high to see.
											There was a small, square table
bolted to the floor
											and two metal chairs,
											one on either side.
											That was the first time
I understood viscerally —
											just for a fleeting moment —
											what incarceration might feel like.
											And I promised myself all those years ago
as a young, public defender
											that I would never,
ever forget that feeling.
											And I never have.
											It inspired me to fight for each
and every one of my clients' freedom
											as if it was my own.
									","
											Bir müvekkili hapishanede ziyaret ettiğim
ilk günü hiç unutmam.
											Ağır demir kapı arkamdan kapandı
											ve anahtarın kilitlenişini duydum.
											Altımda çimentodan zeminde
yapışkan bir film vardı,
											ayağımı her oynattığımda
											kutu üstündeki bantlatı çıkarır gibi
											çıkartma sesi çıkarıyordu.
											Dış dünyayla olan tek bağ
çok yüksekte olan küçük bir pencere.
											Yere monte edilmiş
küçük, kare bir masa,
											her iki yanında da
											iki metal sandalye var.
											Hapsedilmenin duygusal olarak
nasıl bir his olduğunu
											bir an için de olsa
											ilk o zaman anladım.
											Bu bunun nasıl bir his olduğunu
hiç unutmayacağıma dair
											yıllar önce genç bir avukat olarak
kendime söz verdim.
											Hiç unutmadım.
											Her bir müvekkilimin özgürlüğü için
onları tıpkı yargılanan benmişim gibi
											savunmamda bana ilham verdi.
									","
											Je n'oublierai jamais ma première visite
à un client en prison.
											Les lourdes portes en métal
ont claqué derrière moi,
											j'ai entendu la clé
tourner dans la serrure.
											Le sol en ciment sous mes pieds
était recouvert d'un film collant
											produisant un son de déchirement,
											comme du scotch arraché d'une boîte,
											à chaque fois que je bougeais mon pied.
											Le seul lien avec le monde extérieur était
une petite fenêtre trop haute pour voir.
											Il y avait une petite table carrée
boulonnée au sol
											et deux chaises en métal,
											une de chaque côté.
											C'était la première fois
que j'ai compris viscéralement —
											pour un bref moment —
											à quoi ressemblait l'incarcération.
											Je me suis promis, il y a des années,en
tant que jeune avocate commise d'office,
											que je n'oublierais jamais ce sentiment.
											Je ne l'ai jamais oublié.
											Il m'a inspirée à me battre
pour la liberté de chacun de mes clients
											comme si c'était la mienne.
									",What if we ended the injustice of bail?,Robin Steinberg,14:24,"community,activism,inequality,justice system,law,prison,philanthropy,social change,society,United States,Audacious Project"
"
","
","
",What if we ended the injustice of bail?,Robin Steinberg,14:24,"community,activism,inequality,justice system,law,prison,philanthropy,social change,society,United States,Audacious Project"
"
											Freedom.
											A concept so fundamental
to the American psyche
											that it is enshrined in our constitution.
											And yet, America is addicted
to imprisonment.
											From slavery through mass incarceration,
											it always has been.
											Look, we all know the shocking numbers.
											The United States incarcerates
more people per capita
											than almost any nation on the planet.
											But what you may not know
is that on any given night in America,
											almost half a million people go to sleep
in those concrete jail cells
											who have not been convicted of anything.
											These mothers and fathers
and sons and daughters
											are there for one reason
and one reason only:
											they cannot afford to pay
the price of their freedom.
											And that price is called bail.
									","
											Özgürlük.
											Amerikan zihniyeti için
öylesine temel bir konsept ki
											anayasada güvence altına alınmış.
											Yine de Amerika hapsetme bağımlısı.
											Kölelikten toplu hapislere kadar
											bu hep böyle oldu.
											Hepimiz dehşet verici rakamları biliyoruz.
											ABD, dünyadaki diğer tüm milletlerden
											daha fazla insan hapsediyor.
											Ancak bilmediğiniz şey şu ki
Amerika'da herhangi bir gece
											hiçbir suçtan hüküm giymemiş
yarım milyon insan
											o taştan duvarlı hapislerde uyuyor.
											Bu anne, baba ve evlatların
orada olmasının
											sadece tek bir sebebi var:
											Özgürlüklerinin bedelini ödeyemiyorlar.
											Bu bedele kefalet deniyor.
									","
											La liberté.
											Un concept si fondamental
à la psyché américaine
											qu'il est inscrit dans notre constitution.
											Pourtant, les États-Unis
sont accros à l'emprisonnement.
											De l'esclavage à l'incarcération de masse,
											ils l'ont toujours été.
											Nous connaissons tous
les chiffres choquants.
											Les États-Unis incarcèrent
plus de personnes par habitant
											que presque n'importe
quelle nation sur la planète.
											Mais vous ne savez peut-être pas
que chaque soir aux États-Unis,
											près de 500 000 personnes dorment
dans ces cellules de prison bétonnées
											sans avoir été condamnées.
											Ces mères, pères, fils, filles
											sont là pour une seule et unique raison :
											ils ne peuvent pas payer
le prix de leur liberté.
											Ce prix, c'est la caution.
									",What if we ended the injustice of bail?,Robin Steinberg,14:24,"community,activism,inequality,justice system,law,prison,philanthropy,social change,society,United States,Audacious Project"
"
","
","
",What if we ended the injustice of bail?,Robin Steinberg,14:24,"community,activism,inequality,justice system,law,prison,philanthropy,social change,society,United States,Audacious Project"
"
											Now, bail was actually created
as a form of conditional release.
											The theory was simple:
											set bail at an amount
that somebody could afford to pay —
											they would pay it —
											it would give them an incentive
to come back to court;
											it would give them some skin in the game.
											Bail was never intended
to be used as punishment.
											Bail was never intended
to hold people in jail cells.
											And bail was never, ever intended
to create a two-tier system of justice:
											one for the rich
and one for everybody else.
											But that is precisely what it has done.
									","
											Kefalet aslında bir çeşit
şartlı tahliye olarak yaratılmıştı.
											Altında yatan basitti:
											Ödeyebilecekleri bir kefalet belirlemek —
											bunu ödeyeceklerdi —
											mahkemeye çıkmak için
bir teşvik olacaktı;
											onlar için oyunda bir iyi niyet olacaktı.
											Kefalet hiçbir zaman 
ceza olarak tasarlanmadı.
											Hiçbir zaman insanları
hapiste tutmak için tasarlanmadı.
											Hiçbir zaman çifte standartlı
bir adalet sistemi olarak da tasarlanmadı:
											zenginler için bir tane
ve diğer herkes için bir tane.
											Ancak yaptığı şey tam da bu.
									","
											La caution a été créée comme une forme
de libération conditionnelle.
											La théorie était simple :
											fixer la caution à un montant
que la personne pouvait payer —
											elle payerait —
											cela l'inciterait à revenir au tribunal,
											il aurait quelque chose à récupérer.
											La caution n'a jamais été conçue
pour être utilisée comme une punition.
											La caution n'a jamais été conçue
pour garder les gens dans des cellules.
											La caution n'a jamais été conçue
											pour créer un système judiciaire
à deux niveaux :
											un pour les riches
et un pour tous les autres.
											Mais c'est précisément ce qu'elle a fait.
									",What if we ended the injustice of bail?,Robin Steinberg,14:24,"community,activism,inequality,justice system,law,prison,philanthropy,social change,society,United States,Audacious Project"
"
","
","
",What if we ended the injustice of bail?,Robin Steinberg,14:24,"community,activism,inequality,justice system,law,prison,philanthropy,social change,society,United States,Audacious Project"
"
											Seventy-five percent of people
in American local jails
											are there because they cannot pay bail.
											People like Ramel.
											On a chilly October afternoon,
											Ramel was riding his bicycle
in his South Bronx neighborhood
											on his way to a market
to pick up a quart of milk.
											He was stopped by the police.
											And when he demanded to know
why he was being stopped,
											an argument ensued,
and the next thing he knew,
											he was on the ground in handcuffs,
											being charged with ""riding
your bicycle on the sidewalk
											and resisting arrest.""
											He was taken to court,
											where a judge set 500 dollars bail.
											But Ramel — he didn't have 500 dollars.
											So this 32-year-old father
was sent to ""The Boat"" —
											a floating jail barge
that sits on the East River
											between a sewage plant and a fish market.
											That's right, you heard me.
											In New York City, in 2018,
											we have a floating prison barge
that sits out there
											and houses primarily black and brown men
											who cannot pay their bail.
									","
											Yerel Amerikan
hapishanelerindeki kişilerin %75'i
											kefalet ödeyemedikleri için oradalar.
											Ramel gibi insanlar.
											Soğuk bir Ekim günü akşamüstü,
											South Bronx mahallesinde bisikletiyle
											marketten bir kutu süt almaya gidiyordu.
											Polis onu durdurdu.
											Niçin durdurulduğunu bilmek istedi,
											bir tartışma ateşlendi
ve sonra bir baktı ki
											yerde ve elleri kelepçelenmiş,
											''kaldırımda bisiklet sürmek
ve tutuklamaya direnmek''
											suçundan yargılanıyordu.
											Mahkemeye çıkarıldı,
											bir hakim 500 dolar kefalet belirledi.
											Ancak Ramel'in 500 doları yoktu.
											Dolayısıyla 32 yaşındaki bu baba
											bir gider tesisi ve balık pazarı arasında
Doğu Gölü'nde yüzen
											''The Boat'' adlı hapishaneye gönderildi.
											Evet, doğru duydunuz.
											New York City'de, 2018 yılında,
											yüzen bir duba hapishanemiz var
											ve öncelikli olarak kefalet ödeyemeyen
											siyahi ve Latin erkekleri tutuyor.
									","
											75% des gens dans les prisons
locales aux États-Unis
											sont là car elles ne peuvent pas
payer leur caution.
											Des gens comme Ramel.
											Un après-midi frais d'octobre,
											Ramel était sur son vélo dans le Bronx
											pour aller chercher du lait.
											Il a été arrêté par la police.
											Quand il a exigé de savoir
pourquoi il était arrêté,
											une dispute a suivi
et la seconde d'après,
											il était menotté au sol,
											accusé d'avoir
« fait du vélo sur le trottoir
											et résisté à l'arrestation ».
											Au tribunal,
											un juge a fixé une caution de 500 dollars.
											Mais Ramel n'avait pas 500 dollars.
											Ce père de 32 ans
a été envoyé sur « le bateau »,
											une barge servant de prison flottante
se trouvant sur l'East River,
											entre une station d'épuration
et un marché aux poissons.
											C'est bien ça, vous avez bien entendu.
											A New York, en 2018,
											nous avons une barge
servant de prison flottante
											qui abrite principalement des hommes
à la peau noire et marron
											qui ne peuvent pas payer leur caution.
									",What if we ended the injustice of bail?,Robin Steinberg,14:24,"community,activism,inequality,justice system,law,prison,philanthropy,social change,society,United States,Audacious Project"
"
","
","
",What if we ended the injustice of bail?,Robin Steinberg,14:24,"community,activism,inequality,justice system,law,prison,philanthropy,social change,society,United States,Audacious Project"
"
											Let's talk for a moment
											about what it means to be in jail
even for a few days.
											Well, it can mean losing your job,
											losing your home,
											jeopardizing your immigration status.
											It may even mean
losing custody of your children.
											A third of sexual
victimization by jail staff
											happens in the first three days in jail,
											and almost half of all jail deaths,
including suicides,
											happen in that first week.
											What's more,
if you're held in jail on bail,
											you're four times more likely
to get a jail sentence
											than if you had been free,
											and that jail sentence
will be three times longer.
											And if you are black or Latino
and cash bail has been set,
											you are two times more likely
to remain stuck in that jail cell
											than if you were white.
									","
											Birkaç gün için bile olsa
											hapishanede olmanın ne demek olduğunu
biraz konuşalım.
											İşinizi kaybetmeniz anlamına gelebilir,
											evinizi kaybetmeniz
											ve göçmenlik statünüzü kaybetmeniz de.
											Çocuklarınızın velayetini 
bile kaybedebilirsiniz.
											Hapishanedeki 
cinsel tacizlerin üçte biri
											hapsedilmeyi takip eden 
ilk 3 gün içinde gerçekleşiyor
											ve intihar dâhil, hapishanede gerçekleşen 
ölümlerin neredeyse yarısı
											o ilk hafta içinde oluyor.
											Dahası, eğer kefaletle 
hapiste tutuluyorsanız
											tutuksuz yargılanmaya kıyasla
hapse mahkum olmanız
											tam dört kat daha fazla,
											üstelik bu hapis cezası
üç kat daha uzun oluyor.
											Siyahi veya Latinseniz
ve kefalet belirlendiyse
											beyaz birine göre
iki kat daha uzun süre
											hapiste kalmanız muhtemel.
									","
											Parlons un instant
											de ce que cela signifie d'être en prison,
ne serait-ce que quelques jours.
											Vous pouvez perdre votre emploi,
											perdre votre maison,
											mettre en danger
votre statut d'immigrant.
											Cela peut même vous faire perdre
la garde de vos enfants.
											Un tiers des sévices sexuels
par le personnel de prison
											arrivent dans les trois
premiers jours en prison
											et près de la moitié des morts en prison,
y compris les suicides,
											arrivent dans la première semaine.
											En plus de cela,
si vous êtes détenu sous caution,
											vous avez 4 fois plus de risques
d'avoir une peine de prison
											que si vous étiez libre
											et cette peine de prison
sera trois fois plus longue.
											Si vous êtes noir ou hispanique
et qu'une caution en espèces a été fixée,
											vous avez deux fois plus de risques
de rester coincé dans cette cellule
											que si vous êtes blanc.
									",What if we ended the injustice of bail?,Robin Steinberg,14:24,"community,activism,inequality,justice system,law,prison,philanthropy,social change,society,United States,Audacious Project"
