fr,en,tr,de,es,title,speaker,duration,tags
"
","
","
","
","
",World-class health care,Ernest Madu,16:43,"Africa,activism,global issues,health,health care,heart health,public health,science,global development"
"
											C'est intéressant à savoir qu'aux Etats-Unis
											que le budget le plus important de la sécurité social (voire la santé)
											est consacré aux maladies cardiaques, que ce soit du privé ou du publique
											Il n'y a aucune comparaison.
											Avec beaucoup de morts en Afrique, la situation est complètement ignorée.
									","
											It is interesting that in the United States,
											the most significant health-care budget
											goes to cardiovascular disease care, whether it's private or public.
											There's no comparison at all.
											In Africa — where it is a major killer — it is totally ignored.
									","
											Birleşik Devletler'de en belirgin
											sağlık hizmeti bütçesinin, özel ya da kamusal,
											kardiyovasküler hastalıkların tedavisine gitmesi ilginçtir.
											Hiç bir surette kıyas yoktur.
											Büyük bir öldürücü olduğu Afrika'da ise tamamen görmezden gelinmiştir.
									","
											Es ist interessant, dass in den Vereinigten Staaten
											der bedeutendste Gesundheitsetat - im privaten wie auch öffentlichen Bereich -
											kardiovaskulärer Behandlung zugewiesen ist.
											Kein anderer Bereich kommt ihr nahe.
											In Afrika - wo viele Todesfälle darauf zurückgehen - wird sie total ignoriert.
									","
											Es interesante que en los Estados Unidos,
											el presupuesto más significativo para la asistencia médica
											vaya hacia el cuidado de la enfermedad cardiovascular, así sea privado o público.
											No hay comparación posible.
											En África — donde es mucho más mortal — es totalmente ignorada.
									",World-class health care,Ernest Madu,16:43,"Africa,activism,global issues,health,health care,heart health,public health,science,global development"
"
","
","
","
","
",World-class health care,Ernest Madu,16:43,"Africa,activism,global issues,health,health care,heart health,public health,science,global development"
"
											Et cette réalité ne peut pas être justifiée. Nous devons agir.
											Le niveau de santé d'une nation particulière est parallèle à son développement.
											17 millions de personnes meurent chaque année à cause des maladies cardiaques.
											32 millions de crises cardiaque et d'attaques d’apoplexies.
											Pour la plupart, ça se passe dans les pays en voie de développement, dont la majorité est en Afrique.
											85 pour cent du fardeau global quant aux maladies cardiaques...
											se trouve dans les pays en voie de développement, et non pas dans les pays occidentaux.
											Toutefois, 90 pour cent des ressources se trouvent dans l'Occident.
									","
											And that situation cannot be right. We must do something about it.
											A health status of a nation parallels development of that nation.
											17 million people die every year from heart disease.
											32 million heart attacks and strokes occur.
											Most of this is in developing countries, and the majority is in Africa.
											85 percent of global disease burden for cardiovascular disease
											is in developing countries — not in the West —
											and yet 90 percent of the resources are in the West.
									","
											Bu durum doğru olamaz. Bu konuda bir şeyler yapmalıyız.
											Bir ulusun sağlık durumu, o ulusun gelişmesiyle paraleldir.
											Her yıl 17 milyon insan kallp hastalığından ölüyor.
											32 milyon kalp krizi ve kalp felci gerçekleşiyor.
											Bunların çoğunluğu gelişmekte olan ülkelerde ve ekseriyetle de Afrika'da.
											Küresel hastalıkların yüzde 85'ini oluşturan
											kardiyovasküler hastalıklar batıda değil, gelişmekte olan ülkelerdedir,
											ancak kaynakların yüzde 90'ı batıdadır.
									","
											Und an dieser Lage stimmt einfach etwas nicht. Wir müssen daran etwas ändern.
											Die Gesundheit einer Nation steht in direkter Beziehung zur Entwicklung dieser Nation.
											17 Millionen Menschen sterben jedes Jahr an Herzerkrankungen.
											Es treten 32 Millionen Herz- und Gehirninfarkte auf.
											Die meisten davon in Entwicklungsländern, und die Mehrheit dieser ist in Afrika.
											85% der globalen Erkrankungslast für Herz-Kreislauf-Erkrankungen
											liegt in Entwicklungsländern - nicht im Westen -
											und doch befinden sich 90% der Mittel im Westen.
									","
											Y esa situación no puede ser buena. Debemos hacer algo al respecto.
											El estado sanitario de una nación va paralelo al desarrollo de esa nación.
											17 millones de personas mueren cada año de enfermedades cardiacas.
											Ocurren 32 millones de ataques al corazón y de accidentes cerebro-vasculares.
											La mayoría de éstos en países en vías de desarrollo, y la mayoría es en África.
											El 85 por ciento de la carga de la enfermedad global para la enfermedad cardiovascular
											es en países en vías de desarrollo — no en Occidente —
											y, a pesar de eso, el 90 por ciento de los recursos está en Occidente.
									",World-class health care,Ernest Madu,16:43,"Africa,activism,global issues,health,health care,heart health,public health,science,global development"
"
","
","
","
","
",World-class health care,Ernest Madu,16:43,"Africa,activism,global issues,health,health care,heart health,public health,science,global development"
"
											Qui est en risque? Les gens comme vous.
											Ce n'est pas que les africains qui devraient être préoccupés par cela.
											Les amis d'Afrique, ceux qui auront une raison pour y aller dans l'avenir,
											devraient être préoccupés par cette réalité pitoyable.
											Est-ce qu'il y a quelqu'un dans la salle qui s'est posé la question...
											si vous rentrez chez vous la nuit...
											et vous ressentez des douleurs au thorax, vous avez du mal à respirer, vous transpirez?
											Vous êtes en train de subir une crise cardiaque. Que faîtes-vous?
											Prenez-vous l'avion vers les États-Unis, en Allemagne, en Europe?
											Non, vous allez mourir. 50 pour cent meurent sous 24 heures si la condition ne se fait pas traitée.
									","
											Who is at risk? People like you.
											It's not just the Africans that should be concerned about that.
											All friends of Africa, that will have reason to be in Africa at some point in time,
											should be very concerned about this deplorable situation.
											Has anyone here wondered what will happen
											if you go back to your room at night,
											and you start getting chest pains, shortness of breath, sweating?
											You're having a heart attack. What are you going to do?
											Will you fly back to the U.S., Germany, Europe?
											No, you will die. 50 percent will die within 24 hours, if not treated.
									","
											Kimler risk altında? Sizin gibi insanlar.
											Bu konuda endiş duyulması gerekenler sadece Afrikalılar değil.
											Bir noktada Afrika'da bulunmak için nedeni olan Afrika'nın tüm dostları,
											bu acınacak durumla ilgili olarak endişelenmeliler.
											Acaba hiçbiriniz, gece odanıza gittiğinizde
											göğsünüz ağrımaya, nefesiniz daralmaya
											ve terlemeye başladığınızda ne olacağını düşündünüz mü?
											Kalp krizi geçiriyorsunuz. Ne yapacaksınız?
											Birleşik Devletler'e, Almanya'ya, Avrupa'ya mı uçacaksınız?
											Hayır, yüzde 50'niz ilk 24 saat içinde tedavi edilmediğiniz takdirde öleceksiniz.
									","
											Wer ist gefährdet? Leute wie Sie.
											Es sind nicht nur die Afrikaner, die sich darüber Sorgen machen sollten.
											Alle Freunde Afrikas, die irgendwann einmal Grund zu einem Afrikaaufenthalt haben,
											sollten diese betrübliche Situation bedenklich finden.
											Hat sich jemand hier einmal gefragt, was passiert,
											wenn Sie nachts in Ihr Zimmer zurückgehen, und plötzlich bekommen Sie
											Schmerzen in der Brust, Kurzatmigkeit, Schweißausbrüche?
											Dann haben Sie einen Herzinfarkt. Was machen Sie?
											Fliegen Sie zurück in die USA, nach Deutschland, Europa?
											Nein, Sie werden sterben. 50 Prozent sterben innerhalb von 24 Stunden, wenn keine Behandlung erfolgt.
									","
											¿Quién está en riesgo? Gente como tú.
											No sólo los africanos deberían estar preocupados respecto a eso.
											Todos los simpatizantes de África, que tengan una razón para estar en África en algún momento de su vida,
											deberían estar muy preocupados por esta situación deplorable.
											¿Hay alguien aquí que se haya pregundado qué pasaría
											si volvieras a tu habitación de noche
											y empezaras a tener dolor en el pecho, falta de respiración, sudoración?
											Estás teniendo un ataque al corazón. ¿Qué vas a hacer?
											¿Volverías a los EE.UU, Alemania, Europa?
											No, te morirías. El 50 por ciento moriría en 24 horas sin tratamiento.
									",World-class health care,Ernest Madu,16:43,"Africa,activism,global issues,health,health care,heart health,public health,science,global development"
"
","
","
","
","
",World-class health care,Ernest Madu,16:43,"Africa,activism,global issues,health,health care,heart health,public health,science,global development"
"
											Et voilà ce qui se passe.
											En regardant la carte des Etats-Unis, ce graphique-ci (démontre que)
											10 millions de personnes de ce côté et un autre 10 millions ici.
											Lorsqu'on aura atteint ses 50 ans, il n'y a presque plus personne en Nigeria.
											L'espérance de vie est de 47 ans.
											Ce n'est pas parce que des gens ne survivent pas les maladies infantiles.
											Ils les survivent; sauf qu'ils ne survivent pas lorsque ils ont atteint
											l'âge de 45 ans ou 50 ans - à peu près.
											L'âge à laquelle ils sont le plus productifs.
											L'âge à laquelle ils devraient contribuer...
											au développement de l'Afrique. Mais ils ne sont plus là.
											La meilleure façon de s'emballer vers une cycle de pauvreté est de tuer les parents.
											Si on ne peut pas garder les parents saufs et sains,
											on ne peut pas garantir la sécurité des enfants africains.
									","
											This is what's going on.
											In a look at the map of the U.S. — the graph here,
											10 million people here, 10 million here.
											By the time you get to 50, it's almost no one left in Nigeria —
											life expectancy is 47.
											It's not because some people don't survive childhood illnesses —
											they do — but they do not survive after the time that they reach
											about 45 years old and 50 years old.
											And those are the times they're most productive.
											Those are the times that they should be contributing
											to Africa's development. But they're not there.
											The best way to spiral into a cycle of poverty is to kill the parents.
											If you cannot secure the parents,
											you cannot guarantee the security of the African child.
									","
											Olup biten budur.
											Birleşik Devletler'in haritasına baktığımızda, grafikte gözüktüğü üzere,
											10 milyon insan burada, 10 milyon insandan bahsediyorum.
											50 yaşına geldiğinizde, Nijerya'da hemen hemen kimse kalmıyor;
											ortalama yaşam süresi 47 yıl.
											Bazı insanlar çocukluk hastalıklarını atlatamadıkları için değil,
											atlatıyorlar, ancak 45-50 yaşlarına geldikten sonra
											hayatta kalamıyorlar.
											Ve bu onların en üretken oldukları dönem.
											Bu dönem onların Afrika'nın gelişimine katkıda bulunmaları gereken zaman..
											Ancak orada değiller.
											Bir yoksulluk döngüsü yaratmanın en iyi yolu ebeveynleri öldürmektir.
											Eğer yetişkinlerin güvenliğini sağlayamazsanız,
											Afrikalı çocuğunkini de sağlayamazsınız.
									","
											So sieht das aus.
											Hier ein Blick auf die Karte der USA - das Diagramm hier,
											10 Millionen Leute hier, 10 Millionen da.
											Wenn Sie die Fünfzig erreicht haben, ist fast niemand mehr übrig in Nigeria -
											die Lebenserwartung ist 47.
											Das liegt nicht daran, dass einige die Kinderkrankheiten nicht überleben -
											das tun sie - aber sie überleben nicht, wenn sie
											45 Jahre werden oder die 50 überschreiten.
											Und das sind die Zeiten, in denen sie am produktivsten sind.
											Das sind die Zeiten, in denen sie zu Afrikas Entwicklung beitragen sollten.
											Aber sie sind dann nicht mehr da.
											Die beste Art, in einen Teufelskreis der Armut zu geraten, ist, die Eltern zu töten.
											Wenn Sie die Eltern nicht sichern können,
											können Sie die Sicherheit eines afrikanischen Kindes nicht gewährleisten.
									","
											Esto es lo que está pasando.
											En una mirada al mapa de los EE.UU. — el gráfico aquí,
											10 millones de personas aquí, 10 millones aquí.
											Hacia el momento en que alcanzas los 50, no queda casi nadie en Nigeria —
											la esperanza de vida es de 47.
											No es porque alguna gente no sobreviva las enfermedades de la niñez —
											lo hacen — pero no sobreviven después del momento en que alcanzan
											los 45 y los 50 años.
											Y ése es el momento en que son más productivos.
											Ése es el momento en que deberían estar contribuyendo
											al desarrollo de África. Pero no están allí.
											El mejor modo de caer en una espiral de ciclo de pobreza es matar a los padres.
											Si no puedes asegurar los padres,
											no puedes garantizar la seguridad de los niños africanos.
									",World-class health care,Ernest Madu,16:43,"Africa,activism,global issues,health,health care,heart health,public health,science,global development"
"
","
","
","
","
",World-class health care,Ernest Madu,16:43,"Africa,activism,global issues,health,health care,heart health,public health,science,global development"
"
											Quel sont les facteurs de risque?
											Ils sont bien connus. Je ne passera pas beaucoup de temps là-dessus.
											Alors, en but informatif:
											l'hypertension, la diabète, l’obésité, la manque d'activité physique sont les suspects habituels.
											Ici en Tanzanie, trente pour cent d'individus souffrent de l'hypertension.
											Vingt pour cent sont en train de se faire soigner.
											Moins de un pour cent se font soigné de façon adéquate.
											Si l'on pouvait soigner rien que l'hypertension en Afrique,
											on sauverait 250,000 vies par an. C'est assez important!
									","
											What are the risk factors?
											It's very well known. I'm not going to spend a lot of time on those.
											These are just for information:
											hypertension, diabetes, obesity, lack of exercise. The usual suspects.
											Right here in Tanzania, 30 percent of individuals have hypertension.
											20 percent are getting treated.
											Only less than one percent are adequately treated.
											If we can treat hypertension alone in Africa,
											we'll save 250,000 lives a year. That's quite significant!
									","
											Risk faktörleri nelerdir?
											Gayet iyi biliniyorlar. Bunlar üzerinde çok vakit harcamayacağım.
											Sadece bilgi olarak:
											yüksek tansiyon, şeker hastalığı, obezite, egzersiz eksikliği. Olağan şüpheliler.
											Burada, Tanzanya'da, bireylerin yüzde 30'unun yüksek tansiyonu var.
											Yüzde 20'si tedavi görüyor.
											Sadece yüzde 1'den azı yeterli nitelikte tedavi görüyor.
											Afrika'da sadece yüksek tansiyonu tedavi edersek
											bir yılda 250.000 hayat kurtarırız. Bu oldukça etkileyici.
									","
											Was sind die Risikofaktoren?
											Sie sind sehr gut bekannt. Ich werde nicht viel Zeit mit ihnen verbringen.
											Das ist nur zur Hintergrundinformation:
											Bluthochdruck, Diabetes, Fettleibigkeit, fehlende Ertüchtigung. Wie immer.
											Hier in Tansania leiden 30 Prozent der Menschen unter Bluthochdruck.
											20 Prozent davon sind in Behandlung.
											Nur weniger als 1 Prozent sind in adäquater Behandlung.
											Wenn wir nur den Bluthochdruck in Afrika behandeln könnten,
											könnten wir pro Jahr 250.000 Leben retten. Das ist eine bedeutende Zahl!
									","
											¿Cuáles son los factores de riesgo?
											Son muy conocidos. No voy a perder mucho tiempo en ellos.
											Son sólo por información:
											hipertensión, diabetes, obesidad, falta de ejercicio. Los sospechosos habituales.
											Aquí mismo en Tanzania, el 30 por ciento de los individuos tiene hipertensión.
											El 20 por ciento está siendo tratado.
											Sólo menos del 1 por ciento está siendo adecuadamente tratado.
											Si pudieramos tratar sólo la hipertensión en África,
											salvaríamos 250.000 vidas anuales. ¡Eso es bastante significativo!
									",World-class health care,Ernest Madu,16:43,"Africa,activism,global issues,health,health care,heart health,public health,science,global development"
