en,es,tr,de,title,speaker,duration,tags
"
","
","
","
",How fashion helps us express who we are — and what we stand for,Kaustav Dey,12:33,"fashion,creativity,activism,communication,identity,society,social change"
"
											I was around 10 when one day,
											I discovered a box
of my father's old things.
											In it, under a bunch
of his college textbooks,
											was a pair of black corduroy
bell-bottom pants.
											These pants were awful —
											musty and moth-eaten.
											And of course, I fell in love with them.
											I'd never seen anything like them.
											Until that day,
											all I'd ever known and worn
was my school uniform,
											which, in fact, I was pretty grateful for,
											because from quite a young age,
											I'd realized I was somewhat different.
											I'd never been one of the boys my age;
											terrible at sports,
											possibly the unmanliest little boy ever.
									","
											Tendría unos 10 años cuando un día
											descubrí una caja con cosas viejas
que eran de mi padre.
											Allí, debajo de una pila de libros
											había unos pantalones acampanados
de pana negra.
											Eran espantosos,
											estaban pasados de moda y apolillados.
											Por supuesto, me encantaron.
											Nunca había visto algo parecido.
											Hasta ese entonces
											lo único que conocía y usaba
era mi uniforme escolar,
											por el que, de hecho, 
estaba muy agradecido,
											dado que desde muy chico
											me sentí distinto a los demás.
											Nunca fui como los chicos de mi edad;
											era malísimo para los deportes
											y quizá el chico menos varonil.
									","
											10 yaşlarındayken bir gün
											babamın eski eşyalarının arasında
bir kutu buldum.
											Kutunun içindeki
ders kitaplarının arasında
											siyah, ispanyol paça
kumaş pantolon vardı.
											Pantolon berbat haldeydi;
											küf ve güve yemişti.
											Tabii ki pantolona aşık oldum.
											Daha önce böyle bir şey görmemiştim.
											O güne kadar
											bildiğim ve giydiğim tek okul kıyafetimdi,
											ki aslında çok minnettarım
											çünkü küçük yaşlardan beri
											anladım ki biraz farklıymışım.
											Kendi yaşımdakiler gibi olamadım;
											sporda çok kötüydüm,
											belki de bu,
küçük bir erkeğe hiç yakışmıyordu.
									","
											Als ich etwa zehn war,
entdeckte ich eines Tages
											eine Kiste mit alten Sachen
von meinem Vater.
											Unter einem Haufen alter College-Bücher
											war eine schwarze Schlaghose aus Cord.
											Diese Hose war schrecklich,
muffig und von Motten zerfressen.
											Natürlich verliebte ich mich
sofort in sie.
											Ich sah so etwas zum ersten Mal.
											Bis zu jenem Tag
											kannte ich nur meine Schuluniform.
											Dafür war ich eigentlich sehr dankbar.
											Ich wusste nämlich schon früh,
dass ich irgendwie anders war.
											Ich war nicht wie andere Jungs
in meinem Alter.
											Ich war eine Niete in Sport
											und der wahrscheinlich
unmännlichste Junge überhaupt.
									",How fashion helps us express who we are — and what we stand for,Kaustav Dey,12:33,"fashion,creativity,activism,communication,identity,society,social change"
"
","
","
","
",How fashion helps us express who we are — and what we stand for,Kaustav Dey,12:33,"fashion,creativity,activism,communication,identity,society,social change"
"
											(Laughter)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Lachen)
									",How fashion helps us express who we are — and what we stand for,Kaustav Dey,12:33,"fashion,creativity,activism,communication,identity,society,social change"
"
","
","
","
",How fashion helps us express who we are — and what we stand for,Kaustav Dey,12:33,"fashion,creativity,activism,communication,identity,society,social change"
"
											I was bullied quite a bit.
											And so, I figured that to survive
I would be invisible,
											and the uniform helped me
											to seem no different from any other child.
									","
											Sufrí cierto acoso.
											Y por eso pensé que para poder 
sobrevivir debía ser invisible,
											y el uniforme me ayudaba
											a pasar desapercibido.
									","
											Pek çok defa zorbalık ettim.
											Dahası, hayatta kalmak için
görünmez olacağımı düşündüm
											fakat okul kıyafeti
											diğer çocuklardan
farkım olmadığını gösterdi
									","
											Dafür wurde ich ganz schön gemobbt.
											Um zu überleben,
musste ich unsichtbar sein,
											und die Unform half mir dabei,
											wie alle anderen Kinder auszusehen.
									",How fashion helps us express who we are — and what we stand for,Kaustav Dey,12:33,"fashion,creativity,activism,communication,identity,society,social change"
"
","
","
","
",How fashion helps us express who we are — and what we stand for,Kaustav Dey,12:33,"fashion,creativity,activism,communication,identity,society,social change"
"
											(Laughter)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Lachen)
									",How fashion helps us express who we are — and what we stand for,Kaustav Dey,12:33,"fashion,creativity,activism,communication,identity,society,social change"
"
","
","
","
",How fashion helps us express who we are — and what we stand for,Kaustav Dey,12:33,"fashion,creativity,activism,communication,identity,society,social change"
"
											Well, almost.
											This became my daily prayer:
											""God, please make me
just like everybody else.""
											I think this went straight
to God's voicemail, though.
									","
											O casi.
											Mi plegaria de todos los días era:
											""Dios, hazme igual a los demás"".
											Pero creo que esa petición iba directa 
al contestador automático de Dios.
									","
											Eh, neredeyse.
											Bu benim günlük duamdı:
											""Tanrım, lütfen beni herkes gibi yap.""
											Bence bu doğrudan
Tanrı'nın sesli mesajına gitti.
									","
											Naja, fast.
											Ich betete täglich:
											""Gott, bitte mach,
dass ich wie alle anderen bin.""
											Ich glaube, das landete
direkt auf seiner Mailbox.
									",How fashion helps us express who we are — and what we stand for,Kaustav Dey,12:33,"fashion,creativity,activism,communication,identity,society,social change"
"
","
","
","
",How fashion helps us express who we are — and what we stand for,Kaustav Dey,12:33,"fashion,creativity,activism,communication,identity,society,social change"
"
											(Laughter)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Lachen)
									",How fashion helps us express who we are — and what we stand for,Kaustav Dey,12:33,"fashion,creativity,activism,communication,identity,society,social change"
"
","
","
","
",How fashion helps us express who we are — and what we stand for,Kaustav Dey,12:33,"fashion,creativity,activism,communication,identity,society,social change"
"
											And eventually, it became pretty clear
											that I was not growing up to be
the son that my father always wanted.
											Sorry, Dad.
									","
											Y con el tiempo empezó a ser
cada más evidente
											que no me estaba convirtiendo
											en el hijo que mi padre
siempre había deseado.
											Perdón, papá.
									","
											Nihayetinde oldukça belliydi ki
											babamın istediği
bir çocuk gibi yetişmiyordum.
											Üzgünüm baba.
									","
											Dann war irgendwann klar,
											dass ich nicht der Sohn sein würde,
den sich mein Vater immer gewünscht hatte.
											Tut mir leid, Dad.
									",How fashion helps us express who we are — and what we stand for,Kaustav Dey,12:33,"fashion,creativity,activism,communication,identity,society,social change"
"
","
","
","
",How fashion helps us express who we are — and what we stand for,Kaustav Dey,12:33,"fashion,creativity,activism,communication,identity,society,social change"
