es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",Why we have too few women leaders,Sheryl Sandberg,14:58,"business,feminism,goal-setting,leadership,technology,women,women in business,gender equality"
"
											A las mujeres de la sala les digo,
											empecemos admitiendo que tenemos suerte.
											No vivimos en el mundo
											en que vivían nuestras madres y abuelas
											donde las opciones de carrera eran muy limitadas.
											Y si hoy estamos en esta sala,
											es porque la mayoría hemos crecido en un mundo
											con derechos civiles básicos.
											Y, sorprendentemente, todavía vivimos en un mundo
											en el que algunas mujeres no los tienen.
											Pero, aparte de eso, aún tenemos un problema,
											un problema real.
											Y el problema es que
											las mujeres no están alcanzando
											la cima de sus profesiones
											en ningún lugar del mundo.
											Los números son bastante elocuentes:
											de 190 jefas y jefes de estado
											9 son mujeres.
											Y del personal parlamentario del mundo
											el 13% son mujeres.
											En el sector empresarial
											las mujeres que están en la cima
											en la alta dirección, en la junta directiva,
											encabezan con un 15%, 16%.
											Los números no se han movido desde 2002
											y van en la dirección incorrecta.
											E incluso en instituciones sin fines de lucro,
											un mundo que a veces suponemos
											gobernado por mujeres,
											las mujeres de la cima son el 20%.
									","
											Bugün burada aramızda bulunanlarla,
											ne kadar şanslı olduğumuzu kabul ederek başlayalım.
											Biz, annelerimizin, büyükannelerimizin yaşadığı
											kadınlar için meslek seçimlerinin oldukça sınırlı olduğu
											bir dünyada yaşamıyoruz.
											Ve bugün burada, bu salonda iseniz,
											çoğumuz temel sivil haklara sahip olduğumuz
											bir dünyada büyüdük.
											Ve inanılmaz bir şekilde, bazı kadınların hala aynı haklara
											sahip olmadıgı bir dünyada yaşıyoruz.
											Bütün bunlar bir yana, hala bir sorunumuz var,
											Ve bu ciddi bir sorun.
											Ve sorun şu:
											Dünyanın hiç bir yerinde
											kadınlar hiç bir meslekte
											yüksek düzeylere gelemiyorlar.
											Rakamlar açıkça gerçekleri anlatiyor.
											190 devlet başkanı arasında
											dokuzu kadın.
											Dünyada meclisteki bütün insanlar arasında
											yüzde 13 kadın.
											Kurumsal sektörün içinde,
											üst düzeyde bulunan kadınlar,
											üst düzey yönetimde, yönetim kurullarında —
											yüzde 15, 16 dan ibaret.
											Rakamlar 2002'den bu yana değismedi
											ve tam tersine gidiyor.
											Kar amacı gütmeyen,
											daha çok kadınlar tarafından yönetildiğini
											düşündüğümüz şirketlerde bile,
											yüksek düzeyde görev yapan kadinlar: yüzde 20.
									","
											Pour chacune de nous dans cette salle aujourd'hui,
											commençons par admettre que nous avons de la chance.
											Nous ne vivons pas dans le monde
											où nos mères ont vécu, où nos grands-mères ont vécu,
											où les choix de carrière pour les femmes étaient si limités.
											Et si vous êtes dans cette salle aujourd'hui,
											la plupart d'entre nous avons grandi dans un monde
											où nous avions les droits civiques fondamentaux.
											Et c'est étonnant, nous vivons encore dans un monde
											où des femmes ne les ont pas.
											Mais tout cela mis à part, il nous reste un problème,
											et c'est un vrai problème.
											Et ce problème est que
											les femmes n'arrivent pas au sommet
											de leur profession quelle qu'elle soit
											où que ce soit dans le monde.
											Les chiffres le disent de façon très claire.
											190 chefs d'état —
											9 sont des femmes.
											De tous les gens siégeant aux parlements dans le monde,
											13 % sont des femmes.
											Dans le secteur des entreprises,
											les femmes au sommet,
											des postes de direction, dans les conseils d'administration —
											représentent 15, 16 % maximum.
											Les chiffres n'ont pas bougé depuis 2002
											et ils vont dans la mauvaise direction.
											Et même dans le monde à but non-lucratif,
											un monde dont nous pensons parfois
											qu'il est dirigé par plus de femmes,
											les femmes au sommet représentent 20 %.
									","
											Für alle hier in diesem Raum heute,
											können wir feststellen, dass wir Glück haben.
											Wir leben nicht in der Welt,
											in der unsere Mütter, unsere Großmütter gelebt haben,
											in der Karriereoptionen für Frauen so begrenzt waren.
											Und wenn Sie heute in diesem Raum sind,
											sind die meisten von uns in einer Welt aufgewachsen,
											in der wir fundamentalen Menschenrechte haben.
											Und überraschenderweise leben wir noch immer in einer Welt,
											in der einige Frauen diese Rechte nicht haben.
											Davon abgesehen, haben wir immer noch ein Problem
											und das ist ein echtes Problem.
											Das Problem lautet:
											Frauen schaffen es nicht
											an die Spitze ihrer Berufe,
											wo auch immer in der Welt.
											Die Zahlen erzählen die Geschichte recht deutlich.
											190 Staatsoberhäupter —
											neun davon sind Frauen.
											Von allen Parlamentsangehörigen auf dieser Welt,
											sind 13 Prozent Frauen.
											Im Unternehmensbereich,
											Frauen an der Spitze,
											Führungs- und Vorstandsebene —
											erreichen maximal 15, 16 Prozent.
											Die Zahlen haben sich seit 2002 nicht verändert
											und entwickeln sich in die verkehrte Richtung.
											Und sogar im Non-Profit-Bereich,
											einer Welt von der wir manchmal denken,
											dass sie von mehr Frauen angeführt wird,
											sind 20 Prozent an der Spitze Frauen.
									",Why we have too few women leaders,Sheryl Sandberg,14:58,"business,feminism,goal-setting,leadership,technology,women,women in business,gender equality"
"
","
","
","
",Why we have too few women leaders,Sheryl Sandberg,14:58,"business,feminism,goal-setting,leadership,technology,women,women in business,gender equality"
"
											También tenemos otro problema
											y es que las mujeres enfrentan opciones más difíciles
											entre el éxito profesional y la realización personal.
											Un estudio reciente de EE.UU.
											mostró, al analizar los puestos de la gerencia,
											que 2/3 de los hombres casados tenían hijos
											mientras que sólo 1/3 de las mujeres casadas tenían hijos.
											Hace un par de años yo estaba en Nueva York
											cerrando un acuerdo
											y estaba en una de esas oficinas privadas elegantes de Nueva York
											que pueden imaginar.
											Estoy en la reunión, una reunión de unas 3 horas,
											pasaron 2 horas y ya necesitábamos una pausa para ir al baño;
											todo el mundo se para
											y el anfitrión de la reunión
											empieza a mirar muy avergonzado.
											Me di cuenta que no sabía
											dónde estaba el baño de mujeres en la oficina.
											Así que empecé a buscar por los escritorios,
											pensando que los habrían puesto allí, pero no vi nada.
											Y pregunté: ""¿Acaban de mudarse a la oficina?""
											Y él me dijo: ""No, hace cerca de un año que estamos aquí"".
											Y le dije: ""¿Me estás diciendo
											que soy la única mujer
											en cerrar un trato en esta oficina en un año?""
											Me mira y me dice:
											""Sí. O quizá eres la única que quiso ir al baño"".
									","
											Bir diğer sorunumuz ise,
											kadınlar profesyonel başarılari ve kişisel hedefleri arasında
											zor seçimlerle karşı karşıya kalmaları.
											Amerika'da yakın zamanda yapilan bir araştırma
											evli üst düzey yönetici
											erkeklerin üçte ikisinin çocuk sahibi olmasına rağmen
											evli kadınlardan sadece üçte birinin çocuğu olduğunu gösteriyor.
											Birkaç yıl önce, New York'daydim
											ve bir anlaşma peşindeydim,
											Newyork'daki şık özel sermaye ofislerinden birisinde.
											tahmin edebilirsiniz.
											Bir toplantıdaydım — yaklaşık üç saatlik bir toplantı —
											toplantının ikinci saatinde, bir ihtiyaç molası gerekti,
											herkes ayaklandı,
											ve toplantıya önderlik eden ortak
											birden mahçup görünmeye başladı.
											O zaman fark ettim ki
											ofisindeki bayanlar tuvaletinin yerini bilmiyordu.
											O sırada ofise yeni taşındıklarını düşünerek
											etrafa bakınmaya başladım, ama kutu görmedim.
											Ve bu yüzden ona ""Ofise yeni mi taşındınız"" diye sordum
											""Hayır, yaklaşık bir senedir buradayız"" dedi.
											Ona dedim ki, "" Siz şimdi bana
											bir senedir bu ofiste
											iş almaya çalışan tek kadin ben olduğumu mu söylüyorsunuz?""
											Bana baktı, ve dedi ki,
											""Evet. Ya da belki tek tuvalete gitmek isteyen sizsiniz""
									","
											Nous avons un autre problème,
											qui est que les femmes sont confrontées à des choix plus difficiles
											entre réussite professionnelle et accomplissement personnel.
											Une étude récente aux États-Unis
											a montré que, parmi les cadres supérieurs mariés,
											deux tiers des hommes mariés avaient des enfants
											et seulement un tiers des femmes mariées avaient des enfants.
											Il y a deux ans, je vivais à New York,
											et je lançais une affaire,
											et j'étais à New York dans un de ces bureaux privés chics de private equity,
											vous imaginez.
											et je suis en réunion, c'est une réunion de 3 heures,
											et au bout de deux heures, il y a des besoins naturels à satisfaire,
											et tout le monde se lève,
											et le partenaire qui préside la réunion
											prend un air vraiment gêné.
											Et je me rends compte qu'il ne sait pas
											où se trouvent les toilettes des femmes dans ses bureaux.
											Alors je me mets à chercher des yeux les cartons de déménagement
											en présumant qu'ils viennent d'emménager, mais je n'en vois pas.
											Alors j'ai dit: ""Et est-ce que vous venez d'emménager dans ces bureaux?""
											Et il a dit, ""Non, nous sommes ici depuis un an environ.""
											Et j'ai dit, "" Etes-vous en train de me dire
											que je suis la seule femme
											à avoir lancé une affaire dans ces bureaux en un an?""
											Et il m'a regardée, et il a dit,
											""Oui. Ou peut-être que vous êtes la seule qui ait eu besoin d'aller aux toilettes.""
									","
											Wir haben auch ein anderes Problem,
											denn Frauen sind mit härteren Entscheidungen konfrontiert,
											die zwischen beruflichem Erfolg und persönlicher Verwirklichung liegen.
											Eine aktuelle Studie in den USA
											zeigte, dass von den verheirateten gehobenen Führungskräften,
											zwei Drittel der verheirateten Männer Kinder haben
											aber nur ein Drittel der verheirateten Frauen.
											Vor einigen Jahren war ich in New York
											um einen Deal abzuschließen,
											und ich war bei einer dieser schicken New Yorker Private-Equity-Firmen,
											Ihr könnt euch das vorstellen.
											Und ich bin also in der Besprechung, die ungefähr 3 Stunden dauert
											und nach 2 Stunden fällt die biologisch bedingte Pause an
											und alle stehen auf,
											und der Partner, der die Besprechung leitet,
											sieht auf einmal sehr verlegen aus.
											Und es wurde mir klar, dass er nicht wusste
											wo in seiner Firma die Damentoilette war.
											Ich schaute mich also nach Umzugskisten um,
											denn ich dachte, dass sie gerade erst eingezogen waren, aber ich sah keine.
											Also sagte ich: ""Sind Sie gerade erst in dieses Büro eingezogen?""
											Und er sagte: ""Nein, wir sind hier schon seit ungefähr einem Jahr.""
											Und ich sagte: ""Heißt das etwa,
											dass ich die einzige Frau bin,
											die innerhalb eines Jahres in diesem Büro einen Deal verhandelt hat?""
											Und er schaut mich an und sagt:
											""Ja. Oder vielleicht sind Sie auch nur die einzige, die zur Toilette musste.""
									",Why we have too few women leaders,Sheryl Sandberg,14:58,"business,feminism,goal-setting,leadership,technology,women,women in business,gender equality"
"
","
","
","
",Why we have too few women leaders,Sheryl Sandberg,14:58,"business,feminism,goal-setting,leadership,technology,women,women in business,gender equality"
"
											(Risas)
									","
											(kahkahalar)
									","
											(Rires)
									","
											(Gelächter)
									",Why we have too few women leaders,Sheryl Sandberg,14:58,"business,feminism,goal-setting,leadership,technology,women,women in business,gender equality"
"
","
","
","
",Why we have too few women leaders,Sheryl Sandberg,14:58,"business,feminism,goal-setting,leadership,technology,women,women in business,gender equality"
"
											La pregunta es:
											¿cómo vamos a resolver esto?
											¿Cómo cambiamos estos números de arriba?
											¿Cómo hacemos que sea diferente?
											Quiero empezar diciendo que
											hablo de esto,
											de mantener a las mujeres en la fuerza laboral,
											porque pienso realmente que esa es la respuesta.
											En la parte de altos ingresos de la fuerza laboral
											entre la gente que termina en la cima
											los CEO de la Fortune 500
											o equivalentes de otras áreas
											el problema, estoy convencida,
											es que las mujeres están abandonando.
											La gente habla mucho de esto
											y de cosas como flexibilidad horaria y asesoría,
											programas en los que las empresas deberían entrenar a las mujeres.
											Hoy no quiero hablar de nada de eso
											aunque todo eso sea realmente importante.
											Hoy quiero centrarme en lo que podemos hacer como individuos.
											¿Qué mensajes tenemos que darnos a nosotras mismas?
											¿Qué mensaje tenemos que darle a las mujeres que trabajan con y para nosotros?
											¿Qué mensaje le damos a nuestras hijas?
									","
											Sormamız gereken soru,
											Bu durumu nasıl düzeltebileceğimiz.
											Bu rakamları nasıl değiştirebileceğimiz?
											Bu durumu nasıl değiştirebiliriz?
											Söze şunu söyleyerek başlamak istiyorum
											Her zaman konuştuğum konu -
											kadınların çalışmaya devam etmeleri.
											çün ki gerçekten çözümün bu olduğunu düşünüyorum.
											Işgücünün yüksek gelir bölümünde,
											Ust düzeyde görev yapan insanlar arasında -
											Amerikadaki en büyük 500 şirkette üst düzeyde islerde,
											yada diğer sektörlerde eşdeğer işlerde -
											problemin, kadınların vazgeçmeleri
											olduğuna inanıyorum.
											Son zamanlarda insanlar bundan çok bahsediyor,
											esnek iş zamanlama ya da mentorluk etme ya da
											firmaların kadınları eğitmesi gerektiğinden bahsediyorlar.
											Ama bugün, her ne kadar çok önemli olsalar da —
											bunlardan bahsetmek istemiyorum.
											Bugün, bireysel olarak ne yapabileceğimiz üzerine odaklanmak istiyorum.
											Kendimize vermemiz gereken mesaj nedir?
											Bizimle ve bizim için çalışan kadınlara iletmemiz gereken mesaj ne?
											Kız çocuklarımıza verecepimiz mesaj ne?
									","
											Alors la question qui se pose,
											c'est comment remédier à ça?
											Comment changer ces chiffres au sommet de la hiérarchie?
											Comment rendre cela différent?
											Je veux commencer en disant,
											je parle de ceci —
											garder les femmes dans les effectifs —
											parce que je crois vraiment que c'est la réponse.
											Dans la partie de nos effectifs qui ont de gros salaires,
											parmi les gens qui finissent au sommet —
											des postes de direction qu'on voit dans Fortune 500,
											ou l'équivalent dans d'autres industries —
											le problème, j'en suis convaincue,
											est que les femmes abandonnent.
											Et les gens parlent beaucoup de ça,
											et ils parlent de choses comme la flexibilité du temps de travail et l'accompagnement
											et les programmes que les compagnies devraient avoir pour former les femmes.
											Je ne veux pas parler de tout ça aujourd'hui —
											bien que ce soit vraiment important.
											Aujourd'hui, je veux me concentrer sur ce que nous pouvons faire en tant qu'individus.
											Quels sont les messages que nous devons nous adresser à nous-mêmes?
											Quels sont les messages que nous devons adresser aux femmes qui travaillent avec nous et pour nous?
											Quels sont les messages que nous devons adresser à nos filles?
									","
											Die Frage ist also,
											wie können wiir das beheben?
											Wie können wir die Zahlen an der Spitze verändern?
											Wie können wir es anders machen?
											Ich möchte damit beginnen zu sagen,
											ich spreche hierüber —
											darüber, Frauen in der Arbeitswelt zu halten —
											weil ich wirklich denke, dass das die Antwort ist.
											Im einkommensstarken Bereich unserer Arbeitswelt,
											bei den Personen, welche die Spitze erreichen —
											Fortune-500-Vorstandsjobs,
											oder Vergleichbares in anderen Industrien —
											ist das Problem, ich bin davon überzeugt,
											dass Frauen abspringen.
											Menschen reden sehr viel darüber,
											und sie reden über Dinge wie flexible Arbeitszeit und Mentoring
											und die Programme, die Firmen haben sollten, um Frauen schulen.
											Ich möchte über nichts von alldem heute sprechen —
											obwohl das alles sehr wichtig ist.
											Heute möchte ich mich darauf konzentrieren, was wir als Einzelpersonen tun können.
											Was müssen wir uns selbst als Botschaft mitgeben?
											Was sind die Botschaften für die Frauen, die mit und für uns arbeiten?
											Was sind die Botschaften für unsere Töchter?
									",Why we have too few women leaders,Sheryl Sandberg,14:58,"business,feminism,goal-setting,leadership,technology,women,women in business,gender equality"
"
","
","
","
",Why we have too few women leaders,Sheryl Sandberg,14:58,"business,feminism,goal-setting,leadership,technology,women,women in business,gender equality"
"
											Quiero ser clara desde el principio:
											no voy a emitir juicio de valor en esta charla.
											No tengo la respuesta correcta;
											ni siquiera la tengo para mí misma.
											Dejé San Francisco, donde vivo, el lunes
											y me iba a tomar el avión para venir a esta conferencia.
											Y mi hija de 3 años cuando la fui a dejar en el preescolar
											hizo la escena de abrazarse mi pierna
											y llorar diciendo: ""Mami, no tomes el avión"".
											Es difícil. A veces me siento culpable.
											No conozco ninguna mujer,
											ama de casa o que trabaje afuera,
											que no se sienta así de vez en cuando.
											No estoy diciendo que trabajar afuera
											sea lo correcto para todo el mundo.
									","
											Başlamadan şunu söylemek isterim ki,
											bu konuşmamnda herhangi bir yargılayıcı unsur yok.
											Doğru cevabı bilmiyorum;
											kendim için bile olsa bilmiyorum.
											Pazartesi günü yaşadığım yer olan San Francisco'dan ayrıldım
											bu konferansa gelmek için uçağa biniyordum,
											Üç yaşındaki kızım, onu anaokuluna bırakırken
											şu bacağa sarılma hareketini yaptı.
											""Anne, uçağa binme"" diye ağladı.
											Bu çok zor. Bazen kendimi suçlu hissediyorum.
											İster evde olsunlar, ister çalışma hayatının içinde
											bu hissi zaman zaman yaşamayan bir kadın olduğunu
											sanmıyorum.
											Yani, iş hayatında yer almanın her kes için
											doğru bir karar olduğunu söylemiyorum.
									","
											Je veux que ce soit très clair dès le départ,
											je ne porte aucun jugement dans mon discours.
											Je n'ai pas la bonne réponse ;
											je ne l'ai même pas pour moi-même.
											J'ai quitté San Francisco, où j'habite, lundi,
											et je montais dans l'avion pour venir à cette conférence.
											Et ma fille, qui a trois ans, quand je l'ai déposée à la maternelle,
											s'est accrochée à ma jambe,
											en pleurant, ""Maman, ne prend pas l'avion"".
											C'est dur. Je me sens coupable, parfois.
											Je sais qu'il n'y a pas une femme
											qu'elle soit femme au foyer ou qu'elle ait un emploi,
											qui ne ressente pas ça de temps en temps.
											Donc je ne dis pas que de continuer à travailler
											est la bonne solution pour tout le monde.
									","
											Ich möchte am Anfang klarstellen,
											dass diese Rede frei von Urteilen ist.
											Ich habe nicht die richtige Antwort;
											ich habe sie noch nicht einmal für mich selbst.
											Am Montag verließ ich San Francisco, meinen Heimatort,
											und flog zu dieser Konferenz.
											Als ich meine dreijährige Tochter zur Vorschule brachte,
											klammerte sie sich an mein Bein,
											und weinte: ""Mama, nicht in das Flugzeug steigen.""
											Das ist schwer. Ich fühle mich manchmal schuldig.
											Ich kenne keine Frau,
											egal ob sie zu Hause ist oder berufstätig ist,
											die sich nicht manchmal so fühlt.
											Ich sage also nicht, dass das Verbleiben im Berufsleben
											für jede das Richtige ist.
									",Why we have too few women leaders,Sheryl Sandberg,14:58,"business,feminism,goal-setting,leadership,technology,women,women in business,gender equality"
