pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",An ultra-low-cost college degree,Shai Reshef,10:48,"business,computers,education,open-source,technology,code"
"
											Eu gostaria de partilhar convosco
											um novo modelo de ensino superior,
											um modelo que, uma vez expandido,
											pode aumentar a inteligência coletiva
											de milhões de indivíduos 
criativos e motivados
											que de outra forma seriam postos de parte.
											Olhem para o mundo.
											Escolham um sítio e foquem-se nele.
											Vão encontrar humanos 
em busca de ensino superior.
											Vamos conhecer alguns deles.
									","
											Sizinle yeni bir yüksek eğitim modeli,
											genişletildiğinde,
											başka şekilde geri kalabilecek
											milyonlarca yaratıcı ve motive olmuş bireylerin
											topluca zekasını artırabilecek, bir model
											paylaşmak istiyorum.
											Dünyaya bakın.
											Bir yer seçin ve oraya odaklanın.
											Yüksek eğitim peşinde koşan insanlar bulacaksınız.
											Bazılarıyla tanışalım.
									","
											J'aimerais partager avec vous
											un nouveau modèle 
d'enseignement supérieur,
											un modèle qui, une fois développé,
											pourra accroître 
le niveau général d'intelligence
											de millions d'individus
créatifs et motivés
											qui, autrement, auraient
été laissés pour compte.
											Prenez notre planète.
											Choisissez un lieu
et concentrez-vous sur celui-ci.
											Vous y trouverez des gens cherchant
à étudier à un niveau supérieur.
											Je vais vous en présenter quelques-uns.
									","
											Ich präsentiere Ihnen ein neues
Modell für Hochschulbildung,
											das, sobald es sich durchgesetzt hat,
											das kollektive Wissen
											von Millionen kreativer und 
motivierter Menschen erweitern wird,
											die sonst auf der Strecke 
geblieben wären.
											Schauen wir uns die Welt an.
											Betrachten Sie einen beliebigen Ort.
											Sie finden Menschen, 
die nach Bildung streben.
											Hier sind ein paar davon.
									",An ultra-low-cost college degree,Shai Reshef,10:48,"business,computers,education,open-source,technology,code"
"
","
","
","
",An ultra-low-cost college degree,Shai Reshef,10:48,"business,computers,education,open-source,technology,code"
"
											Patrick.
											O Patrick nasceu na Libéria
											numa família de 20 crianças.
											Durante a guerra civil, 
ele e a sua família foram forçados
											a fugir para a Nigéria.
											Lá, independentemente da sua situação,
											acabou o ensino secundário 
com notas quase perfeitas.
											Ele queria seguir estudos 
no ensino superior,
											mas devido ao facto de a sua família
											viver no limiar da pobreza,
											ele foi enviado cedo para a África do Sul
											para trabalhar e enviar dinheiro de volta
											para alimentar a sua família.
											O Patrick nunca desistiu do seu sonho 
do ensino superior.
											À noite, bem tarde, depois do trabalho,
											ele navegava na Internet 
à procura de formas de estudar.
									","
											Patrick.
											Patrick Liberya'da
											20 kişilik bir aileye doğdu.
											İç savaş sırasında, o ve ailesi
											Nijerya'ya kaçmak zorunda kaldılar.
											Orada, durumuna rağmen,
											neredeyse mükemmel notlarla liseden mezun oldu.
											Yüksek eğitime devam etmek istedi
											ama ailesinin
											sefaletin eşiğinde yaşaması nedeniyle,
											Güney Afrika'ya gönderildi
											çalışmak ve ailesine beslemeye
											para göndermek için.
											Patrick asla yüksek eğitim hayalinden vazgeçmedi.
											Gece geç bir saatte, işten sonra,
											internette, okuma yolları aradı.
									","
											Patrick.
											Patrick est né au Libéria
											dans une famille de 20 enfants.
											Au cours de la guerre civile,
sa famille et lui ont été forcés
											de se réfugier au Nigéria.
											Là, malgré sa situation,
											il a obtenu son DES
avec des notes presque parfaites.
											Il a voulu entreprendre
des études supérieures
											mais à cause de sa famille,
											qui vivait sur le seuil de la pauvreté,
											il a rapidement été envoyé
en Afrique du Sud
											pour gagner de l'argent
											afin de nourrir sa famille.
											Patrick n'a jamais abandonné 
son rêve d'étudier à l'université.
											Tard le soir, après le travail,
											il surfait sur le net,
cherchant des façons d'étudier.
									","
											Patrick.
											Patrick wurde in Liberia geboren —
											in eine Familie mit 20 Kindern.
											Der Bürgerkrieg zwang die Familie

											zur Flucht nach Nigeria.
											Trotzdem schloss er die Highschool
											mit beinahe perfekten Noten ab.
											Eigentlich wollte er studieren,
											aber da seine Familie an der
Armutsgrenze lebte,
											wurde er nach Südafrika geschickt,
											um zu arbeiten und Geld
nach Hause zu schicken,
											damit die Familie genug zu essen hatte.
											Den Traum von höherer Bildung
hat er nie aufgegeben.
											Nach der Arbeit suchte er 
bis spät in die Nacht
											im Internet nach Studienmöglichkeiten.
									",An ultra-low-cost college degree,Shai Reshef,10:48,"business,computers,education,open-source,technology,code"
"
","
","
","
",An ultra-low-cost college degree,Shai Reshef,10:48,"business,computers,education,open-source,technology,code"
"
											Esta é a Debbie.
											A Debbie é da Flórida.
											Os pais dela não frequentaram a faculdade,
											assim como nenhum dos seus irmãos.
											A Debbie tem trabalhado toda a sua vida,
											paga os impostos, 
sustenta-se mês após mês,
											orgulhosa do ""Sonho Americano"",
											um sonho que simplesmente 
não será completo
											sem um curso universitário.
											Mas a Debbie não tem poupanças
											para ensino superior.
											Ela não consegue pagar as propinas.
											Nem poderia deixar o trabalho.
									","
											Debbie ile tanışın.
											Debbie Florida'dan.
											Ebeveynleri yüksekokula gitmemiş
											ve kardeşleri de.
											Debbie hayatı boyunca çalışmış,
											vergi ödüyor, aydan aya kendini geçindiriyor,
											Amerikan hayalinden gurur duyuyor,
											yüksek eğitim olmadan
											tamamlanamayan bir hayal.
											Ama Debbie yüksek okul için
											gereken birikime sahip değil.
											Okul ücretini karşılayamıyor.
											İşten de ayrılamıyor.
									","
											Voici Debbie.
											Debbie est originaire de Floride.
											Ses parents ne sont pas allés
à l'université,
											pas plus que n’importe lesquels
de ses frères et sœurs.
											Debbie a travaillé toute sa vie,
											elle paye des impôts, subvient
à ses besoins, jour après jour,
											elle est fière de vivre le rêve américain,
											un rêve qui reste incomplet
											sans éducation supérieure.
											Cependant, Debbie n'a pas d'économies
pour aller à l'université.
											Elle ne peut pas payer
les frais de scolarité.
											Elle ne peut pas lâcher son boulot.
									","
											Das ist Debbie.
											Debbie kommt aus Florida.
											Ihre Eltern haben nie studiert
											und ihre Geschwister genausowenig.
											Debbie hat ihr ganzes Leben gearbeitet,
											zahlt Steuern, schlägt sich 
irgendwie durch
											und ist stolz auf den 
Amerikanischen Traum,
											ein Traum, der ohne Hochschulbildung 
unvollständig ist.
											Aber Debbie fehlen die Ersparnisse
für eine Hochschulbildung.
											Sie kann weder Studiengebühren zahlen,
											noch ihren Job aufgeben.
									",An ultra-low-cost college degree,Shai Reshef,10:48,"business,computers,education,open-source,technology,code"
"
","
","
","
",An ultra-low-cost college degree,Shai Reshef,10:48,"business,computers,education,open-source,technology,code"
"
											Este é o Wael.
											O Wael é da Síria.
											A experiência em primeira mão dele:
											a miséria, medo e insucesso
											impostos no seu país.
											Ele é um grande crente na educação.
											Ele sabia que se encontrasse 
uma oportunidade
											de ter um curso universitário,
											uma oportunidade 
para chegar à frente dos restantes,
											teria uma maior probabilidade 
de sobreviver
											num mundo virado de pernas para o ar.
									","
											Wael ile tanışın.
											Wael Suriye'den.
											O birinci elden,
											ülkesine yüklenen
											sefalet, korku ve başarısızlığı deneyimliyor.
											Eğitime büyük inananlardan.
											Biliyordu ki eğer yüksek eğitim için
											bir fırsat bulsaydı,
											diğerlerinin önüne geçebilme fırsatını,
											tepetaklak dönmüş bir dünyada
											hayatta kalmak için daha iyi şansı olacağını biliyordu.
									","
											Voici Wael.
											Wael est originaire de Syrie.
											Il souffre directement
											de la misère, de la peur et des échecs
											imposés à son pays.
											Il croit fermement à l'éducation.
											Il sait que s'il avait l'opportunité
											de poursuivre ses études,
											une chance de se démarquer,
											il aurait une meilleure chance de survivre
											dans ce monde sens dessus dessous.
									","
											Das ist Wael.
											Wael kommt aus Syrien.
											Er erlebt am eigenen Leib,
											wie sein Land von Elend, Angst 
und Fehlschlägen heimgesucht wird.
											Er glaubt ganz fest an Bildung.
											Ihm war bewusst, dass er 
mit einer Hochschulbildung —
											mit einer Chance, 
andere hinter sich zu lassen —
											bessere Überlebenschancen 
in einer Umgebung hat,
											die im Chaos versinkt.
									",An ultra-low-cost college degree,Shai Reshef,10:48,"business,computers,education,open-source,technology,code"
"
","
","
","
",An ultra-low-cost college degree,Shai Reshef,10:48,"business,computers,education,open-source,technology,code"
"
											O sistema do ensino superior
											fracassou com o Patrick, 
a Debbie e o Wael,
											da mesma forma que tem fracassado
											com milhões de potenciais estudantes,
											milhões que acabam o ensino secundário,
											milhões que estão qualificados 
para o ensino superior,
											milhões que querem estudar
											mas que não conseguem 
ter acesso por várias razões.
											Primeira, financeira.
											As universidades são caras. 
Todos nós sabemos isso.
											Em grande parte do mundo,
											o ensino secundário é irrealizável
											para um cidadão comum.
											Este é, provavelmente, o maior problema
											da nossa sociedade.
											O ensino secundário 
deixou de ser um direito para todos
											e passou a ser um privilégio 
para uma minoria.
											Segunda, cultural.
											Os estudantes que estão qualificados 
para o ensino superior
											podem pagar, querem estudar,
											não podem,
											porque não é decente,
											não é sítio para uma mulher.
											Esta é a história de inúmeras mulheres
											em África, por exemplo,
											impedidas de entrar no ensino superior
											por causa de barreiras culturais.
											E aí vem a terceira razão:
											a UNESCO afirma que em 2025,
											100 milhões de estudantes
											serão privados do ensino superior
											simplesmente porque 
não vai haver vagas suficientes
											para os acolher, 
para acompanhar a procura.
											Vão ser submetidos a testes de nível,
											vão passar,
											mas mesmo assim não terão acesso
											porque não há vagas disponíveis.
									","
											Yüksek eğitim sistemi
											Patrick, Debbie ve Wael'i yüz üstü bıraktı.
											Aynı şekilde
											milyonlarca olası öğrenciyi,
											milyonlarca lise mezununu,
											milyonlarca yüksek eğitim için nitelikliyi,
											milyonlarca ders çalışmak isteyeni
											ama değişik nedenlerle erişemeyenleri bıraktığı gibi.
											Birincisi, ekonomik.
											Üniversiteler pahalı. Bunu hepimiz biliyoruz.
											Dünyanın büyük bölgelerinde,
											ortalama vatandaş için
											yüksek eğitim ulaşılamaz halde.
											Bu herhalde bizim toplumumuzun karşılaştığı
											en büyük sorun.
											Yüksek eğitim herkes için bir hak olmaktan çıkıp
											azınlık için bir ayrıcalık oldu.
											İkincisi, kültürel.
											Yüksek eğitim için nitelikli öğrenciler,
											parası yetenler, okumak isteyenler, gidemiyor
											çünkü edepli değil,
											bir kadın için uygun yer değil.
											Bu sayısız kadının hikayesi,
											Afrika'da mesela,
											kültürel engeller yüzünden
											yüksek eğitimden mahrum kalmışlar.
											Ve üçüncüsü:
											UNESCO, 2025'te
											100 milyon öğrenci
											yüksek eğitimden mahrum bırakılacak,
											çünkü sadece onları ağırlayacak, talebe karşılık verebilecek
											yer kalmayacak dedi.
											Yerleştirme sınavına girecekler,
											geçecekler
											ama yine de giremeyecekler
											çünkü boşta yer olmayacak.
									","
											Le système universitaire
											a délaissé Patrick, Debbie et Wael,
											tout comme il délaisse
											des millions d'étudiants potentiels,
											qui ont terminé le secondaire,
											qui ont la capacité
de poursuivre leurs études
											et qui veulent étudier,
											mais qui ne peuvent y entrer
pour diverses raisons.
											Principalement à cause
de raisons financières.
											L'université est très chère.
Nous le savons tous.
											Dans la majorité des pays du monde,
											l'université est inaccessible
											pour un citoyen moyen.
											C'est probablement le plus gros problème
											auquel est confrontée notre société.
											L'enseignement supérieur
n'est plus un droit universel,
											mais est devenu un privilège
pour un petit groupe.
											La deuxième raison est d'ordre culturel.
											Les étudiants qualifiés
pour les études supérieures,
											qui peuvent se le permettre, 
qui veulent étudier, ne le peuvent pas
											parce que ce n'est pas bien vu,
											ce n'est pas la place d'une femme.
											C'est le cas d'innombrables femmes
											en Afrique par exemple,
											privées du droit d'étudier
											à cause de barrières culturelles.
											La troisième raison :
											l'UNESCO a prédit qu'en 2025,
											100 millions d'étudiants
											seront privés d'éducation supérieure,
											tout simplement parce qu'il
n'y aura pas assez de places
											pour les accueillir,
pour répondre à la demande.
											Ces étudiants passeront 
un test de classement,
											ils le réussiront,
mais ne seront pas admis
											juste parce qu'il ne reste plus de place.
									","
											Das Hochschulsystem versagte
											bei Patrick, Debbie und Wael,
											genauso wie bei
Millionen potentiellen Studierenden,
											Millionen Highschool-Absolventen,
											Millionen Qualifizierten, 

											Millionen Studierwilliger,
											die dennoch aus verschiedenen Gründen
keine Chance auf ein Studium haben.
											Ein Grund ist Geld.
											Unis verlangen bekanntlich viel Geld.
											In vielen Ländern ist Hochschulbildung
											für den Durchschnittsbürger 
unerschwinglich.
											Das ist wohl das größte Problem
in unserer Gesellschaft.
											Nicht alle haben mehr 
ein Recht auf Hochschulbildung,
											nur noch wenige Privilegierte.
											Ein zweiter Grund ist kulturell bedingt.
											Qualifizierte Schulabgänger,
											die Geld haben und studieren wollen,
können das nicht,
											weil es sich nicht gehört;
weil Frauen dort nichts verloren haben.
											So geht es unzähligen Frauen
zum Beispiel in Afrika,
											denen ein Studium
aus kulturellen Gründen verwehrt wird.
											Und jetzt der 3. Grund:
											Laut UNESCO werden 2025
100 Millionen Schulabsolventen
											kein Studium absolvieren können,
											nur weil es zu wenige 
Sitzplätze für sie gibt.
											Die Nachfrage kann nicht gedeckt werden.
											Schulabsolventen werden Einstufungstests 
absolvieren und bestehen,
											aber nicht zugelassen werden,
											weil es nicht genügend Plätze gibt.
									",An ultra-low-cost college degree,Shai Reshef,10:48,"business,computers,education,open-source,technology,code"
