en,pt,tr,title,speaker,duration,tags
"
","
","
",One more reason to get a good night's sleep,Jeff Iliff,11:41,"brain,mind,neuroscience,science,sleep,cognitive science,mental health,history,health,memory,medical research"
"
											Sleep.
											It's something we spend about
a third of our lives doing,
											but do any of us really understand what it's all about?
									","
											Dormir.
											É uma coisa em que gastamos 
cerca de um terço da nossa vida.
											Mas sabemos realmente do que se trata?
									","
											Uyku.
											Hayatımızın üçte birini 
bununla harcıyoruz.
											Peki bunun ne demek olduğunu 
gerçekten anlayan var mı?
									",One more reason to get a good night's sleep,Jeff Iliff,11:41,"brain,mind,neuroscience,science,sleep,cognitive science,mental health,history,health,memory,medical research"
"
","
","
",One more reason to get a good night's sleep,Jeff Iliff,11:41,"brain,mind,neuroscience,science,sleep,cognitive science,mental health,history,health,memory,medical research"
"
											Two thousand years ago, Galen,
											one of the most prominent medical researchers
											of the ancient world,
											proposed that while we're awake,
											our brain's motive force, its juice,
											would flow out to all the other parts of the body,
											animating them but leaving the brain all dried up,
											and he thought that when we sleep,
											all this moisture that filled the rest of the body
											would come rushing back,
											rehydrating the brain
											and refreshing the mind.
											Now, that sounds completely ridiculous to us now,
											but Galen was simply trying to explain
											something about sleep
											that we all deal with every day.
											See, we all know based on our own experience
											that when you sleep, it clears your mind,
											and when you don't sleep,
											it leaves your mind murky.
											But while we know a great deal more about sleep now
											than when Galen was around,
											we still haven't understood why it is that sleep,
											of all of our activities, has this incredible
											restorative function for the mind.
									","
											Há dois mil anos, Galeno,
											um dos mais destacados 
investigadores médicos da Antiguidade,
											defendeu que, quando estamos acordados,
											a força motora do nosso cérebro, 
o seu sumo,
											fluía para todas as outras partes do corpo,
											animando-as, mas deixando 
o cérebro esgotado.
											Ele pensava que, quando dormíamos,
											toda essa humidade 
que enchia o resto do corpo
											voltava atrás,
											voltando a hidratar o cérebro
											e a refrescar o espírito.
											Isto, hoje, parece-nos 
uma coisa muito ridícula,
											mas Galeno estava apenas a tentar explicar
											uma coisa sobre o sono
											com que lidamos todos os dias.
											Todos sabemos, por experiência própria,
											que, quando dormimos, limpamos o espírito
											e, quando não dormimos,
											o nosso espírito fica nublado.
											Embora hoje saibamos 
muito mais sobre o sono
											do que no tempo de Galeno,
											ainda não compreendemos 
porque é que o sono,
											entre todas as nossas atividades,
											tem esta incrível função 
reparadora para o espírito.
									","
											İki bin yıl önce, Galen,
											kendisi eski çağda yaşamış 
en önemli
											tıbbi araştırmacılardan 
birisidir,
											uyanık haldeyken
											beynimizin hareket gücünün, özsuyunun,
											vücudumuzun diğer 
bölümlerine doğru iletildiğini,
											onlara hayat verdiğini, ancak 
beyni kuruttuğunu ileri sürdü,
											ve uyuduğumuz zaman
											bedenin kalanını dolduran nemin
											geri geldiğini,
											beyni sulandırdığını
											ve zihni tazelediğini düşündü.
											Günümüzde bu bize tamamiyle saçma geliyor,
											ancak Galen uyku hakkında
											her gün yaptığımız bir şeyi
											basitçe açıklamaya çalışıyordu.
											Hepimiz kendi deneyimlerimize
dayanarak biliyoruz ki,
											uyuduğumuz zaman zihnimiz temizlenir
											ve uyumadığımız zaman ise
											zihnimiz bulanık kalır.
											Şu anda uyku ile ilgili, Galen döneminden
											çok daha fazlasını bilmemize rağmen
											tüm yaptığımız faaliyetler 
içerisinde neden sadece uykunun
											zihin için bu derece muhteşem 
güçlendirici bir özelliğe
											sahip olduğunu anlamadık.
									",One more reason to get a good night's sleep,Jeff Iliff,11:41,"brain,mind,neuroscience,science,sleep,cognitive science,mental health,history,health,memory,medical research"
"
","
","
",One more reason to get a good night's sleep,Jeff Iliff,11:41,"brain,mind,neuroscience,science,sleep,cognitive science,mental health,history,health,memory,medical research"
"
											So today I want to tell you about
											some recent research
											that may shed new light on this question.
											We've found that sleep may actually be
											a kind of elegant design solution
											to some of the brain's most basic needs,
											a unique way that the brain
											meets the high demands and the narrow margins
											that set it apart from all the other organs of the body.
									","
											Portanto, quero falar hoje
sobre a investigação recente
											que pode lançar alguma luz 
sobre esta questão.
											Descobrimos que o sono pode ser
											uma espécie de elegante solução
											para algumas das necessidades 
mais básicas do cérebro,
											uma forma única de o cérebro resolver
											as grandes exigências 
e as estreitas margens
											que o colocam à parte 
de todos os outros órgãos do corpo.
									","
											Bu nedenle bugün size
											bu soruya ışık tutabilecek
											son araştırmalardan bahsetmek istiyorum.
											Uykunun beynin bazı temel ihtiyaçlarını
											karşılayabileceği türden
											kolay etkili bir yol,
											beynin tüm taleplerini yerine getiren
											ve onu kıl payıyla da olsa

											diğer tüm organlardan 
ayrılmasını sağlayan eşsiz bir yöntemdir.
									",One more reason to get a good night's sleep,Jeff Iliff,11:41,"brain,mind,neuroscience,science,sleep,cognitive science,mental health,history,health,memory,medical research"
"
","
","
",One more reason to get a good night's sleep,Jeff Iliff,11:41,"brain,mind,neuroscience,science,sleep,cognitive science,mental health,history,health,memory,medical research"
"
											So almost all the biology that we observe
											can be thought of as a series of problems
											and their corresponding solutions,
											and the first problem that every organ must solve
											is a continuous supply of nutrients to fuel
											all those cells of the body.
											In the brain, that is especially critical;
											its intense electrical activity uses up
											a quarter of the body's entire energy supply,
											even though the brain accounts
											for only about two percent of the body's mass.
											So the circulatory system
											solves the nutrient delivery problem
											by sending blood vessels to supply nutrients
											and oxygen to every corner of our body.
									","
											Quase toda a biologia que observamos
											pode ser encarada 
como uma série de problemas
											e soluções correspondentes.
											O primeiro problema 
que todos os órgãos têm que resolver
											é um fornecimento contínuo de nutrientes
											para alimentar todas as células do corpo.
											No cérebro, isso é especialmente crítico.
											A sua intensa atividade elétrica gasta
											um quarto de todo o abastecimento 
de energia ao corpo,
											apesar de o cérebro corresponder
											apenas a 2% da massa do corpo.
											O sistema circulatório
											resolve o problema 
do consumo de nutrientes
											enviando vasos sanguíneos 
para abastecer de nutrientes e oxigénio
											todos os cantos do nosso corpo.
									","
											Yani gözlemlediğimiz kadarıyla
tüm bu biyolojik süreç,
											bir problemler dizisi 
ve de bu problemlerin
											çözümleri olarak düşünülebilir,
											ve her organın 
halletmesi gereken ilk sorun
											tüm vücut hücrelerini çalıştırmak için
gerekli olan
											besin takviyesinin sürekli
bir şekilde sağlanmasıdır.
											Özellikle bu süreç beyin için
daha önemlidir;
											beyindeki aşırı elektriksel 
faaliyet sonucu
											vücudun tüm enerji kaynağının
dörtte biri kullanılır.
											Beynin, vücut kütlesinin
											sadece yüzde ikisine 
tekabül etmesine rağmen.
											Bu nedenle dolaşım sistemi
											vücudun her bir köşesine oksijen ve besin
											aktarımını sağlamak için kan damarları yardımıyla
											besin dolaşımı problemini çözmektedir.
									",One more reason to get a good night's sleep,Jeff Iliff,11:41,"brain,mind,neuroscience,science,sleep,cognitive science,mental health,history,health,memory,medical research"
"
","
","
",One more reason to get a good night's sleep,Jeff Iliff,11:41,"brain,mind,neuroscience,science,sleep,cognitive science,mental health,history,health,memory,medical research"
"
											You can actually see it in this video here.
											Here, we're imaging blood vessels
											in the brain of a living mouse.
											The blood vessels form a complex network
											that fills the entire brain volume.
											They start at the surface of the brain,
											and then they dive down into the tissue itself,
											and as they spread out, they supply nutrients
											and oxygen to each and every cell in the brain.
									","
											Podemos ver isso aqui neste vídeo.
											Estamos a ver aqui os vasos sanguíneos
											no cérebro de um rato vivo.
											Os vasos sanguíneos 
formam uma rede complexa
											que preenche todo o volume do cérebro.
											Começam na superfície do cérebro,
											depois mergulham no próprio tecido.
											À medida que se espalham, 
fornecem nutrientes e oxigénio
											a todas as células do cérebro.
									","
											Bu olayı bu videoda 
bizzat görebilirsiniz.
											Burada, canlı bir
											farenin beynindeki kan
damarlarını görüntülüyoruz.
											Kan damarları tüm
beyin hacmini dolduran
											karmaşık bir ağ oluşturur.
											Bu ağlar beynin yüzeyinde başlar,
											ve sonra beyin dokusunun 
derinliklerine inerler
											ve de iyice yayılarak, besin ve oksijeni
											beyindeki her hücreye ulaştırırlar.
									",One more reason to get a good night's sleep,Jeff Iliff,11:41,"brain,mind,neuroscience,science,sleep,cognitive science,mental health,history,health,memory,medical research"
