es,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Simple designs to save a life,Amy Smith,15:06,"MacArthur grant,alternative energy,design,engineering,global issues,industrial design,invention,simplicity"
"
											En cuanto a inventos,
											quiero contarles la historia de uno de mis proyectos favoritos.
											Creo que es uno de los proyectos más emocionantes en los que estoy trabajando,
											pero también es el más simple.
											Es un proyecto que tiene el potencial para hacer un gran impacto en todo el mundo.
											Trata sobre uno de los problemas de salud más grandes del mundo,
											la causa número uno de muertes en niños menores de cinco años,
											¿Cuál es...? ¿Enfermedades por contaminación de agua? ¿Diarrea? ¿Desnutrición?
											No, son las enfermedades agudas causadas por
											la respiración de gases de la cocina a fuego en el interior. ¿Pueden creerlo?
									","
											No que toca à invenção,
											gostava de vos contar a história 
de um dos meus projectos preferidos.
											Penso que é um dos mais excitantes 
em que estou a trabalhar,
											mas acho que é também o mais simples.
											É um projecto que tem o potencial de causar
um enorme impacto em todo o mundo.
											Aborda um dos maiores problemas 
de saúde pública no planeta,
											a primeira causa de morte 
em crianças com menos de 5 anos,
											O que é? Doenças transmitidas pela água? 
Diarreia? Má Nutrição?
											Não, é a inalação de fumos de fogueiras 
interiores para a preparação de alimentos
											que causam infecções respiratórias graves.
Acreditam nisto?
									","
											Keşif açısından,
											size en favori projelerimden birinin hikayesini anlatmak istiyorum.
											Üzerinde çalıştıklarım içinde en heyecan verici olanının bu olduğunu düşünüyorum,
											fakat en basit olanın da bu olduğunu görüyorum.
											Bu proje tüm dünyada çok büyük bir etki yapacak potansiyele sahip.
											Yeryüzündeki en büyük sağlık sorunlarından birini ele alıyor,
											5 yaşından küçük çocukların bir numaralı ölüm nedenini,
											yani...? Suyla bulaşan hastalıklar. İshal. Kötü beslenme.
											Hayır, bu ölüm nedeni kapalı alanda yemek pişirme sırasında çıkan duman—
											bunun neden olduğu akut solunum enfeksiyonları. Buna inanabiliyor musunuz?
									","
											En ce qui concerne les inventions,
											j'aimerais vous raconter l'histoire de l'un de mes projets préférés.
											Il s'agit sans doute de l'un des plus passionnants sur lesquels je travaille,
											mais c'est aussi, pour moi, le plus simple.
											Ce projet est susceptible d'avoir des répercussions énormes dans le monde entier.
											Il concerne l'un des principaux problèmes de santé de la planète,
											la première cause de mortalité chez les enfants âgés de moins de cinq ans,
											qui est... ? les maladies liées à l'eau ? la diarrhée ? la malnutrition ?
											Non. Il s'agit de l'inhalation des fumées émanant des feux allumés en intérieur pour cuisiner,
											et des infections respiratoires aiguës qu'ils provoquent. Incroyable, non ?
									","
											Ich möchte Ihnen aus dem Bereich der Erfindungen
											die Geschichte eines meiner liebsten Projekte erzählen.
											Ich finde, es ist eins der spannendsten, an denen ich arbeite,
											halte es aber auch für das einfachste.
											Es ist ein Projekt mit dem Potential, einen riesigen Einfluss auf der ganzen Welt zu haben.
											Es befasst sich mit einem der größten Gesundheitsprobleme auf dem Planeten,
											mit der Todesursache Nummer Eins von Kindern unter fünf Jahren,
											die da wäre...? Durch Wasser übertragene Krankheiten? Diarrhoe? Mangelernährung?
											Nein. Es ist das Einatmen von Rauch von Kochfeuern in geschlossenen Räumen -
											akute Atemwegsinfektionen, die dadurch verursacht werden. Können Sie das glauben?
									",Simple designs to save a life,Amy Smith,15:06,"MacArthur grant,alternative energy,design,engineering,global issues,industrial design,invention,simplicity"
"
","
","
","
","
",Simple designs to save a life,Amy Smith,15:06,"MacArthur grant,alternative energy,design,engineering,global issues,industrial design,invention,simplicity"
"
											Encuentro esto chocante y algo atróz.
											¿Podemos hacer combustibles de quemado más limpios?
											¿Podemos hacer mejores hornos?
											¿Cómo es que esto puede causar cada año dos millones de muertes?
											Se que Bill Joy les estuvo hablando
											acerca de las maravillas de los nanotubos de carbono.
											Así que yo les voy a hablar
											de las maravillas de los macrotubos de carbono, que es el carbón.
											Entonces, esta es una imagen rural de Haití. Haití está ahora desforestada en un 98 por ciento.
											Se pueden ver escenas como éstas por toda la isla.
											Esto conduce a todo tipo de problemas ambientales
											y problemas que afectan a las personas en toda la nación.
											Hace unos años hubo una inundación
											que dejó miles de muertes,
											esto es atribuible directamente al hecho
											de que no hay árboles en las laderas para estabilizar la tierra.
											Entonces viene la lluvia, baja por los ríos y sucede la inundación.
									","
											Acho isto chocante 
e de certo modo revoltante.
											Não conseguimos criar combustíveis 
que queimem de forma mais limpa?
											Será que não conseguimos
fazer melhores fogões?
											Como é possível que isto possa provocar
dois milhões de mortes todos os anos?
											Sei que o Bill Joy esteve a falar
											sobre as maravilhas 
dos nanotubos de carbono.
											Então eu vou falar-vos
											sobre as maravilhas dos macrotubos 
de carbono, que é o carvão!
											(Risos)
											Esta é uma foto do Haiti rural.
											Actualmente, 98% do Haiti 
está desflorestado.
											Vêem-se cenários destes por toda a ilha.
											Provoca todo o tipo de problemas ambientais
											e problemas que afectam 
a população por todo o país.
											Há uns anos, houve cheias gravíssimas
que provocaram milhares de mortes
											e isso atribui-se directamente
											ao facto de já não haver árvores
para estabilizarem o solo.
											Assim, quando a chuva vem, 
enche os rios, e as cheias acontecem!
									","
											Ben bu durumu şok edici ve bir bakıma da dehşet verici buluyorum.
											Daha temiz yanan pişirme yakıtları üretemez miyiz?
											Daha iyi ocaklar yapamaz mıyız?
											Bu her yıl iki milyonun üzerinde ölüme nasıl yol açıyor?
											Bill Joy'un size karbon nano-tüplerin mucizeleri
											hakkında bir konuşma yaptığını biliyorum.
											Bu nedenle ben size
											karbon makro-tüpler yani kömür hakkında konuşacağım.
											Evet, bu kırsal Haiti'nin bir fotoğrafı. Haiti şu an yüzde 98 oranında kurak.
											Adanın tüm bölgelerinde buna benzer manzaralar görebilirsiniz.
											Bu durum bütün çevresel problemlerin
											ve burada yaşayan insanları etkileyen sorunların kaynağıdır.
											Birkaç yıl önce binlerce ölüme yol açan
											çok güçlü bir sel meydana geldi.
											Bu durum, yamaçlarda toprağı tutacak
											ağaçların olmaması ile doğrudan ilgilidir.
											Yağmur yağar, nehirlere doğru akar ve sel meydana gelir.
									","
											Pour moi, c'est à la fois choquant et révoltant.
											N'est-il donc pas possible de créer des combustibles plus propres ?
											Ne pouvons-nous pas fabriquer des poêles de meilleure qualité ?
											Comment ce phénomène peut-il entraîner plus de deux millions de décès par an ?
											Je sais que Bill Joy vous a parlé
											des qualités exceptionnelles des nanotubes de carbone.
											Je vais donc vous parler
											de l'intérêt exceptionnel des macrotubes de carbone, c'est-à-dire du charbon.
											Voici une photo de la campagne haïtienne : Haïti est aujourd'hui déforestée à 98 %,
											et vous pourrez voir des paysages comme celui-ci dans toute l'île.
											Cela crée des troubles environnementaux variés,
											et des problèmes qui affectent les habitants dans l'ensemble du pays.
											Il y a quelques années, une inondation assez grave a eu lieu
											et a entraîné des milliers de morts ;
											elle est directement liée au fait
											qu'il n'y a pas d'arbres sur les collines pour maintenir la terre.
											Et donc, lorsqu'il pleut, les fleuves débordent et provoquent des inondations.
									","
											Ich finde das schockierend und ziemlich entsetzlich.
											Können wir nicht sauberer brennende Kochbrennstoffe herstellen?
											Können wir nicht bessere Herde machen?
											Wie kann es sein, dass dies jedes Jahr zu über zwei MIllionen Todesfällen führt?
											Ich weiß, dass Bill Joy einen Vortrag über
											die fantastischen Kohlenstoffnanoröhren gehalten hat.
											Also werde ich über die Wunder von
											Kohlenstoffmakroröhren reden, also über Kohle.
											Dies ist ein Bild die Landschaft Haitis. Haiti ist jetzt zu 98 Prozent entwaldet.
											Bilder wie dieses sieht man überall auf der Insel.
											Das führt in der ganzen Nation zu allerlei Umweltproblemen
											und Problemen, die Menschen betreffen.
											Vor ein paar Jahren gab es sehr starke Überschwemmungen
											welche zum Tod von Tausenden führten.
											Dies kann man direkt darauf zurückführen
											dass es auf den Hügeln keine Bäume mehr gibt, um den Boden zu stabilisieren.
											Und dann kommt der Regen, füllt die Flüsse und dann treten die Überschwemmungen auf.
									",Simple designs to save a life,Amy Smith,15:06,"MacArthur grant,alternative energy,design,engineering,global issues,industrial design,invention,simplicity"
"
","
","
","
","
",Simple designs to save a life,Amy Smith,15:06,"MacArthur grant,alternative energy,design,engineering,global issues,industrial design,invention,simplicity"
"
											Ahora, una de las razones por la que hay pocos árboles es que
											la gente necesita cocinar, así que talan los bosques
											y hacen carbón para poder hacerlo.
											No es que la gente sea ignorante sobre el daño al medio ambiente.
											Lo saben perfectamente bien, pero no tienen otra alternativa.
											Los combustibles fósiles no están disponibles,
											y la energía solar no cocina como a ellos les gusta su comida.
											Entonces esa es la forma en que lo hacen.
											Encontrarán familias como esta yendo al bosque a buscar un árbol,
											lo cortan y hacen carbón con él.
											Entonces no es una sorpresa que haya mucho esfuerzo
											puesto en buscar combustibles alternativos para cocinar.
									","
											Uma das razões por que 
há tão poucas árvores é a seguinte:
											as pessoas precisam de cozinhar,
											e recolhem a madeira 
e fazem carvão com ela.
											Não é que as pessoas sejam ignorantes 
quanto aos danos ambientais.
											Sabem perfeitamente, 
mas não têm alternativa.
											Os combustíveis fósseis 
não estão disponíveis,
											e a energia solar não cozinha os alimentos
da forma que eles gostam.
											E então é isto que eles fazem.
											Encontramos famílias como esta 
que procuram uma árvore na floresta,
											abatem-na e fazem carvão com ela.
											Então, e sem surpresa, 
tem sido feito um grande esforço
											para procurar combustíveis 
alternativos para cozinhar.
									","
											Şimdi bu kadar az ağaç olmasının nedenlerinden biri şudur:
											insanların pişirme ihtiyacı var ve bu nedenle
											ağaçları kesip odun kömürü üretiyorlar.
											Aslında insanlar çevrede yol açtıkları yıkıma kayıtsız değiller.
											Gayet iyi biliyorlar fakat başka seçenekleri yok.
											Fosil yakıtlar mevcut değil,
											ve güneş enerjisi de yemeklerini istedikleri gibi pişirmeye olanak sağlamıyor.
											Ve bu nedenle böyle davranıyorlar.
											Bu gibi ailelere rastlamanız mümkün, ormana gidip bir ağaç bulup keserek
											bundan odun kömürü yapıyorlar.
											Hiç şaşırtıcı olmayan bir şekilde,
											alternatif pişirme yakıtları bulmak için bir hayli çaba sarfediliyor.
									","
											Le manque d'arbres est lié au fait suivant :
											les habitants doivent faire la cuisine, donc ils collectent du bois
											et le transforment en charbon pour cuisiner.
											Ne croyez pas que les habitants ignorent les dommages qu'ils occasionnent :
											ils en ont parfaitement conscience mais n'ont pas d'alternative.
											Les combustibles fossiles ne sont pas disponibles,
											et cuisiner à l'énergie solaire ne permet pas de préparer les plats comme ils les aiment.
											Voici donc ce qu'ils font :
											vous verrez des familles comme celle-ci se rendre en forêt pour trouver un arbre,
											l'abattre et le transformer en charbon.
											Il n'est donc pas étonnant que beaucoup de travaux aient été menés
											pour tenter de trouver des combustibles alternatifs pour la cuisine.
									","
											Nun, einer der Gründe, warum es so wenige Bäume gibt, ist dieser:
											Menschen müssen kochen, und dafür holen sie sich Holz,
											das sie dafür zu Kohle machen.
											Die Menschen sind sich der Umweltschäden durchaus bewusst.
											Sie kennen sie ganz genau, haben aber keine andere Wahl.
											Fossile Brennstoffe stehen nicht zur Verfügung,
											und Solarenergie hilft ihnen nicht, das Essen auf die gewünschte Art zuzubereiten.
											Also machen sie das hier.
											Und dann trifft man Familien wie diese, die in den Wald gehen, um einen Baum zu finden,
											ihn zu fällen und daraus Kohle zu machen.
											Also gab es, wenig überraschend, viele Bemühungen,
											sich alternative Kochbrennstoffe anzuschauen.
									",Simple designs to save a life,Amy Smith,15:06,"MacArthur grant,alternative energy,design,engineering,global issues,industrial design,invention,simplicity"
"
","
","
","
","
",Simple designs to save a life,Amy Smith,15:06,"MacArthur grant,alternative energy,design,engineering,global issues,industrial design,invention,simplicity"
"
											Hace unos 4 años llevé un grupo de estudiantes a Haití,
											y trabajamos con Voluntarios del Cuerpo de Paz allí.
											Este es uno de esos voluntarios,
											y este es un dispositivo que hizo en la villa donde trabajaba.
											Y la idea era que podías poner papel de desperdicio,
											comprimirlo, y hacer bloques que podían usarse como combustible.
											Pero este dispositivo era muy lento.
											Así que nuestros estudiantes de ingeniería se pusieron a trabajar en el,
											y con unos simples cambios,
											pudieron triplicar el rendimiento de este dispositivo.
											Así que podrán imaginarse que estaban muy emocionados por ello.
											Y llevaron los bloques al MIT para poder probarlos.
											Y una de las cosas que descubrieron es que no ardían.
											Así que fue un poco desalentador para los estudiantes.
											De hecho, si miran de cerca, justo aquí,
											pueden leer que dice ""Cuerpo de Paz Estadounidense"".
											Resulta que realmente no había desperdicio de papel en esta aldea.
											Y mientras era un buen uso del papeleo gubernamental
											para este voluntario, llevarlo a la aldea,
											estaba a 800 kilometros de distancia.
											Entonces pensamos que debería haber una mejor manera
											de idear un combustible de cocina alternativo.
									","
											Há cerca de 4 anos levei 
uma equipa de estudantes ao Haiti,
											e trabalhámos lá 
com os voluntários do Corpo de Paz.
											Este é um desses voluntários,
											e este é um aparelho que ele construiu 
na aldeia onde trabalhou.
											A ideia era que se podia pegar
em desperdícios de papel,
											comprimi-los e fazer briquetes 
que podiam ser usados como combustível.
											Mas este aparelho era demasiado lento.
											Então os nossos estudantes 
de engenharia trabalharam nele
											e com umas alterações muito simples
											conseguiram triplicar 
a produção deste aparelho.
											Podem imaginar que eles estavam 
muito excitados com isto.
											Levaram os briquetes para o MIT 
para testá-las.
											Uma das coisas que descobriram
foi que elas não ardiam.
											Isto foi um pouco desanimador
para os alunos.
											(Risos)
											De facto se olharem com atenção, 
aqui mesmo,
											podem ver que diz, 
""Corpo de Paz dos EUA"".
											Acontece que, na verdade não havia 
desperdício de papel naquela aldeia.
											E embora fosse um bom uso 
para a papelada do governo,
											o voluntário percorreu 
uma distância de 800 km,
											para levar o papel para a aldeia.
											Então achámos que talvez houvesse 
uma maneira melhor
											de arranjar um combustível alternativo.
									","
											Yaklaşık dört yıl önce Haiti'ye bir grup öğrenci götürdüm,
											ve orada Peace Corps (Barış Elçileri) ile beraber çalıştık.
											Bu bir gönüllü,
											ve bu da çalıştığı köyde yaptığı bir alet.
											Ve şöyle bir fikri var, atık kağıtları alıp,
											sıkıştırarak, yakıt olarak kullanılabilecek birketler haline getirmek.
											Fakat bu aygıt çok yavaş.
											Bu nedenle mühendislik öğrencilerimiz üzerinde çalışmaya başladılar,
											ve çok basit bazı değişiklikler ile,
											aletin verimliliğini üç katına çıkardılar.
											Sizin de hayal edebileceğiniz gibi çok heyecanlandılar.
											Bu yakıtı MIT'ye test edebilmek için geri götürdüler.
											Ve buldukları şeylerden biri de bunların yanmadığı oldu.
											Tabii bu öğrencileri biraz hayal kırıklığına uğrattı.
											Ama aslında buraya daha yakından bakarsanız,
											""U.S. Peace Corps"" (Amerikan Barış Elçileri) yazdığını görebilirsiniz.
											Ortaya çıkan şu ki, bu köyde aslında hiç atık kağıt yoktu.
											Her ne kadar bu gönüllü, devlet evraklarını
											köyüne taşıyarak bunları iyi değerlendirmiş olsa da,
											taşıdığı mesafe 800 kilometreydi.
											Ve biz de düşündük ki, alternatif bir pişirme yakıtı için
											belki daha iyi bir yol bulabiliriz.
									","
											Il y a près de quatre ans, j'ai emmené un groupe d'étudiants à Haïti,
											et nous avons travaillé avec des bénévoles du Peace Corps.
											Voici l'un de ces bénévoles,
											et voici le dispositif qu'il avait construit dans le village où il travaillait.
											Il reposait sur l'utilisation de vieux papiers,
											qui étaient compressés et transformés en briquettes susceptibles de servir de combustible.
											Toutefois, ce procédé était très lent.
											Les étudiants en ingénierie ont donc travaillé dessus
											et, grâce à quelques changements très basiques,
											ils ont réussi à tripler la capacité de ce dispositif.
											Vous pouvez donc imaginer leur intérêt pour ce sujet !
											Ils ont alors rapporté les briquettes au MIT afin de les tester,
											et ils ont découvert, entre autres, qu'elles ne brûlaient pas,
											ce qui a quelque peu découragé les étudiants.
											Et, en fait, si vous regardez de plus près juste ici,
											vous pourrez lire ""U.S. Peace Corps.""
											En effet, il s'est avéré qu'il n'y avait pas de vieux papiers dans ce village.
											Et s'il est vrai que pour ce volontaire, ramener de la papereasse
											du gouvernement au village avec lui était une bonne idée,
											il fallait quand même parcourir 800 kilomètres.
											Nous avons donc pensé qu'il existait peut-être un meilleur moyen
											de créer un combustible de cuisine alternatif.
									","
											Vor circa vier Jahren habe ich ein Team von Studenten mit nach Haiti genommen,
											und wir haben mit Freiwilligen der dortigen Friedenstruppen zusammengearbeitet.
											Dies ist ein solcher Freiwilliger,
											und das ist ein Gerät, das er in dem Dorf, wo er arbeitete, gebaut hatte.
											Und die Idee war, Papierabfälle zu nehmen,
											sie zu komprimieren, und daraus Briketts zu machen, die man als Brennstoff verwenden konnte.
											Aber dieses Gerät war sehr langsam.
											Also haben unsere Ingenieursstudenten daran gearbeitet,
											und mit ein paar sehr einfachen Veränderungen
											waren sie in der Lage, den Durchsatz des Geräts zu verdreifachen.
											Sie ahnen wohl, dass sie sehr begeistert waren.
											Und sie nahmen die Briketts mit zurück ans MIT, um sie testen zu können.
											Und eine der Sachen, die sie herausfanden, war, dass sie nicht brannten.
											Das war also ein wenig entmutigend für die Studenten.
											Und wenn Sie genau hinschauen, genau da,
											sieht man ""U.S. Peace Corps"" geschrieben.
											Wie sich nämlich herausstellt, gab es keinen Papierabfall in diesem Dorf.
											Und während es eine gute Verwendung von Regierungspapieren sein mag,
											wenn dieser Freiwillige sie mit in sein Heimatdorf nimmt,
											war es doch 800 km weit entfernt.
											Also dachten wir uns, dass es vielleicht einen besseren Weg gibt,
											sich einen alternativen Kochbrennstoff einfallen zu lassen.
									",Simple designs to save a life,Amy Smith,15:06,"MacArthur grant,alternative energy,design,engineering,global issues,industrial design,invention,simplicity"
"
","
","
","
","
",Simple designs to save a life,Amy Smith,15:06,"MacArthur grant,alternative energy,design,engineering,global issues,industrial design,invention,simplicity"
"
											Lo que queríamos era hacer un combustible
											que usara algo que ya estuviera disponible a nivel local.
											También verán esto en todo Haití. Son pequeños molinos de azúcar.
											Y el producto de desperdicio de los mismos
											después de extraído el jugo de la caña de azúcar se llama bagazo.
											No tiene otro uso. No tiene valor nutricional,
											así que no lo usan para alimentar animales.
											Solo está en una pila cerca del molino de azúcar, hasta que eventualmente lo queman.
											Lo que queríamos hacer era encontrar una manera
											de aprovechar esta fuente de desperdicio y convertirla en combustible
											que sería algo con lo que la gente podría cocinar fácilmente,
											algo como el carbón.
											Así que durante el siguiente par de años, los estudiantes y yo trabajamos para desarrollar un proceso.
									","
											Queríamos fazer um combustível
											que utilizasse algo que estivesse
facilmente disponível a nível local.
											Vemos isto por todo no Haiti. 
São pequenas refinarias de açúcar.
											O desperdício da extracção 
dos sucos da cana-de-açúcar,
											chama-se bagaço.
											Não tem outro uso.
											Não tem valor nutritivo,
portanto não o dão ao gado.
											Fica apenas num grande monte 
ao pé da refinaria
											até que acabam por queimá-lo.
											Queríamos descobrir uma maneira
											de agarrar neste recurso desperdiçado 
e transformá-lo num combustível
											com que as pessoas pudessem 
cozinhar facilmente,
											uma coisa como o carvão.
											Então, nos anos seguintes,
											os estudantes e eu trabalhámos 
para desenvolver um processo.
									","
											Yapmak istediğimiz şey bölgede kolay bulunur
											bir maddeden yakıt üretmekti.
											Haiti'nin her yerinde bunları görebilirsiniz. Bunlar küçük çaplı şeker fabrikaları.
											Ve şekerkamışının suyunu çıkardıktan sonra
											buralardan çıkan atıklara küspe deniyor.
											Başka bir kullanımı yok. Hiçbir besin değeri yok,
											bu yüzden hayvanlara da veremiyorlar.
											En sonunda yakılana dek bu atıklar şeker fabrikasının yanında bir yığın olarak bekliyorlar.
											Bizim de yapmak istediğimiz şey,
											bu atık kaynağını kullanmak ve onu bir çeşit yakıta dönüştürmek.
											Böylece insanlar bunu kömür gibi
											yemek pişirmede kolaylıkla kullanabilecekler.
											Bu nedenle önümüzdeki yıllarda, ben ve öğrencilerim bir proje geliştirmek üzere çalışacağız.
									","
											Ce que nous voulions, c'est créer un combustible
											utilisant des ingrédients facilement accessibles au niveau local.
											Sur cette photo, on voit de petits moulins à sucre très répandus en Haïti.
											Et les déchets de la production,
											une fois le jus de la canne à sucre extrait, sont appelés ""bagasse"".
											Ils n'ont aucune autre utilité, aucune valeur nutritionnelle,
											et ne sont donc pas utilisés pour nourrir les animaux.
											Ils sont juste empilés près du moulin à sucre, en attendant d'être brûlés.
											Ce que nous voulions, c'était trouver un moyen d'exploiter
											ces déchets et de les transformer en un combustible
											avec lequel les habitants pourraient facilement cuisiner,
											comme le charbon.
											Durant les années suivantes, j'ai donc travaillé avec les étudiants pour créer ce procédé.
									","
											Was wir machen wollten war, einen Brennstoff herzustellen,
											der etwas verwendet, was es auf lokaler Ebene zur Genüge gibt.
											Diese hier sieht man überall auf Haiti. Es sind Kleinbetriebe für Zuckerverarbeitung.
											Und deren Abfallprodukt, welches über bleibt,
											nachdem man den Saft aus dem Zuckerrohr extrahiert hat, heißt Bagasse.
											Es hat keine Verwendung. Es hat keinen Nährwert.
											Also wird es nicht an die Tiere verfüttert.
											Es liegt einfach auf einem Haufen neben der Zuckermühle, bis sie es letztendlich verbrennen.
											Was wir machen wollten war, einen Weg zu finden,
											diese Abfallressource zu nutzen und sie in einen Brennstoff zu verwandeln,
											mit dem die Leute einfach kochen können,
											so etwas wie Kohle.
											Also haben über die nächsten paar Jahre Studenten und ich daran gearbeitet, einen Prozess zu entwickeln.
									",Simple designs to save a life,Amy Smith,15:06,"MacArthur grant,alternative energy,design,engineering,global issues,industrial design,invention,simplicity"
