en,fr,pt,title,speaker,duration,tags
"
","
","
",The perks of being a pirate,Tom Nash,8:55,"storytelling,humor,disability,life,personal growth,creativity,TEDx"
"
											Often when I'm out in public,
											a child will stare at me.
											And if the child is particularly brave,
they'll approach me and ask:
											""Are you a pirate?""
									","
											Souvent quand je suis en public,
											un enfant me fixe.
											Et si l'enfant est
particulièrement courageux,
											il m'approchera et demandera :
											« Es-tu un pirate ? »
									","
											Frequentemente, quando apareço em público,
											uma criança fica a olhar para mim.
											Se ela for particularmente corajosa,
vai aproximar-se e perguntar:
											""Tu és um pirata?""
									",The perks of being a pirate,Tom Nash,8:55,"storytelling,humor,disability,life,personal growth,creativity,TEDx"
"
","
","
",The perks of being a pirate,Tom Nash,8:55,"storytelling,humor,disability,life,personal growth,creativity,TEDx"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									",The perks of being a pirate,Tom Nash,8:55,"storytelling,humor,disability,life,personal growth,creativity,TEDx"
"
","
","
",The perks of being a pirate,Tom Nash,8:55,"storytelling,humor,disability,life,personal growth,creativity,TEDx"
"
											To which I then need to respond,
											once again,
											""Yes.""
									","
											Question à laquelle je dois répondre,
											une nouvelle fois :
											« Oui ».
									","
											Então, eu preciso de responder,
mais uma vez:
											""Sou.""
									",The perks of being a pirate,Tom Nash,8:55,"storytelling,humor,disability,life,personal growth,creativity,TEDx"
"
","
","
",The perks of being a pirate,Tom Nash,8:55,"storytelling,humor,disability,life,personal growth,creativity,TEDx"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									",The perks of being a pirate,Tom Nash,8:55,"storytelling,humor,disability,life,personal growth,creativity,TEDx"
"
","
","
",The perks of being a pirate,Tom Nash,8:55,"storytelling,humor,disability,life,personal growth,creativity,TEDx"
"
											I mean, let's be honest:
											I've got two hooks, prosthetic legs
and a penchant for hard liquor.
									","
											Soyons honnêtes :
											j'ai deux crochets,
des jambes prothétiques
											et un penchant pour l'alcool fort.
									","
											Ou seja, sejamos honestos:
											Eu tenho dois ganchos, pernas artificiais
e uma preferência por aguardente.
									",The perks of being a pirate,Tom Nash,8:55,"storytelling,humor,disability,life,personal growth,creativity,TEDx"
"
","
","
",The perks of being a pirate,Tom Nash,8:55,"storytelling,humor,disability,life,personal growth,creativity,TEDx"
"
											(Laughter)
									","
											(Rires)
									","
											(Risos)
									",The perks of being a pirate,Tom Nash,8:55,"storytelling,humor,disability,life,personal growth,creativity,TEDx"
"
","
","
",The perks of being a pirate,Tom Nash,8:55,"storytelling,humor,disability,life,personal growth,creativity,TEDx"
"
											All I need is an eye-patch and a parrot,
and I'm basically there.
									","
											Il ne me faut plus
qu'un cache-œil et un perroquet.
									","
											Só me falta uma pala no olho
e um papagaio, e fico perfeito.
									",The perks of being a pirate,Tom Nash,8:55,"storytelling,humor,disability,life,personal growth,creativity,TEDx"
