es,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
","The good news on poverty (Yes, there's good news)",Bono,13:57,"activism,global issues,inequality,poverty"
"
											Chris Anderson me preguntó 
si podía poner los últimos 25 años de la
											campaña contra la pobreza 
en 10 minutos para TED.
											Esto es un inglés pidiéndole 
a un irlandés que sea breve.
									","
											Chris Anderson benden yoksulluğa karşı son 25
											yıllık mücadelemi TED için 10 dakikaya sığdırmamı istedi.
											Bu bir İngiliz'in bir İrlandalı'dan kısa ve öz olmasını istemesidir.
									","
											Chris Anderson asked me if I could put the last 25 years
											of anti-poverty campaigning into 10 minutes for TED.
											That's an Englishman asking an Irishman to be succinct.
									","
											Chris Anderson m'a demandé si 
je pouvais décrire les 25 dernières années
											de campagnes contre la pauvreté
en 10 minutes pour TED.
											C'est un anglais qui demande
à un irlandais d'être succinct !
									","
											Chris Anderson hat mich gefragt, 
ob ich 25 Jahre des
											Kampfes gegen Armut in zehn Minuten
für TED verpacken könnte.
											Es bittet also ein Engländer 
einen Iren, sich kurzzufassen.
									","The good news on poverty (Yes, there's good news)",Bono,13:57,"activism,global issues,inequality,poverty"
"
","
","
","
","
","The good news on poverty (Yes, there's good news)",Bono,13:57,"activism,global issues,inequality,poverty"
"
											(Risas)
									","
											(Gülüşmeler)
									","
											(Laughter)
									","
											(Rires)
									","
											(Lachen)
									","The good news on poverty (Yes, there's good news)",Bono,13:57,"activism,global issues,inequality,poverty"
"
","
","
","
","
","The good news on poverty (Yes, there's good news)",Bono,13:57,"activism,global issues,inequality,poverty"
"
											Le dije, ""Chris, eso necesitará un milagro"".
									","
											Ben de ""Chris, bunun için bir mucize gerek."" dedim.
									","
											I said, ""Chris, that would take a miracle.""
									","
											J'ai répondu : « Chris, il faudrait un miracle. »
									","
											Ich sagte: ""Chris, das braucht ein Wunder.""
									","The good news on poverty (Yes, there's good news)",Bono,13:57,"activism,global issues,inequality,poverty"
"
","
","
","
","
","The good news on poverty (Yes, there's good news)",Bono,13:57,"activism,global issues,inequality,poverty"
"
											Y él me dijo: ""Bono, ¿no crees que eso es 
darle un buen uso a tu complejo mesiánico?""
									","
											O da, ""Bono, peygamber kompleksin işte burada işe yaramaz mı?"" dedi.
									","
											He said, ""Bono, wouldn't that be a good use of your messianic complex?""
									","
											Il a répondu : « Bono, ne serait-ce pas une bonne 
utilisation de ton complexe messianique ? »
									","
											Er antwortete: ""Bono, könnte dir 
dein Messias-Komplex nicht dabei helfen?""
									","The good news on poverty (Yes, there's good news)",Bono,13:57,"activism,global issues,inequality,poverty"
"
","
","
","
","
","The good news on poverty (Yes, there's good news)",Bono,13:57,"activism,global issues,inequality,poverty"
"
											Pues sí.
											Entonces pensé, retrocedamos 
aún más que 25 años,
											retrocedamos a antes de Cristo, 3 milenios,
											a esos tiempos, que en mi opinión,
fue cuando realmente comenzó
											la lucha por la justicia,
contra la desigualdad y la pobreza.
											Hace 3000 años,
											una civilización comenzaba 
a florecer a orillas del Nilo,
											y unos esclavos, en este caso,
unos pastores judíos
											oliendo a mierda de ovejas, 
me imagino,
											declararon ante el faraón 
sentado en lo alto de su trono,
											""nosotros, su majestad,
somos iguales a Ud.""
									","
											Yani, evet.
											Ben de hadi 25 yıldan daha da önceye gidelim diye düşündüm.
											İsa'dan bile öncesine gidelim. Üç bin yıl öncesine
											en azından benim düşüncemde hak için yolculuğun, eşitsizlik
											ve yoksulluğa karşı savaşın asıl başladığı zamana dönelim.
											Üç bin yıl önce
											medeniyet Nil nehrinin kıyılarında gelişmeye başlıyordu.
											Bazı köleler, bu örnekte İbrani çobanlar,
											muhtemelen keçi boku gibi kokarak
											tahtında, yükseklerde oturan Firavun'a bir beyanda bulundular
											""Biz, siz majesteleri ile eşitiz.""
									","
											So, yeah.
											Then I thought, let's go even further than 25 years.
											Let's go back before Christ, three millennia,
											to a time when, at least in my head, the journey for justice,
											the march against inequality and poverty really began.
											Three thousand years ago,
											civilization just getting started on the banks of the Nile,
											some slaves, Jewish shepherds in this instance,
											smelling of sheep shit, I guess,
											proclaimed to the Pharaoh, sitting high on his throne,
											""We, your majesty-ness, are equal to you.""
									","
											Donc, ouais.
											Ensuite j'ai pensé, allons plus loin
que les 25 dernières années.
											Regardons plus loin que l'époque du Christ, 
trois millénaires,
											à une époque où, au moins dans mon esprit,
la recherche de la justice,
											la lutte contre les inégalités et la pauvreté 
débuta vraiment.
											Il y a trois mille ans,
											la civilisation commençait tout juste
sur les bords du Nil,
											quelques esclaves, des bergers juifs dans ce cas,
											sentant la crotte de moutons, j'imagine,
											déclarèrent au pharaon, 
assis bien haut sur son trône,
											« Nous, votre majesté, sommes égaux à vous. »
									","
											Also, okay!
											Dann habe ich gedacht, wenn schon, dann lasst 
uns noch weiter zurück gehen als nur 25 Jahre.
											Lassen wir uns bis vor Christus 
zurück gehen, dreitausend Jahre,
											in eine Zeit, in der, zumindest nach 
meinem Wissen, der Kampf für Gerechtigkeit
											und der Marsch gegen Ungleichheit 
und Armut tatsächlich begann.
											Vor dreitausend Jahren,
											als die ersten Zivilisationen gerade 
am Ufer des Nils entstanden waren,
											erhoben sich einige Sklaven, 
in dem Fall jüdische Schafhirten,
											nach Schafkot riechend, 
nehme ich mal an,
											gegen den Pharao und brachten ihm 
folgende Botschaft an den Thron:
											„Eure Majestät, wir sind Euch ebenbürtig.“
									","The good news on poverty (Yes, there's good news)",Bono,13:57,"activism,global issues,inequality,poverty"
