en,fr,tr,pt,title,speaker,duration,tags
"
","
","
","
",How we can make energy more affordable for low-income families,DeAndrea Salvador,5:31,"sustainability,energy,electricity,science,technology,solar energy,TED Fellows,economics,future,community,social change,society,public health,finance,activism,environment"
"
											So, as a child,
											I used to spend all of my time
at my great-grandmother's house.
											On hot, humid, summer days,
I would dash across the floor
											and stick my face in front of
her only air conditioner.
											But I didn't realize
that that simple experience,
											though brief,
											was a privileged one in our community.
											Growing up, stories of next-door neighbors
having to set up fake energy accounts
											or having to steal energy
											seemed normal to me.
											During the winter, struggling to get warm,
											my neighbors would have no choice
but to bypass the meter
											after their heat was shut off,
											just to keep their family
comfortable for one more day.
											These kinds of dangerous
incidents can take root
											when people are faced
with impossible choices.
									","
											Enfant,
											je passais tout mon temps 
chez mon arrière-grand-mère.
											Durant les journées d'été
chaudes et humides, je courais
											me coller le visage
devant son seul climatiseur.
											Mais je ne réalisais pas
que cette expérience simple,
											quoique brève,
											était un privilège dans notre communauté.
											Pendant mon enfance,
les histoires de voisins
											qui ont dû créer
des faux comptes d'énergie
											ou voler de l'énergie
me semblaient normales.
											Pendant l'hiver, luttant
pour se réchauffer,
											mes voisins n'avaient d'autre choix
que de détourner le compteur
											après qu'on leur avait coupé le chauffage,
											juste pour assurer leur confort
familial un jour de plus.
											Ce genre d'incidents graves peut arriver
											quand les gens font face
à des choix impossibles.
									","
											Çocukken
											tüm zamanımı büyük büyükannemin
evinde geçirirdim.
											Sıcak, nemli yaz günlerinde,
yerde kendimi kaydırır
											ve yüzümü onun
tek klimasına yapıştırırdım.
											Ancak bu basit tecrübenin,
											kısa olmasına rağmen,
											toplumumuzda ayrıcalıklı
olduğunu fark etmemiştim.
											Büyürken, komşuların
sahte elektrik aboneliği alma
											ya da enerji çalma hikâyeleri
											bana normal geliyordu.
											Kış mevsimi boyunca ısınmaya uğraşırken
											komşularımın sayacı kandırmaktan
başka çareleri yoktu
											ve ısıları kesildi,
											sadece ailelerini bir gün daha
rahat tutabilmek için.
											İnsanlar çok zor seçimlerle
karşılaştığında
											bu tür tehlikeli olaylar
meydana gelebilir.
									","
											Quando eu era criança,
											costumava passar o meu tempo todo
em casa da minha bisavó.
											Nos dias quentes e húmidos do verão,
eu corria pela casa
											e enfiava a cara em frente
do único ar condicionado.
											Mas não me apercebia
que essa simples experiência,
											embora breve,
											era um privilégio na nossa comunidade.
											Ao crescer, parecia-me normal
que os vizinhos do lado
											tivessem de criar
contas de energia falsas
											ou tivessem de roubar energia.
											No inverno, lutando para se aquecerem,
											eles não tinham outra escolha
senão alterar o contador
											após lhes desligarem o aquecimento,
											para poderem manter a família
confortável mais um dia.
											Este tipo de incidentes perigosos
podem criar raízes
											quando as pessoas enfrentam
escolhas impossíveis.
									",How we can make energy more affordable for low-income families,DeAndrea Salvador,5:31,"sustainability,energy,electricity,science,technology,solar energy,TED Fellows,economics,future,community,social change,society,public health,finance,activism,environment"
"
","
","
","
",How we can make energy more affordable for low-income families,DeAndrea Salvador,5:31,"sustainability,energy,electricity,science,technology,solar energy,TED Fellows,economics,future,community,social change,society,public health,finance,activism,environment"
"
											In the US, the average American spends
three percent of their income on energy.
											In contrast, low-income
and rural populations
											can spend 20, even 30 percent
of their income on energy.
											In 2015, this caused over
25 million people to skip meals
											to provide power to their homes.
											This is when energy becomes a burden.
											But energy burdens are so much more
than just a number.
											They present impossible
and perilous choices:
											Do you take your child
to get her flu medicine,
											or do you feed her?
											Or do you keep her warm?
											It's an impossible choice,
											and nearly every month,
											seven million people choose
between medicine and energy.
									","
											Aux États-Unis, l'Américain moyen
dépense 3% de son revenu en énergie.
											Par contre, les populations
rurales et celles à faible revenu
											dépensent jusqu'à 20% ou même
30% de leurs revenus en énergie.
											En 2015, cela a poussé plus de 25
millions de personnes à sauter des repas
											pour fournir leur foyer en énergie.
											C'est là que l'énergie devient un fardeau.
											Mais les fardeaux énergétiques
sont bien plus qu'un chiffre.
											Ils présentent des choix
impossibles et périlleux :
											Décidez-vous de soigner
votre fille de la grippe
											ou de la nourrir ?
											Ou de la tenir au chaud ?
											C'est un choix impossible,
											et presque chaque mois,
											sept millions des personnes choisissent 
entre la médecine et l'énergie.
									","
											ABD'de ortalama bir Amerikalı,
gelirinin %3'ünü enerjiye harcıyor.
											Tersine, düşük gelirli
ve kırsaldaki toplumlar
											gelirlerinin %20 hatta %30'unu
enerjiye harcayabilirler.
											2015'te bu 25 milyondan fazla insanın
											evlerine enerji sağlamak için
öğünlerini atlamasına sebep oldu.
											İşte bu, enerjinin
bir yük hâline geldiği an.
											Ama enerji yükleri
sadece bir rakamdan çok daha fazlası.
											Size imkânsız ve vahim seçimler sunarlar.
											Çocuğuna grip ilacı mı alacaksınız
											yoksa yiyecek mi?
											Yoksa onu ısıtacak mısınız?
											Bu imkânsız bir seçim
											ve neredeyse her ay
											yedi milyon insan
ilaç ve enerji arasında seçim yapıyor.
									","
											Nos EUA, o americano comum gasta
3% do seu rendimento em energia.
											Por outro lado, a população rural
e de baixo rendimento
											chega a gastar 20%, até 30%
do seu rendimento em energia.
											Isto fez com que, em 2015, mais de
25 milhões de pessoas saltassem refeições
											para garantirem energia em casa.
											É aí que a energia se torna um problema.
											Os encargos com a energia
são mais do que apenas um número.
											Eles apresentam escolhas
arriscadas e impossíveis:
											Queres que o teu filho
tome a vacina da gripe
											ou queres alimentá-lo?
											Ou queres mantê-lo quente?
											É uma escolha impossível.
											Quase todos os meses,
											sete milhões de pessoas escolhem
entre medicamentos e energia.
									",How we can make energy more affordable for low-income families,DeAndrea Salvador,5:31,"sustainability,energy,electricity,science,technology,solar energy,TED Fellows,economics,future,community,social change,society,public health,finance,activism,environment"
"
","
","
","
",How we can make energy more affordable for low-income families,DeAndrea Salvador,5:31,"sustainability,energy,electricity,science,technology,solar energy,TED Fellows,economics,future,community,social change,society,public health,finance,activism,environment"
"
											This exposes a much larger
and systemic issue.
											Families with high energy burdens
are disproportionately people of color,
											who spend more per square foot
than their white counterparts.
											But it's also nurses, veterans
and even schoolteachers
											who fall into the mass
of 37 million people a year
											who are unable to afford energy
for their most basic needs.
											As a result, those with
high energy burdens
											have a greater likelihood of conditions
like heart disease and asthma.
									","
											Cela révèle un problème 
systémique de plus grande ampleur.
											Les familles aux factures
d'énergie élevées
											sont de manière disproportionnée
des familles de couleur,
											qui dépensent plus au m²
que les leurs homologues blancs.
											Il y a aussi les infirmiers,
les vétérans et même les enseignants
											qui font partie des 37 millions
de personnes qui, chaque année,
											ne peuvent pas subvenir à leurs besoins
énergétiques les plus fondamentaux.
											Ceux qui ont des charges
énergétiques élevées
											sont donc plus vulnérables
aux maladies cardiaques et à l'asthme.
									","
											Bu çok daha büyük ve sistematik
bir sorun demek.
											Yüksek enerji yükleri olan aileler
büyük oranda beyaz olmayan insanlar,
											beyazlardan m² başına
daha fazla harcıyorlar.
											Ama aynı zamanda hemşireler, gaziler
ve hatta öğretmenler bile
											en temel ihtiyaçları için enerji
karşılayamayan
											yılda 37 milyonluk kitleye dâhil.
											Sonuç olarak yüksek enerji
yükleri olanların
											kalp hastalıkları ve astıma
yakalanmaları daha muhtemel.
									","
											Isto representa um problema
muito maior e sistemático.
											As familias com grandes encargos de energia
são sobretudo pessoas de cor,
											que gastam mais por metro quadrado
que os seus contrapartes brancos.
											Mas são também os enfermeiros,
os veteranos e os professores
											que fazem parte dos 37 milhões
de pessoas que, todos os anos,
											são incapazes de pagar energia
para as suas necessidades mais básicas.
											Como resultado, os que têm
maiores encargos com energia
											têm mais hipóteses de sofrer de situações
como a asma e as doenças cardíacas.
									",How we can make energy more affordable for low-income families,DeAndrea Salvador,5:31,"sustainability,energy,electricity,science,technology,solar energy,TED Fellows,economics,future,community,social change,society,public health,finance,activism,environment"
"
","
","
","
",How we can make energy more affordable for low-income families,DeAndrea Salvador,5:31,"sustainability,energy,electricity,science,technology,solar energy,TED Fellows,economics,future,community,social change,society,public health,finance,activism,environment"
"
											Look — given our rockets to Mars
and our pocket-sized AI,
											we have the tools to address
these systemic inequities.
											The technology is here.
											Cost of renewables, insulation,
microgrids and smart home technology
											are all decreasing.
											However, even as we approach cost parity,
											the majority of those who own solar
earn much more than the average American.
											This is why, when I was 22,
I founded the nonprofit RETI.
											Our mission is to alleviate energy burdens
by working with communities,
											utilities and government agencies alike
											to provide equitable access
to clean energy,
											energy efficiency and energy technology.
									","
											Nous envoyons des fusées sur Mars
et nous avons l'IA dans notre poche,
											nous avons les outils pour répondre
à ces inégalités systémiques.
											La technologie existe.
											Les énergies renouvelables,
l'isolation, les micro-réseaux
											et les maisons intelligentes
deviennent moins chers.
											Pourtant, même à coût équivalent,
											la majorité de ceux
qui ont l'énergie solaire
											gagne bien plus que l'Américain moyen.
											Voilà pourquoi, à l'âge de 22 ans, j'ai
fondé l'association non-lucrative RETI.
											Notre mission est d'alléger
les fardeaux énergétiques en travaillant
											avec la communauté, les fournisseurs
et les organismes gouvernementaux
											pour permettre un accès
équitable à l'énergie propre,
											à l'efficacité énergétique et
à la technologie de l'énergie.
									","
											Cebe sığan yapay zekâlarımıza
ve Mars'a giden roketlerimize bakılırsa
											bu sistematik eşitsizliklere
çare bulmak için gerekli araçlarımız var.
											Teknoloji burada.
											Yenilenebilirler, yalıtım,
mikro şebeke ve akıllı ev teknolojisi
											maliyetlerinin hepsi düşüşte.
											Ancak maliyet eşitliğine yaklaşırken dahi,
											güneş enerjisi sahiplerinin çoğu ortalama
bir Amerikalıdan çok daha fazla kazanıyor.
											Bu nedenle 22 yaşındayken
sivil toplum kuruluşu RETI'yi kurdum.
											Misyonumuz toplumla, kuruluşlarla
ve devlet daireleriyle çalışarak
											enerji yüklerini hafifletmek,
											eşit erişim ve temiz enerji ile birlikte
											enerji etkinliği ve teknolojisi sağlamak.
									","
											Tendo em conta
os nossos foguetões para Marte
											e a nossa inteligência
artificial de bolso,
											nós temos as ferramentas para abordar
estas desigualdades sistemáticas.
											A tecnologia existe.
											Os custos da energia renovável,
do isolamento,
											das microrredes e da casa inteligente
											estão todos a diminuir.
											No entanto, mesmo quando
nos aproximamos da paridade de custo,
											a maioria dos que têm painéis solares
ganham mais do que o americano comum.
											Por isso, aos 22 anos,
criei a RETI, sem fins lucrativos.
											A nossa missão é aliviar os encargos
de energia, trabalhando com as comunidades,
											com os serviços
e com as agências governamentais
											para providenciar acesso equitativo
à energia limpa,
											à eficiência e à tecnologia energética.
									",How we can make energy more affordable for low-income families,DeAndrea Salvador,5:31,"sustainability,energy,electricity,science,technology,solar energy,TED Fellows,economics,future,community,social change,society,public health,finance,activism,environment"
"
","
","
","
",How we can make energy more affordable for low-income families,DeAndrea Salvador,5:31,"sustainability,energy,electricity,science,technology,solar energy,TED Fellows,economics,future,community,social change,society,public health,finance,activism,environment"
"
											But there's no one way to solve this.
											I believe in the power
of local communities,
											in the transforming effect
of relationships.
											So we start by working directly
with the communities
											that have the highest energy burdens.
											We host workshops
and events for communities
											to learn about energy poverty,
											and how making even small
updates to their homes
											like better insulation for windows
and water heaters
											can go a long way to maximize efficiency.
											We're connecting neighborhoods
to community solar
											and spearheading community-led
smart home research
											and installation programs
											to help families bring down
their energy bills.
											We're even working directly
with elected officials,
											advocating for more equitable pricing,
											because to see this vision
of energy equity and resilience succeed,
											we have to work together sustainably.
									","
											Mais il n'y a pas une seule solution.
											Je crois fermement au pouvoir
des communautés locales,
											et au changement à travers les relations.

											Nous travaillons d'abord
avec les communautés
											qui ont les fardeaux
énergétiques les plus élevés.
											Nous organisons des ateliers 
et des événements
											pour enseigner la pauvreté énergétique,
											et comment de simples améliorations,
											comme une meilleure isolation
des fenêtres et des chauffe-eaux,
											peuvent largement maximiser l'efficacité.
											Nous relions des quartiers
au solaire communautaire
											et menons des recherches 
pour des maisons intelligentes
											et des programmes d'installation
											pour aider les familles
à réduire ces dépenses.
											Nous travaillons ensuite avec les élus,
											militant pour des prix plus équitables,
											car pour réussir dans cette vision 
d'équité et de résilience énergétique,
											nous devons travailler
ensemble de manière durable.
									","
											Ancak bunu çözmek için bir yol yok.
											Ben yerel toplulukların gücüne inanıyorum,
											ilişkilerin dönüştürücü etkisine.
											O yüzden doğrudan
en yüksek enerji yüküne sahip
											topluluklarla çalışarak başlıyoruz.
											Topluluklar için etkinlikler düzenliyoruz,
											enerji yoksulluğu yanı sıra,
											pencereler ve su ısıtıcıları için
daha iyi bir izolasyon gibi
											evlerine küçük değişiklikler yaparak
											enerji etkinliğini en üst seviyeye
çıkarmayı öğreniyorlar.
											Mahalleleri toplum güneş enerjisiyle
birbirine bağlıyoruz
											ve topluluk merkezli akıllı ev araştırması
											ve izolasyon programlarına öncülük ederek
											elektrik faturalarının
düşük gelmesini sağlıyoruz.
											Hatta seçilmiş yetkililerle
doğrudan çalışıyoruz,
											daha eşit bir fiyatlama için
uğraş veriyoruz
											çünkü bu enerji eşitliği ve dayanıklılığı
amacının başarıya ulaşması için
											hepimizin sürekli
birlikte çalışması gerek.
									","
											Mas não existe apenas
uma só forma de resolver isto.
											Eu acredito no poder
das comunidades locais,
											no efeito transformador das relações.
											Então, começamos por trabalhar
diretamente com as comunidades
											que têm os maiores encargos energéticos.
											Realizamos ""workshops"" e eventos
para as comunidades aprenderem
											a pobreza energética,
											e como fazer pequenas melhorias em casa,
											como um melhor isolamento das janelas
e aquecedores de água
											pode ajudar a maximizar a eficiência.
											Nós ligamos os bairros à comunidade solar,
											fomentamos a procura de casas inteligentes
lideradas pela comunidade
											e programas de instalação
											para ajudar as famílias
a reduzir as contas de energia.
											Trabalhamos diretamente
com representantes eleitos,
											defendendo preços mais justos
											porque, para ver o sucesso desta visão
da equidade e resiliência da energia,
											nós temos de trabalhar juntos
de forma sustentável.
									",How we can make energy more affordable for low-income families,DeAndrea Salvador,5:31,"sustainability,energy,electricity,science,technology,solar energy,TED Fellows,economics,future,community,social change,society,public health,finance,activism,environment"
