fr,en,tr,es,title,speaker,duration,tags
"
","
","
","
","Great design is serious, not solemn",Paula Scher,21:56,"art,design,entertainment,happiness,typography,Best of the Web"
"
											Mon travail - c'est du jeu.
											Et moi, je joue en même temps que je crée.
											J'ai même vérifié dans le dictionnaire,
											pour en être sûre,
											et la définition du verbe jouer que l'on donne
											en premier, c'était: se livrer à une activité
											ou une entreprise enfantine
											et la deuxième c'était: engager de l'argent dans un jeu de hasard.
											Et je sais bien que je fais les deux
											lorsque je crée.
											Je suis à la fois enfant et joueur invétéré.
											En parlant aux designers, à mon avis, si vous ne faites pas pareil,
											il doit y avoir quelque chose que ne va pas du tout
											dans la structure
											ou la situation dans laquelle vous vous trouvez.
											Mais c'était le côté sérieux de la chose qui m'a vraiment frappée
											et j'avais du mal à le comprendre,
											avant de m'être rappelée d'une certain dissertation.
											Et c'en est une que j'ai lue il y a 30 ans.
											Ecrite par Russel Baker,
											qui écrivait alors la rubrique ""Observer"" (l'Observateur) dans le New York Times.
											C'est un humoriste merveilleux. Et je vais vous lire
											cette dissertation,
											ou bien, un extrait
											parce qu'elle m'a vraiment atteint.
											Voici une lettre de conseil amical.
									","
											My work is play.
											And I play when I design.
											I even looked it up in the dictionary, to make sure
											that I actually do that,
											and the definition of play,
											number one, was engaging in a childlike
											activity or endeavor,
											and number two was gambling.
											And I realize I do both
											when I'm designing.
											I'm both a kid and I'm gambling all the time.
											And I think that if you're not,
											there's probably something inherently wrong
											with the structure or the situation you're in,
											if you're a designer.
											But the serious part is what threw me,
											and I couldn't quite get a handle
											on it until I remembered an essay.
											And it's an essay I read 30 years ago.
											It was written by Russell Baker,
											who used to write an ""Observer"" column in the New York Times.
											He's a wonderful humorist. And I'm going to read you
											this essay,
											or an excerpt from it
											because it really hit home for me.
											Here is a letter of friendly advice.
									","
											Benim işim oyun.
											Ben tasarlarken oynarım.
											Gerçekten yaptığım şeyden ve oyunun
											tanımından emin olmak için
											sözlüğe bile baktım.
											Birincisi, çocuksu bir aktivite
											veya uğraşta bulunmak.
											İkincisi ise kumar.
											Tasarım yaparken,
											her ikisini de yaptığımı fark ettim.
											Hem bir çocuğum, hem de kumar oynuyorum.
											Eğer tasarımcıysanız
											ve böyle olmadığınızı düşünüyorsanız,
											muhtemelen içinde bulunduğunuz
											durumla ilgili bir sorun var.
											Ancak, ciddi kısmı kafamı karıştırdı
											ve tam olarak anlayamadım,
											ta ki okuduğum bir denemeyi
hatırlayana kadar.
											30 yıl önce okuduğum bir makale.
											Eskiden New York Times'da ""Observer""
											bölümünü yazan Russell Baker'in
yazdığı bir makaleydi.
											Muhteşem bir mizah yazarı.

											Şimdi size bu makaleyi okuyacağım
											ya da ondan bir alıntı,
											çünkü gerçekten de beni can evimden vurdu.
											Arkadaşça bir tavsiye yazısı.
									","
											Mi trabajo es jugar.
											Y juego cuando diseño.
											Lo busqué en el diccionario, para estar segura
											de que realmente hago eso,
											y la definición de jugar,
											número uno es comprometerse en
											actividades de tipo infantil
											y la número dos es apostar, arriesgarse
											y entonces me di cuenta que yo hago ambas cosas
											cuando diseño.
											Soy una niña y a la misma vez apuesto todo el tiempo.
											Y pienso que si tu no,
											probablemente hay algo mal
											con la estructura o situación en la que estás,
											si eres un diseñador.
											Pero la parte seria es la que me confundió,
											y no podia realmente entenderla
											hasta que me recordé de un ensayo.
											Un ensayo que lei hace 30 años,
											escrito por Russell Baker,
											quien escribía una columna ""Observador"" en el New York Times.
											El es un humorista maravilloso,
											y les voy a leer este ensayo,
											o un extracto de este,
											pues realmente acierta en el blanco:
											Aquí yace un consejo cordial,
									","Great design is serious, not solemn",Paula Scher,21:56,"art,design,entertainment,happiness,typography,Best of the Web"
"
","
","
","
","Great design is serious, not solemn",Paula Scher,21:56,"art,design,entertainment,happiness,typography,Best of the Web"
"
											Soyez sérieux, dit-elle.
											Ce que cela veut dire, bien sûr, c'est soyez solennel.
											Etre solennel c'est facile.
											Etre sérieux c'est difficile.
											Les enfants commencent presque toujours par être sérieux,
											c'est pourquoi on les trouve toujours si amusants
											lorsqu'on les compare aux adultes.
											Les adultes, généralement, sont solennels.
											En politique, les candidats sérieux sont rares et
											comme Adlai Stevenson (deux fois opposant démocrate au solennel Eisenhower),
											sont facilement submergés par quelqu'un de solennel.
											C'est parce qu'il est difficile pour la majorité des gens
											d'estimer le sérieux, qui est une chose rare.
											Pour eux, il est plus agréable d'avaliser un comportement solennel,
											qui leur semble plus normal.
											Faire du jogging, une chose qui est banale et qui est
											largement considerée comme étant saine, ça c'est solennel.
											Poker est sérieux.
											Washington D.C. est solennel.
											New York est sérieux.
											Aller aux conférences instructives qui vous disent quoique ce soit
											sur l'avenir, c'est solennel.
											Marcher longtemps tout seul
											en élaborant un plan infaillible pour dévaliser Tiffany's,
											c'est sérieux.
									","
											Be serious, it says.
											What it means, of course, is, be solemn.
											Being solemn is easy.
											Being serious is hard.
											Children almost always begin by being serious,
											which is what makes them so entertaining
											when compared with adults as a class.
											Adults, on the whole, are solemn.
											In politics, the rare candidate who is serious,
											like Adlai Stevenson,
											is easily overwhelmed by one who is solemn, like Eisenhower.
											That's because it is hard for most people
											to recognize seriousness, which is rare,
											but more comfortable to endorse solemnity,
											which is commonplace.
											Jogging, which is commonplace,
											and widely accepted as good for you, is solemn.
											Poker is serious.
											Washington, D.C. is solemn.
											New York is serious.
											Going to educational conferences to tell you anything
											about the future is solemn.
											Taking a long walk by yourself,
											during which you devise a foolproof scheme for robbing Tiffany's,
											is serious.
									","
											Diyor ki, ciddi ol.
											Anlamı, tabii ki de resmi ol.
											Resmi olmak kolaydır.
											Ciddi olmak zordur.
											Çocuklar neredeyse her zaman
ciddi olarak başlar,
											yetişkinlerle kıyaslandığında onları
											bu kadar eğlenceli yapan da budur.
											Yetişkinler genellikle resmidir.
											Siyasette, Adlai Stevenson gibi
											nadir bulunan ciddi adaylar,
											Eisenhower gibi resmi kişiler tarafından
kolayca alt edilebilir.
											Çünkü, çoğu insan için
											nadir bulunan ciddiyeti
kabul etmek zorken,
											yaygın olan resmiyeti kabullenmek
											kolaydır.
											Koşunun, sizin için iyi olduğu
											herkes tarafından kabul edilir,
yani resmidir.
											Poker ise ciddidir.
											Washington resmidir.
											New York ciddidir.
											Gelecekle ilgili bir şeyler söylemek için
											eğitici konferanslara gelmek resmidir.
											Tek başına uzun bir yürüyüş yaparken,
											""Tiffany's""i soymak için kusursuz
bir plan hazırlamak ise,
											ciddidir.
									","
											Sé serio, nos dice,
											Y lo que quiere decir es, se solemne.
											El ser solemne es fácil.
											El ser serio, no.
											Los niños casi siempre empiezan siendo serios,
											lo cual los hace tan divertidos
											cuando se les compara con los adultos.
											Los adultos en su mayoría son solemnes.
											En la política, ese candidato poco común que es serio,
											como Adlai Stevenson,
											es fácilmente derrotado por alguien solemne como Esienhower.
											Esto es porque a la mayoria de personas
											les es difícil reconocer la seriedad, pues es escasa,
											pero les es más fácil reconocer y apoyar la solemnidad
											la cual es común.
											Salir a correr, lo cual es común
											y aceptado como sano para ti, es solemne
											El poker por el contrario, es serio.
											Washington, D.C. es solemne.
											New York es serio
											Ir a conferencias educacionales que te hablen
											acerca del futuro es solemne.
											Dar una larga caminata durante la cual hasta elaboras
											un plan para robar las mejores tiendas de tu ciudad,
											es serio.
									","Great design is serious, not solemn",Paula Scher,21:56,"art,design,entertainment,happiness,typography,Best of the Web"
"
","
","
","
","Great design is serious, not solemn",Paula Scher,21:56,"art,design,entertainment,happiness,typography,Best of the Web"
"
											(Rires)
									","
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","Great design is serious, not solemn",Paula Scher,21:56,"art,design,entertainment,happiness,typography,Best of the Web"
"
","
","
","
","Great design is serious, not solemn",Paula Scher,21:56,"art,design,entertainment,happiness,typography,Best of the Web"
"
											Maintenant, si j'applique au design ces définitions du solennel et du sérieux
											que nous offre Russel Baker,
											ça ne dit pas nécessairement grand-chose sur la qualité.
											Design solennel c'est souvent un design considérable et très efficace.
											En plus, le design solennel est convenable
											et destiné à un certain public.
											C'est bien ce que les designers bon-intentionnés
											et tous leurs clients s'efforcent à atteindre.
											Design sérieux, jeu sérieux,
											c'est bien autre chose.
											Déjà, cela arrive souvent
											spontanément, intuitivement,
											accidentellement ou incidemment.
											Cela peut sortir de l'innocence, de l'arrogance,
											ou de l'égoïsme, et même parfois de la négligence.
											Mais le plus souvent, le sérieux est atteint grâce à tous ces éléments
											un peu fous dans le comportement humain qui
											n'ont pas vraiment de sens.
									","
											Now, when I apply Russell Baker's definition
											of solemnity or seriousness to design,
											it doesn't necessarily make any particular point about quality.
											Solemn design is often important and very effective design.
											Solemn design is also socially correct,
											and is accepted by appropriate audiences.
											It's what right-thinking designers
											and all the clients are striving for.
											Serious design, serious play,
											is something else.
											For one thing, it often happens
											spontaneously, intuitively,
											accidentally or incidentally.
											It can be achieved out of innocence, or arrogance,
											or out of selfishness, sometimes out of carelessness.
											But mostly, it's achieved through all those kind of crazy
											parts of human behavior that
											don't really make any sense.
									","
											Şimdi, Russell Baker'ın ciddilik tanımını
											tasarıma uyguladığımda,
											kalite hakkında önemli
bir şey göstermiyor.
											Resmi tasarım genellikle önemli
ve etkili tasarımdır.
											Resmi tasarım ayrıca toplumca kabul görür
											ve uygun kitleler tarafından kabul edilir.
											Akılcı düşünen tasarımcılardır
											ve tüm müşterilerin istediği şeydir.
											Ciddi tasarım, ciddi oyun ise
											ise başka bir şeydir.
											Bir kere, genellikle
											anlık, içgüdüsel
											kazara ya da tesadüfidir.
											Bazen saflık, küstahlık veya bencillik,
											bazense dikkatsizlikten ortaya çıkabilir.
											Ama çoğunlukla insan davranışının saçma
											veya hiç mantıklı olmayan
											bir parçasından ortaya çıkar.
									","
											Pero cuando aplico la definición de Russell Baker
											de solemnidad o seriedad al diseño
											no hace, necesariamente, algún señalamiento sobre calidad.
											El diseño solemne es, frecuentemente, importante y muy efectivo
											El diseño solemne es correcto socialmente hablando,
											y aceptado por las audiencias correctas.
											Es lo que los diseñadores de pensamiento correcto
											y todos los clientes luchan por lograr.
											El diseño serio, el juego serio
											es algo diferente.
											Por un lado, suele suceder
											espontánea e intuitivamente
											accidental o incidentalmente.
											Se puede lograr como producto de arrogancia o inocencia,
											o producto de egoísmo e inlcuso descuido.
											Pero primordialmente, se logra por medio de esas áreas
											de la conducta humana un tanto disparatadas
											que realmente no tienen mucho sentido.
									","Great design is serious, not solemn",Paula Scher,21:56,"art,design,entertainment,happiness,typography,Best of the Web"
"
","
","
","
","Great design is serious, not solemn",Paula Scher,21:56,"art,design,entertainment,happiness,typography,Best of the Web"
"
											Le design sérieux est imparfait.
											Il est plein de ce genre de concepts artistiques dont
											les nouveautés créatives sont toujours accompagnées.
											Le design sérieux est aussi - souvent - plutôt un échec
											du point de vue solennel.
											C'est parce que l'art du jeu sérieux
											s'interesse à l'invention, le changement, et la rébellion, et non pas à la perfection.
											La perfection intervient seulement dans le jeu solennel.
											En fait, j'ai toujours vu le métier du designer
											comme un escalier surréaliste.
											En regardant l'escalier à l'age de vingt ans, on voit
											que les marches sont très hautes
											et très étroites,
											et là on fait d'immenses découvertes.
											Pendant la jeunesse on fait des grands bonds en avant.
											C'est parce qu'on ne sait rien du tout et qu'il reste beaucoup à apprendre.
											Tout ce que l'on fait dans cette périod est alors de l'apprentissage
											et vous sautez rapidement de plus en plus haut.
											Au fur et à mesure que l'on vieillit, les marches deviennent plus basses
											et plus larges
											et l'on se déplace à un rythme plus lent
											en faisant moins de découvertes.
											On devient de plus en plus vieux et décrépit
											en cheminant lentement le long de
											cet escalier déprimant
											qui mène à l'oubli.
									","
											Serious design is imperfect.
											It's filled with the kind of craft laws that come from something being
											the first of its kind.
											Serious design is also — often — quite unsuccessful
											from the solemn point of view.
											That's because the art of serious play
											is about invention, change, rebellion — not perfection.
											Perfection happens during solemn play.
											Now, I always saw design careers
											like surreal staircases.
											If you look at the staircase, you'll see
											that in your 20s the risers are very high
											and the steps are very short,
											and you make huge discoveries.
											You sort of leap up very quickly in your youth.
											That's because you don't know anything and you have a lot to learn,
											and so that anything you do is a learning experience
											and you're just jumping right up there.
											As you get older, the risers get shallower
											and the steps get wider,
											and you start moving along at a slower pace
											because you're making fewer discoveries.
											And as you get older and more decrepit,
											you sort of inch along on this
											sort of depressing, long staircase,
											leading you into oblivion.
									","
											Ciddi tasarım kusurludur.
											Kendi türünün tek örneği olmasının
											getirdiği kusurlarla doludur.
											Ayrıca, resmi bakış açısından
değerlendirildiğinde,
											ciddi tasarım oldukça başarısızdır.
											Çünkü ciddi oyun sanatı mükemmellik değil,
											icat, değişim ve
yaratıcılıkla alakalıdır.
											Mükemmellik, resmi oyun sırasında olur.
											Ben tasarım kariyerlerini
											hayali merdivenler olarak gördüm.
											Merdivene bakarsanız, göreceksiniz ki
											20'li yaşlarda basamaklar oldukça
											yüksek ve kısadır.
											Dolayısıyla birçok yeni şey
keşfedersiniz.
											Yani gençken çok hızlı aşama
kat edersiniz.
											Hiçbir şey bilmiyorsunuz ve
öğrenecek çok şeyiniz var,
											bu yüzden yaptığınız her şey
bir öğrenme deneyimdir
											ve hemen oraya atlarsınız.
											Yaşlandıkça basamaklar kısalır
											ve adımlar genişler.
											Ve daha az keşif yaptığınız için
											daha yavaş tempoda ilerlersiniz.
											Daha da yaşlanıp yıprandığınızda,
											oldukça sıkıcı ve uzun bu merdivende
											ağır aksak ilerlersiniz,
											ve kayıtsız kalmaya başlarsınız.
									","
											El diseño serio es imperfecto.
											Esta lleno del tipo de reglas artesanas que se dan
											por tratarse de algo nuevo
											Frecuentemente, el diseño serio es también poco exitoso
											desde el punto de vista solemne.
											Y eso es porque el arte de jugar en serio
											se trata de invención, cambio, rebelión -no perfección.
											La perfección se alcanza durante el juego solemne.
											Ahora, yo siempre vi a la carrera de diseño
											como escalones surrealistas
											Si miras a los escalones verás que
											en tus veintes la contrahuella (plano vertical del escalón) es muy alta
											y el escalón (plano horizontal) es muy corto
											y logras tremendos descubrimientos
											Tu, como que das grandes saltos en tu juventud-
											Y eso es porque no sabes nada y tienes tanto que aprender
											que entonces, todo lo que haces es un nuevo aprendizaje
											y no haces otra cosa mas que saltar hasta alli.
											Y mientras pasan los años, las contrahuellas se acortan
											y los escalones se amplian
											y empiezas a moverte a un paso mas lento
											porque estas haciendo menos descubrimientos.
											Y en tanto te vuelves más viejo y más decrepito,
											tu como que te mueves lento en esta
											un tanto deprimente larga escalera
											que te conduce al olvido.
									","Great design is serious, not solemn",Paula Scher,21:56,"art,design,entertainment,happiness,typography,Best of the Web"
