en,es,title,speaker,duration,tags
"
","
",4 questions you should always ask your doctor,Christer Mjåset,11:25,"health care,medicine,TEDx,Surgery"
"
											I am a neurosurgeon,
											and I'm here to tell you today
that people like me need your help.
											And in a few moments, I will tell you how.
									","
											Soy neurocirujano
											y estoy aquí para decirles
que gente como yo necesita su ayuda.
											En unos instantes les diré cómo.
									",4 questions you should always ask your doctor,Christer Mjåset,11:25,"health care,medicine,TEDx,Surgery"
"
","
",4 questions you should always ask your doctor,Christer Mjåset,11:25,"health care,medicine,TEDx,Surgery"
"
											But first, let me start off by telling you
about a patient of mine.
											This was a woman in her 50s,
											she was in generally good shape,
											but she had been in and out
of hospital a few times
											due to curative breast cancer treatment.
											Now she had gotten a prolapse
from a cervical disc,
											giving her radiating pain of a tense kind,
											out into the right arm.
											Looking at her MRI
before the consultation,
											I decided to suggest an operation.
											Now, neck operations like these
are standardized, and they're quick.
											But they carry a certain risk.
											You make an incision right here,
											and you dissect carefully
past the trachea,
											the esophagus,
											and you try not to cut
into the internal carotid artery.
									","
											Pero primero, déjenme que
les cuente algo sobre una paciente.
											Era una mujer de unos 50 años,
											estaba más o menos en buena forma,
											pero llevaba un tiempo
entrando y saliendo del hospital
											por un tratamiento de cáncer de mama.
											Tuvo entonces un prolapso
de disco cervical
											que le provocaba un dolor que
se le extendía hasta el brazo derecho.
											Al ver su RM antes de la consulta,
decidí sugerirle que se operara.
											Estas operaciones están
estandarizadas y son rápidas.
											Pero conllevan cierto riesgo.
											Se hace una incisión aquí,
											se disecciona con cuidado
a través de la tráquea, el esófago,
											y se intenta no perforar la carótida.
									",4 questions you should always ask your doctor,Christer Mjåset,11:25,"health care,medicine,TEDx,Surgery"
"
","
",4 questions you should always ask your doctor,Christer Mjåset,11:25,"health care,medicine,TEDx,Surgery"
"
											(Laughter)
									","
											(Risas)
									",4 questions you should always ask your doctor,Christer Mjåset,11:25,"health care,medicine,TEDx,Surgery"
"
","
",4 questions you should always ask your doctor,Christer Mjåset,11:25,"health care,medicine,TEDx,Surgery"
"
											Then you bring in the microscope,
											and you carefully remove
the disc and the prolapse
											in the nerve root canal,
											without damaging the cord
and the nerve root
											lying only millimeters underneath.
											The worst case scenario
is the damage to the cord,
											which can result in paralysis
from the neck down.
									","
											Entonces, con el microscopio quirúrgico
											se extrae con cuidado el disco
y el prolapso del canal del nervio,
											sin dañar la médula ni la raíz nerviosa
											que se encuentra solo
unos milímetros más abajo.
											En el peor de los casos,
podría dañarse la médula,
											lo que causaría parálisis
del cuello hacia abajo.
									",4 questions you should always ask your doctor,Christer Mjåset,11:25,"health care,medicine,TEDx,Surgery"
"
","
",4 questions you should always ask your doctor,Christer Mjåset,11:25,"health care,medicine,TEDx,Surgery"
"
											Explaining this to the patient,
she fell silent.
											And after a few moments,
											she uttered a few very decisive words
for me and for her.
											""Doctor, is this really necessary?""
									","
											Al explicarle esto,
la paciente se quedó callada.
											Y, tras un instante, pronunció
unas palabras decisivas para ambos:
											""Doctor, ¿de verdad esto es necesario?"".
									",4 questions you should always ask your doctor,Christer Mjåset,11:25,"health care,medicine,TEDx,Surgery"
"
","
",4 questions you should always ask your doctor,Christer Mjåset,11:25,"health care,medicine,TEDx,Surgery"
"
											(Laughter)
									","
											(Risas)
									",4 questions you should always ask your doctor,Christer Mjåset,11:25,"health care,medicine,TEDx,Surgery"
"
","
",4 questions you should always ask your doctor,Christer Mjåset,11:25,"health care,medicine,TEDx,Surgery"
