en,tr,fr,title,speaker,duration,tags
"
","
","
",What it takes to be racially literate,Priya Vulchi and Winona Guo,12:22,"United States,communication,community,education,humanity,race,leadership,social change,society,inequality"
"
											Priya Vulchi: Four years ago,
we really thought we understood racism.
											Just like many of you here today,
we had experienced and heard stories
											about race, about prejudice,
discrimination and stereotyping
											and we were like, ""We get it,
racism, we got it, we got it.""
											But we weren't even close.
									","
											Priya Vulchi: Dört yıl önce gerçekten de 
ırkçılığı anladığımızı düşünüyorduk.
											Tıpkı birçoğunuz gibi
ırka, önyargıya, ayrımcılığa ve
											basmakalıp örneklere dair
bir şeyler yaşadık, hikâyeler duyduk
											ve ""Irkçılığı anlıyoruz, anladık, anladık""
şeklinde dolanıyorduk.
											Ama, yakınından bile geçmiyorduk.
									","
											Priya Vulchi : Il y a quatre ans,
nous pensions comprendre le racisme.
											Comme beaucoup d'entre vous ici,
nous avions vécu et entendu des histoires
											se rapportant à la race, aux préjugés,
à la discrimination et aux stéréotypes
											et nous nous disions :
« On comprend, le racisme, on comprend. »
											Mais nous étions loin de comprendre.
									",What it takes to be racially literate,Priya Vulchi and Winona Guo,12:22,"United States,communication,community,education,humanity,race,leadership,social change,society,inequality"
"
","
","
",What it takes to be racially literate,Priya Vulchi and Winona Guo,12:22,"United States,communication,community,education,humanity,race,leadership,social change,society,inequality"
"
											Winona Guo: So we decided
that we had to listen and learn more.
											We talked to as many
random people as we could
											and collected hundreds
of personal stories about race,
											stories that revealed how racial injustice
is a nationwide epidemic
											that we ourselves spread
											and now can't seem
to recognize or get rid of.
									","
											Winona Guo: Bu nedenle dinleyerek 
daha fazlasını öğrenemeye karar verdik.
											Konuşabileceğimiz kadar çok rastgele
insanla konuştuk
											ve ırk hakkında yüzlerce hikâye topladık;
											bu hikâyeler ırksal adaletsizliğin,
ulus genelinde kendi yaydığımız
											bir salgın olduğu
											ve şimdi ise bunun anlaşılamadığı 
veya bundan kurtulunamadığı ile ilgiliydi.
									","
											Winona Guo : Nous avons décidé
d'écouter et d'en apprendre plus.
											Nous avons parlé à des gens
choisis au hasard
											et recueilli des centaines
de témoignages personnels sur la race,
											des témoignages qui ont révélé
											comment l'injustice raciale
est une épidémie nationale
											que nous avons propagée
											et que nous semblons ne pas réussir
à reconnaître ou éradiquer.
									",What it takes to be racially literate,Priya Vulchi and Winona Guo,12:22,"United States,communication,community,education,humanity,race,leadership,social change,society,inequality"
"
","
","
",What it takes to be racially literate,Priya Vulchi and Winona Guo,12:22,"United States,communication,community,education,humanity,race,leadership,social change,society,inequality"
"
											PV: We're not there yet.
											Today, we are here to raise
our standards of racial literacy,
											to redefine what it means
to be racially literate.
									","
											PV: O aşamaya henüz gelmedik.
											Bugün ırksal bilgi düzeyimizi
yükseltmek,
											ırksal anlamda bilgili olmak ne demek
yeniden tanımlamak için buradayız.
									","
											PV : Nous n'en sommes pas encore là.
											Nous sommes ici aujourd'hui
											pour améliorer nos standards
en termes d'éducation raciale,
											pour redéfinir ce que cela signifie
d'être instruit en matière raciale.
									",What it takes to be racially literate,Priya Vulchi and Winona Guo,12:22,"United States,communication,community,education,humanity,race,leadership,social change,society,inequality"
"
","
","
",What it takes to be racially literate,Priya Vulchi and Winona Guo,12:22,"United States,communication,community,education,humanity,race,leadership,social change,society,inequality"
"
											WG: We want everywhere
across the United States
											for our youngest and future generations
to grow up equipped
											with the tools to understand,
navigate and improve
											a world structured by racial division.
											We want us all to imagine
the community as a place
											where we not only feel proud
of our own backgrounds,
											but can also invest in others'
experiences as if they were our own.
									","
											WG: ABD'nin her yerindeki
en genç ve gelecek jenerasyonun,
											ırksal ayrımla yapılandırılmış dünyada
											anlama, yol bulma ve gelişme
											donanımları ile büyümelerini istiyoruz.
											Hepimizin topluluğumuzu,
geçmişimizden ve aynı zamanda
											kendimizinkiymiş kadar 
diğerlerinin deneyimlerinden de
											gurur duyduğumuz bir yer olarak
hayal etmesini istiyoruz.
									","
											WG : Nous voulons
que partout à travers les États-Unis,
											les plus jeunes et les générations futures
grandissent en étant dotés
											des outils pour comprendre,
naviguer et améliorer
											un monde structuré
par la division raciale.
											Nous voulons que nous voyions tous
la communauté comme un endroit
											où nous nous sentons fiers
de nos propres origines,
											mais aussi où nous pouvons investir
dans les expériences des autres
											comme si c'étaient les nôtres.
									",What it takes to be racially literate,Priya Vulchi and Winona Guo,12:22,"United States,communication,community,education,humanity,race,leadership,social change,society,inequality"
"
","
","
",What it takes to be racially literate,Priya Vulchi and Winona Guo,12:22,"United States,communication,community,education,humanity,race,leadership,social change,society,inequality"
"
											PV: We just graduated
from high school this past June.
									","
											PV: Henüz geçtiğimiz Haziran'da 
liseden mezun olduk.
									","
											PV : Nous avons obtenu
notre baccalauréat en juin dernier.
									",What it takes to be racially literate,Priya Vulchi and Winona Guo,12:22,"United States,communication,community,education,humanity,race,leadership,social change,society,inequality"
