en,fr,title,speaker,duration,tags
"
","
",3 lessons of revolutionary love in a time of rage,Valarie Kaur,22:12,"community,feminism,humanity,love,personal growth,relationships,society,social change,storytelling"
"
											(Sikh Prayer) Waheguru Ji Ka Khalsa,
											Waheguru Ji Ki Fateh.
									","
											(Prière sikh) Waheguru Ji Ka Khalsa,
											Waheguru Ji Ki Fateh.
									",3 lessons of revolutionary love in a time of rage,Valarie Kaur,22:12,"community,feminism,humanity,love,personal growth,relationships,society,social change,storytelling"
"
","
",3 lessons of revolutionary love in a time of rage,Valarie Kaur,22:12,"community,feminism,humanity,love,personal growth,relationships,society,social change,storytelling"
"
											There is a moment on the birthing table
											that feels like dying.
											The body in labor stretches
to form an impossible circle.
											The contractions
are less than a minute apart.
											Wave after wave,
there is barely time to breathe.
											The medical term:
											""transition,""
											because ""feels like dying""
is not scientific enough.
									","
											Il y a un moment
sur la table d'accouchement
											où l'on a l'impression de mourir.
											Le corps s'étire pour former
un cercle impossible.
											Les contractions sont espacées
de moins d'une minute.
											Vague après vague,
il y a à peine le temps de respirer.
											Le terme médical :
											« transition »,
											parce que « l'impression de mourir »
n'est pas assez scientifique.
									",3 lessons of revolutionary love in a time of rage,Valarie Kaur,22:12,"community,feminism,humanity,love,personal growth,relationships,society,social change,storytelling"
"
","
",3 lessons of revolutionary love in a time of rage,Valarie Kaur,22:12,"community,feminism,humanity,love,personal growth,relationships,society,social change,storytelling"
"
											(Laughter)
									","
											(Rires)
									",3 lessons of revolutionary love in a time of rage,Valarie Kaur,22:12,"community,feminism,humanity,love,personal growth,relationships,society,social change,storytelling"
"
","
",3 lessons of revolutionary love in a time of rage,Valarie Kaur,22:12,"community,feminism,humanity,love,personal growth,relationships,society,social change,storytelling"
"
											I checked.
									","
											J'ai vérifié.
									",3 lessons of revolutionary love in a time of rage,Valarie Kaur,22:12,"community,feminism,humanity,love,personal growth,relationships,society,social change,storytelling"
"
","
",3 lessons of revolutionary love in a time of rage,Valarie Kaur,22:12,"community,feminism,humanity,love,personal growth,relationships,society,social change,storytelling"
"
											During my transition,
											my husband was pressing down on my sacrum
											to keep my body from breaking.
											My father was waiting
behind the hospital curtain ...
											more like hiding.
											But my mother was at my side.
											The midwife said
she could see the baby's head,
											but all I could feel was a ring of fire.
											I turned to my mother and said, ""I can't,""
											but she was already pouring
my grandfather's prayer in my ear.
									","
											Durant ma transition,
											mon mari appuyait sur mon sacrum
											pour empêcher mon corps de se briser.
											Mon père attendait
derrière les rideaux de l'hôpital...
											comme s'il se cachait.
											Mais ma mère était à mes côtés.
											La sage-femme a dit
qu'elle pouvait voir la tête du bébé,
											mais je ne sentais qu'un anneau de feu.
											J'ai dit à ma mère : « Je ne peux pas »,
											mais elle déversait déjà la prière
de mon grand-père dans mon oreille.
									",3 lessons of revolutionary love in a time of rage,Valarie Kaur,22:12,"community,feminism,humanity,love,personal growth,relationships,society,social change,storytelling"
"
","
",3 lessons of revolutionary love in a time of rage,Valarie Kaur,22:12,"community,feminism,humanity,love,personal growth,relationships,society,social change,storytelling"
"
											(Sikh Prayer) ""Tati Vao Na Lagi,
Par Brahm Sarnai.""
											""The hot winds cannot touch you.""
									","
											(Prière sikh) « Tati Vao Na Lagi,
Par Brahm Sarnai »
											« Les vents chauds
ne peuvent pas te toucher. »
									",3 lessons of revolutionary love in a time of rage,Valarie Kaur,22:12,"community,feminism,humanity,love,personal growth,relationships,society,social change,storytelling"
"
","
",3 lessons of revolutionary love in a time of rage,Valarie Kaur,22:12,"community,feminism,humanity,love,personal growth,relationships,society,social change,storytelling"
