en,es,pt,title,speaker,duration,tags
"
","
","
",Why people of different faiths are painting their houses of worship yellow,Nabila Alibhai,11:51,"activism,art,painting,community,religion,social change,society,terrorism,faith"
"
											We live in a time of fear,
											and our response to fear
can either be to contract
											and attempt to guard ourselves
											or to extend ourselves,
hold on to each other,
											and face our fears together.
											What is your instinct?
											What do you see more of in the world?
									","
											Vivimos en un tiempo de miedo,
											y nuestra respuesta al miedo
puede ser contraernos
											y tratar de protegernos
											o expandirnos, aferrarnos unos a otros,
											y enfrentar nuestros miedos juntos.
											¿Qué dice su instinto?
											¿Qué ven más en el mundo?
									","
											Vivemos em tempos de medo
											e a nossa resposta ao medo
pode ser fecharmo-nos
											e tentarmos proteger-nos
											ou abrirmo-nos
e apoiarmo-nos uns nos outros,
											para enfrentarmos juntos
os nossos medos.
											Qual é o vosso instinto?
											O que é que vemos mais no mundo?
									",Why people of different faiths are painting their houses of worship yellow,Nabila Alibhai,11:51,"activism,art,painting,community,religion,social change,society,terrorism,faith"
"
","
","
",Why people of different faiths are painting their houses of worship yellow,Nabila Alibhai,11:51,"activism,art,painting,community,religion,social change,society,terrorism,faith"
"
											The problem with the first approach
											is that in our mounting isolation,
											we divide ourselves from others.
											Our sense of isolation grows,
											because our imagination
goes into overdrive
											about the people and the spaces
that we no longer engage with.
											Our sense of otherness grows,
and we lose empathy.
											Today I'm going to tell you
about a group of people
											that took the global
challenge of terrorism
											and began creating spaces
where strangers connect in solidarity.
									","
											El problema del primer enfoque
											es que en nuestro aislamiento creciente,
											nos separamos de los demás.
											Crece nuestro sentido de aislamiento,
											porque nuestra imaginación se intensifica
											respecto de personas y espacios
con los que ya no nos relacionamos.
											Crece nuestro sentido de alteridad,
y perdemos empatía.
											Hoy les voy a contar
sobre un grupo de personas
											que tomó el desafío global del terrorismo
											y empezó a crear espacios en los que
los extraños se conectan solidariamente.
									","
											O problema com a primeira reação
											é que no nosso isolamento crescente
											separamo-nos uns dos outros.
											A nossa sensação de isolamento aumenta
											porque a nossa imaginação
entra em derrapagem
											quanto às pessoas e aos espaços
com quem deixamos de interagir.
											A nossa sensação de sermos estranhos
aumenta e perdemos empatia.
											Hoje vou falar de um grupo de pessoas
											que, para combater o flagelo
mundial do terrorismo,
											quiseram reunir desconhecidos
para criarem elos de solidariedade.
									",Why people of different faiths are painting their houses of worship yellow,Nabila Alibhai,11:51,"activism,art,painting,community,religion,social change,society,terrorism,faith"
"
","
","
",Why people of different faiths are painting their houses of worship yellow,Nabila Alibhai,11:51,"activism,art,painting,community,religion,social change,society,terrorism,faith"
"
											My own obsession with what I see
as irrational divisions began as a child.
											As a fourth-generation
Kenyan Muslim of Indian origin,
											it bothered me that in four generations,
											there wasn't a single
marriage in my family
											outside of my small religious community.
											And I wondered what that was about.
											Was it fear?
											Was it racism?
											Was it cultural preservation?
											Did it have something
to do with colonialism?
											Certainly, we didn't share a lot
of the same public spaces with others.
									","
											Mi propia obsesión por las divisiones 
irracionales comenzó en mi infancia.
											Como cuarta generación de 
keniana musulmana de origen indio,
											me molestaba que en cuatro generaciones,
											no hubiera ni un solo matrimonio 
en mi familia
											más allá de mi pequeña 
comunidad religiosa.
											Y me preguntaba por qué.
											¿Era por miedo?
											¿Era por racismo?
											¿Era por preservación cultural?
											¿Tenía algo a ver con el colonialismo?
											Ciertamente no compartimos
muchos espacios públicos con otros.
									","
											As clivagens irracionais começaram
a obcecar-me quando eu era miúda.
											Enquanto muçulmana queniana
de origem indiana, de quarta geração,
											incomodava-me que, em quatro gerações,
											não tinha havido um só casamento
na minha família
											fora da minha pequena
comunidade religiosa.
											E interrogava-me porque é
que isso acontecia.
											Seria por medo?
											Seria por racismo?
											Seria por preservação cultural?
											Teria a ver com o colonialismo?
											É certo que não partilhamos muito
os mesmos espaços públicos com os outros.
									",Why people of different faiths are painting their houses of worship yellow,Nabila Alibhai,11:51,"activism,art,painting,community,religion,social change,society,terrorism,faith"
"
","
","
",Why people of different faiths are painting their houses of worship yellow,Nabila Alibhai,11:51,"activism,art,painting,community,religion,social change,society,terrorism,faith"
"
											These divisions bothered me deeply,
and they drove my career choices.
											When I was 20, the US embassies
in Kenya and Tanzania were bombed.
											A year later, I was on my way
to the Middle East
											to study conflict resolution.
											And then from that point on,
											it wasn't very hard for me
to find insecure environments to work in,
											because the world was quickly shifting
											in what we now know
as the time of terrorism.
											I was in Washington, DC
when 9/11 happened,
											and then I moved back home
to Kenya to work with refugees
											and then later worked in Pakistan
											and in Afghanistan.
											In all of these places, what I noticed
											was how important physical spaces are
											to making us feel safe
											and well
											and like we belong.
									","
											Estas divisiones me molestaban mucho,
y marcaron mis opciones de carrera.
											A mis 20 años, las embajadas de EE. UU.
en Kenia y Tanzania fueron bombardeadas.
											Un año más tarde yo estaba 
de camino a Oriente Medio
											para estudiar resolución de conflictos.
											Y luego desde ese momento,
											no fue muy difícil para mí encontrar 
entornos inseguros para trabajar,
											porque el mundo estaba 
cambiando rápidamente
											en lo que ahora conocemos
como la era del terrorismo.
											Estaba en Washington DC
cuando ocurrió el 11-S,
											y luego regresé a casa en Kenia 
para trabajar con refugiados
											y luego trabajé en Pakistán
											y en Afganistán.
											En todos estos lugares noté
											la importancia de los espacios físicos
											para hacernos sentir seguros
											y bien
											y sentir que pertenecemos.
									","
											Estas divisões incomodam-me profundamente,
e motivaram as minhas opções de carreira.
											Quando tinha 20 anos,
											as embaixadas dos EUA, no Quénia
e na Tanzânia foram alvo de bombas.
											Um ano depois, eu fui ao Médio Oriente
											para estudar resolução de conflitos.
											Daí em diante,
											não me foi difícil descobrir
ambientes inseguros onde trabalhar,
											porque o mundo estava a mudar rapidamente
											para o que conhecemos hoje
como a época do terrorismo.
											Eu estava em Washington, DC,
quando ocorreu o 11 de setembro
											e depois regressei ao Quénia
para trabalhar com refugiados.
											Mais tarde, trabalhei no Paquistão
e no Afeganistão.
											Em todos esses lugares,
											reparei como são importantes
os espaços físicos
											que nos fazem sentir seguros,
											nos dão uma sensação
de bem-estar e de pertença.
									",Why people of different faiths are painting their houses of worship yellow,Nabila Alibhai,11:51,"activism,art,painting,community,religion,social change,society,terrorism,faith"
"
","
","
",Why people of different faiths are painting their houses of worship yellow,Nabila Alibhai,11:51,"activism,art,painting,community,religion,social change,society,terrorism,faith"
"
											In 2013, I came back home
to Nairobi from Afghanistan.
											Al-Shabaab operatives
had besieged Westgate shopping center,
											killing 67 people
in a day of utter horror.
											Soon after that,
											I could see how Nairobi
was beginning to change,
											and it was beginning to feel
more like the fear and terror-weary
											and war-torn cities that I had worked in.
											And Nairobi continues to grow
in fear-driven ways.
											We see more walls, more barriers,
											more security.
											And like other parts of the world,
											we are experiencing
an erosion of human connection.
											Divisions along
religious lines are deepening,
											and we're doubting more and more
how much we have in common.
											We are at a pivotal time
											when we need to restore
our confidence in humanity
											and stand boldly and visibly together.
									","
											En 2013 volví a casa
a Nairobi desde Afganistán.
											Los operativos de Al-Shabaab habían 
asediado el centro comercial Westgate,
											matando a 67 personas
en un día de horror absoluto.
											Poco después de eso,
											pude ver cómo Nairobi
estaba empezando a cambiar,
											y empezaba a parecerse 
en el miedo y el terror
											a las ciudades destrozadas por la guerra 
en las que había trabajado.
											Y Nairobi sigue incursionando 
en las formas del miedo.
											Vemos más muros, más barreras,
											más seguridad.
											Y como otras partes del mundo,
											estamos experimentando
una erosión de la conexión humana.
											Las divisiones religiosas 
se están profundizando,
											y estamos dudando más y más
de cuánto tenemos en común.
											Estamos en un momento crucial
											en el que debemos recobrar
nuestra confianza en la humanidad
											y mantenernos firmes 
y visiblemente juntos.
									","
											Em 2013, saí do Afeganistão
e regressei a Nairobi.
											Os operacionais de Al-Shabaab
											tinham cercado
o centro comercial de Westgate,
											matando 67 pessoas
num dia de extremo horror.
											Pouco depois disso,
											vi como Nairobi começava a mudar,
											e começava a sentir-se mais parecida
com as cidades cheias de medo,
											de terror, devastadas pela guerra,
em que eu tinha trabalhado.
											Nairobi continua a evoluir
cheia de medo.
											Vemos mais muros, mais barreiras,
											mais medidas de segurança.
											Tal como noutras partes do mundo,
											estamos a viver numa erosão
das relações humanas.
											As clivagens religiosas
estão a aprofundar-se
											e cada vez duvidamos mais
do que é que temos em comum.
											Estamos numa época crucial
											em que precisamos de repor
a nossa confiança na humanidade
											e mantermo-nos unidos
corajosa e visivelmente.
									",Why people of different faiths are painting their houses of worship yellow,Nabila Alibhai,11:51,"activism,art,painting,community,religion,social change,society,terrorism,faith"
