en,pt,fr,tr,de,title,speaker,duration,tags
"
","
","
","
","
",How far would you have to go to escape gravity?,Rene Laufer,4:39,"science,TED-Ed,space,cosmos,universe,Planets,big bang,solar system"
"
											More than six thousand light years
											from the surface of the earth,
											a rapidly spinning neutron star
											called the Black Widow pulsar
											blasts its companion brown dwarf 
star with radiation
											as the two orbit each other 
every 9 hours.
											Standing on our own planet,
											you might think you’re just an observer
of this violent ballet.
											But in fact, both stars are pulling you 
towards them.
											And you’re pulling back,
											connected across trillions of kilometers
											by gravity.
									","
											A mais de seis mil anos-luz
											da superfície da Terra,
											uma estrela de neutrões
a girar rapidamente,
											chamada pulsar Viúva Negra,
											atinge a sua companheira
anã com radiações
											sempre que as duas cruzam as órbitas
de nove em nove horas.
											Enquanto habitantes do nosso planeta
											podíamos pensar que somos apenas
observadores deste bailado violento.
											Mas, na verdade, ambas as estrelas
estão a puxar-nos para elas.
											E nós puxamos para trás,
											ligados a biliões de quilómetros
											pela gravidade.
									","
											A plus de six mille années-lumière
de la surface de la Terre,
											une étoile à neutrons en rotation rapide,
											un pulsar appelé la Veuve Noire,
											bombarde son étoile naine brune
de radiations
											pendant que les deux orbitent l'une
autour de l'autre toutes les 9 heures.
											Depuis notre propre planète,
											on pourrait penser n'être
qu'un observateur de ce ballet violent.
											Mais en fait, les deux étoiles
vous attirent vers elles.
											Et vous les attirez aussi,
											connectés à des milliards de kilomètres
											par la gravité.
									","
											Yeryüzüne, altı bin ışık yılından
											fazla bir uzaklıkta
											""Black Widow Pulsar"" isimli hızla 
dönen bir nötron yıldızı,
											her 9 saatte 
birbirlerinin etrafında dönerken
											yörüngesindeki kahverengi cüce yıldızı 

											radyasyonla bombalıyor.
											Dünya'dan bu olayı gözlerken,
											bu vahşi dansın sadece bir izleyicisi
olduğunuzu düşünebilirsiniz.
											Ama aslında iki yıldız da
sizi kendilerine çekiyor.
											Siz de onları çekiyorsunuz,
											kilometrelerce uzaktan etkili
											yer çekimi sayesinde.
									","
											Mehr als 6000 Lichtjahre
											von der Erdoberfläche entfernt
											sprengt ein schnell
rotierender Neutronenstern
											namens Black Widow Pulsar
											mit Strahlung seinen
braunen Begleitzwergstern,
											während die beiden sich alle 9 Stunden
gegenseitig umkreisen.
											Von unserem Planeten aus
											könnte man denken, dass man nur ein
Beobachter dieses gewaltigen Balletts ist.
											Aber in Wirklichkeit ziehen
uns beide Sterne an.
											Und wir ziehen an ihnen,
											verbunden über Trillionen von Kilometern
											durch die Erdanziehungskraft.
									",How far would you have to go to escape gravity?,Rene Laufer,4:39,"science,TED-Ed,space,cosmos,universe,Planets,big bang,solar system"
"
","
","
","
","
",How far would you have to go to escape gravity?,Rene Laufer,4:39,"science,TED-Ed,space,cosmos,universe,Planets,big bang,solar system"
"
											Gravity is the attractive force 
between two objects with mass—
											any two objects with mass.
											Which means that every object in the
universe attracts every other object:
											every star, black hole,
											human being, smartphone, and atom
											are all constantly pulling on each other.
											So why don’t we feel pulled in billions 
of different directions?
											Two reasons: mass and distance.
									","
											A gravidade é a força de atração
entre dois objetos com massa,
											quaisquer dois objetos com massa.
											Ou seja, todos os objetos no universo
atraem todos os outros objetos:
											cada estrela, cada buraco negro,
											cada ser humano,
cada smartphone e cada átomo
											estão constantemente
a atrair-se uns aos outros.
											Então, porque é
que não nos sentimos puxados
											em milhares de milhões
de diferentes direções?
											Por duas razões: a massa e a distância.
									","
											La gravité est la force d'attraction
entre deux objets de masse -
											deux objets ayant une masse.
											Ce qui signifie que tous les objets
de l'univers attirent les autres objets :
											chaque étoile, trou noir,
											être humain, smartphone et atome
											s'attirent constamment les uns les autres.
											Pourquoi ne se sent-on pas tiré
											dans des milliards
de directions différentes ?
											Deux raisons : la masse et la distance.
									","
											Yer çekimi kütlesi olan iki nesne 
arasındaki çekim kuvvetidir—
											kütlesi olan herhangi iki nesne.
											Bu da demektir ki evrendeki her nesne
diğer bütün nesneleri kendine çeker.
											Her yıldız, kara delik,
											her insan, akıllı telefon ve atom
											sürekli çekim içindelerdir.
											Öyleyse neden dört bir yandan
çekildiğimizi hissetmiyoruz?
											iki nedenden ötürü: Kütle ve mesafe.
									","
											Die Erdanziehungskraft ist die anziehende
Kraft zwischen zwei Objekten mit Masse —
											jeden zwei Objekten mit Masse.
											Das bedeutet, dass jedes Objekt im
Universum jedes andere Objekt anzieht:
											jeder Stern, jedes schwarze Loch,
											jedes menschliche Wesen,
Smartphone und Atom
											ziehen sich ständig gegenseitig an.
											Wieso fühlen wir also nicht, dass wir in
Milliarden von Richtungen gezogen werden?
											Aus zwei Gründen: Masse und Abstand.
									",How far would you have to go to escape gravity?,Rene Laufer,4:39,"science,TED-Ed,space,cosmos,universe,Planets,big bang,solar system"
"
","
","
","
","
",How far would you have to go to escape gravity?,Rene Laufer,4:39,"science,TED-Ed,space,cosmos,universe,Planets,big bang,solar system"
"
											The original equation describing the 
gravitational force between two objects
											was written by Isaac Newton in 1687.
											Scientists’ understanding of gravity has 
evolved since then,
											but Newton’s Law of Universal Gravitation
											is still a good approximation 
in most situations.
											It goes like this:
											the gravitational force between two 
objects
											is equal to the mass of one
											times the mass of the other,
											multiplied by a very small number
											called the gravitational constant,
											and divided by the distance between them, 
squared.
											If you doubled the mass of one of 
the objects,
											the force between them would double, too.
											If the distance between them doubled,
											the force would be one-fourth as strong.
									","
											A equação original que descreve
a força gravitacional entre dois objetos
											foi escrita por Isaac Newton em 1687.
											Desde então, a compreensão
dos cientistas quanto à gravidade evoluiu
											mas a Lei da Gravitação Universal
de Newton
											ainda é uma boa aproximação
na maioria das situações.
											É assim:
											A força gravitacional entre dois objetos
											é igual à massa de um deles
vezes a massa do outro.
											multiplicada por um número
muito pequeno
											chamado a constante gravitacional
											e dividido pela distância entre eles
ao quadrado.
											Se duplicarmos a massa de um dos objetos,
											a força entre eles também duplica.
											Se a distância entre eles duplicar,
											a força reduzirá para um quarto.
									","
											L'équation originale qui décrit
la force de gravitation entre deux objets
											a été écrite par Isaac Newton en 1687.
											La compréhension de la gravité 
des scientifiques a évolué depuis lors,
											mais la loi de la gravitation 
universelle de Newton
											est toujours une bonne approximation
dans la plupart des situations.
											Voilà ce qu'elle énonce :
											la force de gravitation entre deux objets
											est égale à la masse de l'une
multipliée par la masse de l'autre,
											multipliée par un très petit nombre
											appelé la constante gravitationnelle,
											et divisée par la distance 
entre eux, au carré.
											Si on doublait
la masse de l'un des objets,
											la force entre eux doublerait aussi.
											Si on doublait la distance entre eux,
											la force serait un quart plus forte.
									","
											İki nesne arasındaki yer çekimi kuvvetini
açıklayan ilk denklemi
											1687'de Isaac Newton yazmıştır.
											Bilim insanlarının yer çekimini anlayışı
günümüze kadar değişti
											ama Newton'un evrensel kütle çekim yasası

											çoğu durumda iyi bir yaklaşım.
											Denklem şöyle:
											İki nesne arasındaki yer çekimi
											nesnenin kütlesi
											çarpı ikinci nesnenin kütlesi,
											yer çekim değişmezi olarak
adlandırılan
											çok küçük bir sayının çarpımının
											iki nesne arasındaki
mesafenin karesine bölünmesine eşittir.
											Eğer nesnelerden birinin kütlesini
iki katına çıkarırsanız,
											aralarındaki çekim de iki katına çıkar
											Eğer aralarındaki mesafe
iki katına çıkarsa
											aralarındaki çekim dörtte birine düşer.
									","
											Die ursprüngliche Gleichung der
Anziehungskraft zwischen zwei Objekten
											wurde 1687 von Isaac Newton aufgestellt.
											Das Verständnis von Wissenschaftlern
hat sich seitdem entwickelt,
											aber Newtons Gesetz
der Universalgravitation
											ist immernoch eine gute Annäherung
in den meisten Situationen.
											Sie geht wie folgt:
											die Anziehungskraft zwischen zwei Objekten
											ist gleich die Masse eines Objekts
											hoch die Masse des anderen,
											multipliziert mit einer sehr kleinen Zahl,
											der Gravitationskonstanten,
											und geteilt durch den Abstand
zwischen ihnen hoch 2.
											Würde man die Masse
von einem verdoppeln,
											würde sich die Kraft zwischen
ihnen auch verdoppeln.
											Würde sich der Abstand verdoppeln,
											wäre die Kraft um 1/4 stärker.
									",How far would you have to go to escape gravity?,Rene Laufer,4:39,"science,TED-Ed,space,cosmos,universe,Planets,big bang,solar system"
"
","
","
","
","
",How far would you have to go to escape gravity?,Rene Laufer,4:39,"science,TED-Ed,space,cosmos,universe,Planets,big bang,solar system"
"
											The gravitational force between you and 
the Earth pulls you towards its center,
											a force you experience as your weight.
											Let’s say this force is about 800 Newtons
											when you’re standing at sea level.
											If you traveled to the Dead Sea,
											the force would increase by a tiny 
fraction of a percent.
											And if you climbed to the top of Mount 
Everest, the force would decrease—
											but again, by a minuscule amount.
									","
											A força gravitacional entre nós
e a Terra puxa-nos para o seu centro,
											uma força que sentimos
como o nosso peso.
											Digamos que esta força
é de cerca de 800 newtons
											quando estamos ao nível do mar.
											Se formos até ao Mar Morto,
											a força aumentará numa pequena
fração de 1%.
											Se subirmos ao cume do Monte Evereste,
a força diminuirá
											também numa minúscula quantidade.
									","
											La force de gravitation entre vous 
et la Terre vous attire vers son centre,
											une force que vous ressentez
comme votre poids.
											Disons que cette force
est d’environ 800 Newtons
											lorsque vous êtes au niveau de la mer.
											Si vous voyagiez jusqu'à la Mer Morte,
											la force augmenterait
d'une infime fraction d'un pour cent.
											Et si vous montiez au sommet
du Mont Everest, la force diminuerait -
											mais là encore, d'une quantité infime.
									","
											Sizin ve dünyanın arasındaki yer çekimi
sizi dünyanın merkezine doğru çeker,
											bu çekimi ağırlık olarak tecrübe ederiz.
											Bu çekimin deniz seviyesinde durduğunuzda
											800 Newton olduğunu varsayalım.
											Eğer Ölü Deniz'de dursaydınız,
											çekim kuvveti çok az miktarda artardı.
											Ya da Everest Dağı'nın zirvesinde 
olsaydınız, yine çok az bir miktarda
											çekimin kuvveti azalırdı.
									","
											Die Anziehungskraft zwischen uns
und der Erde zieht uns zu ihrem Kern.
											Das ist eine Kraft,
die man als Gewicht kennt.
											Sagen wir mal, diese Kraft
beträgt etwa 800 Newton,
											wenn man auf Meeresebene steht.
											Würde man zum Toten Meer reisen,
											würde die Kraft um einen winzigen
Teil eines Prozents steigen.
											Würde man auf die Spitze des Mount
Everest klettern, würde die Kraft sinken -
											aber auch wieder um einen winzigen Teil.
									",How far would you have to go to escape gravity?,Rene Laufer,4:39,"science,TED-Ed,space,cosmos,universe,Planets,big bang,solar system"
"
","
","
","
","
",How far would you have to go to escape gravity?,Rene Laufer,4:39,"science,TED-Ed,space,cosmos,universe,Planets,big bang,solar system"
"
											Traveling higher would make a bigger dent 
in gravity’s influence,
											but you won’t escape it.
											Gravity is generated by variations 
in the curvature of spacetime—
											the three dimensions of space plus time—
											which bend around any object 
that has mass.
											Gravity from Earth reaches the 
International Space Station,
											400 kilometers above the earth,
											with almost its original intensity.
											If the space station was stationary 
on top of a giant column,
											you’d still experience ninety percent
											of the gravitational force there 
that you do on the ground.
											Astronauts just experience weightlessness
											because the space station is constantly 
falling towards earth.
											Fortunately, it’s orbiting the planet 
fast enough that it never hits the ground.
									","
											Se viajarmos mais alto,
											haverá uma redução maior
na influência da gravidade,
											mas não nos livraremos dela.
											A gravidade é gerada por variações
na curvatura do espaço-tempo
											— as três dimensões
do espaço mais o tempo —
											que se curva em volta de qualquer objeto
que tenha massa.
											A gravidade da Terra chega
à Estação Espacial Internacional,
											a 400 km acima da superfície da Terra
											com quase toda a sua intensidade original.
											Se a estação espacial estivesse parada
no topo duma coluna gigantesca,
											ainda sentiríamos 90%
											da força gravitacional
que sentimos no solo.
											Os astronautas sentem falta de peso
											porque a estação espacial
está sempre a cair na direção da Terra.
											Felizmente, está a orbitar o planeta
tão depressa que nunca chega ao solo.
									","
											Voyager plus haut aurait un impact plus 
important sur l’influence de la gravité,
											mais vous n’y échapperez pas.
											La gravité est générée par les variations
de courbure de l'espace-temps
											les trois dimensions
de l'espace et le temps -
											qui se plie autour de tout objet
qui a une masse.
											La gravité de la Terre atteint
la Station Spatiale Internationale,
											400 kilomètres au-dessus de la Terre,
											avec presque son intensité initiale.
											Si la station spatiale était immobile
au sommet d'une colonne géante,
											vous ressentirez encore 90%
											de la force gravitationnelle
exercée sur le sol.
											Les astronautes ressentent l'apesanteur
											parce que la station spatiale
tombe constamment vers la Terre.
											Heureusement, elle contourne la planète
si vite qu'elle ne touche jamais le sol.
									","
											Daha da yükseğe tırmanmak yer çekiminin
daha çok azalmasına yol açardı,
											ama kaçmaya yetecek kadar değil.
											Yer çekimi uzay-zamanda oluşan
bükülmeler arası fark sonucu oluşur—
											uzayın üç boyutu ve zaman—
											kütlesi olan her nesnenin 
etrafında bükülür.
											Dünya'nın yer çekimi
400 kilometre yükseklikte olan
											Uluslararası Uzay İstasyonu'na
											neredeyse Dünya'daki oranda etki eder.
											Eğer uzay istasyonu devasa bir 
kolonun üzerinde sabit dursaydı,
											yine de yeryüzündeki çekim kuvvetinin
											yüzde doksanını hissederdi.
											Astronotların ağırlıksız 
hissetmesinin sebebi
											uzay istasyonun sürekli Dünya'ya 
düşmesinden kaynaklanır.
											Neyse ki istasyonun yörüngedeki hızı
Dünya'ya düşmemesini sağlıyor.
									","
											Je höher, umso größer ist die Auswirkung
auf die Anziehungskraft,
											entfliehen kann man ihr aber nicht.
											Die Schwerkraft wird durch Schwankungen
in der Krümmung der Raumzeit erzeugt —
											den drei Dimensionen von Raum und Zeit —
											die sich um jedes Objekt mit Masse biegen.
											Die Erdanziehungskraft erreicht
die internationale Raumstation,
											400 km über der Erde,
											mit fast ihrer ursprünglichen Stärke.
											Würde die Raumstation auf der Spitze
einer riesigen Säule stehen,
											würde man dort immernoch 90 %
											der Anziehungskraft spüren,
die auf der Erde herrscht.
											Astronauten erleben
die Schwerelosigkeit nur,
											da die Raumstation
ständig zur Erde hin fällt.
											Glücklicherweise umkreist sie den Planeten
schnell genug und fällt nie auf die Erde.
									",How far would you have to go to escape gravity?,Rene Laufer,4:39,"science,TED-Ed,space,cosmos,universe,Planets,big bang,solar system"
