en,tr,es,de,title,speaker,duration,tags
"
","
","
","
",How I use art to bridge misunderstanding,Adong Judith,5:00,"TED Fellows,activism,theater,art,film,culture,Africa,war"
"
											I'm a writer-director
who tells social-change stories,
											because I believe stories
touch and move us.
											Stories humanize
and teach us to empathize.
											Stories change us.
									","
											Ben bir yazar-yönetmenim ve
sosyal değişim hikâyeleri anlatıyorum.
											Çünkü hikâyelerin içimize
işlediğine inanıyorum.
											Hikâyeler bizleri insanlaştırır
ve bize empati kurmayı öğretir.
											Hikâyeler bizi değiştirir.
									","
											Soy una escritora y directora que cuenta
historias sobre cambios sociales
											porque creo que las historias
tienen alcance y conmueven.
											Las historias humanizan
y nos enseñan a empatizar.
											Las historias nos cambian.
									","
											Ich bin Autorin und Regisseurin,
											die Geschichten über soziale
Veränderung erzählt,
											weil ich glaube, dass Geschichten
uns berühren und bewegen.
											Geschichten vermenschlichen
und lehren uns, einfühlsam zu sein.
											Geschichten verändern uns.
									",How I use art to bridge misunderstanding,Adong Judith,5:00,"TED Fellows,activism,theater,art,film,culture,Africa,war"
"
","
","
","
",How I use art to bridge misunderstanding,Adong Judith,5:00,"TED Fellows,activism,theater,art,film,culture,Africa,war"
"
											When I write and direct plays,
											I'm amplifying voices
of disadvantaged groups,
											I'm fighting the self-censorship
											that has kept many Ugandan artists
away from social, political theater
											since the persecution of artists
by former Ugandan president, Idi Amin.
											And most importantly,
I am breaking the silence
											and provoking meaningful
conversations on taboo issues,
											where often ""Silence is golden""
is the rule of thumb.
											Conversations are important
											because they inform
and challenge our minds to think,
											and change starts with thinking.
									","
											Oyunlarımı yazıp yönetirken
											dezavantajlı grupların seslerini 
duyuruyor ve
											Uganda eski devlet başkanı Idi Amin
											dönemindeki eziyet nedeniyle
sanatçıların kendi kendilerinini
											sansürleyip siyasi ve sosyal arenadan 
uzaklaşması ile mücadele ediyorum.
											Ve en önemlisi sessizliği 
bozuyorum ve
											sükûtun altın sayıldığı birçok
yasaklanmış konuda
											yararlı konuşmaların
doğmasını sağlıyorum.
											Konuşmalar önemlidir,
											çünkü bizi bilgilendirip 
düşünmemiz için bize meydan okur.
											Değişim, düşünmekle başlar.
									","
											Cuando escribo y dirijo obras de teatro
											amplifico las voces
de los grupos desfavorecidos.
											Lucho contra la autocensura
											que ha mantenido a los artistas ugandeses
al margen del teatro político y social
											debido a las persecuciones de artistas
que promovía el expresidente Idi Amin.
											Lo más importante es que
voy rompiendo el silencio
											y genero conversaciones importantes
sobre temas tabúes
											donde por lo general
el ""silencio es la ley"".
											Las conversaciones son importantes
											porque nos informan 
y nos obligan a reflexionar
											y los cambios comienzan con la reflexión.
									","
											Wenn ich Stücke schreibe und Regie führe,
											verstärke ich die Stimmen
benachteiligter Gruppen.
											Ich bekämpfe Selbszensur,
die viele ugandische Künstler
											von sozialem, politischen
Theater fernhielt,
											seit der Verfolgung von Künstlern
											durch den ehemaligen
ugandischen Präsidenten Idi Amin.
											Und am wichtigsten:
Ich breche das Schweigen
											und provoziere bedeutsame Gespräche
											über Tabuthemen, bei denen oft
""Schweigen ist Gold"" die Faustregel ist.
											Gespräche sind wichtig,
											weil sie informieren und unseren Verstand
zum Nachdenken herausfordern,
											und Veränderung beginnt mit Nachdenken.
									",How I use art to bridge misunderstanding,Adong Judith,5:00,"TED Fellows,activism,theater,art,film,culture,Africa,war"
"
","
","
","
",How I use art to bridge misunderstanding,Adong Judith,5:00,"TED Fellows,activism,theater,art,film,culture,Africa,war"
"
											One of my struggles with activism
is its often one-sided nature
											that blinds us to alternative view,
											that numbs our empathy,
											that makes us view those
who see issues differently
											as ignorant, self-hating, brainwashed,
sellout or plain stupid.
											I believe no one is ignorant.
											We are all experts,
only in different fields.
											And this is why, for me, the saying
""stay in your truth"" is misleading.
											Because if you're staying in your truth,
											isn't it logical that the person
you believe is wrong
											is also staying in their truth?
											So, what you have is two extremes
											that shut out all possible
avenues of conversations.
											I create provocative theater and film
to touch, humanize
											and move disagreeing parties
to the conversation table
											to bridge misunderstandings.
											I know that listening to one another
will not magically solve all problems.
											But it will give a chance
to create avenues
											to start to work together to solve
many of humanity's problems.
									","
											Aktivizm ile uyuşamadığım nokta,
çoğu zaman tek taraflı olan doğasının
											bizi diğer görüşe karşı köreltip,
											empati gücümüzü azaltıp,
											görüşleri farklı olanları cahil, kendinden
nefret eden, beyni yıkanmış,
											yozlaşmış ya da aptal olarak
değerlendirmemize neden olmasıdır.
											Ben kimsenin cahil olduğuna
inanmıyorum.
											Her birimizin uzmanlığı var
ama uzman olduğumuz alanlar farklı.
											Bu nedenle ""dediğim dedik, öttürdüğüm
düdük"" demeyi yanıltıcı buluyorum.
											Çünkü eğer sen bildiğini okuyorsan,
											yanlış olduğunu düşündüğün kişinin de
bildiğini okuması
											mantıklı olmaz mı?
											Sonuç olarak elimizde birbiriyle 
tüm iletişim ihtimalini
											ortadan kaldıran iki uç görüş var.
											Ön yargıları aşmak için; etkileyen,
insanlaştıran
											ve karşıt tarafları 
anlaşma masasına çekmeyi amaçlayan
											kışkırtıcı oyun ve filmler yaratıyorum.
											Birbirimizi dinlemenin bir anda tüm
sıkıntıları çözmeyeceğini biliyorum.
											Ancak insanlığın birçok sorununu
çözmek için
											beraber çalışmaya başlayabileceğimiz
bir meydan yaratma şansı verecek.
									","
											Uno de los desafíos del activismo es que 
con frecuencia nos muestra solo una cara
											y no nos deja ver la otra perspectiva,
											lo cual entumece nuestra empatía,
											y percibimos a los que ven las cosas
de una forma distinta
											como ignorantes, llenos de odio,
con el cerebro lavado o estúpidos.
											Creo que nadie es ignorante.
											Todos somos expertos,
solo que en áreas diferentes.
											Por eso pienso que la frase 
""sigue tu verdad"" es engañosa.
											Porque si sigues tu verdad,
											acaso, ¿no crees que esa otra persona
que piensas que está equivocada
											también sigue su propia verdad?
											De modo que lo que tenemos
son dos extremos
											y eso cierra todas las posibles vías que
nos llevan a entablar una conversación.
											Produzco obras de teatro y películas
provocativas que tocan, humanizan
											y llevan a las partes en desacuerdo
a la mesa de conversación
											y así crear un camino al entendimiento.
											Sé que escucharnos los unos a los otros 
no resolverá mágicamente los problemas,
											pero nos brinda oportunidades
para construir caminos
											y comenzar a trabajar juntos para resolver
mucho de los problemas de la humanidad.
									","
											Womit ich bei Aktivismus kämpfe,
ist sein oft einseitiger Charakter,
											der uns blind für
alternative Ansichten macht,
											der unsere Empathie betäubt,
											der uns diejenigen,
die Probleme anders ansehen,
											als ignorant, selbsthassend,
											einer Gehirnwäsche unterzogen, Verräter
oder schlichtweg dumm ansehen lässt.
											Ich glaube, dass niemand ignorant ist.
											Wir sind alle Experten, nur sind wir es
auf unterschiedlichen Gebieten.
											Darum ist für mich das Sprichwort
""Bleibe bei deiner Wahrheit"" irreführend.
											Denn wenn man bei seiner Wahrheit bleibt,
											ist es dann nicht logisch,
dass die Person, die man im Unrecht wähnt,
											auch bei ihrer Wahrheit bleibt?
											Man hat dann zwei Extreme,
											die jegliche Gespräche ausschließen.
											Ich mache provokatives Theather und Film,
um zu berühren, vermenschlichen
											und nicht übereinstimmende Parteien
an den Gesprächstisch zu kriegen,
											um Missverständnisse zu überbrücken.
											Mir ist bewusst, dass einander Zuhören
nicht auf magische Art und Weise
											alle Probleme löst.
											Aber es eröffnet eine Chance,
Wege zu schaffen,
											um gemeinsam an der Lösung
vieler Menschheitsprobleme zu arbeiten.
									",How I use art to bridge misunderstanding,Adong Judith,5:00,"TED Fellows,activism,theater,art,film,culture,Africa,war"
"
","
","
","
",How I use art to bridge misunderstanding,Adong Judith,5:00,"TED Fellows,activism,theater,art,film,culture,Africa,war"
"
											With my first play, ""Silent Voices,""
											based on interviews with victims
of the Northern Uganda war
											between the government
and Joseph Kony's LRA rebel group,
											I brought together victims,
political leaders, religious leaders,
											cultural leaders, the Amnesty Commission
and transitional justice leadership
											for critical conversations on issues
of justice for war crime victims —
											the first of its kind
in the history of Uganda.
											And so many powerful things happened,
											that I can't even
cover them all right now.
											Victims were given the opportunity
to sit at the table
											with Amnesty Commission leadership,
											and they expressed
the big injustice they suffered
											when the Commission ignored them
											and instead facilitated the resettlement
of the war perpetrators.
											And the Amnesty Commission
acknowledged the victims' pain
											and explained the thinking
behind their flawed approaches.
									","
											Joseph Kony'nin Tanrı'nın Direniş
Ordusu ve hukûmet
											arasındaki Kuzey Uganda Savaşı'nın 
kurbanları ile yapılan röportajlardan
											esinlenilmiş olan ilk oyunum
""Silent Voices"" ile kurbanları,
											siyasi, dini ve kültürel liderleri,
											Genel Af Komisyonu'nu 
ve muvakkat adalet öncülüğünü
											savaş suçu kurbanlarının sorunlarıyla
ilgili önemli konuşmalar için
											bir araya getirdim— Uganda tarihinde
türünün tek örneği.
											Ve her birinden şimdi
bahsedemeyeceğim
											birçok çarpıcı olay yaşandı.
											Mağdurlara Af Komisyonu Liderleriyle olan
toplantılara katılma fırsatı verildi
											ve mağdurlar, komisyonun onları 
görmezden gelip
											savaş suçlularının yeniden yerleşimini 
kolaylaştırması nedeniyle
											yaşadıkları büyük haksızlığı
											ifade etme şansı elde ettiler.
											Bunun üzerine Af Komisyonu mağdurların
acılarını teyit ederek
											hatalı yaklaşımlarının ardındaki 
niyeti açıkladı.
									","
											Con mi primera obra de teatro,
""Voces silenciosas"",
											basada en entrevistas con las víctimas
de la guerra del norte de Uganda
											entre el gobierno
y el grupo rebelde de Joseph Kony,
											el Ejército de Resistencia del Señor, LRA,
											logré reunir a las víctimas, a líderes 
políticos, religiosos y culturales,
											la Comisión de Amnistía
y líderes de justicia transitorios
											para llevar a cabo conversaciones críticas
											sobre la justicia
para las víctimas de la guerra:
											la primera de este tipo 
en toda la historia de Uganda.
											Y ocurrieron muchas cosas importantes
											que no podré contarlas todas aquí ahora.
											A las víctimas se les dio
la oportunidad de sentarse a la mesa
											bajo el liderazgo
de la Comisión de Amnistía
											donde expresaron
la gran injusticia que sufrieron
											cuando la comisión los ignoró
											y en su lugar facilitaron la reinserción
de los perpetradores de la guerra.
											Y la Comisión de Amnistía
reconoció el dolor de las víctimas
											y explicó las razones que hubo 
detrás de su actitud fallida.
									","
											Mit meinem ersten Stück ""Silent Voices"",
											basierend auf Interviews
mit Opfern des Nord-Uganda-Kriegs
											zwischen der Regierung
und der Rebellengruppe von Joseph Kony,
											führte ich Opfer, politische,
religiöse und kulturelle Führer,
											die Kommission für Amnesty und
die Führung der Übergangsjustiz zusammen
											für kritische Gespräche zu Fragen der
Gerechtigkeit für Kriegsverbrechensopfer –
											die ersten ihrer Art
in der Geschichte Ugandas.
											Dabei geschahen so viele kraftvolle Dinge,
											dass ich jetzt gar nicht
alle abdecken kann.
											Opfern wurde die Möglichkeit gegeben,
											mit Führern der Amnesty-Kommission
an einen Tisch zu sitzen
											und sie brachten die große Ungerechtigkeit
zum Ausdruck, die sie erlitten,
											als die Kommission sie ignorierte
											und stattdessen die Wiederansiedlung
der Kriegsverbrecher erleichterte.
											Die Amnesty-Kommission
erkannte den Schmerz der Opfer an
											und erklärte die Denkweise hinter
ihren mangelhaften Ansätzen.
									",How I use art to bridge misunderstanding,Adong Judith,5:00,"TED Fellows,activism,theater,art,film,culture,Africa,war"
"
","
","
","
",How I use art to bridge misunderstanding,Adong Judith,5:00,"TED Fellows,activism,theater,art,film,culture,Africa,war"
"
											But one of the things
that has stayed with me
											is when, during my Northern Uganda
tour of the play,
											a man approached me and introduced himself
											as a former rebel soldier of Joseph Kony.
											He told me that he didn't want me to leave
feeling disappointed,
											due to some of what I considered
inappropriate laughter.
											He explained that his
was a laughter of embarrassment
											and a recognition
of his own embarrassment.
											He saw himself in the actors onstage
											and saw the meaninglessness
of his past actions.
											So I say: share your truths.
											Listen to one another's truths.
											You will discover
a more powerfully uniting truth
											in the middle ground.
									","
											Ancak benimle kalan anılardan biri 

											oyunumun Kuzey Uganda turunda 

											bir adamın bana ulaşıp 

											kendini Joseph Kony'nin eski 
askerlerinden biri olarak tanıtmasıydı.
											Bana uygunsuz gülüşmeler nedeniyle 
hayal kırıklığına uğramış
											hissetmememi istediğini söyledi.
											Kendi gülüşünün utançtan
											ve utancının farkındalığından
kaynaklandığını açıkladı.
											Kendini sahnedeki oyuncularda
görüp
											geçmiş hareketlerinin anlamsızlığını
fark etmişti.
											İşte bu yüzden kendi doğrularınızı
paylaşın diyorum.
											Birbirinizin doğrularına kulak verin.
											Orta noktaya ulaştığınızda 
daha güçlü bir birleştiriciliği olan
											yeni doğruyu keşfedeceksiniz.
									","
											Pero uno de los eventos
que más me marcaron
											fue durante la gira de la obra
por el norte de Uganda
											donde un hombre se me acercó y se presentó
											como un antiguo soldado rebelde
de Joseph Kony.
											Me dijo que no quería
que me fuera decepcionada
											porque escuché una risa que se produjo
en un momento inapropiado.
											Me explicó que fue una risa de vergüenza
											por lo avergonzado que se sentía.
											Se había visto reflejado
en los actores de la obra
											y había reconocido las estupideces
de sus acciones pasadas.
											Por eso les digo: compartan sus verdades.
											Escuchen las verdades de la otra parte.
											Descubrirán una verdad más unificadora
											al encontrarse en un punto medio.
									","
											Aber eine Sache,
die mir weiterhin präsent ist,
											ist, dass während meiner
Norduganda-Tour des Stücks
											ein Mann auf mich zukam
											und sich als ehemaliger Rebellensoldat
von Joseph Kony vorstellte.
											Er sagte mir, er wolle nicht,
dass ich enttäuscht gehe
											wegen einigem von mir als
unangebracht betrachteten Lachen.
											Er erklärte mir, sein Lachen
entstamme Verlegenheit
											und der Anerkennung
seiner eigenen Verlegenheit.
											Er sah sich selbst
in den Schauspielern auf der Bühne
											und sah die Bedeutungslosigkeit
seiner früheren Taten.
											Also sage ich: teilen Sie Ihre Wahrheiten.
											Hören Sie den Wahrheiten anderer zu.
											Sie werden eine stärkere
verbindende Wahrheit
											auf dem Mittelweg finden.
									",How I use art to bridge misunderstanding,Adong Judith,5:00,"TED Fellows,activism,theater,art,film,culture,Africa,war"
