en,es,pt,fr,title,speaker,duration,tags
"
","
","
","
",How to keep human bias out of AI,Kriti Sharma,12:10,"AI,machine learning,technology,diversity,programming,algorithm,software,social change,TEDx,computers,inequality,product design,code,activism"
"
											How many decisions
have been made about you today,
											or this week or this year,
											by artificial intelligence?
											I build AI for a living
											so, full disclosure, I'm kind of a nerd.
											And because I'm kind of a nerd,
											wherever some new news story comes out
											about artificial intelligence
stealing all our jobs,
											or robots getting citizenship
of an actual country,
											I'm the person my friends
and followers message
											freaking out about the future.
									","
											¿Cuántas decisiones sobre Uds. 
han sido tomadas hoy,
											o esta semana, o este año,
											por la inteligencia artificial?
											Me gano la vida construyendo IA,
											así que, revelación total, 
soy una especie de nerda.
											Y como lo soy,
											cada vez que sale una noticia
											sobre la inteligencia artificial 
que nos roba nuestros trabajos
											o sobre robots que obtienen
la ciudadanía de un país real,
											yo soy a quien mis amigos
y mis seguidores le mandan mensajes
											asustados por el futuro.
									","
											Quantas decisões
foram tomadas sobre vocês, hoje,
											ou esta semana ou este ano,
											pela inteligência artificial?
											O meu trabalho é construir IA
											por isso, reconheço, sou meia ""nerd"".
											E como sou um bocado ""nerd"",
											quando saem notícias, seja onde for,
											sobre a inteligência artificial
a roubar-nos todos os empregos,
											ou robôs a terem cidadania de um país,
											eu sou a pessoa a quem
os meus amigos enviam mensagens
											preocupados com o futuro.
									","
											Combien de décisions ont été
prises sur vous aujourd'hui,
											cette semaine ou cette année,
											par intelligence artificielle ?
											Je gagne ma vie grâce à l'IA
											alors, spoiler, je suis un peu une geek.
											Et parce que je suis un peu une geek,
											chaque fois qu'il y a un nouvel article
											sur comment l'intelligence 
artificielle vole nos emplois,
											ou sur les robots obtenant 
la citoyenneté dans un pays,
											Je suis celle à qui mes amis et 
abonnés envoient un message
											paniqués par l'avenir.
									",How to keep human bias out of AI,Kriti Sharma,12:10,"AI,machine learning,technology,diversity,programming,algorithm,software,social change,TEDx,computers,inequality,product design,code,activism"
"
","
","
","
",How to keep human bias out of AI,Kriti Sharma,12:10,"AI,machine learning,technology,diversity,programming,algorithm,software,social change,TEDx,computers,inequality,product design,code,activism"
"
											We see this everywhere.
											This media panic that
our robot overlords are taking over.
											We could blame Hollywood for that.
											But in reality, that's not the problem
we should be focusing on.
											There is a more pressing danger,
a bigger risk with AI,
											that we need to fix first.
											So we are back to this question:
											How many decisions
have been made about you today by AI?
											And how many of these
											were based on your gender,
your race or your background?
									","
											Lo vemos en todas partes:
											este pánico mediático en el que 
nuestros amos robots toman el control.
											Podríamos culpar de eso a Hollywood.
											Pero en realidad, ese no es el problema 
en el que nos debemos concentrar.
											Con la IA existe un problema 
más urgente, un riesgo mayor
											que debemos resolver primero.
											Así que volvamos a esta pregunta:
											¿Cuántas decisiones sobre Uds.
fueron tomadas hoy mediante la IA?
											Y cuántas de estas
											se han basado en su sexo,
su raza o su origen?
									","
											Vemos isto em todo o lado.
											Este pânico mediático de que
os soberanos robôs estão a dominar.
											podíamos culpar Hollywood por isso.
											Mas na verdade, não é esse o problema
sobre o qual nos devemos focar.
											Há um perigo mais eminente,
um maior risco com a IA,
											que precisamos de resolver primeiro.
											Voltamos a esta questão:
											Quantas decisões foram
tomadas hoje sobre vocês, pela IA?
											Quantas delas
											se basearam no vosso género,
raça ou origens?
									","
											Nous voyons ça partout.
											Cette peur des médias que 
les robots nous dominent.
											Nous pourrions blâmer Hollywood pour ça.
											Mais ce n'est pas le problème sur lequel 
nous devrions nous concentrer.
											Il y a un danger plus pressant,
un plus grand risque avec l'IA,
											que nous devons résoudre d'abord.
											Nous revenons donc à cette question :
											Combien de décisions ont été prises
sur vous aujourd'hui par l'IA ?
											Et combien de ces décisions
											étaient basées sur votre sexe,
votre origine ou votre milieu ?
									",How to keep human bias out of AI,Kriti Sharma,12:10,"AI,machine learning,technology,diversity,programming,algorithm,software,social change,TEDx,computers,inequality,product design,code,activism"
"
","
","
","
",How to keep human bias out of AI,Kriti Sharma,12:10,"AI,machine learning,technology,diversity,programming,algorithm,software,social change,TEDx,computers,inequality,product design,code,activism"
"
											Algorithms are being used all the time
											to make decisions about who we are
and what we want.
											Some of the women in this room
will know what I'm talking about
											if you've been made to sit through
those pregnancy test adverts on YouTube
											like 1,000 times.
											Or you've scrolled past adverts
of fertility clinics
											on your Facebook feed.
											Or in my case, Indian marriage bureaus.
									","
											Los algoritmos se usan todo el tiempo
											para tomar decisiones sobre 
quiénes somos y qué queremos.
											Algunas de las mujeres en esta sala
saben de lo que hablo
											si han sido expuestas a esos avisos
sobre pruebas de embarazo en YouTube
											como unas 1000 veces.
											O han visto avisos pasados 
sobre clínicas de fertilidad
											en su página de Facebook.
											O, en mi caso, oficinas
indias de matrimonio.
									","
											Os algoritmos estão sempre a ser usados
											para decidirem
quem somos e o que queremos.
											Algumas das mulheres nesta sala
saberão do que estou a falar
											se vos obrigaram a ver aqueles anúncios
de testes de gravidez, no YouTube,
											umas 1000 vezes.
											Ou se já passaram por anúncios
de clínicas de fertilidade
											na vossa página do Facebook.
											Ou, no meu caso, agências
indianas de casamento.
									","
											Les algorithmes sont 
utilisés tout le temps
											pour décider de qui nous sommes
et ce que nous voulons.
											Quelques femmes dans cette salle
savent de quoi je parle
											si vous avez vu passer des pubs pour 
des tests de grossesse sur Youtube
											environ 1 000 fois.
											Ou vous avez vu des annonces
pour des cliniques de fertilité
											sur votre mur Facebook.
											Ou comme moi, des agences 
de mariage indiennes.
									",How to keep human bias out of AI,Kriti Sharma,12:10,"AI,machine learning,technology,diversity,programming,algorithm,software,social change,TEDx,computers,inequality,product design,code,activism"
"
","
","
","
",How to keep human bias out of AI,Kriti Sharma,12:10,"AI,machine learning,technology,diversity,programming,algorithm,software,social change,TEDx,computers,inequality,product design,code,activism"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Rires)
									",How to keep human bias out of AI,Kriti Sharma,12:10,"AI,machine learning,technology,diversity,programming,algorithm,software,social change,TEDx,computers,inequality,product design,code,activism"
"
","
","
","
",How to keep human bias out of AI,Kriti Sharma,12:10,"AI,machine learning,technology,diversity,programming,algorithm,software,social change,TEDx,computers,inequality,product design,code,activism"
"
											But AI isn't just being used
to make decisions
											about what products we want to buy
											or which show we want to binge watch next.
											I wonder how you'd feel about someone
who thought things like this:
											""A black or Latino person
											is less likely than a white person
to pay off their loan on time.""
											""A person called John
makes a better programmer
											than a person called Mary.""
											""A black man is more likely to be
a repeat offender than a white man.""
											You're probably thinking,
											""Wow, that sounds like a pretty sexist,
racist person,"" right?
											These are some real decisions
that AI has made very recently,
											based on the biases
it has learned from us,
											from the humans.
											AI is being used to help decide
whether or not you get that job interview;
											how much you pay for your car insurance;
											how good your credit score is;
											and even what rating you get
in your annual performance review.
											But these decisions
are all being filtered through
											its assumptions about our identity,
our race, our gender, our age.
											How is that happening?
									","
											Pero la IA no solo se usa
para tomar decisiones
											sobre los productos que queremos comprar
											o el próximo programa de televisión
que queremos ver.
											Me pregunto qué sentirían ante alguien 
que piensa cosas como esta:
											""Una persona negra o latina
											tiene menos probabilidad 
de saldar a tiempo un préstamo
											que una persona blanca"".
											""Una persona llamada Juan
es un mejor programador
											que una persona llamada María"".
											""Es más probable que una persona negra
sea reincidente que una persona blanca"".
											Probablemente piensen:
											""Oh, eso suena como una persona 
bastante sexista y racista"", ¿no?
											Estas son algunas de las decisiones reales
que ha tomado la IA muy recientemente,
											basada en los prejuicios
que ha aprendido de nosotros,
											de los humanos.
											La IA se usa para ayudar a decidir
si reciben o no esa entrevista de trabajo,
											cuánto pagan por el seguro del auto,
											cuán bueno es su historial de crédito,
											e incluso qué calificación reciben
en su revisión anual de desempeño.
											Pero estas decisiones se filtran a través
											de sus supuestos sobre nuestra identidad,
nuestra raza, nuestro sexo, nuestra edad.
											¿Cómo ocurre eso?
									","
											Mas a IA não está a ser usada
só para tomar decisões
											sobre quais os produtos
que queremos comprar
											ou que programa queremos ver de seguida.
											Pergunto-me o que sentiriam sobre alguém
que pensasse coisas como estas:
											""Uma pessoa negra ou latina
											""tem menos probabilidade de pagar
atempadamente um empréstimo.""
											""Uma pessoa chamada João
											""é melhor programador
do que uma pessoa chamada Maria.""
											""É mais provável que um negro
repita um crime, do que um branco.""
											Devem estar a pensar,
											""Uau, isso parece uma pessoa
muito sexista, racista,"" certo?
											Estas são algumas decisões reais
que a IA tem tomado, muito recentemente,
											baseadas em preconceitos
que aprendeu connosco,
											com os seres humanos.
											A IA tem sido usada para ajudar a decidir
se vamos ou não à entrevista de emprego;
											quanto pagamos pelo seguro automóvel;
											quão boa é a nossa avaliação de crédito;
											e até a classificação que recebemos
											na análise do nosso desempenho anual.
											Mas estas decisões
estão todas a ser filtradas
											com base nas suposições sobre a nossa
identidade, raça, género, idade.
											Como é que isso está a acontecer?
									","
											Mais l'IA n'est pas juste utilisée
pour prendre des décisions
											sur les produits que nous consommons
											ou indiquer ce que nous 
voulons binge watcher.
											Que penseriez-vous de 
quelqu'un qui penserait :
											« Il y a moins de chances qu'une personne
											noire ou latino rembourse son prêt à temps
par rapport à une personne blanche. »
											«John est un meilleur programmeur
											que Mary. »
											« Un homme noir est plus susceptible 
de récidiver qu'un homme blanc. »
											Vous pensez probablement :
											« Waouh, cette personne est
sexiste et raciste, » n'est-ce pas ?
											Pourtant ce sont des décisions que 
des IA ont prises très récemment,
											basées sur les biais 
qu'elle a appris de nous,
											des humains.
											L'IA est utilisée pour décider de 
si vous obtenez cet entretien d'embauche,
											de combien vous payez 
votre assurance auto,
											de votre cote de solvabilité,
											et même de l'appréciation de 
votre performance annuelle.
											Mais ces décisions sont prises en faisant
											des hypothèses basées sur notre nom,
notre ethnie, notre sexe et notre âge.
											Comment ça se passe?

									",How to keep human bias out of AI,Kriti Sharma,12:10,"AI,machine learning,technology,diversity,programming,algorithm,software,social change,TEDx,computers,inequality,product design,code,activism"
