es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",Militant atheism,Richard Dawkins,29:10,"God,atheism,culture,religion,science"
"
											Esta espléndida pieza, la música de apertura,
											¨La marcha de los elefantes¨ de Aida, es la música que he escogido para mi funeral.
											(Risas)
											Y pueden ver porqué. Es triunfalista.
											Sentiría — No sentiré nada, pero si pudiera,
											me sentiría triunfante por el solo hecho de haber vivido,
											y haber vivido en este espléndido planeta,
											y por haber tenido la oportunidad de entender
											algo del porqué estaba aquí, para empezar, sin haber existido antes.
									","
											Bu muhteşem parça, bu giriş müziği —
											Aida'dan ""The Elephant March"" -cenazem için seçtiğim parça-
											(Kahkahalar)
											— nedenini anlayabilirsiniz. Zafer dolu.
											Öldüğümde hiçbir şey hissetmeyeceğim, fakat hissedebilecek olsaydım
											zafer kazanmış gibi hissederdim— sadece yaşayabildiğim
											ve bu muheşem gezegende yaşamış olduğum için
											ve buralardan gitmeden önce, en başta
											burada olma nedenime dair bir şeyleri anlayacak kadar şanslı olduğum için.
									","
											Cet air sublime, la musique d'arrivée,
											""La Marche des Eléphants"" (sic) d'Aida, est le morceau que j'ai choisi pour mes obsèques,
											(Rires)
											et vous pouvez comprendre pourquoi. Elle est triomphale.
											Je vais... Je ne sentirai rien, mais si je le pouvais,
											j'aurais un sentiment de triomphe d'avoir tout simplement vécu
											d'avoir vécu sur cette sublime planète,
											et d'avoir eu la possibilité de comprendre
											en partie pourquoi je me suis trouvé ici avant de ne plus m'y trouver.
									","
											Diese herrliche Musik, die Eingangsmusik —
											""Der Elefantenmarsch"" aus Aida — ist die Musik, die ich für meine Beerdigung ausgewählt habe.
											(Gelächter)
											— und Sie können erkennen warum. Sie ist triumphal.
											Ich werde — Ich werde nichts fühlen, aber wenn ich könnte,
											würde ich mich triumphal fühlen, überhaupt gelebt zu haben,
											und auf diesem herrlichen Planeten gelebt zu haben,
											und dass mir die Gelegenheit gegeben wurde, etwas davon zu begreifen,
											warum ich überhaupt hier gewesen bin, bevor ich nicht hier war.
									",Militant atheism,Richard Dawkins,29:10,"God,atheism,culture,religion,science"
"
","
","
","
",Militant atheism,Richard Dawkins,29:10,"God,atheism,culture,religion,science"
"
											¿Pueden entender mi peculiar acento inglés?
											Como el resto de ustedes, ayer estuve hipnotizado durante la sesión de fauna.
											Robert Full, Frans Lanting y otros...
											la belleza de las cosas que nos mostraron.
											Lo único ligeramente irritante fue cuando Jeffrey Katzenberg habló sobre el mustang (caballo salvaje).
											«Las criaturas más esplendidas que Dios puso sobre la faz de la tierra».
											Ahora, por supuesto, sabemos que no era exactamente lo que él quiso decir...
											pero en este país en estos momentos, no se puede ser demasiado cauteloso
											(Risas)
									","
											Tuhaf İngiliz aksanımı anlayabiliyor musunuz?
											Herkes gibi ben de hayvanlarla ilgili dünkü bölümden çok etkilendim.
											Robert Full, Frans Lanting ve diğerlerinin
											gösterdikleri şeylerin o güzelliği!
											Bana ters gelen tek şey Jeffrey Katzenberg'in 'mustang'lerden bahsederken
											""Tanrının bu dünyada yarattığı en muhteşem yaratıklar"" demesiydi.
											Elbette biz onun gerçekten bunu kastetmediğini biliyoruz,
											fakat bu ülkede ve bu zamanda ne kadar dikkatli olsanız azdır.
											(Kahkahalar)
									","
											Pouvez vous comprendre mon pittoresque accent anglais ?
											Comme tout le monde, j'ai été fasciné par la séance sur les animaux hier.
											Robert Full, Frans Lanting et d'autres,
											la beauté de ce qu'ils ont montré.
											La seule légère dissonance a eu lieu quand Jeffrey Katzenberg a dit du mustang,
											""la plus belle des créatures que Dieu ait mise sur Terre""
											Alors bien sûr, nous savons qu'il ne voulait pas vraiment dire ça,
											mais dans ce pays, en ce moment, on n'est jamais trop prudent.
											(Rires)
									","
											Können Sie meinen altmodischen Englischen Akzent verstehen?
											Wie jeder andere war ich gestern von der Tiersitzung hingerissen.
											Robert Full und Frans Lanting und andere —
											die Schönheit der Dinge, die sie zeigten.
											Die einzige leicht misstönende Anmerkung war, als Jeffrey Katzenberg über den Mustang sagte,
											er sei ""das herrlichste Wesen, das Gott auf seine Erde gebracht hat.""
											Nun, natürlich wissen wir, dass er das nicht wirklich so gemeint hat,
											aber in diesem Land kann man zur Zeit nicht vorsichtig genug sein.
											(Gelächter)
									",Militant atheism,Richard Dawkins,29:10,"God,atheism,culture,religion,science"
"
","
","
","
",Militant atheism,Richard Dawkins,29:10,"God,atheism,culture,religion,science"
"
											Soy un biólogo, y el teorema central de nuestra materia: la teoría del diseño,
											la teoría de Darwin de la evolución por selección natural.
											En el ámbito profesional en cualquier lugar es, por supuesto, universalmente aceptada.
											En ámbitos no profesionales fuera de Estados Unidos, es ampliamente ignorada.
											Pero en ámbitos no profesionales dentro de Estados Unidos
											provoca tanta hostilidad -
											(Risas)
											- que sería justo decir que los biólogos estadunidenses se encuentran en estado de guerra.
											La guerra es tan preocupante en el presente,
											originando demandas en una Estado tras otro,
											que sentí que tenía que decir algo al respecto.
									","
											Ben bir biyologum, ve ilgi alanımızın temel teoremi: tasarım teorisi,
											ve Darwin'in doğal seçilimle evrim teorisi.
											Bu, tabii ki tüm profesyonel çevrelerde herkesçe kabul görmüş bir teorem.
											Amerika dışındaki profesyonel olmayan çevrelerde, büyük oranda yok sayılmakta.
											Amerika'daki profesyonel olmayan çevrelerde ise
											o denli düşmanlık uyandırmakta ki —
											(Kahkahalar)
											— bu yüzden, Amerikalı biyologlar bir savaşın içindeler, dersek haksızlık etmiş olmayız.
											Bu savaş şu sıralar o kadar endişe verici ki,
											her eyalette davalar birbirini takip ederken
											kendimi bu konuda bir şeyler söylemek zorunda hissettim.
									","
											Je suis biologiste, et le théorème central de notre discipline : la théorie de la création,
											la théorie de l'évolution de Darwin via la sélection naturelle.
											Partout dans les milieux professionnels, elle est acceptée universellement.
											Dans les milieux non professionnels en dehors des Etats-Unis, elle est largement inconnue.
											Par contre dans les milieux non professionnels aux Etats-Unis,
											elle soulève tellement d'hostilité,
											(Rires)
											qu'il est raisonnable de dire que les biologistes américains sont en guerre.
											La guerre est si préoccupante actuellement,
											des procès surgissant dans un état après l'autre,
											que j'ai pensé que j'avais quelque chose à dire à ce sujet.
									","
											Ich bin Biologe und der Hauptlehrsatz unseres Fachs ist: Die Theorie des Designs,
											Darwins Theorie der Evolution durch natürliche Auslese.
											Überall in Expertenkreisen ist sie natürlich allgemein akzeptiert.
											In Nicht-Expertenkreisen außerhalb Amerikas wird sie größtenteils ignoriert.
											Aber in Nicht-Expertenkreisen innerhalb Amerikas,
											entfacht sie so viel Feindschaft —
											(Gelächter)
											— dass man sagen kann, die amerikanischen Biologen befänden sich im Kriegszustand.
											Dieser Krieg ist zur Zeit so beunruhigend,
											mit Gerichtsverfahren, die in einem Bundesstaat nach dem anderen auftreten,
											dass ich meinte, dass ich etwas dazu sagen müsste.
									",Militant atheism,Richard Dawkins,29:10,"God,atheism,culture,religion,science"
"
","
","
","
",Militant atheism,Richard Dawkins,29:10,"God,atheism,culture,religion,science"
"
											Si quieren saber lo que yo tengo que decir acerca del darwinismo,
											me temo que vais a tener que leer mis libros,
											que no encontrarán en la librería de afuera.
											(Risas)
											Juicios recientes...
											a menudo incorporan una supuesta nueva versión del creacionismo.
											llamada diseño inteligente o DI.
											No se dejen engañar. No hay nada nuevo con respecto al DI.
											Es simplemente creacionismo bajo otro nombre.
											Rebautizado — elegí esta palabra deliberadamente —
											(Risas)
											por razones tácticas y políticas.
									","
											Darwinizm hakkında söyleyeceklerimi merak ediyorsanız
											korkarım yazmış olduğum kitaplara bakmanız gerekecek —
											— bu kitapları dışarıdaki kitapçıda bulmayacaksınız.
											(Kahkahalar)
											Güncel dava konuları
											genellikle yaratılışçılığın sözde yeni versiyonu olan
											Akıllı Tasarım -yani A.T.- hakkında.
											Sakın kanmayın. A.T. yeni birşey değil.
											Sadece yaratılışçılığın başka bir isimle ifadesi.
											Yaratılışçılığın yeniden vaftiz edilmiş hali — bu sözü özenle seçtim —
											(Kahkahalar)
											politik ve taktik nedenler yüzünden.
									","
											Si vous voulez savoir ce que j'ai à dire à propos du Darwinisme à proprement parler,
											j'ai bien peur que vous deviez aller voir mes livres,
											que vous ne trouverez pas dans la librairie dehors.
											(Rires)
											Les procès récents
											concernent souvent une soi-disant nouvelle version du créationnisme,
											appelée le dessein intelligent, ou DI.
											Ne soyez pas dupe. Il n'y a rien de neuf dans le DI.
											C'est juste du créationnisme sous un autre nom
											Rebaptisé, et je choisis ce mot délibérément,
											(Rires)
											pour des raisons stratégiques et politiques.
									","
											Falls Sie wissen möchten, was ich über den Darwinismus selbst zu sagen habe,
											befürchte ich, dass sie einen Blick in meine Bücher werfen müssen,
											die Sie im Buchladen draußen nicht finden werden.
											(Gelächter)
											Gegenwärtige Gerichtsverfahren
											behandeln häufig eine angeblich neue Form des Kreationismus,
											genannt Intelligentes Design bzw. ID.
											Lassen Sie sich nicht täuschen. ID ist nichts neues.
											Es ist nur Kreationismus unter anderem Namen.
											Umgetauft — ich habe dieses Wort mit Bedacht gewählt —
											(Gelächter)
											— aus taktischen, politischen Gründen.
									",Militant atheism,Richard Dawkins,29:10,"God,atheism,culture,religion,science"
"
","
","
","
",Militant atheism,Richard Dawkins,29:10,"God,atheism,culture,religion,science"
"
											Los argumentos de los presuntos teóricos del DI
											son los mismos viejos argumentos que han sido refutados una y otra vez,
											desde Darwin hasta el presente.
											Hay un efectivo grupo de presión por la evolución
											coordinando la lucha en nombre de la ciencia,
											y trato de hacer todo lo que puedo para ayudarlos,
											pero les molesta mucho cuando personas como yo se atreven a mencionar..
											..que da la casualidad que somos ateos a la vez que evolucionistas.
											Consideran que estamos creando problemas, y pueden entender porqué.
											Ya que los creacionistas carecen de todo argumento científico coherente para su causa
											..recurren a la fobia popular en contra del ateísmo,
											«enseñen evolución a sus hijos en la clase de biología
											y ellos pronto caerán en la drogadicción, hurto mayor y perversión sexual».
											(Risas)
									","
											Sözde A.T. teorisyenlerinin iddiaları,
											Darwin'den bu yana tekrar tekrar
											çürütülmüş olan aynı eski iddialardır.
											Bilim adına savaş veren
											etkili bir evrim lobisi mevcut ve
											ben onlara yardım etmek için elimden geleni yapmaya çalışıyorum.
											Fakat onlar, benim gibi hem evrimci hem de ateist olduğunu
											söylemeye cesaret edebilen insanlardan huzursuz oluyorlar.
											İşlerine çomak soktuğumuzu düşünüyorlar, ve neden böyle düşündüklerini de anlamak zor değil:
											Görüşlerini tutarlı herhangi bir bilimsel argümanla savunamayan yaratılışçılar,
											ateizme karşı yaygın olarak duyulan korkunun arkasına sığınıyor.
											""Çocuklarınıza fen derslerinde evrim teorisini öğretirseniz
											ilerde uyuşturuya, hırsızlığa ve cinsel sapkınlığa yönelirler"".
											(Kahkahalar)
									","
											Les arguments des prétendus théoriciens du DI
											sont les mêmes vieux arguments qui ont été réfuté encore et encore,
											depuis Darwin jusqu'à nos jours.
											Il existe un lobby de l'évolution très efficace
											qui coordonne la lutte au nom de la science,
											et je tente de faire tout mon possible pour les aider,
											mais ils s'énervent quand des gens comme moi osent mentionner
											que nous sommes athées autant qu'évolutionnistes.
											Pour eux nous jouons les trouble-fêtes, et vous pouvez comprendre pourquoi.
											Les créationnistes n'ayant pas le moindre argument scientifique cohérent pour défendre leur position
											se rabattent sur la phobie populaire envers l'athéisme.
											Enseignez l'évolution à vos enfants en cours de biologie,
											et ils se tourneront bientôt vers la drogue, le grand banditisme et la sexualité précoce.
											(Rires)
									","
											Die Argumente der sogenannten ID Theoretiker
											sind die gleichen alten Argumente die immer und immer wieder widerlegt wurden,
											seit Darwins Zeiten bis zum heutigen Tag.
											Es exisitert eine effiziente Evolutionslobby,
											die den Kampf im Namen der Wissenschaft koordiniert,
											und ich versuche alles was ich kann um ihnen zu helfen,
											aber sie regen sich auf, wenn Leute wie ich es zu erwähnen wagen,
											dass wir sowohl Atheisten als auch Evolutionisten sind.
											Sie sehen uns als Unruhestifter und Sie können verstehen warum.
											Kreationisten, denen jeglicher schlüssige, wissenschaftliche Beweis für ihre Behauptungen fehlt,
											greifen auf die populäre Phobie gegen Atheisten zurück.
											Lehre Deine Kinder Evolution im Biologieunterricht
											und sie werden bald Drogen, schwerem Diebstahl und sexueller Preversion (sic!) verfallen.
											(Gelächter)
									",Militant atheism,Richard Dawkins,29:10,"God,atheism,culture,religion,science"
