en,es,fr,de,pt,title,speaker,duration,tags
"
","
","
","
","
",The simple power of hand-washing,Myriam Sidibe,11:41,"children,global issues,health,public health,sanitation"
"
											So imagine that a plane is about to crash
											with 250 children and babies,
											and if you knew how to stop that, would you?
									","
											Imaginen que un avión 
está a punto de estrellarse
											con 250 niños y bebés;
											si supieran cómo evitarlo, ¿lo harían?
									","
											Imaginez qu'un avion soit 
sur le point de s'écraser
											avec 250 enfants et bébés,
											si vous saviez comment empêcher ça,
le feriez-vous ?
									","
											Stellen Sie sich vor,
											ein Flugzeug mit 250 Kindern und Babys 
an Bord würde abstürzen
											und Sie könnten das verhindern, 
würden Sie es tun?
									","
											Imaginem que há um avião 
prestes a despenhar-se
											com 250 crianças e bebés a bordo.
											Se soubessem como impedir isso, fá-lo-iam?
									",The simple power of hand-washing,Myriam Sidibe,11:41,"children,global issues,health,public health,sanitation"
"
","
","
","
","
",The simple power of hand-washing,Myriam Sidibe,11:41,"children,global issues,health,public health,sanitation"
"
											Now imagine
											that 60 planes full of babies under five
											crash every single day.
											That's the number of kids
											that never make it to their fifth birthday.
											6.6 million children
											never make it to their fifth birthday.
									","
											Ahora imaginen
											que 60 aviones llenos de bebés 
menores de 5 años
											se estrellan todos los días.
											Ese es la cantidad de niños
											que nunca llegarán 
a su quinto cumpleaños.
											6,6 millones de niños
											no llegan a su quinto cumpleaños.
									","
											Maintenant imaginez
											que 60 avions remplis de bébés
de moins de 5 ans
											s'écrasent chaque jour.
											C'est le nombre d'enfants
											qui meurent avant 
leur 5ème anniversaire.
											6,6 millions d'enfants
											n'atteignent jamais l'âge de 5 ans.
									","
											Nun stellen Sie sich vor,
											dass täglich 60 Flugzeuge voller 
Kleinkinder unter fünf abstürzen.
											Das ist nämlich die Anzahl der Kinder,
											die niemals ihren 
5. Geburtstag erleben werden.
											6,6 Millionen Kinder
erleben niemals ihren 5. Geburtstag.
									","
											Agora imaginem
											haver 60 aviões, cheios de bebés 
com menos de cinco anos
											a despenharem-se todos os dias.
											É este o número de crianças
											que nunca chegam a fazer cinco anos.
											São 6,6 milhões de crianças
											que nunca chegam a fazer cinco anos.
									",The simple power of hand-washing,Myriam Sidibe,11:41,"children,global issues,health,public health,sanitation"
"
","
","
","
","
",The simple power of hand-washing,Myriam Sidibe,11:41,"children,global issues,health,public health,sanitation"
"
											Most of these deaths are preventable,
											and that doesn't just make me sad,
											it makes me angry,
											and it makes me determined.
											Diarrhea and pneumonia
											are among the top two killers
											of children under five,
											and what we can do to prevent these diseases
											isn't some smart,
											new technological innovations.
											It's one of the world's oldest inventions:
											a bar of soap.
											Washing hands with soap,
											a habit we all take for granted,
											can reduce diarrhea by half,
											can reduce respiratory infections by one third.
											Handwashing with soap
											can have an impact
											on reducing flu, trachoma, SARS,
											and most recently in the case of cholera
											and Ebola outbreak,
											one of the key interventions
											is handwashing with soap.
											Handwashing with soap keeps kids in school.
											It stops babies from dying.
											Handwashing with soap
											is one of the most cost-effective
											ways of saving children's lives.
											It can save over 600,000 children every year.
											That's the equivalent of stopping
											10 jumbo jets
											full of babies and children
											from crashing every single day.
											I think you'll agree with me that that's a pretty
											useful public health intervention.
									","
											La mayoría de estas muertes 
se pueden prevenir
											y eso no solo me entristece,
											me enoja muchísimo,
											y hace que esté más determinada.
											La diarrea y la neumonía
											están entre las dos primeras 
causas de muerte
											en niños menores de 5 años,
											y lo que podemos hacer 
para prevenir estas enfermedades
											no es una innovación tecnológica
											nueva y brillante.
											Es uno de los inventos 
más antiguos del mundo:
											la barra de jabón.
											Lavarnos las manos con jabón,
											un hábito que damos por hecho,
											puede reducir a la mitad 
los casos de diarrea,
											y en un tercio 
las infecciones respiratorias.
											Lavarnos las manos con jabón
											puede tener un impacto
											en la reducción de la gripe, 
el tracoma, el SARS,
											y más recientemente, los casos de cólera
											y los brotes de ébola,
											y una de las soluciones claves
											es el lavado de manos con jabón.
											El lavado de manos con jabón 
mantiene a los niños en las escuelas,
											previene las muertes de bebés.
											El lavado de manos con jabón
											es una de las formas más efectivas 
y económicas
											de salvar la vida de los niños.
											Puede salvar más de 600 000 niños
todos los años.
											Eso es equivalente a ayudar evitar
											que 10 jets jumbo
											llenos de bebés y niños
											se estrellen todos los días.
											Creo que estarán de acuerdo
											que es una intervención 
de salud pública muy útil.
									","
											La plupart de ces morts
peuvent être évitées,
											et ça non seulement ça m'attriste,
											ça me met en colère,
											et ça me rend déterminée.
											La diarrhée et la pneumonie
											sont les deux premières 
causes de mortalité
											chez les enfants de moins de 5 ans,
											et ce que nous pouvons faire
pour prévenir ces maladies,
											n'est pas quelque chose de génial,
											une innovation technologique.
											C'est l'une des inventions
											les plus vieilles du monde
											un savon en barre.
											Se laver les mains avec du savon,
											une habitude que l'on considère 
tous comme acquise,
											peut réduire les diarrhées de moitié,
											peut réduire les infections 
respiratoires d'un tiers.
											Se laver les mains avec du savon,
											peut avoir un impact
											pour réduire la grippe, le trachome, 
le SRAS,
											et plus récemment dans le cas 
des épidémies de choléra et d'Ebola,
											Une des interventions-clés
											est de se laver les mains avec du savon
											Se laver les mains permet 
de garder les enfants à l'école.
											Ça met un terme au décès des bébés.
											Se laver les mains
											est une des manières les plus rentables
											de sauver des vies d'enfants.
											Ça peut sauver jusqu'à 
600 000 enfants par an.
											C'est l'équivalent d'empêcher
											10 avions gros porteurs
											pleins de bébés et d'enfants
											de s'écraser chaque jour.
											Je pense que vous serez tous d'accord
											que c'est plutôt une intervention utile
de la santé publique
									","
											Die meisten dieser Tode sind vermeidbar,
und das macht mich nicht nur traurig,
											es macht mich wütend und
entschlossen etwas zu unternehmen.
											Durchfall und Lungenentzündung
sind bei Kindern unter 5
											die zwei Haupttodesursachen.
											Wie wir diese Krankheiten 
vermeiden können,
											hat nichts mit neuen, intelligenten
Technologien zu tun.
											Es ist eine der ältesten Erfindungen
der Welt: ein Stück Seife.
											Händewaschen mit Seife, 
eine Sitte,
											die wir für selbstverständlich halten,
											kann Durchfall zur Hälfte
											und Atemwegserkrankungen zu
einem Drittel reduzieren.
											Händewaschen mit Seife
											kann Grippe, Bindehautentzündung
und SARS reduzieren.
											Beim kürzlichen Cholera-
und Ebola-Ausbruch
											ist das Händewaschen mit Seife
eine der wichtigsten Maßnahmen.
											Durch Händewaschen mit Seife 
können Kinder in der Schule bleiben.
											Babys sterben nicht mehr.
											Händewaschen mit Seife
											ist eine der kosteneffektivsten 
Wege Kinderleben zu schützen.

											Es kann jedes Jahr 
mehr als 600.000 Kinder retten.
											Das Äquivalent dazu wäre,
											10 Jumbojets voll besetzt
											mit Babys und Kindern
											an jedem einzelnen Tag
vorm Absturz zu bewahren.
											Sie werden mir sicher zustimmen,
											dass es eine ziemlich nützliche
öffentliche Gesundheitsmaßnahme ist.
									","
											A maior parte destas mortes são evitáveis,
											e isso não só me faz ficar triste,
											mas sobretudo zangada,
											e faz com que eu fique determinada.
											A diarreia e a pneumonia
											são as duas doenças que mais matam
											as crianças com menos de cinco anos.
											O que podemos fazer 
para evitar estas doenças
											não é nenhuma inovação 
tecnológica sofisticada.
											É uma das invenções mais velhas do mundo:
											uma barra de sabão.
											Lavar as mãos com sabão,
											um hábito que, para nós, é normal,
											pode reduzir a diarreia para metade,
											pode reduzir as infeções 
respiratórias num terço.
											Lavar as mãos com sabão
											pode ter um impacto
											na redução da gripe, do tracoma, 
da pneumonia atípica.
											Mais recentemente, no caso da cólera
											e no surto do ébola,
											uma das intervenções fundamentais
											é lavar as mãos com sabão.
											Lavar as mãos com sabão 
mantém as crianças na escola.
											Impede que os bebés morram.
											Lavar as mãos com sabão
											é uma das maneiras mais eficazes
											de salvar a vida das crianças.
											Pode salvar 600 mil crianças 
todos os anos.
											É o equivalente a impedir
											que 10 jatos Jumbo, 
cheios de bebés e crianças
											se despenhem todos os dias.
											Acho que concordam comigo
											que é uma intervenção muito útil
de saúde pública.
									",The simple power of hand-washing,Myriam Sidibe,11:41,"children,global issues,health,public health,sanitation"
"
","
","
","
","
",The simple power of hand-washing,Myriam Sidibe,11:41,"children,global issues,health,public health,sanitation"
"
											So now just take a minute.
											I think you need to get to
know the person next to you.
											Why don't you just shake their hands.
											Please shake their hands.
											All right, get to know each other.
											They look really pretty.
											All right.
											So what if I told you
											that the person whose hands you just shook
											actually didn't wash their hands
											when they were coming out of the toilet?
(Laughter)
											They don't look so pretty anymore, right?
											Pretty yucky, you would agree with me.
									","
											Ahora, tomemos un minuto.
											Conozcan a la persona a su lado.
											Por qué simplemente no le dan la mano.
											Por favor dense las manos.
											Bien, conózcanse.
											Se ven muy atractivos.
											Muy bien.
											¿Qué pasa si les digo
											que esa persona 
a la que le estrecharon la mano,
											no se lavó las manos
											después de ir al baño?
(Risas)

											Ya no se ven tan atractivos, ¿verdad?
											Muy asqueroso, 
si están de acuerdo.
									","
											Maintenant, prenez une minute.
											Vous devriez apprendre

											à connaitre la personne à côté de vous
											Pourquoi ne pas lui serrer la main.
S'il vous plait, serrez-lui la main.
											Apprenez à la connaitre.
											Elle a l'air plutôt jolie.
											Très bien.
											Et si je vous disais
											que la personne à qui 
vous venez de serrer la main
											ne s'est pas lavé les mains
											lorsqu'elle est sortie des toilettes ?
(Rires)
											Elle n'a plus l'air si jolie hein ?
											Plutôt écœurant, vous êtes d'accord.
									","
											Jetzt nehmen Sie sich 
mal eine Minute Zeit.
											Wenden Sie sich Ihrem Sitznachbarn zu.
											Geben Sie sich doch mal die Hand.
											Bitte geben Sie einander die Hand.
											Lernen Sie sich kennen.
											Die sehen eigentlich ganz nett aus.
											Alles klar.
											Aber was, wenn ich Ihnen sage,
											dass der Mensch, der Ihnen
gerade die Hand gegeben hat,
											sich nicht die Hände gewaschen hat,
											als er von der Toilette gekommen ist? 
(Lachen)
											Plötzlich sehen sie alle
nicht mehr so nett aus, oder?
											Ganz schön eklig, 
Sie stimmen mir sicher zu.
									","
											Agora é só um minuto.
											Precisam de conhecer a pessoa 
que está ao vosso lado.
											Porque é que não apertam as mãos?
											Por favor, apertem as mãos.
											Ok, apresentem-se um ao outro.
											Têm um ar muito simpático.
(Risos)
											Ótimo.
											E se eu agora vos dissesse
											que a pessoa a quem 
acabaram de apertar a mão
											não lavou as mãos 
quando saiu da casa de banho?
											(Risos)
											Já não tem um ar tão simpático, pois não?
											É nojento, acho que concordam comigo.
									",The simple power of hand-washing,Myriam Sidibe,11:41,"children,global issues,health,public health,sanitation"
"
","
","
","
","
",The simple power of hand-washing,Myriam Sidibe,11:41,"children,global issues,health,public health,sanitation"
"
											Well, statistics are actually showing
											that four people out of five
											don't wash their hands when
they come out of the toilet,
											globally.
											And the same way,
											we don't do it when we've got fancy toilets,
											running water, and soap available,
											it's the same thing in the countries
											where child mortality is really high.
									","
											Pues, las estadísticas muestran
											que 4 de 5 personas
											no se lavan las manos 
después de ir al baño,
											a nivel mundial.
											Del mismo modo que nosotros
											no lo hacemos aun cuando 
tenemos baños lujosos,
											agua corriente y jabón disponible,
											es igual en los países
											donde las mortalidad infantil es muy alta.
									","
											Eh bien les statistiques montrent
											qu'une personne sur cinq
											ne se lave pas les mains lorsqu'elle
sort des toilettes,
											dans le monde.
											Et de même,
											nous ne le faisons pas lorsque 
nous avons de jolies toilettes,
											l'eau courante, du savon disponible,
											c'est la même chose dans les pays
											où la mortalité infantile est très élevée.
									","
											Statistiken zeigen tatsächlich,
dass 4 von 5 Menschen
											sich nach der Toilette 
nicht die Hände waschen —
											weltweit.
											Und das ist unabhängig davon,
											ob wir schöne Toiletten,
											fließendes Wasser und Seife haben.
											Die Relation ist genauso
wie in den Ländern,
											wo Kindersterblichkeit sehr hoch ist.
									","
											As estatísticas mostram
											que quatro pessoas em cada cinco
											não lava as mãos 
quando saem da casa de banho,
											a nível global.
											E não o fazemos
											apesar de termos casas de banho requintadas
											com água corrente 
e sabão à nossa disposição.
											O mesmo se passa nos países
											em que a mortalidade infantil é muito alta.
									",The simple power of hand-washing,Myriam Sidibe,11:41,"children,global issues,health,public health,sanitation"
