en,es,fr,tr,title,speaker,duration,tags
"
","
","
","
",Music with a message should be accessible,Madame Gandhi and Amber Galloway-Gallego,12:47,"music,performance,performance art,entertainment,live music"
"
											Amber Galloway-Gallego: OK, hi.
											I'm a sign-language interpreter
											that specializes in music interpreting.
											And you're probably wondering
why Deaf people would attend concerts,
											but actually, music
is so much more than sound
											simply traveling through the ear.
											See, Deaf people experience music,
just in a different way.
											For example, my friend Lisa,
											she cuts her hair a certain length,
											so she feels the vibrations
of sound in the music.
											And music has psychological effects on us.
											It invokes feelings of nostalgia,
happiness, sadness,
											falling in love.
											It makes you have a feeling
of connectedness,
											and unfortunately,
											Deaf and hard-of-hearing people
are excluded from these events,
											because obtaining a sign-language
interpreter is so difficult
											and so overwhelming
											that they simply don't buy
the tickets or they just give up,
											and this is not OK.
											We have to make everything accessible.
									","
											Amber Galloway-Gallego: Bueno, hola.
											Soy intérprete de lengua de señas
											especializada en interpretación musical.
											Tal vez se pregunten por qué
los sordos irían a conciertos,
											pero en realidad, la música
es mucho más que sonido
											que viaja a través del oído.
											La gente sorda experimenta la música
de manera diferente.
											Por ejemplo, mi amiga Lisa,
											se corta el cabello de determinado largo
											para sentir las vibraciones
del sonido en la música.
											Y la música tiene
efectos psicológicos en nosotros.
											Invoca sentimientos de nostalgia,
felicidad, tristeza,
											enamoramiento.
											Te provoca un sentido de conexión,
											y desafortunadamente,
											la gente sorda y con sordera
está excluida de estos eventos
											porque conseguir un intérprete
de lengua de señas es muy difícil
											y abrumador
											por lo que simplemente no compran
entradas o se dan por vencidos,
											y eso no está bien.
											Tenemos que hacer todo accesible.
									","
											Amber Galloway-Gallego : Salut.
											Je suis interprète
de la langue des signes
											spécialisée dans l'interprétation
de musique.
											Pourquoi des personnes sourdes
assisteraient à des concerts ?
											En fait, la musique
est bien plus que des sons
											qui traversent nos oreilles.
											Les personnes sourdes apprécient
la musique, mais autrement.
											Par exemple, mon amie Lisa
											choisit des coupes de cheveux
d'une longueur précise
											pour ressentir les vibrations
du son dans la musique.
											De plus, la musique agit
sur notre état psychologique.
											Elle évoque des sentiments de nostalgie,
de bonheur, de tristesse,
											le sentiment de tomber amoureux.
											Ça vous donne un sentiment d'appartenance.
											Malheureusement,
											les personnes sourdes et malentendantes
sont exclues de ces événements
											car obtenir la présence d'un interprète
en langue des signes est compliquée
											et si accablante
											qu'elles préfèrent ne pas acheter
de billets ou abandonner.
											Ce n'est pas juste.
											Nous devons tout rendre accessible.
									","
											Amber Galloway-Gallego: Merhaba.
											Ben, müzik tercümanlığı
konusunda uzmanlaşmış
											işaret dili tercümanıyım.
											Duyma engelli insanların neden
konserlere gittiğini merak etmişsinizdir.
											Fakat müzik, kulağınıza gelen sesten
çok daha fazlasıdır.
											Duyamayan insanlar da müziği deneyimler,
sadece farklı bir şekilde.
											Örneğin, arkadaşım Lisa,
											saçlarını belli bir uzunlukta kesiyor,
											bunu sırf, müziğin yaydığı titreşimleri
hissedebilmek için yapıyor.
											Müziğin üzerimizde 
psikolojik bir etkisi var.
											Bize, mutluluğu, üzüntüyü, 
geçmişe duyduğumuz özlemi ve
											aşık olmayı hatırlatıyor.
											Bir bağlılık hissi veriyor.
											Fakat ne yazık ki
											duyma engelli ve duyma güçlüğü çeken 
insanlar bunlardan mahrum.
											Çünkü işaret dili çevirmeni 
bulmak oldukça zor
											ve çok meşakkatli.
											Sırf bu yüzden, ya bilet almıyor
ya da bundan vazgeçiyorlar.
											Olması gereken bu değil,
											olması gereken bizim her şeyi
erişilebilir yapmamız.
									",Music with a message should be accessible,Madame Gandhi and Amber Galloway-Gallego,12:47,"music,performance,performance art,entertainment,live music"
"
","
","
","
",Music with a message should be accessible,Madame Gandhi and Amber Galloway-Gallego,12:47,"music,performance,performance art,entertainment,live music"
"
											So, myself, I am
a sign-language interpreter,
											so what I have to do is I have
to take music and bring it to life.
											In doing that, I become a bridge
											between the hearing world
and the Deaf world,
											making sure that I'm representing music
											and the artistry of what music represents.
											Now, this is a lot of work, OK?
											For a regular set that might be 12 songs,
											myself and a team,
											we have to study over 30 songs
or more for one set
											and hope and pray
we have the right setlist.
									","
											Yo soy intérprete de lengua de señas,
											así que lo que tengo que hacer
es tomar la música y traerla a la vida.
											Al hacerlo, me convierto en un puente
											entre el mundo oyente y el mundo sordo,
											asegurándome de que represento la música
											y el arte de lo que representa la música.
											Esto implica mucho trabajo, ¿de acuerdo?
											Para un set normal de 12 canciones,
											mi equipo y yo
											tenemos que estudiar
30 canciones o más para un set
											y esperar y rogar tener la lista correcta.
									","
											Moi-même, en tant qu'interprète
du langage des signes,
											je dois faire tout ce qui est en
mon pouvoir pour faire vivre la musique.
											Par mon interprétation, je deviens un pont
											qui relie le monde des entendants
à celui des sourds.
											Je m'efforce de représenter la musique
											et l'art que la musique représente.
											C'est un grand défi, voyez-vous.
											Pour un concert typique de 12 chansons
											avec mon équipe,
											nous devons étudier plus
de 30 chansons par concert
											en espérant et priant qu'on travaille
sur la bonne liste musicale.
									","
											İşaret dili çevirmeni olarak
											benim yapmam gereken,
müziğe hayat vermek.
											Böylece ben, sesli ve sessiz 
dünyalar arasında
											bir köprü görevi görüyorum.
											Bunu yaparken müziğe
											ve onun temsil ettiği
sanata sadık kalıyorum.
											Bu oldukça zor bir iş.
											Sıradan bir liste 12 şarkıdan oluşuyor.
											Ben ve arkadaşlarım ise,
											sadece bir liste için 30'u aşkın 
şarkı üzerinde çalışmamız gerekiyor.
											Ayrıca, elimizdeki listenin doğru
olması için de dua ediyoruz.
									",Music with a message should be accessible,Madame Gandhi and Amber Galloway-Gallego,12:47,"music,performance,performance art,entertainment,live music"
"
","
","
","
",Music with a message should be accessible,Madame Gandhi and Amber Galloway-Gallego,12:47,"music,performance,performance art,entertainment,live music"
"
											But you know what?
											You know what the reward is?
											Looking down in the audience
											and seeing Deaf
and hard-of-hearing members,
											all of those people dancing
and jamming out
											and feeling included
in that music experience.
											For myself, I'm a part of this cultural
and linguistic community,
											and we all communicate in different ways.
											Some of us sign and voice,
											some of us just sign,
											but no one way is superior to the other.
									","
											Pero ¿saben qué?
											¿Saben cuál es la recompensa?
											Mirar a la audiencia
											y ver a miembros sordos y con sordera,
											toda esa gente bailando e improvisando
											y sintiéndose incluidos
en esa experiencia musical.
											Para mí, soy parte de esta
comunidad cultural y lingüística,
											y todos nos comunicamos 
de maneras diferentes.
											Algunos de nosotros con señas y voz,
											otros solo señas,
											pero ninguna es superior a otra.
									","
											Mais vous savez quoi ?
											Quelle est notre récompense ?
											Quand on observe le public
											et qu'on voit les personnes sourdes
et malentendantes
											danser et s'éclater,
											et se sentir intégrées
dans cette expérience musicale.
											Je fais partie d'une communauté
culturelle et linguistique
											où nous avons des modes
de communication variés.
											Certains utilisent les signes et la voix,
											d'autres simplement les signes,
											mais aucun n'est supérieur aux autres.
									","
											Ama ne var biliyor musunuz?
											Ödülümüz ne?
											Dinleyicilere baktığımızda
											duyma engelli ve duyma güçlüğü çekenleri
											dans ederken ve eğlenirken görmek,
											bu yaşadığımız müzik deneyimini onlar
ile paylaşmak bizim ödülümüz.
											Ben, bu kültürel ve dilsel topluluğun
bir parçasıyım.
											Hepimiz farklı şekillerde
iletişim kuruyoruz.
											Bazılarımız işaretlerle ve seslerle,
											bazılarımız sadece işaretlerle
											fakat hiçbiri diğerinden üstün değil.
									",Music with a message should be accessible,Madame Gandhi and Amber Galloway-Gallego,12:47,"music,performance,performance art,entertainment,live music"
"
","
","
","
",Music with a message should be accessible,Madame Gandhi and Amber Galloway-Gallego,12:47,"music,performance,performance art,entertainment,live music"
"
											But you know what?
											Those with hearing loss face
daily battles to communication access,
											and those barriers
are put up daily for them.
											And music shouldn't be one of them.
											So along with Madame Gandhi
and myself today,
											let's break down those barriers.
									","
											¿Saben qué?
											Aquellos con pérdida de audición
enfrentan batallas diarias de comunicación
											y esas barreras se levantan 
a diario para ellos.
											La música no debería ser una de ellas.
											Hoy, junto con Madame Gandhi,
											rompamos esas barreras.
									","
											La réalité est celle-ci :
											les personnes malentendantes se battent
quotidiennement pour communiquer
											et de nouveaux obstacles
les accablent tous les jours.
											La musique ne devrait pas en faire partie.
											Je me propose donc aujourd'hui, 
avec Madame Gandhi
											de supprimer ces obstacles.
									","
											Fakat ne yazık ki
											duyma kaybı olanlar her gün iletişim
ile ilgili sorunlara karşı savaş veriyor.
											Bu sorunlar onların 
karşılarına her gün çıkıyor.
											Müzik bunlardan biri olmamalı.
											Bugün, Madame Gandhi ile ben
											bu sorunları ortadan kaldıracağız.
									",Music with a message should be accessible,Madame Gandhi and Amber Galloway-Gallego,12:47,"music,performance,performance art,entertainment,live music"
"
","
","
","
",Music with a message should be accessible,Madame Gandhi and Amber Galloway-Gallego,12:47,"music,performance,performance art,entertainment,live music"
"
											(Applause and cheers)
									","
											(Aplausos y vítores)
									","
											(Applaudissements et encouragements)
									","
											(Alkış ve tezahürat)
									",Music with a message should be accessible,Madame Gandhi and Amber Galloway-Gallego,12:47,"music,performance,performance art,entertainment,live music"
