en,tr,pt,title,speaker,duration,tags
"
","
","
",Can you solve the alien probe riddle?,Daniel Finkel,4:32,"TED-Ed,math"
"
											The discovery of an alien monolith 
on planet RH-1729
											has scientists across the world 
racing to unlock its mysteries.
											Your engineering team has developed 
an elegant probe to study it.
											The probe is a collection 
of 27 cube modules
											capable of running all the scientific 
tests necessary to analyze the monolith.
											The modules can self-assemble 
into a large 3x3x3 cube,
											with each individual module
placed anywhere in the cube,
											and at any orientation.
											It can also break itself apart 
and reassemble into any other orientation.
									","
											RH-1729 gezegenindeki
bir uzaylı monolitinin keşfi üzerine
											dünya çapındaki bilim adamları, sırlarını
açığa çıkarmak için yarışmaktadırlar.
											Mühendis takımın bunu incelemek
üzere zekice bir aygıt geliştirdiler.
											Aygıt, monoliti incelemek için gerekli
											bilimsel testleri yürütebilecek
27 küp modülden oluşuyor.
											Bu modüller kendiliğinden 3x3x3 formunda
geniş bir küp oluşturabilmekte
											ve her bir modül kübün
herhangi bir yerinde
											ve herhangi bir yönde yerleşebilir.
											Ayrıca parçalara ayrılıp tekrar farklı
yönlerde yeniden birleşebilirler.
									","
											Com a descoberta de um monólito
extraterrestre, no planeta R-1729.
											cientistas do mundo inteiro apressaram-se
a desvendar os seus mistérios.
											A tua equipa de engenheiros desenvolveu
uma elegante sonda para o estudar.
											A sonda é um conjunto
de 27 módulos cúbicos
											capazes de executar todos os testes
necessários para analisar o monólito.
											Os módulos podem organizar-se,
por si sós, num grande cubo de 3x3x3,
											em que cada módulo individual
pode situar-se em qualquer local do cubo
											e com qualquer orientação.
											Também se pode desmontar
e voltar a montar
											com outra orientação qualquer.
									",Can you solve the alien probe riddle?,Daniel Finkel,4:32,"TED-Ed,math"
"
","
","
",Can you solve the alien probe riddle?,Daniel Finkel,4:32,"TED-Ed,math"
"
											Now comes your job.
											The probe will need a special 
protective coating
											for each of the extreme
environments it passes through.
											The red coating will seal it against 
the cold of deep space,
											the purple coating will protect it 
from the intense heat
											as it enters the atmosphere of RH-1729,
											and the green coating will shield it 
from the alien planet’s electric storms.
									","
											İşte sizin göreviniz.
											Aygıt içinden geçeceği
her şiddetli ortam için
											özel bir koruyucu kaplamaya
gereksinim duymaktadır.
											Kırmızı kaplama engin uzayın
soğuğuna karşı onu mühürler,
											pembe kaplama RH-1729'un atmosferinde
											onu yoğun sıcaktan korur
											ve yeşil kaplama ise onu yabancı gezegenin
elektrik fırtınalarına karşı korur.
									","
											Agora, entra em cena o teu trabalho.
											A sonda precisa de um revestimento
protetor especial
											para cada um dos ambientes extremos
por onde vai passar.
											O revestimento vermelho protegê-la-á
contra o frio do espaço exterior,
											o revestimento roxo protegê-la-á
do intenso calor
											quando ela entrar na atmosfera do RH-1729
											e o revestimento verde servirá de escudo
às tempestades elétricas desse planeta.
									",Can you solve the alien probe riddle?,Daniel Finkel,4:32,"TED-Ed,math"
"
","
","
",Can you solve the alien probe riddle?,Daniel Finkel,4:32,"TED-Ed,math"
"
											You can apply the coatings to each of
the faces of all 27 of the cubic modules
											in any way you like,
											but each face can only 
take a single color coating.
											You need to figure out how you 
can apply the colors
											so the cubes can re-assemble themselves
to show only red,
											then purple,
											then green.
									","
											Kaplamaları her 27 kübik modülün
her yüzüne istediğiniz şekilde
											uygulayabilirsiniz,
											ama her yüzde sadece
tek renk kaplama olacak.
											Küplerin sadece tek renk olacak şekilde
kendilerini yeniden kurabilmeleri için
											renkleri nasıl uygulayacağınızı
bulmak: Önce kırmızı,
											sonra pembe,
											sonra yeşil.
									","
											Podes aplicar os revestimentos
em cada uma das faces
											dos 27 módulos cúbicos,
											da forma que quiseres.
											Mas cada face só pode ter
o revestimento de uma só cor.
											Precisas de imaginar
como deves aplicar as cores
											para os cubos se poderem reorganizar
para mostrar apenas o vermelho,
											depois o roxo
											e depois o verde.
									",Can you solve the alien probe riddle?,Daniel Finkel,4:32,"TED-Ed,math"
"
","
","
",Can you solve the alien probe riddle?,Daniel Finkel,4:32,"TED-Ed,math"
"
											How can you apply the colored coatings 
to the 27 cubes
											so the probe will be able 
to make the trip?
									","
											Aygıtın yolculuğunu
yapabilmesi adına 27 küp için
											nasıl bir renkli kaplama
uygulayabilirsiniz?
									","
											Como deves aplicar os revestimentos
coloridos aos 27 cubos
											para a sonda poder fazer a viagem?
									",Can you solve the alien probe riddle?,Daniel Finkel,4:32,"TED-Ed,math"
"
","
","
",Can you solve the alien probe riddle?,Daniel Finkel,4:32,"TED-Ed,math"
"
											Pause here if you want 
to figure it out yourself.
									","
											Kendi başınıza düşünmek için
videoyu burada durdurun.
									","
											[Suspende aqui o vídeo
se quiseres resolver sozinho.]
											[1. Pinta cada face dos 27 cubos
de vermelho, roxo ou verde.]
											[2. Cada face só pode ter uma cor.]
											[3. Os cubos têm que poder
organizar-se numa só cor.]
									",Can you solve the alien probe riddle?,Daniel Finkel,4:32,"TED-Ed,math"
