en,pt,fr,tr,title,speaker,duration,tags
"
","
","
","
",The secret to living longer may be your social life,Susan Pinker,16:02,"aging,brain,community,family,friendship,society,health,psychology"
"
											Here's an intriguing fact.
											In the developed world,
											everywhere, women live an average
of six to eight years longer than men do.
											Six to eight years longer.
											That's, like, a huge gap.
											In 2015, the ""Lancet"" published an article
											showing that men in rich countries
											are twice as likely to die as women are
											at any age.
									","
											Eis um facto intrigante.
											No mundo desenvolvido, em todo o lado,
											as mulheres vivem, em média,
6 a 8 anos mais que os homens.
											Seis a oito anos a mais!
											Isso é um fosso enorme!
											Em 2015, o ""Lancet"" publicou um artigo
											a mostrar que os homens em países ricos
											têm duas vezes mais probabilidade
do que as mulheres
											de morrer, em qualquer idade.
									","
											Voici un fait intriguant.
											Dans le monde développé,
											partout, les femmes vivent en moyenne
de six à huit ans de plus que les hommes.
											De six à huit ans de plus.
											C'est un écart énorme.
											En 2015, le Lancet a publié un article
											montrant que les hommes
dans les pays riches
											ont deux fois plus de risques
de mourir que les femmes,
											quel que soit leur âge.
									","
											İşte size ilginç bir gerçek:
											Gelişmiş dünyada,
											her yerde, kadınlar erkeklerden
ortalama 6-8 yıl daha uzun yaşıyorlar.
											6-8 yıl daha uzun.
											Çok büyük bir fark bu.
											2015 'te ''Lancet'' bir makale yayınladı,
											varlıklı ülkelerde erkeklerin her yaşta
											ölüm oranlarının
											kadınların iki katı olduğunu gösterdi.
									",The secret to living longer may be your social life,Susan Pinker,16:02,"aging,brain,community,family,friendship,society,health,psychology"
"
","
","
","
",The secret to living longer may be your social life,Susan Pinker,16:02,"aging,brain,community,family,friendship,society,health,psychology"
"
											But there is one place in the world
											where men live as long as women.
											It's a remote, mountainous zone,
											a blue zone,
											where super longevity
											is common to both sexes.
											This is the blue zone in Sardinia,
											an Italian island in the Mediterranean,
											between Corsica and Tunisia,
											where there are six times
as many centenarians
											as on the Italian mainland,
											less than 200 miles away.
											There are 10 times as many centenarians
											as there are in North America.
											It's the only place
where men live as long as women.
									","
											Mas existe um lugar no mundo
											onde os homens vivem
tanto como as mulheres.
											É uma zona remota, montanhosa,
											uma zona azul,
											onde a superlongevidade
											é comum a ambos os sexos.
											Esta é a zona azul na Sardenha,
											uma ilha italiana no Mediterrâneo,
											entre a Córsega e a Tunísia,
											onde há seis vezes mais centenários
											do que no território italiano,
											a menos de 350 km de distância.
											Há ali 10 vezes mais centenários
											do que na América do Norte.
											É o único lugar onde os homens
vivem tanto quanto as mulheres.
									","
											Mais il y a un endroit dans le monde
											où les hommes vivent
aussi longtemps que les femmes.
											C'est une zone lointaine et montagneuse,
											une zone bleue,
											où la longévité
											est commune aux deux sexes.
											C'est la zone bleue en Sardaigne,
											une île italienne en Méditerranée,
											entre la Corse et la Tunisie,
											où il y a six fois plus de centenaires
											que dans le reste de l'Italie,
											à moins de 400 km de distance.
											Il y a dix fois plus de centenaires
											qu'en Amérique du Nord.
											C'est le seul endroit où hommes
et femmes vivent aussi longtemps.
									","
											Ancak dünyada erkeklerin kadınlar kadar
											uzun yaşadıkları bir yer var.
											Uzak ve dağlık bir bölge,
											bir mavi bölge.
											Bu bölgede uzun ömürlü olmak
											her iki cinsiyet için de yaygın.
											Sardunya'daki mavi bölge bu,
											Korsika ve Tunus arasında
											Akdenizde bir İtalyan adası.
											Burada yüz yaşını aşmış kişi sayısı
											200 milden daha yakın olan
											İtalya'ya göre 6 kat daha fazla.
											Kuzey Amerika'ya göre ise
											10 kat daha fazla.
											Erkeklerin kadınlar kadar 
uzun yaşadığı tek yer.
									",The secret to living longer may be your social life,Susan Pinker,16:02,"aging,brain,community,family,friendship,society,health,psychology"
"
","
","
","
",The secret to living longer may be your social life,Susan Pinker,16:02,"aging,brain,community,family,friendship,society,health,psychology"
"
											But why?
											My curiosity was piqued.
											I decided to research the science
and the habits of the place,
											and I started with the genetic profile.
											I discovered soon enough
											that genes account for just
25 percent of their longevity.
											The other 75 percent is lifestyle.
									","
											Mas porquê?
											Fiquei curiosa para saber.
											Decidi investigar a ciência
e os hábitos do lugar,
											e comecei com o perfil genético.
											Depressa descobri
											que os genes são responsáveis por
apenas 25% da longevidade deles.
											Os outros 75% devem-se ao modo de vida.
									","
											Mais pourquoi ?
											Ma curiosité était piquée.
											J'ai décidé d'étudier les coutumes
locales avec un œil scientifique.
											J'ai commencé par le profil génétique.
											J'ai vite découvert
											que les gènes sont responsables
de 25% de leur longévité.
											Les 75% restants tiennent du mode de vie.
									","
											Peki niçin?
											Merakım cezbedilmişti.
											Bu yerin mekanlarını ve alışkanlıklarını
araştırmaya karar verdim.
											Genetik profil ile başladım.
											Çok geçmeden genlerin uzun ömürlülükte
											yalnızca %25 oranında etkili 
olduğunu keşfettim.
											Diğer %75 yaşam tarzıydı.
									",The secret to living longer may be your social life,Susan Pinker,16:02,"aging,brain,community,family,friendship,society,health,psychology"
"
","
","
","
",The secret to living longer may be your social life,Susan Pinker,16:02,"aging,brain,community,family,friendship,society,health,psychology"
"
											So what does it take
to live to 100 or beyond?
											What are they doing right?
											What you're looking at
is an aerial view of Villagrande.
											It's a village at the epicenter
of the blue zone
											where I went to investigate this,
											and as you can see, architectural beauty
is not its main virtue,
											density is:
											tightly spaced houses,
											interwoven alleys and streets.
											It means that the villagers' lives
constantly intersect.
											And as I walked through the village,
											I could feel hundreds
of pairs of eyes watching me
											from behind doorways and curtains,
											from behind shutters.
											Because like all ancient villages,
											Villagrande couldn't have survived
											without this structure,
without its walls, without its cathedral,
											without its village square,
											because defense and social cohesion
defined its design.
									","
											Então o que é preciso para
viver até aos 100 anos ou mais?
											O que estão a fazer bem?
											Aqui, vocês estão a observar uma
vista aérea de Villagrande.
											É uma aldeia no epicentro da zona azul
											onde eu fui para investigar isto,
											e como vocês podem ver, a beleza
arquitetónica não é a sua maior virtude,
											mas sim a densidade:
											casas bastante próximas,
											becos e ruas entrelaçadas.
											Isso significa que a vida dos
habitantes cruza-se constantemente.
											E, ao andar pela vila,
											consegui sentir centenas
de pares de olhos a observar-me
											por detrás das portas e das cortinas,
											por detrás das persianas.
											Porque, como todas as vilas antigas,
											Villagrande não teria sobrevivido
											sem a sua estrutura, sem os seus muros,
											sem a sua catedral, sem a praça da vila,
											porque a defesa e a coesão
social definiram o seu ""design"".
									","
											Que faut-il pour vivre centenaire ?
											Que faisaient-ils bien ?
											Vous regardez une vue aérienne
de Villagrande.
											C'est un village à l'épicentre
de la zone bleue
											où j'ai été enquêter.
											La beauté architecturale
n'est pas sa caractéristique majeure,
											c'est la densité :
											des maisons faiblement espacées,
											des allées et des rues imbriquées.
											Les vies des villageois
se croisent constamment.
											En me promenant dans le village,
											je sentais des centaines
de paires d'yeux sur moi,
											derrière les portes et les rideaux,
											derrière les volets.
											Comme tous les vieux villages,
											Villagrande n'aurait pas pu survivre
											sans sa structure,
sans ses murs, sans sa cathédrale,
											sans la place du village,
											car la défense et la cohésion sociale
ont défini sa conception.
									","
											Peki 100 yaşını aşmak için
ne yapmak gerekiyor?
											Doğru yaptıkları şey ne?
											Bu Villagrande'nin kuş bakışı manzarası.
											Araştırmak üzere gittiğim mavi bölgenin
											dış merkezinde bir köy.
											Gördüğünüz gibi mimari güzellik
başlıca değerleri değil,
											başlıca değerleri, yoğunluk:
											iç içe geçen evler,
											yol ve sokaklardan ibaret.
											Bu da köylülerin hayatlarının
sürekli kesişmesi demek.
											Köy boyunca yürüdüğümde
											kapı ve perdelerin ardından
											kepenklerin arasından yüzlerce gözün
											bana baktığını hissedebiliyordum.
											Tüm eski köyler gibi,
											Villagrande de bu yapı olmadan,
											duvarları, katedrali olmadan,
köy meydanı olmadan,
											ayakta kalamazdı
											çünkü korunma ve sosyal bağlar
onun tasarımını belirlemiş.
									",The secret to living longer may be your social life,Susan Pinker,16:02,"aging,brain,community,family,friendship,society,health,psychology"
"
","
","
","
",The secret to living longer may be your social life,Susan Pinker,16:02,"aging,brain,community,family,friendship,society,health,psychology"
"
											Urban priorities changed as we moved
towards the industrial revolution
											because infectious disease
became the risk of the day.
											But what about now?
											Now, social isolation
is the public health risk of our time.
											Now, a third of the population says
											they have two or fewer people to lean on.
									","
											As propriedades urbanas mudaram
ao avançar até à revolução industrial
											porque as doenças contagiosas
tornaram-se o risco do dia.
											Mas e agora?
											Agora, o isolamento social é o risco
da saúde pública nos nossos tempos.
											Agora, um terço da população diz
											ter duas ou menos pessoas
com quem podem contar.
									","
											Les priorités urbaines ont changé
en allant vers la révolution industrielle
											car les maladies infectieuses
étaient un grand risque.
											Et maintenant ?
											L'isolation sociale est le risque
de santé publique de notre ère.
											Un tiers de la population dit
											qu'ils n'ont pas plus
de deux personnes sur qui compter.
									","
											Sanayi devrimine yaklaştıkça
kırsal önceliklerimiz de değişti
											çünkü bulaşıcı hastalıklar
o zamanın endişe konusuydu.
											Peki ya şimdi?
											Şimdi ise sosyal izolasyon
günümüzün kamu sağlığı riski.
											Nüfusun üçte biri
											güvenebilecekleri en fazla
iki insan olduğunu söylüyor.
									",The secret to living longer may be your social life,Susan Pinker,16:02,"aging,brain,community,family,friendship,society,health,psychology"
