es,pt,tr,en,de,title,speaker,duration,tags
"
","
","
","
","
",Confessions of a depressed comic,Kevin Breel,11:00,"TEDx,depression,mental health,suicide,youth"
"
											Durante mucho tiempo,
											he sentido que vivía 
dos vidas distintas.
											La vida que todos ven,
											y la que solo yo veo.
											En la vida que todos ven,
											yo soy un amigo,
											un hijo, un hermano,
											un cómico y un adolescente.
											Esa es la vida que todos ven.
											Si preguntan a mi familia y amigos,
											eso es lo que les dirían.
											Y sí, es una gran parte de mí. 
Ese soy yo.
											Y si me lo pidiesen a mí,
											probablemente también
diría algunas de esas cosas.
											Y no estaría mintiendo,
											pero tampoco les estaría 
contando toda la verdad,
											porque lo cierto es que
											esa es solamente 
la vida que los demás ven.
											En la vida que solo yo veo, 
quien yo soy,
											quien soy de verdad,
											es alguien que lucha
fuertemente contra la depresión.
											Lo he hecho
durante los últimos seis años,
											y lo sigo haciendo a diario.
									","
											Durante muito tempo na minha vida,
											senti que vivia duas vidas distintas.
											Há a vida que todos veem,
											e há a vida que somente eu vejo.
											E na vida que todos veem,
											eu sou um amigo,
											um filho, um irmão,
											um comediante e um adolescente.
											Esta é a vida que todos veem.
											Se pedissem aos meus amigos 
para me descreverem,
											era o que eles iriam dizer.
											Essa é uma grande parte de mim. 
É quem eu sou.
											E se me pedirem que eu me descreva,
											provavelmente diria algumas 
dessas mesmas coisas.
											Não estaria a mentir,
											mas também não estaria 
a dizer toda a verdade,
											porque a verdade é que
											esta é somente a vida que todos veem.
											Na vida que só eu vejo, quem eu sou,
											quem eu realmente sou,
											sou alguém que luta intensivamente 
contra a depressão.
											Fi-lo durante os últimos seis anos 
da minha vida,
											e continuo a fazê-lo todos os dias.
									","
											Uzun bir zaman boyunca
											iki farklı hayatı birden yaşadığımı hissettim.
											Bir yanda herkesin görebildiği,
											diğer yanda da sadece benim görebildiğim bir hayat.
											Herkesin görebildiği hayatta
											ben, bir arkadaş,
											bir oğul, bir kardeş,
											komedyen ve de delikanlıyım.
											Bu herkesin görebildiği hayat.
											Bunlar arkadaşlarımdan ve ailemden beni anlatmalarını isteseydiniz,
											size verecekleri cevaplardı
											ve bunlar benim büyük birer parçam. Benim kim olduğum.
											Eğer benden kendimi anlatmamı isteseydiniz,
											muhtemelen aynı cevapları ben de verecektim.
											Söyleyeceklerim yalan olmayacaktı,
											ancak tamamıyla doğruyu da söylemiş olmayacaktım.
											Çünkü doğruyu söylemek gerekirse,
											bu sadece diğer herkesin görebildiği hayat.
											Sadece benim görebildiğim hayatta, kim olduğum,
											gerçekten olduğum kişi,
											yoğun depresyonla mücadele eden birisi.
											Bu mücadele son 6 yıldır söz konusu,
											ve her gün de devam ediyorum.
									","
											For a long time in my life,
											I felt like I'd been living two different lives.
											There's the life that everyone sees,
											and then there's the life that only I see.
											And in the life that everyone sees,
											who I am is a friend,
											a son, a brother,
											a stand-up comedian and a teenager.
											That's the life everyone sees.
											If you were to ask my friends and family to describe me,
											that's what they would tell you.
											And that's a huge part of me. That is who I am.
											And if you were to ask me to describe myself,
											I'd probably say some of those same things.
											And I wouldn't be lying,
											but I wouldn't totally be telling you the truth, either,
											because the truth is,
											that's just the life everyone else sees.
											In the life that only I see, who I am,
											who I really am,
											is someone who struggles intensely with depression.
											I have for the last six years of my life,
											and I continue to every day.
									","
											Eine lange Zeit meines Lebens
											habe ich mich gefühlt, als würde ich 
zwei unterschiedliche Leben führen.
											Da gibt es das Leben, das jeder sieht,
											und dann das Leben, das nur ich sehe.
											Und in dem, das jeder sieht,
											bin ich ein Freund,
											ein Sohn, ein Bruder,
											ein Stand-up-Comedian und ein Teenager.
											Das ist das Leben, das jeder sieht.
											Wenn man meine Freunde und Familie 
bitten würde, mich zu beschreiben,
											würden sie das erzählen.
											Das ist ein riesiger Teil von mir. 
Das bin ich.
											Würden Sie mich bitten, 
mich zu beschreiben,
											würde ich wahrscheinlich 
etwas Ähnliches sagen.
											Ich würde nicht lügen,
											aber ich würde nur
die halbe Wahrheit erzählen,
											denn in Wirklichkeit
											ist das nur das Leben, 
das alle anderen sehen.
											Im Leben, das nur ich sehe, bin ich –
											bin ich in Wirklichkeit –
											jemand, der ungemein 
mit Depressionen kämpft.
											Das tue ich seit sechs Jahren,
											und das tue ich immer noch, jeden Tag.
									",Confessions of a depressed comic,Kevin Breel,11:00,"TEDx,depression,mental health,suicide,youth"
"
","
","
","
","
",Confessions of a depressed comic,Kevin Breel,11:00,"TEDx,depression,mental health,suicide,youth"
"
											Para alguien que nunca 
ha sufrido depresión
											o no sabe muy bien lo que significa,
											podría sorprenderles
lo que acabo de decir,
											porque hay una idea equivocada, 
bastante extendida,
											de que la depresión
solo es estar triste
											cuando algo va mal en tu vida,
											cuando rompes con tu novia,
											cuando pierdes a un ser querido,
											cuando no consigues 
el trabajo que querías.
											Pero eso es tristeza.
Eso es algo natural.
											Es una emoción humana y natural.
											La verdadera depresión 
no es simplemente
											estar triste cuando algo va mal.
											La verdadera depresión es estar triste
											cuando en tu vida todo va bien.
											Esa es la depresión de verdad 
y es lo que yo sufro.
									","
											Para alguém que nunca 
experimentou a depressão,
											ou não sabe bem o que isso significa,
											isso pode surpreendê-lo,
											porque existe este equívoco popular
											de que a depressão 
é simplesmente estar triste
											quando algo na nossa vida corre mal,
											quando acabamos com a(o) namorada(o),
											quando perdemos um ente querido,
											quando não temos o trabalho 
que gostaríamos.
											Mas isso é tristeza. É uma coisa natural.
											É uma emoção humana natural.
											A depressão verdadeira não é estar triste
											quando algo na nossa vida corre mal.
											A depressão verdadeira é estar triste
											quando tudo na nossa vida nos corre bem.
											Essa é a verdadeira depressão 
e é disso que eu sofro.
									","
											Şimdi, daha önce depresyona girmemiş biri
											veya gerçekten bunun ne demek olduğunu bilmeyen biri için
											bunları duymak biraz şaşırtıcı olabilir.
											Çünkü baya yaygın olan bir kavram yanılgısı var:
											Bu, depresyonun kendinizi mutsuz hissetmek olduğu;
											hayatınızda bir şeyler düzgün gitmediğinde,
											kız arkadaşınızdan ayrıldığınızda,
											sevdiğiniz birini kaybettiğinizde
											veya istediğiniz bir işe giremeyince yaşandığı yanılgısı.
											Ama bu mutsuzluk. Bu doğal bir şey.
											Bu, doğal insani bir duygu.
											Gerçek depresyon, hayatınızda bir şeyler yolunda gitmediğinde
											üzgün olmak değildir.
											Gerçek depresyon, hayatınızda her şey yolundayken
											mutsuz hissetmektir.
											Bu gerçek depresyon, benim acı çektiğim şey.
									","
											Now, for someone who has never experienced depression
											or doesn't really know what that means,
											that might surprise them to hear,
											because there's this pretty popular misconception
											that depression is just being sad
											when something in your life goes wrong,
											when you break up with your girlfriend,
											when you lose a loved one,
											when you don't get the job you wanted.
											But that's sadness. That's a natural thing.
											That's a natural human emotion.
											Real depression isn't being sad
											when something in your life goes wrong.
											Real depression is being sad
											when everything in your life is going right.
											That's real depression, and that's what I suffer from.
									","
											Jemanden, der noch nie Depressionen hatte,
											oder nicht richtig weiß, was es bedeutet,
											überrascht das vielleicht,
											denn es gibt diesen 
weit verbreiteten Irrglauben,
											dass Depressionen zu haben einfach heißt, 
traurig zu sein,
											wenn im Leben etwas schiefläuft,
											wenn man sich von seiner Freundin trennt,
											wenn man einen geliebten Menschen verliert,
											wenn man nicht den Job bekommt, 
den man wollte.
											Aber das ist Traurigkeit. Das ist natürlich.
											Das ist ein natürliches Gefühl des Menschen.
											Echte Depressionen zu haben heißt nicht, 
traurig zu sein,
											wenn im Leben etwas schiefläuft.
											Echte Depressionen zu haben bedeutet, 
traurig zu sein,
											wenn im Leben alles richtig läuft.
											Das sind echte Depressionen 
und daran leide ich.
									",Confessions of a depressed comic,Kevin Breel,11:00,"TEDx,depression,mental health,suicide,youth"
"
","
","
","
","
",Confessions of a depressed comic,Kevin Breel,11:00,"TEDx,depression,mental health,suicide,youth"
"
											Y para ser totalmente sincero,
											para mí es duro 
estar aquí diciéndolo.
											Es difícil para mí hablar de ello,
											y parece ser que 
es difícil para todos.
											Tanto, que nadie lo hace.
											Nadie habla de depresión,
pero deberíamos hacerlo,
											porque en la actualidad
es un problema a nivel mundial.
											Un problema mundial de salud.
											Pero no lo vemos 
en los medios, ¿verdad?
											No lo vemos
en Facebook, ni en Twitter.
											No lo vemos en las noticias, 
porque no es alegre,
											no es divertido, no es trivial.
											Y como no lo vemos,
no vemos su dureza.
									","
											E, para ser totalmente honesto,
											é difícil para mim estar aqui a dizer isto.
											É difícil pra mim falar sobre isso,
											parece que é difícil 
para toda a gente falar nisso,
											tão difícil, que ninguém fala sobre isso.
											Ninguém fala sobre a depressão, 
mas é necessário fazê-lo,
											porque, neste momento, 
é um problema enorme.
											É um problema enorme.
											Mas não vemos isso nas redes sociais.
											Não vemos isso no Facebook, 
nem no Twitter.
											Não vemos isso no noticiário. 
Não é um assunto feliz,
											não é engraçado, não é leve.
											E a consequência de não vermos isso 
é não vermos a gravidade do problema.
									","
											Tamamen dürüst olmak gerekirse,
											buraya gelip bunları söylemek benim için gerçekten zor.
											Benim için bu konuda konuşması çok zor
											ve görünen o ki, bu konu diğer herkese de zor geliyor.
											O kadar ki, hiç kimse bu konudan bahsetmiyor.
											Kimse depresyon hakkında konuşmuyor ama konuşmamız lazım.
											Çünkü şu an da bu çok büyük bir problem.
											Bu çok büyük bir problem.
											Ama biz bunu sosyal medyada görmüyoruz, değil mi?
											Bunu Facabook'da da görmüyoruz, Twitter'da da.
											Bunu haberlerde de görmüyoruz çünkü bu konu eğlenceli değil,
											komik de değil, parlak bir şey de.
											Bunu görmediğimiz için de, şiddetini de göremiyoruz.
									","
											And to be totally honest,
											that's hard for me to stand up here and say.
											It's hard for me to talk about,
											and it seems to be hard for everyone to talk about,
											so much so that no one's talking about it.
											And no one's talking about depression, but we need to be,
											because right now it's a massive problem.
											It's a massive problem.
											But we don't see it on social media, right?
											We don't see it on Facebook. We don't see it on Twitter.
											We don't see it on the news, because it's not happy,
											it's not fun, it's not light.
											And so because we don't see it, we don't see the severity of it.
									","
											Und um ganz ehrlich zu sein,
											fällt es mir schwer, hier zu stehen 
und das zu sagen.
											Es fällt mir schwer, darüber zu reden,
											und es scheint jedem schwerzufallen –
											so schwer, dass niemand darüber redet.
											Über Depressionen redet man nicht, 
aber das müssen wir,
											weil es gerade heutzutage 
ein gewaltiges Problem ist.
											Es ist ein gewaltiges Problem.
											Aber in sozialen Netzwerken sehen wir 
nichts davon. Stimmt's?
											Wir sehen es nicht auf Facebook. 
Wir sehen es nicht auf Twitter.
											Wir sehen es nicht in den Nachrichten, 
weil es kein fröhliches,
											lustiges oder leichtes Thema ist.
											Und weil wir es nicht sehen,&lt;br /&gt; sehen wir nicht, wie ernst es ist.
									",Confessions of a depressed comic,Kevin Breel,11:00,"TEDx,depression,mental health,suicide,youth"
"
","
","
","
","
",Confessions of a depressed comic,Kevin Breel,11:00,"TEDx,depression,mental health,suicide,youth"
"
											Pero la dureza y la gravedad
se deben a esto:
											cada 30 segundos,
											cada 30 segundos, en algún lugar,
											alguien en el mundo se quita la vida
											a causa de la depresión.
											Puede ser a dos manzanas
o a dos países de distancia,
											o a dos continentes, 
pero está pasando,
											y pasa cada día.
											Y tenemos la tendencia, 
como sociedad,
											de verlo y decir: ""¿Y qué?""
											¿Y qué? Lo vemos
y decimos: ""Ese es tu problema.
											Ese es su problema"".
											Decimos que lo sentimos
y que nos entristece,
											pero también decimos: ""¿Y qué?""
									","
											Mas a gravidade e a seriedade disso é que:
											a cada 30 segundos,
											a cada 30 segundos, em algum lugar,
											alguém no mundo acaba com 
a sua própria vida
											por causa da depressão.
											Pode acontecer a dois quarteirões 
ou a dois países de distância
											ou a dois continentes de distância, 
mas está a acontecer.
											Acontece todos os dias.
											Temos a tendência, como sociedade,
											de olhar para isso e dizer: ""E depois?""
											E depois? Nós olhamos para isso e pensamos: 
""Esse problema é seu.
											""Esse problema é deles.""
											Dizemos que ficamos tristes, 
que lamentamos,
											mas também dizemos: ""E depois?""
									","
											Ama depresyonun şiddeti ve ciddiyeti ise şu:
											Her 30 saniyede,
											her 30 saniyede, bir yerlerde,
											dünya üzerinde birileri hayatına son veriyor.
											Depresyon yüzünden.
											Bu iki sokak ötede, iki ülke ötede
											veya iki kıta öte de olabilir, ama bu gerçekleşiyor.
											Hem de her gün gerçekleşiyor.
											Toplum olarak bizim eğilimimiz,
											şöyle bir bakıp ''Yani?'' demek yönünde.
											Yani? Bakıyoruz ve diyoruz ki ''Bu sizin probleminiz.
											Bu onların problemi.''
											Üzüldüğümüzü ve üzgün olduğumuzu söylüyoruz,
											ama aynı zamanda ''Yani?'' diyoruz.
									","
											But the severity of it and the seriousness of it is this:
											every 30 seconds,
											every 30 seconds, somewhere,
											someone in the world takes their own life
											because of depression,
											and it might be two blocks away, it might be two countries away,
											it might be two continents away, but it's happening,
											and it's happening every single day.
											And we have a tendency, as a society,
											to look at that and go, ""So what?""
											So what? We look at that, and we go, ""That's your problem.
											That's their problem.""
											We say we're sad and we say we're sorry,
											but we also say, ""So what?""
									","
											Aber der Ernst und das Ausmaß davon 
ist Folgendes:
											Alle 30 Sekunden,
											alle 30 Sekunden nimmt sich irgendwo
											irgendjemand in der Welt das Leben
											wegen Depressionen,
											und vielleicht passiert es zwei Straßen weiter, 
vielleicht zwei Länder
											oder zwei Kontinente entfernt, aber es passiert,
											und es passiert jeden einzelnen Tag.
											Wir als Gesellschaft neigen dazu,
											das zu sehen und zu sagen: „Na und?“
											Na und? Wir sehen es und wir sagen: 
„Das ist dein Problem.
											Das ist deren Problem.“
											Wir sagen, wir sind traurig, 
wir sagen, es tut uns leid,
											aber wir sagen auch: „Na und?“
									",Confessions of a depressed comic,Kevin Breel,11:00,"TEDx,depression,mental health,suicide,youth"
"
","
","
","
","
",Confessions of a depressed comic,Kevin Breel,11:00,"TEDx,depression,mental health,suicide,youth"
"
											Bien, hace dos años 
era mi problema,
											porque me senté
en el borde de mi cama,
											donde me había sentado 
un millón de veces,
											y tenía tendencias suicidas.
											Me sentía así, y si hubiesen 
visto mi vida desde arriba,
											no habrían visto 
a un chico suicida.
											Habrían visto a quien era
el capitán del equipo de baloncesto,
											el estudiante de teatro del año,
											el estudiante de inglés del año,
											alguien que estaba
permanentemente en la lista de honor,
											y permanentemente en cada fiesta.
											Así que dirían que yo 
no estaba deprimido,
											que no tenía tendencias suicidas, 
pero se equivocarían.
											Se equivocarían.
Así que me senté aquella noche
											junto a un frasco de pastillas
con boli y papel en la mano
											y pensé en quitarme la vida
											y estuve así de cerca de hacerlo.
											Así de cerca.
									","
											Há dois anos atrás a depressão 
era o meu problema,
											porque me sentei na ponta da minha cama,
											onde já me tinha sentado milhões de vezes
											e senti-me suicida.
											Sentia-me suicida e, se olhassem 
superficialmente para minha vida,
											não veriam um rapaz suicida.
											Veriam um rapaz,
capitão da equipa de basquetebol,
											o estudante do ano em Teatro,
											o melhor do ano em inglês,
											que estava sempre no Quadro de Honra
											e constantemente em todas as festas.
											Vocês diriam que eu não era depressivo,
											que eu não era um suicida, 
mas estariam enganados.
											Naquela noite sentei-me ali,
											ao lado de uma caixa de comprimidos, 
com uma caneta e papel na mão
											e pensei em acabar com 
a minha vida
											e estive muito perto de o fazer.
											Estive muito perto de o fazer.
									","
											Şey, iki yıl önce bu benim problemimdi.
											Çünkü daha önce milyonlarca defa oturduğum
											yatağımın ucunda oturuyordum
											ve intihara eğilimliydim.
											İntihara eğilimliydim ve hayatıma yukarıdan şöyle bir baksaydınız
											beni intihara eğilimli bir çocuk olarak görmezdiniz.
											Basketbol takımının kaptanı olan,
											drama ve tiyatro kulübünde yılın öğrencisi seçilmiş,
											yılın öğrencisi olmuş,
											devamlı olarak şeref listesinde yer alan
											ve her partiye katılan bir çocuk görürdünüz.
											Yani, bana depresyonda veya
											intihara eğilimli demezdiniz, ama yanılıyor olurdunuz.
											Yanılıyor olurdunuz. Sonuç olarak o gece,
											bir kutu ilaçla ve elimde kağıt kalemle
											hayatımı sonlandırmayı düşündüm.
											Ve gerçekleştirmeye de bu kadar yakındım.
											Gerçekleştirmeye bu kadar yakındım.
									","
											Well, two years ago it was my problem,
											because I sat on the edge of my bed
											where I'd sat a million times before
											and I was suicidal.
											I was suicidal, and if you were to look at my life on the surface,
											you wouldn't see a kid who was suicidal.
											You'd see a kid who was the captain of his basketball team,
											the drama and theater student of the year,
											the English student of the year,
											someone who was consistently on the honor roll
											and consistently at every party.
											So you would say I wasn't depressed, you would say
											I wasn't suicidal, but you would be wrong.
											You would be wrong. So I sat there that night
											beside a bottle of pills with a pen and paper in my hand
											and I thought about taking my own life
											and I came this close to doing it.
											I came this close to doing it.
									","
											Vor zwei Jahren war es mein Problem.
											Ich saß auf meiner Bettkante
											wie Millionen Male zuvor
											und ich war suizidgefährdet.
											Ich war suizidgefährdet und 
an der Oberfläche meines Lebens
											hätten Sie keinen 
suizidgefährdeten Jungen gesehen.
											Sie hätten einen Jungen gesehen, 
der Kapitän seiner Basketballmannschaft war,
											Drama- und Theaterschüler des Jahres,
											Englischschüler des Jahres,
											jemand, der durchgehend 
auf der Bestenliste stand
											und immer auf jeder Party war.
											Man sollte also meinen, 
ich wäre nicht depressiv,
											ich wäre nicht suizidgefährdet, 
aber da ist falsch.
											Das ist absolut falsch. 
Ich verbrachte also die Nacht
											neben einer Packung Tabletten, 
mit Stift und Papier in der Hand,
											und ich dachte darüber nach, 
mir das Leben zu nehmen,
											und ich war so kurz davor, es zu tun.
											Ich war so kurz davor.
									",Confessions of a depressed comic,Kevin Breel,11:00,"TEDx,depression,mental health,suicide,youth"
