en,es,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
","
",When to take a stand — and when to let it go,Ash Beckham,15:35,"TEDx,activism,identity,morality,LGBT"
"
											This summer I was back
in Ohio for a family wedding,
											and when I was there,
											there was a meet and greet
with Anna and Elsa from ""Frozen.""
											Not the Anna and Elsa from ""Frozen,""
											as this was not a Disney-sanctioned event.
											These two entrepreneurs had
a business of running princess parties.
											Your kid is turning five?
											They'll come sing some songs,
sprinkle some fairy dust, it's great.
											And they were not about
to miss out on the opportunity
											that was the phenomenon
and that was ""Frozen.""
									","
											Este verano volví a Ohio 
para una boda familiar,
											y cuando estaba allí,
											hubo un evento con 
Anna y Elsa de ""Frozen"".
											No la Anna y la Elsa de ""Frozen""
											pues esto no era un evento de Disney.
											Estas dos emprendedoras tenían el negocio 
de montar fiestas de princesas.
											¿Su hijo cumple los cinco?
											Vendrán a cantar, a esparcir 
polvo de hadas, es genial.
											Y no estaban dispuestas 
a perder la oportunidad
											del fenómeno vigente de ""Frozen"".
									","
											Este verão, voltei a Ohio 
para um casamento de família,
									","
											Bu yaz Ohio'ya bir aile düğünü
için döndüm
											ve ben oradayken,
											Frozen'daki Anna ve Elsa ile tanıştım.
											Ama Frozen'daki Anna ve Elsa 
değildi.
											Sonuçta bu bir Disney etkinliği değildi.
											Bu iki girişimci prenses partileri 
yürüten bir işletmeye sahiptiler.
											Çocuğun 5 yaşına 
mı giriyor?
											Onlar gelip bazı şarkılar söyleyecekler, 

											biraz peri tozu serpiştirecekler, 
bu harika.
											Fırsatı kaçırmak üzere değillerdi.
											Bu bir doğa olayı değildi.
Bu ''Frozen''dı.
									","
											Cet été, j'étais de retour dans l'Ohio
											pour un mariage de famille.
											Pendant mon séjour,
											une rencontre avec Anna et Elsa 
de « La Reine des Neiges » a eu lieu.
											Pas les Anna et Elsa
de « La Reine des Neiges »,
											puisque ce n'était pas
organisé par Disney.
											Ces deux entrepreneuses
organisaient des fêtes de princesses.
											Votre enfant va avoir cinq ans ?
											Elles viendront chanter quelques chansons,
lancer de la poudre magique, c'est super.
											Et elles n'allaient
pas rater l'opportunité
											que représentait le phénomène
de « La Reine des Neiges ».
									",When to take a stand — and when to let it go,Ash Beckham,15:35,"TEDx,activism,identity,morality,LGBT"
"
","
","
","
","
",When to take a stand — and when to let it go,Ash Beckham,15:35,"TEDx,activism,identity,morality,LGBT"
"
											So they get hired by a local toy store,
											kids come in on a Saturday morning,
											buy some Disney swag, get their
picture taken with the princesses,
											call it a day.
											It's like Santa Claus
without the seasonal restrictions.
											(Laughter)
									","
											A ellas las contrata 
una juguetería local,
											los niños vienen 
el sábado por la mañana,
											compran cosas de Disney, 
toman su foto con las princesas,
											hacen el día.
											Es como Santa Claus 
sin las restricciones estacionales.
											(Risas)
									","
											e quando lá estava,
											havia um encontro 
com Anna e Elsa de ""Frozen.""
											Não a Anna e a Elsa de ""Frozen,""
											porque não era um evento
aprovado pela Disney.
											Estas duas empresárias
organizavam festas de princesas.
											A vossa filha vai fazer cinco anos?
											Elas cantam umas músicas, 
espalham pó de fada, é formidável.
									","
											Bu yüzden bir oyuncak 
mağazası tarafından kiralandılar,
											çocuklar cumartesi sabahları gelirler,
											bazı Disney eşyaları alırlar, 
prenseslerle fotoğraflarını çektirirler,
											bugünlük bu kadar.
											Bu sanki mevsimsel kısıtlamaları 
olmayan Noel Baba gibi.
											(Kahkahalar)
									","
											Elles sont engagées
par un magasin de jouets,
											les enfants viennent un samedi matin,
achètent des babioles Disney,
											se font prendre en photo
avec les princesses, et puis basta.
											C'est comme le Père Noël,
sans les contraintes saisonnières.
											(Rires)
									",When to take a stand — and when to let it go,Ash Beckham,15:35,"TEDx,activism,identity,morality,LGBT"
"
","
","
","
","
",When to take a stand — and when to let it go,Ash Beckham,15:35,"TEDx,activism,identity,morality,LGBT"
"
											And my three-and-a-half-year-old niece
Samantha was in the thick of it.
											She could care less that these two women
were signing posters and coloring books
											as Snow Queen and Princess Ana
with one N to avoid copyright lawsuits.
											(Laughter)
											According to my niece and the 200-plus
kids in the parking lot that day,
											this was the Anna and Elsa from ""Frozen.""
									","
											Y mi sobrina de 3 años y medio, Samantha,
estaba en medio de eso.
											A ella le importaba poco que esas 
dos mujeres firmaran pósters y cuentos
											como Reina de las Nieves 
y Princesa Ana con una N
											para evitar demandas 
de derechos de autor.
											(Risas)
											Según mi sobrina y los más de 
200 niños concentrados ese día,
											estas eran la Anna y Elsa de ""Frozen"".
									","
											Elas não iam perder a oportunidade
											que foi o fenómeno ""Frozen.""
											Então, foram contratadas 
por uma loja de brinquedos,
											As crianças chegam num sábado de manhã,
											compram artigos da Disney
e tiram uma fotografia com as princesas,
											acabando assim o dia.
											É como o Pai Natal
sem restrições sazonais.
									","
											3,5 yaşındaki yeğenim Samantha 
kendini kaptırdı.
											Telif haklarından kaçınmak için Karlar 
Kraliçesi ve tek N ile Prenses Ana olsalardı,
											bu iki kadının poster imzalamasını ve 
kitap boyamasını daha az önemseyebilirdi.
											(Kahkahalar)
											O gün orada olan 200'den fazla çocuk ve 
yeğenime göre,
											bu Frozen'daki Anna ve Elsa'ydı.
									","
											Et Samantha, ma nièce de trois ans 
et demi, était en plein dedans.
											Elle se fichait que ces femmes signent
des posters et des livres de coloriage
											en tant que Reine de la Neige 
et Princesse Ana avec un N
											pour éviter des poursuites.
											(Rires)
											Selon ma nièce et les 200 enfants
dans le parking ce jour-là,
											il s'agissait bien des Anna et Elsa
de « La Reine des Neiges ».
									",When to take a stand — and when to let it go,Ash Beckham,15:35,"TEDx,activism,identity,morality,LGBT"
"
","
","
","
","
",When to take a stand — and when to let it go,Ash Beckham,15:35,"TEDx,activism,identity,morality,LGBT"
"
											It is a blazing hot Saturday morning
in August in Ohio.
											We get there at 10 o'clock,
the scheduled start time,
											and we are handed number 59.
											By 11 o'clock they had called
numbers 21 through 25;
											this was going to be a while,
											and there is no amount
of free face painting or temporary tattoos
											that could prevent the meltdowns
that were occurring outside of the store.
											(Laughter)
									","
											Era un sábado súper caluroso 
por la mañana en agosto en Ohio.
											Llegamos allí a las 10:00, 
la hora programada para empezar,
											y nos dieron el número 59.
											A las 11:00 llamaron 
a los números de 21 a 25;
											Esto iba a tardar un rato,
											y no hay suficiente pintura facial, 
ni tatuajes temporales
											para prevenir los colapsos que 
estaban ocurriendo fuera de la tienda.
											(Risas)
									","
											(Risos)
											A minha sobrinha Samantha
de três anos, estava muito entusiasmada.
											Não se ralava se estas duas mulheres
autografavam pósteres e livros coloridos
											como Rainha da Neve e princesa Ana
só com um N,
											por causa dos direitos de autor.
											(Risos)
											Segundo a minha sobrinha e as mais de 
200 crianças no estacionamento nesse dia,
											elas eram a Anna e a Elsa
do filme ""Frozen.""
											Estava um sol escaldante numa manhã 
de sábado em Agosto, em Ohio.
											Chegámos lá ás 10 horas,
à hora marcada para o início,
									","
											Ağustos ayında Ohio'da yakıcı 
sıcak bir yaz günüydü.
											Planlanan saate göre 10'da 
oradaydık
											ve bize verilen numara 59'du.
											Saat 11'e kadar 21'den 25'e 
kadar olan numaraları çağırdılar.
											Bu biraz sürecekti,
											ve hiç bedava yüz boyama 
ya da geçici dövme yoktu
											ki mağazanın dışında oluşan 
erimeyi engelleyebilsin.
											(Kahkahalar)
									","
											C'est un samedi matin d'août dans l'Ohio
où il fait une chaleur écrasante.
											Nous arrivons à 10h, l'heure indiquée,
											et on nous donne le numéro 59.
											À 11h, ils avaient appelé
les numéros 21 à 25 ;
											ça allait prendre un moment,
											et aucun maquillage 
ou tatouages temporaires gratuits
											ne pouvaient empêcher les crises
qui se produisaient devant le magasin.
											(Rires)
									",When to take a stand — and when to let it go,Ash Beckham,15:35,"TEDx,activism,identity,morality,LGBT"
"
","
","
","
","
",When to take a stand — and when to let it go,Ash Beckham,15:35,"TEDx,activism,identity,morality,LGBT"
"
											So, by 12:30 we get called:
											""56 to 63, please.""
											And as we walk in, it is a scene
I can only describe you
											as saying it looked like Norway threw up.
											(Laughter)
											There were cardboard
cut-out snowflakes covering the floor,
											glitter on every flat surface,
and icicles all over the walls.
									","
											A las 12:30 nos llaman:
											""Del 56 al 63, por favor"".
											Y mientras entramos, había una escena 
que solo puedo describir
											diciendo que se parecía a Noruega.
											(Risas)
											Había copos de nieve recortados 
de cartón cubriendo el suelo,
											purpurina en cada superficie plana, 
y carámbanos por las paredes.
									","
											e entregaram-nos o número 59.
											Às 11 horas tinham chamado
os números 21 a 25.
											Aquilo iria levar algum tempo,
											e nenhuma pintura facial grátis
ou tatuagem temporária
											impediam o desespero
que estava a ocorrer fora da loja.
											(Risos)
											Às 12:30 fomos chamados:
									","
											12:30'a kadar çağırıldık.
											''56'dan 63'e, lütfen.''
											Biz içeriye yürürken, size tarif 
edebileceğim tek sahne
											Norveç'in kusmuş gibi göründüğüydü.
											(Kahkahalar)
											Yeri kaplayan kartondan kesilmiş kar 
taneleri,
											bütün düz yüzeylerde parıltılar ve
bütün duvarlarda buz saçakları vardı.
									","
											À 12h30, on nous appelle :
											« 56 à 63, s'il vous plaît. »
											Alors que nous entrons,
											je ne peux décrire la scène 
qu'en la qualifiant de vomi norvégien.
											(Rires)
											Des flocons de neige en carton
recouvraient le sol,
											des paillettes sur toutes les surfaces,
											et des stalactites
partout sur les murs.
									",When to take a stand — and when to let it go,Ash Beckham,15:35,"TEDx,activism,identity,morality,LGBT"
