en,pt,fr,tr,es,title,speaker,duration,tags
"
","
","
","
","
",Am I not human? A call for criminal justice reform,Marlon Peterson,7:32,"activism,crime,criminal justice,humanity,personal growth,social change,identity,society,TED Residency,justice system"
"
											She wrote:
											""When I become famous,
I will tell everyone
											that I know a hero named Marlon Peterson.""
									","
											Ela escreveu:
											""Quando for famosa
											""direi a toda a gente que conheço
um herói chamado Marlon Peterson"".
									","
											Elle a écrit :
											« Quand je serai célèbre,
je dirai à tout le monde
											que je connais un héros :
Marlon Peterson. »
									","
											Şöyle yazmıştı:
											""Ünlü olduğumda, herkese
Marlon Peterson adında
											bir kahraman tanıdığımı söyleyeceğim.""
									","
											Ella escribió:
											""Cuando sea famosa,
voy a contarle a todos
											que conozco a un héroe
llamado Marlon Peterson.""
									",Am I not human? A call for criminal justice reform,Marlon Peterson,7:32,"activism,crime,criminal justice,humanity,personal growth,social change,identity,society,TED Residency,justice system"
"
","
","
","
","
",Am I not human? A call for criminal justice reform,Marlon Peterson,7:32,"activism,crime,criminal justice,humanity,personal growth,social change,identity,society,TED Residency,justice system"
"
											Heroes rarely look like me.
											In fact,
											I'm what garbage looks like.
											No, not the most appealing
way to open a talk
											or start a conversation,
											and perhaps you have some questions
going through your head about that.
											Why would this man say
such a thing about himself?
											What does he mean?
											How can someone view him as a hero
when he sees himself as garbage?
									","
											Os heróis raras vezes são como eu.
											Na verdade,
											eu pareço-me mais com o lixo.
											Não, não é a forma mais cativante
de começar uma palestra
											ou de começar uma conversa,
											e talvez estejam a pensar
nalgumas perguntas.
											Porque é que eu digo
uma coisa destas sobre mim mesmo?
											O que é que ele quer dizer?
											Como é que uma pessoa o considera um herói
quando ele se considera lixo?
									","
											Les héros me ressemblent rarement.
											En fait,
											je ressemble à un déchet.
											Ce n'est pas un début des plus attrayants
pour une présentation,
											ni même pour une conversation,
											et vous avez peut-être des questions
qui vous viennent à ce sujet.
											Pourquoi cet homme
parle-t-il ainsi de lui ?
											Que veut-il dire ?
											Comment peut-il être perçu comme un héros
et se voir comme un déchet ?
									","
											Kahramanlar nadiren benim gibidir.
											Aslında,
											ben çöplüğe benziyorum.
											Hayır, belki de bir konuşma veya sohbeti
											bu şekilde başlatmak güzel değildir
											ve bu konu hakkında
belki de sorularınız vardır.
											Bir insan kendisi hakkında
niçin böyle konuşur?
											Ne demek istiyor?
											O kendisini bir çöplük gibi görürken,
başkası onu nasıl kahraman olarak görür?
									","
											Los héroes raras veces se parecen a mí.
											De hecho,
											yo me veo como basura.
											No, no es la manera más
llamativa de abrir una charla
											o iniciar una conversación,
											y quizás tengan algunas preguntas
rondando por su cabeza.
											¿Por qué dirá este hombre
semejante cosa sobre sí mismo?
											¿Qué quiere decir?
											¿Cómo puede alguien verlo como héroe
si él se ve como basura?
									",Am I not human? A call for criminal justice reform,Marlon Peterson,7:32,"activism,crime,criminal justice,humanity,personal growth,social change,identity,society,TED Residency,justice system"
"
","
","
","
","
",Am I not human? A call for criminal justice reform,Marlon Peterson,7:32,"activism,crime,criminal justice,humanity,personal growth,social change,identity,society,TED Residency,justice system"
"
											I believe we learn more from questions
than we do from answers.
											Because when we're questioning something,
											we're invested in taking in
some sort of new information,
											or grappling with some sort of ignorance
that makes us feel uncomfortable.
											And that's why I'm here:
											to push us to question,
											even when it makes us uncomfortable.
									","
											Acho que aprendemos mais com perguntas
do que com respostas.
											Porque, quando questionamos uma coisa,
											estamos a investir
para obtermos informações.
											ou para lutar com uma ignorância
que nos faz sentir inquietos.
											É por isso que eu estou aqui,
											para obrigar-vos a questionar,
											mesmo que isso vos deixe inquietos.
									","
											Je crois que nous en apprenons plus
des questions que des réponses.
											Quand nous questionnons quelque chose,
											nous cherchons à recueillir
une nouvelle information
											ou à nous débattre avec une ignorance
qui nous met mal à l'aise.
											C'est pour cela que je suis là :
											nous pousser à questionner,
											même quand cela nous met mal à l'aise.
									","
											Cevaplardan çok, soruların
bir şeyler öğrettiğine inanıyorum.
											Çünkü bir şeyleri sorgularken,
											kendimizi bazı yeni
bilgileri almaya odaklarız
											veya bizi huzursuz eden
bir tür cahillikle boğuşuruz.
											Bu yüzden buradayım:
											Bize huzursuzluk verse bile,
											sorgulamaya teşvik etmek için.
									","
											Creo que aprendemos más de las preguntas
de lo que aprendemos de respuestas.
											Porque al preguntarnos algo,
											nos comprometemos a absorber
algún tipo de nueva información,
											o luchar contra algún tipo de ignorancia
que nos hace sentir incómodos.
											Y es por eso que estoy aquí:
											para obligarnos a cuestionar,
											aún cuando sea incómodo.
									",Am I not human? A call for criminal justice reform,Marlon Peterson,7:32,"activism,crime,criminal justice,humanity,personal growth,social change,identity,society,TED Residency,justice system"
"
","
","
","
","
",Am I not human? A call for criminal justice reform,Marlon Peterson,7:32,"activism,crime,criminal justice,humanity,personal growth,social change,identity,society,TED Residency,justice system"
"
											My parents are from Trinidad and Tobago,
											the southernmost island in the Caribbean.
											Trinidad is also home
to the only acoustic instrument
											invented in the 20th century:
											the steel pan.
											Deriving from the African drums
											and evolving from the genius
of one of the ghettos in Trinidad,
											a city called Laventille,
											and the disregard
of the American military ...
											Well, I should tell you,
											America, during WWII, had
military bases set up in Trinidad,
											and when the war ended,
											they left the island littered
with empty oil drums —
											their trash.
											So people from Laventille
repurposed the old drums left behind
											into the full chromatic scale:
											the steel pan.
											Playing music now from Beethoven
to Bob Marley to 50 Cent,
											those people literally made
music out of garbage.
									","
											Os meus pais são
de Trindade e Tobago,
											a ilha mais ao sul das Caraíbas.
											A Trindade também é a região
do único instrumento acústico
											inventado no século XX,
											o tambor de aço
											que deriva dos tambores africanos
											e evoluiu com o génio
de um dos guetos da Trindade,
											uma cidade chamada Laventille,
											e com o desrespeito dos militares
norte-americanos...
											É preciso dizer-vos,
											os EUA, durante a I Guerra Mundial,
tinham bases militares em Trindade
											e, quando a guerra acabou,
											deixaram a ilha juncada
de tambores de petróleo vazios,
											— o lixo deles.
											Então, as pessoas de Laventille
aproveitaram os tambores abandonados
											com uma escala cromática completa,
											o tambor de aço.
											Agora tocam música, de Beethoven
a Bob Marley, aos 50 Cent,
											aquela gente faz música
literalmente a partir do lixo.
									","
											Mes parents sont originaires
de Trinité-et-Tobago,
											l'île la plus au sud des Caraïbes.
											Trinité est aussi l'endroit
d'où vient le seul instrument acoustique
											inventé au XXe siècle :
											le steel-drum.
											Dérivant des tambours africains
											et évoluant grâce au génie
d'un des ghettos de Trinité,
											une ville appelée Laventille,
											et du manque de respect
de l'armée américaine...
											Je devrais vous dire,
											durant la guerre de 39-45, l'Amérique
avait des bases militaires à Trinité
											et, à la fin de la guerre,
											ils ont laissé l'île jonchée
de bidons de pétrole vides —
											leurs déchets.
											Les gens de Laventille ont transformé
les vieux bidons laissés sur l'île
											en toute la gamme chromatique :
											le steel-drum.
											Ils jouent maintenant de la musique
de Beethoven à Bob Marley et 50 Cent,
											ces gens ont littéralement
fait de la musique à partir de déchets.
									","
											Ailem Trinidad ve Tobago'dan,
											Karayipler'in en güneydeki adası.
											Trinidad aynı zamanda
20. yy'da icat edilen
											tek akustik enstrümanın da bölgesi:
											çelik davul.
											Afrikalıların davullarından geliyor
											ve Trinidad'daki gettolardan
birisinde, Laventille adlı bir kentte
											ve Amerikan ordusunun
											önemsemediği yerde geliştirildi...
											Pekala, size söylemeliyim,
											İkinci Dünya Savaşında
Amerika'nın, Trinidad'da üsleri vardı
											ve savaş bittiğinde,
											adayı boş yağ varilleriyle
kirletilmiş bir halde bıraktılar —
											yani çöpleriyle.
											Laventille'de yaşayan insanlar,
geride bırakılan bu varilleri
											tam kromatik gama dönüştürdüler:
											yani çelik davula.
											Beethoven, Bob Marley ve 50 Cent'e
kadar, türlü müzik çalan bu insanlar
											gerçekten çöplükten müzik ürettiler.
									","
											Mis padres son de Trinidad y Tobago,
											la isla más al sur en el Caribe.
											Trinidad es, también, hogar
del único instrumento acústico
											inventado en el siglo XX:
											el tambor metálico.
											Derivado de los tambores africanos
											y evolucionado por el genio
de uno de los guetos en Trinidad,
											una ciudad llamada Laventille,
											y la desconsideración
de las fuerzas armadas estadounidenses.
											Bueno, debo decirles,
											EE. UU. en la Segunda Guerra Mundial, 
tenía bases militares en Trinidad,
											y cuando la guerra terminó,
											dejaron la isla sucia
con tambores de petróleo vacíos,
											su basura.
											Entonces la gente de Laventille
recicló los viejos tambores abandonados
											en la escala cromática completa:
											el tambor metálico.
											Ahora tocan música desde Beethoven
a Bob Marley y 50 Cent,
											esa gente literalmente hizo
música a partir de la basura.
									",Am I not human? A call for criminal justice reform,Marlon Peterson,7:32,"activism,crime,criminal justice,humanity,personal growth,social change,identity,society,TED Residency,justice system"
"
","
","
","
","
",Am I not human? A call for criminal justice reform,Marlon Peterson,7:32,"activism,crime,criminal justice,humanity,personal growth,social change,identity,society,TED Residency,justice system"
"
											Twelve days before my 20th birthday,
											I was arrested for my role
in a violent robbery attempt
											in lower Manhattan.
											While people were sitting
in a coffee shop,
											four people were shot.
											Two were killed.
											Five of us were arrested.
											We were all the products
of Trinidad and Tobago.
											We were the ""bad immigrants,""
											or the ""anchor babies"" that Trump
and millions of Americans easily malign.
											I was discarded, like waste material —
											and justifiably so to many.
											I eventually served 10 years, two months
and seven days of a prison sentence.
											I was sentenced to a decade of punishment
in a correctional institution.
											I was sentenced to irrelevance —
											the opposite of humanity.
									","
											Doze dias antes de eu fazer 20 anos,
											fui detido pelo meu papel
numa tentativa violenta de roubo
											na baixa de Manhattan.
											As pessoas estavam num café
											e quatro pessoas foram atingidas a tiro.
											Duas delas morreram.
											Fomos presos cinco.
											Éramos todos produto
de Trindade e Tobago.
											Éramos os ""imigrantes maus"",
											ou os ""bebés pendura"" que Trump
e milhões de norte-americanos caluniam.
											Fui posto de lado, como desperdício
											— com toda a razão,
de acordo com muita gente.
											Acabei por pagar com 10 anos,
dois meses e sete dias de prisão.
											Fui condenado a uma década de punição
numa instituição de correção.
											Fui condenado à irrelevância
											— o oposto de humanidade.
									","
											Douze jours avant mon 20ème anniversaire,
											j'ai été arrêté pour mon rôle
dans une violente tentative de vol
											à Lower Manhattan.
											Alors qu'ils étaient assis dans un café,
											quatre personnes
se sont fait tirer dessus.
											Deux sont mortes.
											Cinq d'entre nous ont été arrêtés.
											Nous étions tous les produits
de Trinité-et-Tobago.
											Nous étions les « mauvais immigrants »
											ou les « bébés ancres »
											que Trump et des millions d'Américains
diffament si facilement.
											J'étais rejeté, comme un déchet —
											et selon beaucoup, c'était justifiable.
											J'ai fini par purger une peine de prison
de 10 ans, deux mois et sept jours.
											J'ai été condamné
à une décennie de punition
											dans une institution carcérale.
											J'ai été condamné à l'inutilité,
											le contraire de l'humanité.
									","
											Yirminci doğum günümden 12 gün önce,
											aşağı Manhattan'da şiddet içeren
bir soygun girişiminde rol aldığım için,
											tutuklandım.
											İnsanlar bir kafede otururken,
											dört insan vuruldu.
											İki kişi öldürüldü.
											Beşimiz tutuklandık.
											Biz Trinidad ve Tobago'nun ürünleriydik.
											Bizler, Trump'ın ve milyonlarca
											Amerikalının kolaylıkla kötülediği
""kötü göçmenler"" veya ""çapa bebekleriz"".
											Tıpkı atık madde gibi, atıldım
											ve birçoğumuz da atıldı.
											Sonrasında 10 yıl, iki ay,
yedi gün hapis cezası aldım.
											Bir ıslah kurumunda on yıllık
bir cezaya mahkum edildim.
											İlgisizliğe mahkum edildim —
											insanlığın tam aksine.
									","
											Doce días antes de mi 20 cumpleaños,
											fui arrestado por participar
en un intento de robo violento
											al sur de Manhattan.
											Mientras la gente estaba
sentada en el café,
											cuatro personas fueron disparadas.
											Dos fueron asesinadas.
											Cinco de nosotros fuimos arrestados.
											Eramos todos provenientes
de Trinidad y Tobago.
											Eramos los ""malos inmigrantes"",
											o los ""bebés ancla"" que Trump y millones
de estadounidenses fácilmente marginan.
											Fui descartado como material desechable
											y de manera justificada según muchos.
											Al final serví diez años, dos meses
y siete días en prisión.
											Fui sentenciado a una década de castigo
en una institución correccional.
											Fui sentenciado a la irrelevancia,
											lo opuesto a la humanidad.
									",Am I not human? A call for criminal justice reform,Marlon Peterson,7:32,"activism,crime,criminal justice,humanity,personal growth,social change,identity,society,TED Residency,justice system"
