en,es,tr,pt,title,speaker,duration,tags
"
","
","
","
",What if we eliminated one of the world's oldest diseases?,Caroline Harper,10:12,"sight,blindness,medicine,medical research,invention,public health,science,data,disease,humanity,society,Audacious Project"
"
											I'd like you to imagine,
just for a moment,
											that your eyelashes grew inwards
instead of outwards,
											so that every time you blinked,
											they would scrape
the front of your eyeballs,
											damaging the corneas,
											so that slowly and painfully,
you went blind.
									","
											Me gustaría que imaginen,
por un momento nada más,
											que las pestañas les crecen hacia adentro
en lugar de crecerles hacia afuera,
											de modo que, cuando pestañean,
											les raspan la superficie del globo ocular,
											dañándoles la córnea,
											y así, lenta y dolorosamente,
se van quedando ciegos.
									","
											Yalnızca bir an için hayal edin,
											kirpikleriniz dışa değil,
içe doğru bükülüyor,
											gözlerinizi her kırptığınızda
											göz bebeklerinizin ön kısmını çiziyor,
											korneaya zarar veriyor,
											yavaş yavaş ve acı çekerek
görme engelli oluyorsunuz.
									","
											Gostava que imaginassem, por momentos,
											que as vossas pestanas cresciam
para dentro, em vez de para fora,
											por isso, sempre que pestanejassem,
											elas arranhavam a superfície
do globo ocular,
											danificando a córnea,
											cegando-vos lenta e dolorosamente.
									",What if we eliminated one of the world's oldest diseases?,Caroline Harper,10:12,"sight,blindness,medicine,medical research,invention,public health,science,data,disease,humanity,society,Audacious Project"
"
","
","
","
",What if we eliminated one of the world's oldest diseases?,Caroline Harper,10:12,"sight,blindness,medicine,medical research,invention,public health,science,data,disease,humanity,society,Audacious Project"
"
											Well, that's what happens
to a person who has trachoma.
											Now, this little boy here, Pamelo,
from Zambia, he has trachoma.
											And if we don't do anything,
he's going to go blind.
									","
											Bueno, eso es lo que le pasa
a la gente que tiene tracoma.
											Este niño zambiano, Pamelo, tiene tracoma.
											Y si no hacemos nada,
se va a quedar ciego.
									","
											İşte trahom hastalığından muzdarip
birinin başına bunlar geliyor.
											Burada gördüğünüz Zambialı çocuk
Pamelo'da trahom var.
											Eğer bir şey yapmazsak
görme yetisini kaybedecek.
									","
											É isso que acontece a uma pessoa
que tem tracoma.
											Pamelo, este rapazinho aqui,
da Zâmbia, tem tracoma.
											Se nada fizermos, vai ficar cego.
									",What if we eliminated one of the world's oldest diseases?,Caroline Harper,10:12,"sight,blindness,medicine,medical research,invention,public health,science,data,disease,humanity,society,Audacious Project"
"
","
","
","
",What if we eliminated one of the world's oldest diseases?,Caroline Harper,10:12,"sight,blindness,medicine,medical research,invention,public health,science,data,disease,humanity,society,Audacious Project"
"
											Trachoma is a curious disease.
											It's a bacterial infection
that's passed from person to person
											and by flies.
											The repeated infection
will scar your eyelids
											so that they contract
and they turn inside out.
											It particularly affects women,
											because they have
the contact with children.
											So what you'll often see
in places like Ethiopia
											are girls who have tweezers
like this around their necks,
											and they use them
to pluck out their eyelashes.
											But of course, that only gives them
temporary respite,
											because they just grow back
more vicious than before.
									","
											El tracoma es una enfermedad curiosa.
											Es una infección bacteriana
que se transmite de persona a persona
											y a través de las moscas.
											La infección repetitiva 
deja cicatrices en los párpados
											de modo tal que se contraen
y se pliegan hacia adentro.
											Las mujeres son las más afectadas,
											porque están en contacto con niños.
											Por eso, esto se ve mucho
en sitios como Etiopía:
											chicas con unas pequeñas pinzas
como estas, colgadas del cuello,
											y las usan para arrancarse las pestañas.
											Pero no es más que un alivio temporario,
											porque les vuelven a crecer
con más fuerza que antes.
									","
											Trahom tuhaf bir hastalık.
											İnsandan insana ve sinekler
aracılığıyla geçen
											bir bakteri enfeksiyonu.
											Tekrarlanan enfeksiyon
göz kapaklarınızda iz bırakacak,
											bu nedenle de kasılıp
dışa doğru bükülecekler.
											Özellikle kadınları etkiliyor,
											çünkü çocuklarla haşır neşirler.
											Etiyopya gibi yerlerde
sık sık göreceğiniz tablo
											boyunlarında bu şekilde
cımbız taşıyan kızlar,
											bu cımbızı kirpiklerini
koparmak için kullanıyorlar.
											Ama tabii bu onlara sadece
geçici rahatlık sağlıyor,
											çünkü öncekinden daha sert
bir şekilde çıkıyorlar.
									","
											O tracoma é uma doença estranha.
											É uma infeção bacteriana
que passa de pessoa para pessoa,
											e através das moscas.
											A infeção repetida deixa
cicatrizes nas pestanas
											e, por isso, elas contraem-se
e viram-se para dentro.
											Afeta sobretudo as mulheres
											porque elas têm contacto
com as crianças.
											Em países como a Etiópia,
											vemos raparigas que têm uma pinça
como esta, pendurada ao pescoço
											e usam-na para arrancar as pestanas.
											Mas, claro, isso só lhes dá
um alívio temporário
											porque elas voltam a crescer,
mais agressivas do que antes.
									",What if we eliminated one of the world's oldest diseases?,Caroline Harper,10:12,"sight,blindness,medicine,medical research,invention,public health,science,data,disease,humanity,society,Audacious Project"
"
","
","
","
",What if we eliminated one of the world's oldest diseases?,Caroline Harper,10:12,"sight,blindness,medicine,medical research,invention,public health,science,data,disease,humanity,society,Audacious Project"
"
											There are around two million
people in the world
											who are blind or visually impaired
because of trachoma.
											And we believe there may be
as many as 200 million people
											who are at risk.
									","
											A nivel mundial, hay unas
dos millones de personas
											ciegas o con discapacidad visual
por causa del tracoma.
											Y nosotros creemos que puede haber
incluso 200 millones de personas
											en riesgo.
									","
											Dünyada trahom yüzünden
görme engelli ya da hiç göremeyen
											yaklaşık 2 milyon insan var.
											Ayrıca risk altında
											200 milyon daha kişinin
olduğunu düşünüyoruz.
									","
											Há cerca de dois milhões
de pessoas no mundo
											que estão cegas ou têm deficiência
de visão, por causa do tracoma.
											Calculamos que possa haver
200 milhões de pessoas
											que estão em risco.
									",What if we eliminated one of the world's oldest diseases?,Caroline Harper,10:12,"sight,blindness,medicine,medical research,invention,public health,science,data,disease,humanity,society,Audacious Project"
"
","
","
","
",What if we eliminated one of the world's oldest diseases?,Caroline Harper,10:12,"sight,blindness,medicine,medical research,invention,public health,science,data,disease,humanity,society,Audacious Project"
"
											Now, it's a very old disease.
											What you can see is a photo
of a wall of a tomb in Northern Sudan.
											A colleague and I were traveling
in a very remote village,
											and we asked an old man
to take us down into a little tomb.
											Now, on the wall, we saw two eyes.
											One is crying,
											and you can see
there are tweezers next to it.
											Simon said to me, ""My God,
do you think that's trachoma?""
											So we sent this picture
to the British Museum,
											and they confirmed that, yes,
this is trachoma.
											So, thousands of years ago,
											the ancient Nubians
were painting pictures of trachoma
											on the walls of their tomb.
											And the tragedy is
											that disease is still rampant
in that area today.
											And the crazy thing is,
we know how to stop it.
									","
											Ahora bien, es una enfermedad muy antigua.
											Aquí ven una foto de la pared
de una tumba en Sudán del Norte.
											Un colega y yo estábamos de viaje
por una aldea muy remota
											y le pedimos a un anciano
que nos llevara a una pequeña tumba.
											En la pared, vimos dos ojos.
											Uno está llorando,
											y como pueden ver
hay unas pinzas al lado.
											Simon me dijo: ""Dios mío,
¿te parece que eso es tracoma?""
											Entonces le mandamos
esta foto al Museo Británico
											y nos confirmaron que sí, es tracoma.
											O sea que, hace miles de años,
											los antiguos nubios
pintaban imágenes del tracoma
											en las paredes de sus tumbas.
											Y la tragedia es
											que hoy esa enfermedad
todavía es endémica en la región.
											Y la locura de todo esto es
que sabemos cómo detenerla.
									","
											Bu çok eski bir hastalık.
											Kuzey Sudan'da bir mezar taşına
işlenmiş bir resim görüyorsunuz.
											İş arkadaşımla uzak
bir kasabayı ziyaret ediyorduk
											ve olgun bir adamdan bizi küçük bir
mezara götürmesini istedik.
											Duvarda iki göz gördük.
											Biri ağlıyordu,
											ve yanında cımbızlar
olduğunu görebilirsiniz.
											Simon bana ''Aman Tanrım,
sence bu trahom mu?'' diye sordu.
											Biz de bu resmi
İngiliz Müzesi'ne gönderdik,
											onlar da bunun trahom olduğunu doğruladı.
											Yani bundan binlerce yıl önce,
											antik Nubyalılar mezar taşlarına
											trahomu resmediyorlardı.
											İşin trajik kısmı ise,
											bu hastalık o bölgede hâlâ aktif.
											Üstelik nasıl durdurulacağını biliyoruz.
									","
											Esta doença é muito antiga.
											Estamos a ver uma foto duma parede
num túmulo no norte do Sudão.
											Um colega meu e eu estávamos
a viajar numa aldeia muito longínqua
											e pedimos a um ancião
para nos levar a um pequeno túmulo.
											Na parede, vimos dois olhos.
											Um deles está a chorar
											e vemos a pinça perto dele.
											Simon disse-me:
""Meu Deus, achas que é tracoma?""
											Assim, enviámos esta foto
ao Museu Britânico
											e eles confirmaram que sim,
era tracoma.
											Portanto, há milhares de anos,
											os antigos núbios pintavam
imagens do tracoma
											nas paredes dos túmulos.
											A tragédia é que esta doença
											ainda hoje é generalizada naquela área.
											E o que é inconcebível
é que sabemos evitá-la.
									",What if we eliminated one of the world's oldest diseases?,Caroline Harper,10:12,"sight,blindness,medicine,medical research,invention,public health,science,data,disease,humanity,society,Audacious Project"
"
","
","
","
",What if we eliminated one of the world's oldest diseases?,Caroline Harper,10:12,"sight,blindness,medicine,medical research,invention,public health,science,data,disease,humanity,society,Audacious Project"
"
											And what's great is that the trachoma
community have all come together
											to pool their efforts.
											We don't compete; we collaborate.
									","
											Y lo genial es que toda
la comunidad del tracoma está unida
											para sumar sus esfuerzos.
											No competimos; colaboramos.
									","
											Bu işte harika olan şey
tüm trahom topluluğunun
											bir araya gelerek çaba göstermesi.
											Yarış değil, işbirliği yapıyoruz.
									","
											Felizmente, a comunidade
do tracoma juntou-se
											para aliar esforços.
											Não competimos, colaboramos.
									",What if we eliminated one of the world's oldest diseases?,Caroline Harper,10:12,"sight,blindness,medicine,medical research,invention,public health,science,data,disease,humanity,society,Audacious Project"
"
","
","
","
",What if we eliminated one of the world's oldest diseases?,Caroline Harper,10:12,"sight,blindness,medicine,medical research,invention,public health,science,data,disease,humanity,society,Audacious Project"
