en,tr,title,speaker,duration,tags
"
","
",How to reduce poverty? Fix homes,Paul Pholeros,17:39,"TEDx,architecture,design,global issues,health,public health,sanitation"
"
											The idea of eliminating poverty
is a great goal.
											I don't think anyone
in this room would disagree.
											What worries me
is when politicians with money
											and charismatic rock stars —
									","
											Yoksulluğu yok etme fikri
harika bir hedef.
											Bu odadaki kimsenin karşıt fikirde
olacağını düşünmüyorum.
											Beni endişelendiren şey,
parası olan politikacılar
											ve karizmatik rock yıldızları
									",How to reduce poverty? Fix homes,Paul Pholeros,17:39,"TEDx,architecture,design,global issues,health,public health,sanitation"
"
","
",How to reduce poverty? Fix homes,Paul Pholeros,17:39,"TEDx,architecture,design,global issues,health,public health,sanitation"
"
											(Laughter)
									","
											(Gülüşmeler)
									",How to reduce poverty? Fix homes,Paul Pholeros,17:39,"TEDx,architecture,design,global issues,health,public health,sanitation"
"
","
",How to reduce poverty? Fix homes,Paul Pholeros,17:39,"TEDx,architecture,design,global issues,health,public health,sanitation"
"
											use the words,
											"" ... it all just sounds so, so simple.""
									","
											bu kelimeleri kullandığında,
											""...her şeyin çok çok 
kolay gibi gözükmesi.""
									",How to reduce poverty? Fix homes,Paul Pholeros,17:39,"TEDx,architecture,design,global issues,health,public health,sanitation"
"
","
",How to reduce poverty? Fix homes,Paul Pholeros,17:39,"TEDx,architecture,design,global issues,health,public health,sanitation"
"
											Now, I've got no bucket of money today
											and I've got no policy to release,
											and I certainly haven't got a guitar.
											I'll leave that to others.
											But I do have an idea,
											and that idea is called
Housing for Health.
									","
											Bugün yanımda hiç param yok
											ve yayımlayacağım bir politikam yok
											ve kesinlikle bir gitarım da yok.
											Bunu başkalarına bırakıyorum.
											Ama bir fikrim var
											ve bu fikrin adı ""Sağlık için Konut.""
									",How to reduce poverty? Fix homes,Paul Pholeros,17:39,"TEDx,architecture,design,global issues,health,public health,sanitation"
"
","
",How to reduce poverty? Fix homes,Paul Pholeros,17:39,"TEDx,architecture,design,global issues,health,public health,sanitation"
"
											Housing for Health works with poor people.
											It works in the places where they live,
											and the work is done
to improve their health.
											Over the last 28 years,
											this tough, grinding, dirty work
											has been done by literally
thousands of people around Australia
											and, more recently, overseas,
											and their work has proven
											that focused design can improve
even the poorest living environments.
											It can improve health
											and it can play a part in reducing,
if not eliminating, poverty.
									","
											Sağlık için Konut, 
fakir insanlar için çalışır.
											Onların yaşadığı yerlerde çalışır
											ve bu iş onların sağlığını 
iyileştirmek için yapılır.
											Son 28 senede,
											bu zor, ezici, pis iş
											kelimenin tam anlamıyla 
binlerce kişi tarafından
											Avustralya çevresinde ve son zamanlarda da
deniz aşırı yerlerde yapıldı.
											Onların bu çabası, odaklanmış tasarımın
											en fakir yaşam alanını bile
iyileştirebileceğini kanıtladı.
											Bu çaba sağlığı iyileştirebilir
											ve tamamen yok etmese bile 
yoksulluğu azaltmakta rol oynayabilir.
									",How to reduce poverty? Fix homes,Paul Pholeros,17:39,"TEDx,architecture,design,global issues,health,public health,sanitation"
"
","
",How to reduce poverty? Fix homes,Paul Pholeros,17:39,"TEDx,architecture,design,global issues,health,public health,sanitation"
"
											I'm going to start
where the story began —
											1985, in Central Australia.
											A man called Yami Lester,
an Aboriginal man,
											was running a health service.
											Eighty percent of what walked
in the door, in terms of illness,
											was infectious disease —
											third world, developing world
infectious disease,
											caused by a poor living environment.
									","
											Hikâyeyi anlatmaya 1985'de
hikâyenin başladığı yerden,
											Orta Avustralya'dan başlayacağım.
											Yami Lester adında Aborijin bir adam,
											sağlık hizmeti vermekteydi.
											Kapıdan içeri girenlerin %80'inin
											bulaşıcı bir hastalığı vardı.
											Gelişmekte olan üçüncü dünya ülkelerindeki
											fakir yaşam alanlarının neden
olduğu bulaşıcı hastalıklar.
									",How to reduce poverty? Fix homes,Paul Pholeros,17:39,"TEDx,architecture,design,global issues,health,public health,sanitation"
"
","
",How to reduce poverty? Fix homes,Paul Pholeros,17:39,"TEDx,architecture,design,global issues,health,public health,sanitation"
"
											Yami assembled a team in Alice Springs.
											He got a medical doctor.
											He got an environmental health guy.
											And he hand-selected a team
of local Aboriginal people
											to work on this project.
											Yami told us at that first meeting,
											""There's no money,"" —
always a good start —
											"" ... no money, you have six months,
											and I want you to start on a project —""
which, in his language,
											he called ""Uwankara Palyanku Kanyintjaku,""
											which, translated, is ""a plan
to stop people getting sick"" —
											a profound brief.
											That was our task.
									","
											Yami, Alice Springs'de bir ekip topladı.
											Ekipte, bu projede çalışacak bir hekim,
											çevre sağlığıyla ilgilenen birisi
											ve kendi elleriyle seçtiği 
bir grup yerli Aborijin vardı.
											Yami, bize ilk toplantıda 
hiç para olmadığını söyledi.
											— her zaman iyi bir
başlangıç —
											""...para yok, altı ayınız var
											ve bir projeye başlamanızı istiyorum —""
onun dilinde
											""Uwankara Palyanku Kanyintjaku"".
											Tercümesi ""İnsanların hasta olmasını
engellemek için bir plan""
											olan derin bir özet.
											Bu bizim görevimizdi.
									",How to reduce poverty? Fix homes,Paul Pholeros,17:39,"TEDx,architecture,design,global issues,health,public health,sanitation"
"
","
",How to reduce poverty? Fix homes,Paul Pholeros,17:39,"TEDx,architecture,design,global issues,health,public health,sanitation"
"
											First step, the medical doctor went away
for about six months.
											And he worked on what were to become
these nine health goals —
											what were we aiming at?
											After six months of work,
he came to my office
											and presented me with
those nine words on a piece of paper.
									","
											İlk adım olarak, hekim yaklaşık
altı aylığına gitti.
											Dokuz sağlık hedefi üzerinde
çalışmaya başladı.
											Hedefimiz neydi?
											Altı ay sonra ofisime geldi
											ve bana şu dokuz kelimeyi bir kâğıt
parçası üstünde sundu.
									",How to reduce poverty? Fix homes,Paul Pholeros,17:39,"TEDx,architecture,design,global issues,health,public health,sanitation"
"
","
",How to reduce poverty? Fix homes,Paul Pholeros,17:39,"TEDx,architecture,design,global issues,health,public health,sanitation"
"
											[The 9 Healthy Living Practices: Washing,
clothes, wastewater, nutrition, crowding,
											animals, dust, temperature, injury]
									","
											[ 9 Sağlıklı Yaşam Uygulaması: Yıkanma,
kıyafetler, atık su, beslenme, kalabalık,
											hayvanlar, toz, sıcaklık, sakatlık ]
									",How to reduce poverty? Fix homes,Paul Pholeros,17:39,"TEDx,architecture,design,global issues,health,public health,sanitation"
"
","
",How to reduce poverty? Fix homes,Paul Pholeros,17:39,"TEDx,architecture,design,global issues,health,public health,sanitation"
