en,es,pt,title,speaker,duration,tags
"
","
","
",The dirty secret of capitalism — and a new way forward,Nick Hanauer,17:03,"economics,social change,inequality,business,work,leadership"
"
											I am a capitalist,
											and after a 30-year career in capitalism
											spanning three dozen companies,
											generating tens of billions
of dollars in market value,
											I'm not just in the top one percent,
I'm in the top .01 percent of all earners.
											Today, I have come
to share the secrets of our success,
											because rich capitalists like me
have never been richer.
											So the question is, how do we do it?
											How do we manage to grab
											an ever-increasing share
of the economic pie every year?
											Is it that rich people are smarter
than we were 30 years ago?
											Is it that we're working harder
than we once did?
											Are we taller, better looking?
									","
											Soy capitalista
											y después de una carrera 
de 30 años en el capitalismo
											y casi 40 empresas,
											generando decenas de miles de millones
de dólares en valor de mercado,
											no estoy solo dentro del 1 % sino 
en el 0,01 % de los que más ganan.
											Hoy he venido a compartir 
los secretos de nuestro éxito,
											porque los capitalistas ricos como yo
nunca antes habían sido más ricos.
											Entonces la pregunta es, ¿cómo lo hacemos?
											¿Cómo logramos obtener cada año
											una cuota cada vez mayor de la economía?
											¿Somos los ricos más inteligentes
que hace 30 años?
											¿Estamos trabajando más arduamente?
											¿Somos más altos, más guapos?
									","
											Eu sou um capitalista,
											e após uma carreira de 30 anos
no capitalismo
											abrangendo três dúzias de empresas,
											criando dezenas de milhares de milhões
de dólares em valor de mercado,
											eu não estou apenas nos 1% mais ricos,
estou nos 0,01% mais ricos.
											Hoje, vim partilhar os segredos
do nosso sucesso,
											porque capitalistas como eu
nunca foram tão ricos.
											Então a questão é, como conseguimos?
											Como conseguimos ficar
											com uma fatia cada vez maior
do bolo todos os anos?
											Será que os ricos estão mais espertos
do que éramos há 30 anos?
											Será que estamos a trabalhar
mais do que antes?
											Estamos mais altos, mais bonitos?
									",The dirty secret of capitalism — and a new way forward,Nick Hanauer,17:03,"economics,social change,inequality,business,work,leadership"
"
","
","
",The dirty secret of capitalism — and a new way forward,Nick Hanauer,17:03,"economics,social change,inequality,business,work,leadership"
"
											Sadly, no.
											It all comes down to just one thing:
											economics.
											Because, here's the dirty secret.
											There was a time
in which the economics profession
											worked in the public interest,
											but in the neoliberal era,
											today,
											they work only for big corporations
											and billionaires,
											and that is creating
a little bit of a problem.
											We could choose to enact economic policies
											that raise taxes on the rich,
											regulate powerful corporations
or raise wages for workers.
											We have done it before.
											But neoliberal economists would warn
											that all of these policies
would be a terrible mistake,
											because raising taxes
always kills economic growth,
											and any form of government regulation
											is inefficient,
											and raising wages always kills jobs.
											Well, as a consequence of that thinking,
											over the last 30 years, in the USA alone,
											the top one percent has grown
21 trillion dollars richer
											while the bottom 50 percent
have grown 900 billion dollars poorer,
											a pattern of widening inequality
that has largely repeated itself
											across the world.
											And yet, as middle class families
struggle to get by
											on wages that have not budged
in about 40 years,
											neoliberal economists continue to warn
that the only reasonable response
											to the painful dislocations
of austerity and globalization
											is even more austerity and globalization.
									","
											Tristemente, no.
											Todo se reduce a una sola cosa:
											las ciencias económicas.
											Porque aquí está el oscuro secreto.
											Hubo un tiempo en el que
la profesión económica
											trabajaba en favor del interés público,
											pero en la era neoliberal,
											hoy día,
											opera solo para las grandes corporaciones
											y los multimillonarios,
											y eso crea un problemita.
											Podríamos elegir promulgar
políticas económicas
											que le aumenten los impuestos a los ricos,
											regular corporaciones poderosas o
aumentar los salarios de los trabajadores.
											Lo hemos hecho antes.
											Pero los economistas
neoliberales advertirían
											que todas estas políticas
serían un terrible error
											porque aumentar los impuestos
siempre mata el crecimiento económico,
											y cualquier forma de
regulación gubernamental
											es ineficiente
											y aumentar los salarios
siempre mata empleos.
											Bueno, como consecuencia
de ese pensamiento,
											en los últimos 30 años, solo en EE. UU.,
											el 1 % del grupo de mayor ingreso 
se hizo 21 billones de dólares más ricos
											mientras que el 50 % 
de los de menores ingresos
											se hizo 900 000 millones 
de dólares más pobres,
											un patrón de desigualdad cada vez mayor
que se ha repetido en gran medida
											alrededor del mundo.
											Y aun así, mientras las familias 
de clase media luchan para sobrevivir
											con salarios que 
no han aumentado en unos 40 años,
											los economistas neoliberales 
siguen advirtiendo
											que la única respuesta razonable
											al trastorno doloroso
de la austeridad y la globalización
											es aún más austeridad y globalización.
									","
											Infelizmente, não.
											Tudo se resume a apenas uma coisa:
											economia.
											Aqui está o segredo oculto.
											Houve um tempo em que
a profissão de economista
											almejava o interesse público,
											mas na era neoliberal, hoje,
											eles trabalham apenas
para as grandes empresas
											e para multimilionários.
											Isso está a criar um pequeno problema.
											Nós podíamos adotar políticas económicas
											que aumentam os impostos
para os mais ricos,
											regular as empresas poderosas
ou aumentar os salários dos trabalhadores.
											Já o fizemos antes.
											Mas os economistas neoliberais avisaram
											que todas estas políticas
seriam um erro terrível,
											porque aumentar impostos trava
sempre o crescimento económico,
											e qualquer forma
de regulação governamental
											é ineficiente;
											que aumentar os salários
destrói postos de trabalho.
											Como consequência desta forma de pensar,
											nos últimos 30 anos, só nos EUA,
											os 1% mais ricos ficaram
21 biliões de dólares mais ricos
											enquanto que os 50% mais pobres ficaram
900 mil milhões de dólares mais pobres,
											um padrão de crescente desigualdade
											que se tem repetido por todo o mundo.
											E ainda assim, enquanto as famílias
da classe média lutam para sobreviver
											com salários que não se alteraram
em cerca de 40 anos,
											os economistas neoliberais continuam
a avisar que a única resposta razoável
											para os resultados dolorosos
da austeridade e da globalização
											é mais austeridade e globalização.
									",The dirty secret of capitalism — and a new way forward,Nick Hanauer,17:03,"economics,social change,inequality,business,work,leadership"
"
","
","
",The dirty secret of capitalism — and a new way forward,Nick Hanauer,17:03,"economics,social change,inequality,business,work,leadership"
"
											So, what is a society to do?
											Well, it's super clear to me
what we need to do.
											We need a new economics.
											So, economics has been described
as the dismal science,
											and for good reason,
because as much as it is taught today,
											it isn't a science at all,
											in spite of all
of the dazzling mathematics.
											In fact, a growing number
of academics and practitioners
											have concluded that neoliberal
economic theory is dangerously wrong
											and that today's growing crises
of rising inequality
											and growing political instability
											are the direct result
of decades of bad economic theory.
											What we now know is that the economics
that made me so rich isn't just wrong,
											it's backwards,
											because it turns out
											it isn't capital
that creates economic growth,
											it's people;
											and it isn't self-interest
that promotes the public good,
											it's reciprocity;
											and it isn't competition
that produces our prosperity,
											it's cooperation.
											What we can now see is that an economics
that is neither just nor inclusive
											can never sustain the high levels
of social cooperation
											necessary to enable
a modern society to thrive.
									","
											Entonces, ¿qué debe hacer una sociedad?
											Para mí está muy claro
lo que hay que hacer.
											Necesitamos una nueva economía.
											La economía se describe
como una ciencia triste
											y por buenas razones porque,
por mucho que se enseñe hoy,
											no es una ciencia en sí
											a pesar de sus matemáticas deslumbrantes.
											De hecho, un número creciente
de académicos y practicantes
											han concluido que la teoría económica
neoliberal está terriblemente equivocada
											y que las crecientes crisis de hoy
de creciente desigualdad
											y creciente inestabilidad política
											son el resultado directo de 
décadas de mala teoría económica.
											Ahora sabemos que la economía 
que me hizo tan rico no solo está mal
											sino que está al revés,
											porque resulta
											que no es el capital lo que
genera el crecimiento económico,
											sino la gente;
											y no es el interés propio el que
promueve el bienestar público,
											sino la reciprocidad;
											y no es la competencia 
la que genera prosperidad,
											sino la cooperación.
											Ahora vemos una economía
que no es ni justa ni inclusiva,
											nunca podrá sostener los altos niveles
de cooperación social
											necesarios para hacer prosperar
a una sociedad moderna.
									","
											Então, o que deve fazer uma sociedade?
											Bem, para mim é mais que óbvio
aquilo que temos a fazer.
											Precisamos de uma nova economia.
											A economia foi descrita
como a ciência sinistra,
											e por uma boa razão porque, por muito
que seja ensinada hoje em dia,
											não é de todo uma ciência,
											apesar de toda a matemática fascinante.
											De facto, um número crescente
de académicos e profissionais
											concluiu que a teoria da economia
neoliberal está perigosamente errada
											e que as atuais crises
de aumento da desigualdade
											e a crescente instabilidade política
											são o resultado direto de décadas
de má teoria económica.
											O que sabemos agora é que
a economia que me tornou tão rico
											não só está errada, como é retrógrada,
											porque, para todos os efeitos,
											não é o capital que cria
o crescimento económico
											mas sim as pessoas;
											e não é o interesse próprio
que promove o bem público,
											é a reciprocidade;
											não é a competição que cria
a nossa prosperidade,
											mas sim a cooperação.
											O que vemos agora é que uma economia
que nem é justa nem inclusiva
											nunca poderá sustentar os níveis
elevados de cooperação social necessários
											para permitir que
uma sociedade moderna prospere.
									",The dirty secret of capitalism — and a new way forward,Nick Hanauer,17:03,"economics,social change,inequality,business,work,leadership"
"
","
","
",The dirty secret of capitalism — and a new way forward,Nick Hanauer,17:03,"economics,social change,inequality,business,work,leadership"
"
											So where did we go wrong?
											Well, it turns out
that it's become painfully obvious
											that the fundamental assumptions
that undergird neoliberal economic theory
											are just objectively false,
											and so today first I want to take you
through some of those mistaken assumptions
											and then after describe where the science
suggests prosperity actually comes from.
									","
											Entonces, ¿dónde nos equivocamos?
											Bueno, resulta que
se ha vuelto dolorosamente obvio
											que los supuestos que sostienen
la teoría de la economía neoliberal
											son objetivamente falsos,
											y hoy quiero explicarles algunos
de estos supuestos equivocados
											y luego describir de dónde la ciencia 
sugiere que proviene la prosperidad.
									","
											Então onde é que errámos?
											Agora é dolorosamente óbvio
											que os pressupostos fundamentais que
sustentam a teoria económica neoliberal
											são objetivamente falsos,
											e, por isso, quero apresentar-vos
alguns desses pressupostos erróneos
											e depois descrever qual a proveniência
da prosperidade sugerida pela ciência.
									",The dirty secret of capitalism — and a new way forward,Nick Hanauer,17:03,"economics,social change,inequality,business,work,leadership"
"
","
","
",The dirty secret of capitalism — and a new way forward,Nick Hanauer,17:03,"economics,social change,inequality,business,work,leadership"
"
											So, neoliberal economic
assumption number one is
											that the market is
an efficient equilibrium system,
											which basically means that if one thing
in the economy, like wages, goes up,
											another thing in the economy,
like jobs, must go down.
											So for example, in Seattle, where I live,
											when in 2014 we passed
our nation's first 15 dollar minimum wage,
											the neoliberals freaked out
over their precious equilibrium.
											""If you raise the price
of labor,"" they warned,
											""businesses will purchase less of it.
											Thousands of low-wage workers
will lose their jobs.
											The restaurants will close.""
											Except ...
											they didn't.
											The unemployment rate fell dramatically.
											The restaurant business in Seattle boomed.
											Why?
											Because there is no equilibrium.
											Because raising wages
doesn't kill jobs, it creates them;
											because, for instance,
											when restaurant owners are suddenly
required to pay restaurant workers enough
											so that now even they
can afford to eat in restaurants,
											it doesn't shrink the restaurant business,
											it grows it, obviously.
									","
											La suposición neoliberal 
económica número uno
											es que el mercado es un sistema 
de equilibrio eficiente,
											que significa, básicamente,
											que si una cosa en la economía, 
como los salarios, sube,
											otra cosa en la economía
como los trabajos, debe bajar.
											Por ejemplo, en Seattle, donde vivo,
											cuando en 2014 aprobamos el primer 
salario mínimo de USD 15 en el país,
											los neoliberales se rasgaron 
las vestiduras por su precioso equilibrio.
											""Si subes el precio de trabajo"",
advirtieron,
											las empresas comprarán menos.
											Miles de trabajadores de
bajos salarios perderán sus trabajos.
											Los restaurantes cerrarán"".
											Excepto...
											que no fue así.
											La tasa de desempleo cayó drásticamente.
											El negocio de los restaurantes
en Seattle floreció.
											¿Por qué?
											Porque no hay equilibrio.
											Porque aumentar los salarios
no mata trabajos, los crea;
											porque, por ejemplo,
											cuando los dueños de restaurantes
fueron repentinamente obligados
											a pagar a los trabajadores 
del restaurante lo suficiente
											para que ahora incluso ""ellos"" pudieran
darse el lujo de comer en restaurantes,
											eso no redujo el negocio,
sino que obviamente lo ayudó a crecer.
									","
											O pressuposto número um
da economia neoliberal
											é que o mercado é um sistema
de equilíbrio eficiente,
											o que basicamente quer dizer que, se algo
na economia, como os salários, aumentar,
											outra coisa na economia,
como o emprego, tem de diminuir.
											Por exemplo, em Seattle, onde eu vivo,
											quando em 2014 aprovámos o primeiro
ordenado mínimo de 15 dólares por hora,
											os neoliberais assustaram-se
por causa do seu precioso equilíbrio.
											""Se aumentarmos o preço
do trabalho,"" avisaram,
											""as empresas não vão contratar tanto.""
											""Milhares de trabalhadores com salários
baixos vão perder o emprego.
											""Os restaurantes vão fechar.""
											Só que...
											isso não aconteceu.
											A taxa de desemprego
diminuiu drasticamente.
											A restauração em Seattle aumentou.
											Porquê?
											Porque esse equilíbrio não existe.
											Porque aumentar salários não mata
o emprego, mas sim cria-o;
											porque, por exemplo,
											quando os restaurantes têm de pagar
o suficiente aos seus colaboradores
											estes têm o suficiente
para comer em restaurantes.
											Isso não diminui a faturação
dos restaurantes,
											mas aumenta-a, obviamente.
									",The dirty secret of capitalism — and a new way forward,Nick Hanauer,17:03,"economics,social change,inequality,business,work,leadership"
