en,pt,es,tr,title,speaker,duration,tags
"
","
","
","
",How to find the person who can help you get ahead at work,Carla Harris,13:23,"business,work,success,potential,women in business,personal growth,leadership,entrepreneur,goal-setting"
"
											It was the spring of 1988
											when I had the aha moment.
											I was at my first roundtable,
											and for those of you who don't know,
											the roundtable was a very
commonly used phrase on Wall Street
											to describe the year-end
evaluative process
											for analysts, associates, vice presidents,
all the way up to managing directors.
											That was the process where they
were discussed behind closed doors
											around a table, i.e. the round table,
											and everyone was put into a category —
											the top bucket, the middle bucket,
the lower bucket —
											and then that was translated
into a bonus range
											that would be assigned
to each professional.
											This was my first time there,
and as I observed,
											I saw that there was one person
that was responsible
											for recording the outcome
of a conversation.
											There were other people in the room
that had the responsibility
											of presenting the cases
of all the candidates.
											And there were other invited guests
who were supposed to comment
											as a candidate's position was presented.
											It was interesting to me
that those other people
											were folks who were more senior
than the folks that were being discussed
											and they theoretically had had
some interaction with those candidates.
									","
											Era a primavera de 1988
											quando tive um momento ""eureca!"".
											Na minha primeira mesa redonda
											— para quem não sabe,
											a mesa redonda era uma expressão
muito utilizada em Wall Street
											para descrever o processo 
de avaliação do final do ano
											para analistas, associados, 
vice-presidentes, directores gerais.
											Era o processo em que eles
eram analisados à porta fechada
											em volta da mesa, ou seja, a mesa redonda.
											Toda a gente era colocada numa categoria
											— escalão do topo, médio e baixo —
											que depois era traduzida
numa variedade de bónus
											que seriam atribuídos a cada profissional.
											Era a primeira vez que lá estava
e, tal como observei,
											havia um secretário, a pessoa responsável
											por registar o resultado da conversa.
											Outras pessoas na sala 
tinham a responsabilidade
											de apresentar os casos
de todos os candidatos.
											E havia outros convidados
que teriam de comentar
											à medida que era apresentada
a posição de um candidato.
											Para mim, era interessante
que essas outras pessoas
											eram pessoas com cargos superiores
aos das pessoas que eram analisadas
											e, teoricamente, tinham tido
algum contacto com esses candidatos.
									","
											En la primavera de 1988
											tuve un momento ""¡ajá!"".
											Fue en mi primera mesa redonda
											y para los que no lo sepan,
											la mesa redonda era una frase
muy usada en Wall Street
											para describir el proceso
de evaluación de fin de año
											de analistas, asociados, vicepresidentes
y superiores hasta el presidente.
											Ese era el proceso por el cuál se 
hablaba de ellos a puerta cerrada
											alrededor de una mesa,
de ahí lo de mesa redonda,
											y ponían a todos en alguna categoría:
											el cubo superior, el cubo de 
en medio, el cubo inferior...
											y eso se traducía en un rango de primas
											que se asignaría a cada profesional.
											Era mi primera vez ahí
y mientras observaba
											vi que había una persona
que era la responsable
											de grabar el resultado de la conversación.
											Había otras personas en la sala
que tenían la responsabilidad
											de presentar los casos
de todos los candidatos.
											Y había otros invitados que se
supone que debían comentar
											a medida que se presentaba
la situación de un candidato.
											Me resultó interesante que esa otra gente
											tuviera más experiencia que la
gente sobre la que se debatía
											y en teoría habían tenido algún tipo
de interacción con esos candidatos.
									","
											1988'in ilkbaharıydı
											""işte buldum"" anını yaşadığımda.
											İlk kez bir yuvarlak masa
toplantısındaydım,
											bilmeyenler için yuvarlak masa,
											Wall Street'de analistinden, ortağına,
müdür yardımcısından,
											genel müdürüne kadar herkesin
											yıl sonu değerlendirme sürecini
anlatmak için kullandığı bir terimdi.
											Kapalı kapılar ardında bu konuların
bir masanın, mesela yuvarlak bir masanın
											etrafında tartışıldığı bir süreçti.
											Ve herkes bir kategoriye konulurdu —
											en üst kova, ortanca kova, alt kova —
											ve daha sonra bu kovalardan
											her bir çalışan için prim hesaplanırdı.
											İlk kez böyle bir yerdeydim
ve gözlem yaptıkça
											konuşmaların çıktılarını kaydetmekle
sorumlu olan
											bir kişi olduğunu gördüm.
											Tüm adayların durumlarını ortaya
sunmaktan sorumlu olan
											başkaları da vardı odada.
											Diğer davetlilerden de
adayların durumları sunuldukça
											onları değerlendirmeleri beklenirdi.
											Benim için şunlar ilginçti:
											bu diğer kişiler, hakkında konuşulanlardan
daha kıdemlerdi
											ve teorik olarak o adaylarla daha önceden
etkileşimleri olmuştu.
									",How to find the person who can help you get ahead at work,Carla Harris,13:23,"business,work,success,potential,women in business,personal growth,leadership,entrepreneur,goal-setting"
"
","
","
","
",How to find the person who can help you get ahead at work,Carla Harris,13:23,"business,work,success,potential,women in business,personal growth,leadership,entrepreneur,goal-setting"
"
											Now, I was really excited to be
at this roundtable for the first time,
											because I knew that my own process
would go through this same way,
											and that my bonus would be
decided in the same way,
											so I wanted to know how it worked,
											but more importantly,
											I wanted to understand
how this concept of a meritocracy
											that every company that I talked to
walking out of business school
											was selling.
											Every time I talked to a company,
											they would say, ""Our culture,
our process, is a meritocracy.
											The way you get ahead in this organization
is that you're smart,
											you put your head down
and you work really hard,
											and you'll go right to the top.
											So here was my opportunity to see
exactly how that worked.
									","
											Eu estava entusiasmada por estar 
na mesa redonda pela primeira vez,
											pois eu sabia que o meu processo
iria passar pelo mesmo
											e que o meu bónus iria ser decidido 
da mesma forma,
											por isso, queria saber como funcionava.
											Mas, mais importante ainda,
											eu queria compreender 
como é que este conceito de meritocracia
											que todas as empresas com que eu falava
após deixar a escola de gestão
											estava a ser defendido.
											Sempre que falava com uma empresa,
											diziam: ""A nossa cultura,
o nosso processo é uma meritocracia.
											""A forma de avançares nesta organização,
é seres inteligente,
											""baixares a cabeça, trabalhares no duro.
											""Assim, vais direta ao topo.""
											Ora esta era a minha oportunidade
de ver como funcionava.
									","
											Yo estaba muy emocionada por estar
en esa mesa redonda por primera vez,
											porque sabía que mi propio proceso
se desarrollaría de la misma manera
											y que mi prima se decidiría
de la misma manera,
											así que quería saber cómo funcionaba,
											pero lo que era más importante,
											quería entender cómo este 
concepto de meritocracia
											que cada empresa con la que hablé
tras salir de la faculta de empresas,
											se vendía.
											Siempre que hablaba con una empresa
											decían: ""Nuestra cultura, nuestro
proceso, es una meritocracia.
											La manera de salir adelante en esta
organización es que seas lista,
											que bajes la cabeza, que trabajes duro,
											y llegarás a lo más alto"".
											Así que ahí estaba mi oportunidad de
ver exactamente cómo funcionaba.
									","
											Burada ilk kez bulunduğumdan
oldukça heyecanlıydım
											çünkü biliyordum ki kendi sürecim de bu
şekilde ilerleyecekti
											ve benim primime de bu şekilde
karar verilecekti.
											Bu yüzden nasıl
işlediğini öğrenmek istedim,
											ama daha önemlisi
											işletme okulundan çıkarken konuştuğum
											her firmanın satmaya çalıştığı 
bu liyakat kavramını
											öğrenmek istiyordum.
											Bir firma ile her görüşmemde,
											""Kültürümüz, sürecimiz, 
bir meritokrasidir"" derlerdi.
											Bu kurumda yükselmenin yolu
zeki olmaktan,
											kafanı işine verip çok çok
çalışmaktan geçer
											ve en tepeye çıkarsın.
											Yani burada bunun nasıl işlediğini
görmem için bir fırsattı.
									",How to find the person who can help you get ahead at work,Carla Harris,13:23,"business,work,success,potential,women in business,personal growth,leadership,entrepreneur,goal-setting"
"
","
","
","
",How to find the person who can help you get ahead at work,Carla Harris,13:23,"business,work,success,potential,women in business,personal growth,leadership,entrepreneur,goal-setting"
"
											So as the process began,
											I heard the recorder
call the first person's name.
											""Joe Smith.""
											The person responsible
for presenting Joe's case did just that.
											Three quarters of the way through,
someone interrupted and said,
											""This is a great candidate, outstanding,
											has great analytical
and quantitative skills.
											This is a superstar.""
											The recorder then said,
											""Sounds like Joe
should go in the top bucket.""
											Second person, Mary Smith.
											Halfway through that presentation,
someone said, ""Solid candidate.
											Nothing really special,
but a good pair of hands.""
											The recorder said,
											""Sounds like Mary
should go in the middle bucket.""
											And then someone said, ""Arnold Smith.""
											Before the person
could present Arnold's case,
											somebody said, ""Disaster. Disaster.
This kid doesn't have a clue.
											Can't do a model.""
											And before the case was presented,
											the recorder said,
											""Sounds like Arnold
should go in the bottom bucket.""
									","
											Enquanto o processo iniciava,
											ouvi o secretário proferir
o nome da primeira pessoa.
											""Joe Smith.""
											A pessoa responsável 
por apresentar o caso de Joe fez isso.
											A três quartos do caminho
alguém interrompeu e disse:
											""Este é um candidato óptimo, excepcional,
											""tem óptimas aptidões analíticas
e quantitativas.
											""É uma super estrela.""
											O secretário disse:
											""Parece que o Joe 
deve ir para o escalão de topo.""
											A segunda pessoa, Mary Smith.
											A meio da apresentação alguém disse:
""Uma candidata sólida.
											""Nada de especial,
mas muito competente.""
											O secretário disse:
											""Parece que a Mary 
deve estar no escalão do meio.""
											Depois alguém disse: ""Arnold Smith.""
											Antes de a pessoa poder apresentar
o caso do Arnold, alguém disse:
											""Um desastre, um desastre.
											""O rapaz não faz a mínima ideia.
Não pode servir de modelo.""
											E antes de o caso ser apresentado,
											o secretário disse:
											""Parece que o Arnold
deve ir para o escalão de baixo.""
									","
											Mientras comenzaba el proceso,
											oí decir a quien grababa el
nombre de la primera persona.
											""Joe Smith"".
											La persona responsable de presentar
el caso de Joe hizo justo eso.
											Cuando llevábamos tres cuartas
partes alguien interrumpió y dijo:
											""Es un gran candidato, maravilloso,
											tiene buenas habilidades
analíticas y cuantitativas.
											Es una superestrella"".
											Entonces quien grababa dijo:
											""Parece que Joe debería
ir a la parte alta de la lista"".
											Segunda persona, Mary Smith.
											Hacia la mitad de la presentación
alguien dijo: ""Candidata sólida.
											Nada de especial, pero
un par de buenas manos"".
											Quien grababa dijo:
											""Parece que Mary debería ir
a la mitad de la lista"".
											Y luego alguien dijo: ""Arnold Smith"".
											Antes de que el responsable
pudiera presentar el caso de Arnold
											alguien dijo: ""Desastre. Desastre.
Este chico no tiene ni idea.
											No puede hacer un modelo"".
											Y antes de que el caso fuera presentado
											quien grababa dijo:
											""Parece que Arnold debería ir
al final de la lista"".
									","
											Süreç başladığında,
											zabıt katibinin ilk kişinin adını
söylediğini duydum.
											""Joe Smith.""
											Joe'nun durumunu sunmadan sorumlu
kişi tam olarak onu yaptı.
											Sunumun üç çeyreklik kısmı bittiğinde,
birisi araya girdi ve
											""Bu çok iyi bir aday, olağanüstü,
											muhteşem analitik ve nicel
yetenekleri var.
											Bu bir süperstar"" dedi.
											Katip sonra,
											""Joe en üst kovaya girmeli
gibi geliyor"" dedi.
											İkinci kişi, Mary Smith.
											Sunumun ortalarına doğru,
biri ""Sağlam aday.
											Öyle çok özel bir yanı yok
ama iyi bir çift el"" dedi.
											Katip,
											""Görünüşe göre Mary,
orta kovaya girmeli"" dedi.
											Daha sonra biri, ""Arnold Smith"" dedi.
											Arnold'un durumunu anlatacak kişi
başlayamadan,
											biri, ""Felaket. Felaket.
Bu çocuğun hiçbir fikri yok.
											Bir model yapamıyor"" dedi.
											Durumu sunulmadan,
											katip,
											""Görünüşe göre Arnold,
en alt kovaya girmeli"" dedi.
									",How to find the person who can help you get ahead at work,Carla Harris,13:23,"business,work,success,potential,women in business,personal growth,leadership,entrepreneur,goal-setting"
"
","
","
","
",How to find the person who can help you get ahead at work,Carla Harris,13:23,"business,work,success,potential,women in business,personal growth,leadership,entrepreneur,goal-setting"
"
											It was at that moment
that I clutched my pearls —
									","
											Foi nesse momento 
que apertei as minhas pérolas
									","
											En ese momento me aferré a mis perlas...
									","
											İşte o anda incilerimi kenetledim —
									",How to find the person who can help you get ahead at work,Carla Harris,13:23,"business,work,success,potential,women in business,personal growth,leadership,entrepreneur,goal-setting"
"
","
","
","
",How to find the person who can help you get ahead at work,Carla Harris,13:23,"business,work,success,potential,women in business,personal growth,leadership,entrepreneur,goal-setting"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Kahkaha)
									",How to find the person who can help you get ahead at work,Carla Harris,13:23,"business,work,success,potential,women in business,personal growth,leadership,entrepreneur,goal-setting"
