en,es,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
","
","Clues to prehistoric times, found in blind cavefish",Prosanta Chakrabarty,4:49,"ancient world,animals,biodiversity,biology,brain,biomechanics,curiosity,environment,DNA,evolution,exploration,fish,history,life,nature,science,TED Fellows,time,sight,ecology,blindness"
"
											Ichthyology,
											the study of fishes.
											It looks like a big, boring word,
											but it's actually quite exciting,
											because ichthyology is the only ""ology""
											with ""YOLO"" in it.
									","
											Ictiología,
											el estudio de los peces.
											Parece un mundo enorme y aburrido,
											pero en realidad es bastante emocionante,
											ya que es la única ""ología""
											que contiene ""YOLO"".
									","
											Ictiologia,
											o estudo dos peixes.
											Parece ser uma palavra grande
e aborrecida,
											no entanto, é muito excitante,
											porque a ictiologia é a única ""ologia""
											com ""YOLO"".
									","
											İhtiyoloji,
											yani balık bilimi.
											Kocaman, sıkıcı bir kelime gibi duruyor
											ama aslında epey heyecan vericidir.
											Çünkü ihtiyoloji içinde ""YOLO"" olan
											tek ""oloji""dir.
									","
											L'ichtyologie,
											l'étude des poissons.
											Cela semble être un grand mot ennuyeux,
											mais c'est en fait plutôt passionnant,
											car notez qu'« ichtyologie » est
le seul mot en « ologie »
											qui contient « YOLO ».
									","Clues to prehistoric times, found in blind cavefish",Prosanta Chakrabarty,4:49,"ancient world,animals,biodiversity,biology,brain,biomechanics,curiosity,environment,DNA,evolution,exploration,fish,history,life,nature,science,TED Fellows,time,sight,ecology,blindness"
"
","
","
","
","
","Clues to prehistoric times, found in blind cavefish",Prosanta Chakrabarty,4:49,"ancient world,animals,biodiversity,biology,brain,biomechanics,curiosity,environment,DNA,evolution,exploration,fish,history,life,nature,science,TED Fellows,time,sight,ecology,blindness"
"
											(Laughter)
									","
											(Risas).
									","
											(Risos)
									","
											(Kahkahalar)
									","
											(Rires)
									","Clues to prehistoric times, found in blind cavefish",Prosanta Chakrabarty,4:49,"ancient world,animals,biodiversity,biology,brain,biomechanics,curiosity,environment,DNA,evolution,exploration,fish,history,life,nature,science,TED Fellows,time,sight,ecology,blindness"
"
","
","
","
","
","Clues to prehistoric times, found in blind cavefish",Prosanta Chakrabarty,4:49,"ancient world,animals,biodiversity,biology,brain,biomechanics,curiosity,environment,DNA,evolution,exploration,fish,history,life,nature,science,TED Fellows,time,sight,ecology,blindness"
"
											Now, to the cool kids in the audience,
											you already know, YOLO stands for
""you only live once,""
											and because I only have one life,
											I'm going to spend it doing
what I always dreamt of doing:
											seeing the hidden wonders of the world
and discovering new species.
											And that's what I get to do.
									","
											Los chicos guays del público
											ya saben que YOLO significa 
""solo se vive una vez"",
											y como solo tengo una vida,
											voy a dedicarla a hacer
lo que siempre soñé:
											descubrir los misterios del mundo
y encontrar nuevas especies.
											Y eso es a lo que me dedico.
									","
											Os miúdos, aqui presentes,
											sabem que YOLO significa
""só vivemos uma vez"".
											Como só temos uma vida,
											vou passá-la a fazer
o que sempre sonhei fazer:
											ver as maravilhas ocultas do mundo
e descobrir novas espécies.
											É isso que vou fazer.
									","
											Seyirciler arasındaki havalı çocuklar
											YOLO'nun ""bir tek hayatın var"" 
anlamına geldiğini zaten biliyorlar.
											Sadece tek bir hayatım olduğu için
											o hayatı, her zaman hayalini kurduğum
şeyi yaparak geçireceğim:
											Dünyanın saklı kalmış harikalarını görerek
ve yeni türler keşfederek.
											Yaptığım şey de bu.
									","
											Les jeunes branchés dans l'audience
											le savent déjà, mais YOLO veut dire
« You Only Live Once ».
											Et parce que je n'ai qu'une seule vie,
											je vais la passer en réalisant mon rêve :
											voir les merveilles cachées du monde
et découvrir de nouvelles espèces.
											C'est ce que je parviens à faire.
									","Clues to prehistoric times, found in blind cavefish",Prosanta Chakrabarty,4:49,"ancient world,animals,biodiversity,biology,brain,biomechanics,curiosity,environment,DNA,evolution,exploration,fish,history,life,nature,science,TED Fellows,time,sight,ecology,blindness"
"
","
","
","
","
","Clues to prehistoric times, found in blind cavefish",Prosanta Chakrabarty,4:49,"ancient world,animals,biodiversity,biology,brain,biomechanics,curiosity,environment,DNA,evolution,exploration,fish,history,life,nature,science,TED Fellows,time,sight,ecology,blindness"
"
											Now, in recent years, I really focused
on caves for finding new species.
											And it turns out, there's lots of new
cavefish species out there.
											You just have to know where to look,
											and to maybe be a little thin.
									","
											En los últimos años, he centrado 
la búsqueda de nuevas especies en cuevas.
											Y resulta que hay un montón de nuevas 
especies de peces de cuevas.
											Solo tienes que saber dónde buscar,
											y quizá ser bastante delgadito.
									","
											Nos últimos anos, concentrei-me
em grutas, para encontrar novas espécies.
											Acontece que há ali
montes de espécies de peixes.
											Basta saber onde procurar,
											e ser um pouco magrinho.
									","
											Son yıllarda, yeni türler
bulmak için mağaralara odaklandım.
											Görünüşe göre, çok fazla yeni
mağara balığı türü varmış.
											Sadece nereye bakmanız
gerektiğini bilmeniz
											ve belki biraz da zayıf olmanız gerekiyor.
									","
											Ces dernières années, je me suis concentré
sur les grottes pour mes recherches.
											C'est là que l'on trouve beaucoup de
nouvelles espèces de poisson cavernicole,
											Il faut juste savoir où chercher
											et être suffisamment mince.
									","Clues to prehistoric times, found in blind cavefish",Prosanta Chakrabarty,4:49,"ancient world,animals,biodiversity,biology,brain,biomechanics,curiosity,environment,DNA,evolution,exploration,fish,history,life,nature,science,TED Fellows,time,sight,ecology,blindness"
"
","
","
","
","
","Clues to prehistoric times, found in blind cavefish",Prosanta Chakrabarty,4:49,"ancient world,animals,biodiversity,biology,brain,biomechanics,curiosity,environment,DNA,evolution,exploration,fish,history,life,nature,science,TED Fellows,time,sight,ecology,blindness"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Kahkahalar)
									","
											(Rires)
									","Clues to prehistoric times, found in blind cavefish",Prosanta Chakrabarty,4:49,"ancient world,animals,biodiversity,biology,brain,biomechanics,curiosity,environment,DNA,evolution,exploration,fish,history,life,nature,science,TED Fellows,time,sight,ecology,blindness"
