en,es,pt,fr,title,speaker,duration,tags
"
","
","
","
",The psychological impact of child separation at the US-Mexico border,Luis H. Zayas,14:49,"immigration,children,refugees,psychology,society,community,social change,politics,government,humanity,United States,history"
"
											For over 40 years, I've been
a clinical social worker
											and a developmental psychologist.
											And it seemed almost natural
for me to go into the helping professions.
											My parents had taught me
to do good for others.
											And so I devoted my career
											to working with families
in some of the toughest circumstances:
											poverty, mental illness,
											immigration, refugees.
											And for all those years,
I've worked with hope and with optimism.
									","
											He sido trabajador social clínico
y psicólogo evolutivo
											más de 40 años.
											Y para mí pareció casi natural
orientarme hacia profesiones de ayuda.
											Mis padres me habían enseñado
a hacer el bien a otros.
											Así que centré mi carrera
											en trabajar con familias
en las peores circunstancias:
											pobreza, enfermedad mental,
											inmigración, refugiados,...
											Y en todos estos años
he trabajado con optimismo y esperanza.
									","
											Há mais de 40 anos
que sou assistente social
											e psicólogo de desenvolvimento.
											Parece-me quase natural 
ter ido para profissões de ajuda.
											Os meus pais ensinaram-me
a fazer o bem aos outros.
											Assim, dediquei a minha carreira
											a trabalhar com famílias em algumas 
das mais duras circunstâncias:
											a pobreza, a doença mental,
											a imigração, os refugiados.
											Durante todos esses anos, eu tenho 
trabalhado com esperança e otimismo.
									","
											Je suis travailleur social
et psychologue du développement
											depuis plus de 40 ans.
											Ça me semblait naturel de m'orienter
vers des professions d'aide à autrui.
											Mes parents m'ont appris
à faire le bien autour de moi.
											J'ai donc consacré ma carrière
											à travailler avec des familles
dans des circonstances très dures :
											pauvreté, maladies mentales,
											immigration ou encore avec des réfugiés.
											Toutes ces années, j'ai travaillé
avec espoir et optimisme.
									",The psychological impact of child separation at the US-Mexico border,Luis H. Zayas,14:49,"immigration,children,refugees,psychology,society,community,social change,politics,government,humanity,United States,history"
"
","
","
","
",The psychological impact of child separation at the US-Mexico border,Luis H. Zayas,14:49,"immigration,children,refugees,psychology,society,community,social change,politics,government,humanity,United States,history"
"
											In the past five years, though,
											my hope and my optimism
have been put to the test.
											I've been so deeply disappointed
in the way the United States government
											is treating families who are coming
to our southern border,
											asking for asylum —
											desperate parents with children,
from El Salvador, Guatemala and Honduras,
											who only want to bring their kids
to safety and security.
											They are fleeing some of
the worst violence in the world.
											They've been attacked by gangs,
											assaulted, raped, extorted, threatened.
											They have faced death.
											And they can't turn to their police
because the police are complicit,
											corrupt, ineffective.
											Then they get to our border,
											and we put them in detention centers,
											prisons, as if they were common criminals.
									","
											Sin embargo, en los últimos cinco años,
											mi optimismo y esperanza
se han puesto a prueba.
											Estoy muy decepcionado con la forma
en que el gobierno de EE. UU.
											trata a las familias que vienen
a nuestra frontera sur,
											en busca de asilo político.
											Padres desesperados que vienen con hijos
desde El Salvador, Guatemala y Honduras
											y que solo buscan
la seguridad de sus niños.
											Huyen de la peor violencia
que azota el mundo.
											Han sido atacados por bandas,
											asaltados, violados,
chantajeados y amenazados.
											Han encarado a la muerte.
											Y no pueden ir a la policía
porque la policía es cómplice,
											corrupta e ineficaz.
											Llegan hasta nuestra frontera
											y los metemos en centros de detención;
											prisiones, como su fueran criminales.
									","
											Contudo, nos últimos cinco anos,
											a minha esperança e o meu otimismo 
foram colocados à prova.
											Fiquei profundamente desapontado 
com a forma com o governo dos EUA
											está a tratar famílias que estão 
a chegar à nossa fronteira do Sul,
											a solicitar asilo
											— pais desesperados com crianças,
											vindos de El Salvador,
da Guatemala e das Honduras
											que apenas querem trazer os seus filhos
para um lugar protegido e seguro.
											Estão a fugir de algumas 
das piores violências no mundo.
											Foram atacados por gangues,
											por assaltos, violações,
extorsão, ameaças,
											Enfrentaram a morte.
											Não podem recorrer à polícia
porque a polícia é cúmplice,
											corrupta, ineficiente.
											Então, eles chegam à nossa fronteira,
											e nós colocamo-los
em centros de detenção,
											em prisões, como se eles 
fossem criminosos comuns.
									","
											Ces cinq dernières années toutefois,
											mes espoirs et mon optimisme
ont été mis à rude épreuve.
											Je suis tellement déçu de la manière
dont le gouvernement américain
											traite les familles
qui se rendent à la frontière sud
											et demandent l'asile —
											des parents désespérés et leurs enfants,
du Salvador, du Guatemala et du Honduras,
											qui veulent seulement
mettre leurs enfants en sécurité.
											Ils fuient les endroits
les plus violents au monde.
											Ils sont kidnappés par des gangs,
											agressés, violés, extorqués, menacés.
											Ils font face à la mort.
											Et ils ne peuvent pas se tourner
vers la police, car elle est complice,
											corrompue, inefficace.
											Alors ils se rendent à la frontière,
											et ils sont envoyés
en centre de détention,
											en prison, comme de quelconques criminels.
									",The psychological impact of child separation at the US-Mexico border,Luis H. Zayas,14:49,"immigration,children,refugees,psychology,society,community,social change,politics,government,humanity,United States,history"
"
","
","
","
",The psychological impact of child separation at the US-Mexico border,Luis H. Zayas,14:49,"immigration,children,refugees,psychology,society,community,social change,politics,government,humanity,United States,history"
"
											Back in 2014, I met some of
the first children in detention centers.
											And I wept.
											I sat in my car afterwards and I cried.
											I was seeing some of the worst
suffering I'd ever known,
											and it went against everything
I believed in my country,
											the rule of law
											and everything my parents taught me.
									","
											En 2014 conocí a algunos de
los primeros niños en ir a esos centros.
											Y lloré.
											Me senté en el auto
después de aquello y lloré.
											Fui testigo de los peores sufrimientos
que jamas había conocido
											y que iban en contra de todo
en lo que creía de mi país,
											el estado de derecho
											y todo lo que mis padres me enseñaron.
									","
											Em 2014, eu conheci algumas
das primeiras crianças
											em centros de detenção.
											E chorei.
											Sentei-me no meu carro 
depois de tudo e chorei.
											Eu estava a ver o pior
do sofrimento que já tinha visto,
											que era contra tudo
o que eu acreditava no meu país,
											contra o estado de direito
											e contra tudo o que os meus pais
me haviam ensinado.
									","
											En 2014, j'ai rencontré parmi les premiers
enfants incarcérés en centre de détention.
											Et j'ai pleuré.
											Je suis monté
dans ma voiture et j'ai pleuré.
											J'ai vu de la souffrance
comme jamais je n'en avais été témoin.
											Cela allait à l'encontre de
la foi que j'avais en mon pays,
											de l'État de droit
											et de ce que mes parents m'ont appris.
									",The psychological impact of child separation at the US-Mexico border,Luis H. Zayas,14:49,"immigration,children,refugees,psychology,society,community,social change,politics,government,humanity,United States,history"
"
","
","
","
",The psychological impact of child separation at the US-Mexico border,Luis H. Zayas,14:49,"immigration,children,refugees,psychology,society,community,social change,politics,government,humanity,United States,history"
"
											The way the United States
has handled the immigrants
											seeking asylum in our country
											over the past five years —
											it's wrong, just simply wrong.
											Tonight, I want to tell you
that children in immigration detention
											are being traumatized.
											And we are causing the trauma.
											We in America —
											actually, those of us here tonight —
											will not necessarily be on the same page
with respect to immigration.
											We'll disagree on how we're going
to handle all those people
											who want to come to our country.
											Frankly, it doesn't matter to me
whether you're a Republican or a Democrat,
											liberal or conservative.
											I want secure borders.
											I also want to keep the bad actors out.
											I want national security.
											And of course, you'll have your ideas
about those topics, too.
											But I think we can agree
											that America should not be doing harm.
											The government, the state, should not
be in the business of hurting children.
											It should be protecting them,
											no matter whose children they are:
											your children, my grandchildren
											and the children of families
just looking for asylum.
									","
											La forma en que EE. UU. 
ha tratado a los inmigrantes
											que buscan asilo aquí
											durante estos cinco años
											está mal, simplemente mal.
											Hoy, vengo a contarles que
los niños en los centros de detención
											están siendo traumatizados.
											Y nosotros somos la causa.
											Nosotros en EE. UU.,
											de hecho los que estamos aquí hoy,
											no tenemos por qué compartir
la misma opinión sobre la inmigración.
											No estaremos de acuerdo en cómo
vamos a encargarnos de aquellos
											que quieren venir a nuestro país.
											Sinceramente, no me importa
si son republicanos o demócratas,
											liberales o conservadores.
											Quiero fronteras seguras.
											Y también quiero mantener fuera de ellas
a los que actúan de mala fe.
											Quiero seguridad nacional.
											Y, por supuesto, Uds. tendrán
su propia opinión al respecto.
											Pero creo que coincidimos
											en que EE. UU. no debería hacer daño.
											El gobierno, el estado, no debería
tomar partido en el sufrimiento infantil.
											Debería protegerlos
											sin importar de dónde sean:
											sus hijos, mis nietos
											y los hijos de familias
que buscan un refugio.
									","
											A forma como os EUA 
tem lidado com os imigrantes
											que procuram asilo no nosso país
nos últimos cinco anos
											é errado, simplesmente errado.
											Esta noite, quero dizer que as crianças 
em detenção de imigração.
											estão a ser traumatizadas.
											E somos nós que estamos
a causar esses traumas.
											Nós, nos Estados Unidos da América
											— os que estamos aqui esta noite —
											não estaremos todo de acordo
em relação à imigração.
											Discordaremos em como 
vamos lidar com todas essas pessoas
											que querem vir para o nosso país.
											Francamente, não me interessa 
se são Republicanos ou Democratas
											liberais ou conservadores.
											Eu quero fronteiras seguras.
											Também quero manter de fora
as pessoas ruins.
											Quero segurança nacional.
											E claro, vocês também terão
as vossas ideias sobre estes tópicos.
											Mas acho que podemos concordar
											que os EUA não deviam
estar a causar danos.
											O governo, o estado,
não devia estar a magoar crianças,
											devia estar a protegê-las,
											quaisquer que sejam essas crianças:
											os vossos filhos, os meus netos
											e as crianças de famílias que 
estão apenas a procurar asilo.
									","
											La manière dont les États-Unis
traitent les immigrants
											qui demandent l'asile ici
											depuis cinq ans —
											c'est inacceptable, vraiment inacceptable.
											Laissez-moi vous dire ce soir
que les enfants en centre de rétention
											sont traumatisés.
											Et nous en sommes la cause.
											Nous, les Américains —
											ou plutôt ceux parmi nous ce soir —
											ne partageons pas forcément
la même vision de l'immigration.
											Nous ne serons pas d'accord
sur la façon de traiter ces gens
											qui veulent s'installer ici.
											Peu m'importe si vous êtes
Républicain ou Démocrate,
											libéral ou conservateur.
											Je veux des frontières sécurisées.
											Je veux aussi laisser dehors
les personnes mauvaises.
											Je veux la sécurité nationale.
											Évidemment, vous avez également
votre avis sur ces sujets.
											Mais je pense que l'on peut s'accorder
											sur le fait que les États-Unis
ne doivent pas leur nuire.
											Le gouvernement, l'État, ne devrait pas
être complice du mal infligé aux enfants.
											Il devrait les protéger,
											peu importe qui ils sont :
											vos enfants, mes petits-enfants
											ou les enfants de familles
qui demandent l'asile.
									",The psychological impact of child separation at the US-Mexico border,Luis H. Zayas,14:49,"immigration,children,refugees,psychology,society,community,social change,politics,government,humanity,United States,history"
"
","
","
","
",The psychological impact of child separation at the US-Mexico border,Luis H. Zayas,14:49,"immigration,children,refugees,psychology,society,community,social change,politics,government,humanity,United States,history"
"
											Now, I could tell you story after story
											of children who have witnessed
some of the worst violence in the world
											and are now sitting in detention.
											But two little boys have stayed with me
over these past five years.
											One of them was Danny.
											Danny was seven and a half years old
when I met him in a detention center
											in Karnes City, Texas, back in 2014.
											He was there with his mother
and his brother,
											and they had fled Honduras.
											You know, Danny is one of these kids
that you get to love instantly.
											He's funny, he's innocent,
											he's charming and very expressive.
											And he's drawing pictures for me,
											and one of the pictures he drew for me
was of the Revos Locos.
											The Revos Locos: this is the name
											that they gave to gangs
in the town that he was in.
											I said to Danny,
											""Danny, what makes them bad guys?""
											Danny looked at me with puzzlement.
											I mean, the look was more like,
											""Are you clueless or just stupid?""
									","
											Podría contarles una historia tras otra
											de niños que han sido testigos
de las peores violencias del mundo
											que están ahora en centros detención.
											Hay dos pequeños que han estado conmigo
durante los últimos cincos años.
											Uno de ellos era Danny.
											Danny tenía siete años y medio
cuando lo conocí en un centro
											de Karnes City, Texas, en 2014.
											Estaba ahí con su hermano y su madre
											y había huido de Honduras.
											Danny es de los típicos niños
a los que amas al instante.
											Es divertido, inocente,
											encantador y muy expresivo.
											Hizo algunos dibujos para mí
											y uno de ellos era los Revos Locos.
											Los Revos Locos es el nombre
											que le dan a las bandas
en la ciudad de la que vino.
											Le dije a Danny:
											""¿Qué los hace malos, Danny?""
											Danny me miró perplejo.
											Osea, su mirada fue como:
											""¿Eres solo estúpido
o es que no tienes ni idea?""
									","
											Eu podia contar-vos 
história atrás de história
											de crianças que assistiram
a algumas das piores violências do mundo
											e agora estão detidas.
											Mas há dois rapazinhos que não saem 
da minha cabeça nos últimos cinco anos.
											Um deles é o Danny.
											Danny tinha sete anos e meio quando 
eu o conheci no centro de detenção
											na cidade de Karnes, Texas, em 2014.
											Estava ali com a mãe e o irmão.
											Tinham fugido das Honduras.
											Danny é um desses miúdos
que amamos instantaneamente.
											É engraçado, é inocente,
											é encantador e muito expressivo.
											Estava a fazer desenhos para mim,
											e um dos quadros que desenhou 
para mim foram os Revos Locos.
											Os Revos Locos: este é o nome
											que eles deram ao gangue
na cidade onde ele morava.
											Eu disse ao Danny:
											""Danny, porque é que eles são maus?""
											Danny olhou para mim com perplexidade.
											Quero dizer, o olhar era mais como:
											""Tu és ignorante ou és só estúpido?""
									","
											Je pourrais enchaîner les histoires
											d'enfants témoins
de la pire violence au monde
											qui se retrouvent en prison.
											J'ai accueilli deux petits garçons
ces cinq dernières années.
											L'un deux était Danny.
											Il avait sept ans et demi quand je l'ai
rencontré en centre de détention
											en 2014 à Karnes City, au Texas.
											Il était avec sa mère et son frère.
											Ils avaient fui le Honduras.
											Danny est l'un de ces enfants
que vous aimez au premier regard.
											Il est drôle, il est innocent,
											il est attachant et très expressif.
											Il me faisait des dessins,
											et l'un d'entre eux
représentait les Revos Locos.
											Revos Locos : c'est le nom
											qu'ils donnaient aux gangs
de la ville où il vivait.
											J'ai dit à Danny :
											« Danny,
qu'est-ce qui fait d'eux des méchants ? »
											Danny m'a jeté un regard perplexe.
											C'était plutôt un regard du genre
											« Es-tu ignorant ou juste stupide ? »
									",The psychological impact of child separation at the US-Mexico border,Luis H. Zayas,14:49,"immigration,children,refugees,psychology,society,community,social change,politics,government,humanity,United States,history"
